time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
40,-6202.628516677,6202.628516677,6928.3691639089,3204.0919043716,-3283.8909671234,3644.4781967855
41,-6202.2795235535,6202.2795235536,7213.7442056978,3332.0508215529,-3411.2621256914,3802.4820800064
42,-6202.4823456819,6202.4823456819,7498.1626386487,3458.7589986763,-3537.3795282219,3960.7831104268
43,-6202.5919381795,6202.5919381795,7781.5757021167,3584.1964513859,-3662.2210367152,4119.3546654015
44,-6202.3869885431,6202.3869885431,8063.9743028821,3708.3479429715,-3785.7593368749,4278.2149660072
45,-6202.4593869575,6202.4593869575,8345.3935898595,3831.2037098138,-3907.9999015944,4437.3936882651
46,-6202.5698252302,6202.5698252302,8625.8100832992,3952.7605269345,-4028.9445318396,4596.8655514596
47,-6202.4561919307,6202.4561919307,8905.2083613268,4073.0229688576,-4148.5916530686,4756.6167082582
48,-6202.4616163045,6202.4616163045,9183.6100449998,4192.004164751,-4266.9637972679,4916.6462477319
49,-6202.5424780817,6202.5424780817,9461.0075616479,4309.725441479,-4384.0889508522,5076.9186107956
50,-6202.5010497081,6202.5010497081,9737.3860836198,4426.2147113648,-4499.9917127296,5237.3943708901
51,-6202.4942226211,6202.4942226211,10012.752650199,4541.5041890295,-4614.7071218266,5398.0455283722
52,-6202.5435939498,6202.5435939498,10287.103899367,4655.6284442603,-4728.2729685913,5558.8309307759
53,-6202.546760616,6202.546760616,10560.427735549,4768.6230503142,-4840.7229071685,5719.7048283801
54,-6202.5577544548,6202.5577544548,10832.719736781,4880.5231475368,-4952.0917042217,5880.6280325595
55,-6202.6014331913,6202.6014331913,11103.97133748,4991.3616159953,-5062.4121543274,6041.5591831523
56,-6202.6354434828,6202.6354434828,11374.167391189,5101.167444463,-5171.7107752703,6202.4566159186
57,-6202.6675190678,6202.6675190678,11643.294058155,5209.9644508546,-5280.0085586707,6363.285499484
58,-6202.7129722656,6202.7129722656,11911.336690771,5317.7694421759,-5387.3188530151,6524.0178377561
59,-6202.7586417095,6202.7586417095,12178.2777589,5424.5894182885,-5493.643205307,6684.6345535929
60,-6202.7970313443,6202.7970313443,12444.100339657,5530.4189708216,-5598.9697233391,6845.1306163179
61,-6202.8364642911,6202.8364642911,12708.789271253,5635.2393647186,-5703.2739248224,7005.5153464308
62,-6202.879246383,6202.879246383,12972.32900776,5739.0199894469,-5806.5209773634,7165.8080303964
63,-6202.9191123704,6202.9191123704,13234.703395971,5841.7217596643,-5908.6692165298,7326.0341794415
64,-6202.9582932759,6202.9582932759,13495.89683167,5943.3006742537,-6009.6735010739,7486.223330596
65,-6203.0004067132,6203.0004067132,13755.893633557,6043.7097462969,-6109.486301671,7646.4073318858
66,-6203.0408669769,6203.0408669769,14014.677691553,6142.8997240745,-6208.0579754087,7806.619716144
67,-6203.0785690914,6203.0785690914,14272.233487675,6240.8202135781,-6305.3384123446,7966.8950753307
68,-6203.1161822851,6203.1161822851,14528.546204622,6337.4212322418,-6401.2786544288,8127.2675501933
69,-6203.152403026,6203.152403026,14783.60135711,6432.6542650238,-6495.8315790644,8287.7697780452
70,-6203.1867938083,6203.1867938083,15037.385013754,6526.4735211446,-6588.9538555484,8448.4311582059
71,-6203.2208804593,6203.2208804593,15289.883671928,6618.8395219259,-6680.6113271293,8609.272344799
72,-6203.2535159627,6203.2535159627,15541.084054349,6709.7274140119,-6770.7905052398,8770.2935491092
73,-6203.283362073,6203.283362073,15790.973513916,6799.1449393111,-6859.5238374901,8931.4496764263
74,-6203.310766808,6203.310766808,16039.540334163,6887.1703394037,-6946.9414483112,9092.5988858521
75,-6203.3351416341,6203.335141634,16286.773804606,6974.0219843212,-7033.3587991329,9253.4150054728
76,-6203.3550522992,6203.3550522992,16532.664613889,7060.1594941226,-7119.3884288237,9413.2761850658
77,-6203.3694457926,6203.3694457926,16777.205353455,7146.3838755543,-7206.0215696718,9571.1837837834
78,-6203.3771227522,6203.3771227522,17020.390913917,7233.8636083079,-7294.5912781638,9725.7996357534
79,-6203.376832912,6203.376832912,17262.218958642,7324.0134260719,-7386.5684801061,9875.6504785358
80,-6203.368033759,6203.368033759,17502.690360757,7418.2439010699,-7483.2812926635,10019.409068094
81,-6203.3510777887,6203.3510777886,17741.809315723,7517.7393338248,-7585.7700923641,10156.039223359
82,-6203.3271382505,6203.3271382505,17979.583075893,7623.4454588244,-7694.905542289,10284.677533604
83,-6203.2978432266,6203.2978432266,18216.021425695,7736.2570577578,-7811.6199567467,10404.401468948
84,-6203.2644755304,6203.2644755304,18451.136110277,7857.1731327758,-7936.9688994004,10514.167210877
85,-6203.2272244531,6203.2272244531,18684.940489143,7987.2411553866,-8071.9725999052,10612.967889238
86,-6203.1849171372,6203.1849171372,18917.449642254,8127.3869305869,-8217.4536789503,10699.995963304
87,-6203.1353022828,6203.1353022828,19148.680980065,8278.3019906838,-8373.9647510754,10774.716228989
88,-6203.0758269416,6203.0758269416,19378.6551696,8440.3431119079,-8541.644188876,10837.010980724
89,-6203.0047457053,6203.0047457053,19607.397027626,8613.3261958733,-8719.9637194962,10887.43330813
90,-6202.9220197968,6202.9220197968,19834.935980569,8796.3379783579,-8907.6322504531,10927.303730116
91,-6202.8294779337,6202.8294779337,20061.305817022,8987.8233121467,-9102.8688596426,10958.436957379
92,-6202.7304873815,6202.7304873815,20286.543746505,9186.0018909565,-9303.9394911815,10982.604255323
93,-6202.6296816601,6202.6296816601,20510.6889203,9389.3850589363,-9509.6199053376,11001.069014962
94,-6202.5327421512,6202.5327421513,20733.780513002,9597.0332492738,-9719.2276596055,11014.552853396
95,-6202.4458596778,6202.4458596778,20955.855485814,9808.3505418623,-9932.2081306019,11023.647355212
96,-6202.3746259281,6202.3746259281,21176.94631127,10022.667934164,-10147.769554492,11029.176756778
97,-6202.3225223323,6202.3225223323,21397.079111276,10239.11036651,-10364.984371096,11032.09474018
98,-6202.2897023608,6202.2897023608,21616.272724032,10456.827537742,-10583.099075464,11033.173648569
99,-6202.2728708699,6202.2728708699,21834.539027123,10675.186514955,-10801.593323347,11032.945703776
100,-6202.2665348488,6202.2665348488,22051.884419786,10893.734440053,-11020.082629018,11031.801790769
