time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
0,0,0,0,0,0,0
1,-67.426012154206,67.426012154206,0.03493248592385,0.0046758508621013,-0.019653702945562,0.015278782978288
2,-189.10239951628,189.10239951628,0.30755131405529,0.064653712071967,-0.16542028216373,0.14213103189156
3,-309.65313123958,309.65313123958,1.0495776062018,0.29152715113055,-0.55043348164683,0.49914412455501
4,-429.06187741892,429.06187741892,2.4879342625786,0.80528018486895,-1.2873513713172,1.2005828912614
5,-549.42092297603,549.42092297603,4.8545817689387,1.7216630926169,-2.4943907131935,2.3601910557452
6,-669.17198403032,669.17198403032,8.3769786822347,3.1544004742689,-4.281525446782,4.0954532354527
7,-789.08171910626,789.08171910626,13.291136694311,5.2159253719225,-6.7615633089978,6.5295733853132
8,-909.19143726629,909.19143726629,19.830986424015,8.017482268661,-10.046070923088,9.7849155009271
9,-1029.6873556767,1029.6873556767,28.215179848871,11.669568923964,-14.248548766779,13.966631082093
10,-1149.5301856535,1149.5301856535,38.652401286726,16.282800302066,-19.474660681099,19.177740605627
11,-1269.1405085929,1269.1405085929,51.380492652304,21.967236428913,-25.831425331032,25.549067321273
12,-1389.4299730225,1389.4299730225,66.641476733628,28.831249051764,-33.432876022081,33.208600711547
13,-1509.6704971774,1509.6704971774,84.6448828292,36.981808769727,-42.38519768072,42.25968514848
14,-1629.442976564,1629.442976564,105.6060365413,46.525170248111,-52.788715915513,52.817320625789
15,-1749.4645291194,1749.4645291194,129.7619311506,57.566542159497,-64.750980059637,65.010951090966
16,-1869.6738054216,1869.6738054216,157.33269814609,70.209805507597,-78.377895220704,78.954802925384
17,-1989.6169573116,1989.6169573116,188.529755878,84.557771494406,-93.767944009656,94.761811868346
18,-2109.604379787,2109.604379787,223.57948177088,100.71219310034,-111.02288382803,112.55659794285
19,-2229.744818489,2229.744818489,262.70192208168,118.77362627223,-130.2451922316,132.45672985009
20,-2349.7530162541,2349.7530162541,306.10785411547,138.84151979944,-151.53152534141,154.57632877406
21,-2469.7432963222,2469.7432963222,354.01727973973,161.01423119479,-174.97929492538,179.03798481435
22,-2589.8419453638,2589.8419453638,406.64829853886,185.38893471725,-200.68714780807,205.96115073079
23,-2709.8836770992,2709.8836770992,464.21029011751,212.0616685133,-228.74943262083,235.46085749668
24,-2829.8898629761,2829.8898629761,526.91731250679,241.12737124646,-259.25975308748,267.65755941931
25,-2949.9562825482,2949.9562825482,594.98422995184,272.67982054098,-292.31261431244,302.6716156394
26,-3002.5815113381,3002.5815113381,665.44686604275,305.98328373321,-326.39597058616,339.05089545659
27,-3000.9313405846,3000.9313405846,735.82661386167,339.813213436,-360.23574575555,375.59086810612
28,-3000.4318054986,3000.4318054986,806.04951148764,373.53902473567,-393.85284743858,412.19666404906
29,-3001.0734408654,3001.0734408654,876.12881255267,407.05192038033,-427.26969679932,448.85911575335
30,-3000.7522218264,3000.7522218264,946.03570816578,440.34818214871,-460.46021776036,485.57549040541
31,-3001.0468242126,3001.0468242126,1015.7730741877,473.42303817848,-493.43320447891,522.33986970876
32,-3001.1860780053,3001.1860780053,1085.30547546,506.271554342,-526.18054791238,559.12492754765
33,-3001.1201785914,3001.1201785914,1154.6146825327,538.88892968078,-558.69241155205,595.9222709807
34,-3000.6683724117,3000.6683724117,1223.7309480974,571.27017211995,-590.95487038695,632.77607771047
35,-3000.8730077811,3000.8730077811,1292.6976245237,603.41003040697,-622.97776414976,669.71986037391
36,-3001.3092886432,3001.3092886432,1361.47408944,635.30293091482,-654.76060613553,706.71348330444
37,-3001.0646672576,3001.0646672576,1430.0195783925,666.94297831156,-686.28160273009,743.73797566238
38,-3000.8706511843,3000.8706511843,1498.3652534711,698.32395313626,-717.53560079009,780.82965268102
39,-3001.1454201117,3001.1454201117,1566.5221823221,729.4393964714,-748.52688139373,817.99530092832
40,-3001.1698467425,3001.1698467425,1634.4605994537,760.28276561935,-779.2432192878,855.21738016587
41,-3001.0070665965,3001.0070665965,1702.1818295497,790.84771756884,-809.6740920119,892.50773753785
42,-3001.1111613845,3001.1111613845,1769.6979331273,821.12845843869,-839.82003178279,929.87790134454
43,-3001.1703845075,3001.1703845075,1836.9963140315,851.12003772469,-869.67553923374,967.32077479777
44,-3001.0767644304,3001.0767644304,1904.0736279837,880.81851992156,-899.23374537234,1004.8398826113
45,-3001.1159403814,3001.1159403814,1970.9371046334,910.22112467892,-928.49540535964,1042.4416992737
46,-3001.1728262538,3001.1728262538,2037.5804271758,939.32648336973,-957.46027442508,1080.1201527507
47,-3001.1214836428,3001.1214836428,2103.9992416033,968.13495732295,-986.12719322956,1117.8720483738
48,-3001.1276841736,3001.1276841736,2170.1979209781,996.64880742351,-1014.5005759524,1155.6973450257
49,-3001.1698687701,3001.1698687701,2236.1740247191,1024.8720635539,-1042.585927932,1193.5880967871
50,-3001.1525609621,3001.1525609621,2301.9234684301,1052.810108213,-1070.3877454301,1231.535723
51,-3001.1518395611,3001.1518395611,2367.4473785313,1080.469169411,-1097.9128803465,1269.5344981848
52,-3001.1779982995,3001.1779982995,2432.7444872576,1107.8559852657,-1125.1688725148,1307.5756147429
53,-3001.1815231516,3001.1815231516,2497.8115109311,1134.9776764377,-1152.1625130962,1345.6489978349
54,-3001.1886880104,3001.1886880104,2562.6470134188,1161.841574567,-1178.9012180304,1383.7457953883
55,-3001.2113614136,3001.2113614136,2627.2486276076,1188.454834937,-1205.3922708115,1421.8563567961
56,-3001.2288556502,3001.2288556502,2691.612503469,1214.8239800994,-1231.6417077139,1459.9707957551
