time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
57,-3001.2449520861,3001.2449520861,2755.7351947626,1240.9545267415,-1257.6544661685,1498.080728594
58,-3001.2671081762,3001.2671081762,2819.613160521,1266.8505560888,-1283.4339214326,1536.1792390883
59,-3001.2888995916,3001.2888995916,2883.2422642144,1292.5140938785,-1308.9809359025,1574.2613283119
60,-3001.3067540743,3001.3067540743,2946.6185957045,1317.9445245831,-1334.2935024596,1612.3250932449
61,-3001.3249386183,3001.3249386183,3009.7387292122,1343.1384267708,-1359.367027701,1650.3717015112
62,-3001.3448362965,3001.3448362965,3072.5991708187,1368.0900109382,-1384.1949540455,1688.4042167732
63,-3001.3636213405,3001.3636213405,3135.1962502696,1392.7919624452,-1408.7695544705,1726.4266957992
64,-3001.3825202649,3001.3825202649,3197.5263587116,1417.236141446,-1433.0824791502,1764.4438795614
65,-3001.4033027902,3001.4033027902,3259.5857925954,1441.4137112338,-1457.1246311219,1802.4611614735
66,-3001.4235840463,3001.4235840463,3321.3706854254,1465.3149400283,-1480.885916128,1840.4847692974
67,-3001.4425944838,3001.4425944838,3382.8772772571,1488.9292732617,-1504.3555798362,1878.5216974209
68,-3001.4614824238,3001.4614824238,3444.101963738,1512.2457898409,-1527.5227879149,1916.579175823
69,-3001.4795842463,3001.4795842463,3505.0412217561,1535.2536756766,-1550.3769853974,1954.6642363587
70,-3001.4967334181,3001.4967334181,3565.6916721144,1557.942626329,-1572.9083672875,1992.7833048269
71,-3001.5137964112,3001.5137964112,3626.0500482581,1580.3036338961,-1595.1090582438,2030.9409900143
72,-3001.530352528,3001.530352528,3686.1131229572,1602.3308802088,-1616.9757913206,2069.1373316366
73,-3001.5457557921,3001.5457557921,3745.8777804655,1624.0259598332,-1638.5158464594,2107.3619340061
74,-3001.5600561494,3001.5600561494,3805.3410957183,1645.4067513665,-1659.7591340028,2145.5819617156
75,-3001.572882842,3001.572882842,3864.5003763863,1666.5236946675,-1680.7787272183,2183.721649168
76,-3001.5835530944,3001.5835530944,3923.3532635686,1687.4835716469,-1701.7172396685,2221.6360239001
77,-3001.5916088742,3001.5916088742,3981.8978398696,1708.4732974635,-1722.8063963625,2259.0914435072
78,-3001.5965292826,3001.5965292826,4040.1327074872,1729.766581992,-1744.3590217563,2295.7736857309
79,-3001.5977886702,3001.5977886702,4098.0570853236,1751.6961645155,-1766.7218684644,2331.3352168592
80,-3001.5952039992,3001.5952039992,4155.6709007396,1774.5956014271,-1790.210131851,2365.4607688885
81,-3001.5889981576,3001.5889981576,4212.9748090302,1798.7471963039,-1815.0731592239,2397.9016498063
82,-3001.5797829418,3001.5797829418,4269.97012179,1824.3785019934,-1841.5212398835,2428.4488819065
83,-3001.568398031,3001.568398031,4326.658669758,1851.7053655362,-1869.7788997513,2456.8797700067
84,-3001.5554798211,3001.5554798211,4383.0426597224,1880.967612488,-1900.098929085,2482.9437306374
85,-3001.5410406337,3001.5410406337,4439.1245983529,1912.4159114903,-1932.7254632707,2506.3991350822
86,-3001.5243337821,3001.5243337821,4494.9073367066,1946.2722565977,-1967.8563589067,2527.0509777999
87,-3001.5040426223,3001.5040426223,4550.3942451988,1982.7037999915,-2005.6262414851,2544.7680037137
88,-3001.4787393475,3001.4787393475,4605.5894700223,2021.799126837,-2046.072363669,2559.5171063533
89,-3001.4475159157,3001.4475159157,4660.498174651,2063.5195836511,-2089.075070249,2571.423104402
90,-3001.4104865153,3001.4104865153,4715.1266539591,2107.6546963792,-2134.3347033051,2580.791950654
91,-3001.3688595255,3001.3688595255,4769.4822473082,2153.8418439398,-2181.4345841418,2588.0476631664
92,-3001.3246865547,3001.3246865547,4823.5730579882,2201.6628743663,-2229.9657820452,2593.607275943
93,-3001.2805821698,3001.2805821698,4877.4075320821,2250.7646217679,-2279.6354923699,2597.7720397122
94,-3001.2394694182,3001.2394694182,4930.9939461518,2300.9197789051,-2330.2757169585,2600.7182291932
95,-3001.2042327877,3001.2042327877,4984.3398569955,2351.9803632035,-2381.7481915209,2602.5916654747
96,-3001.1771821081,3001.1771821081,5037.4515896924,2403.7818427888,-2433.8603653285,2603.591224364
97,-3001.1593729588,3001.1593729588,5090.3338675653,2456.1128232528,-2486.3892921756,2603.9445753897
98,-3001.1500737846,3001.1500737846,5142.9897008614,2508.7687464943,-2539.1533859359,2603.8363149255
99,-3001.1467696174,3001.1467696174,5195.4206084005,2561.596294458,-2592.0257241552,2603.3948842453
100,-3001.1458763741,3001.1458763741,5247.6271399062,2614.4845436497,-2644.911519315,2602.7156205912
