time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
0,0,0,0,0,0,0
1,-139.34709178536,139.34709178536,0.14920052876809,0.019971078571019,-0.083943149025266,0.065257379742822
2,-390.81162566697,390.81162566697,1.3135858346984,0.27614318800516,-0.70652840515265,0.60705742954574
3,-639.9498045618,639.9498045618,4.4828625758221,1.2451448543843,-2.3509625593894,2.1319000164327
4,-886.72787999909,886.72787999909,10.626243672613,3.4394411451514,-5.498420745937,5.1278229266764
5,-1135.4699074838,1135.4699074838,20.734458133112,7.3534143644659,-10.653819890573,10.080638242538
6,-1382.9554336627,1382.9554336627,35.779006727233,13.472794914544,-18.286870908255,17.492135818978
7,-1630.7688861529,1630.7688861529,56.767921614368,22.277796810744,-28.879388177542,27.888533436826
8,-1878.995637017,1878.995637017,84.700346459903,34.243557600813,-42.90788514261,41.792461317293
9,-2128.0205350652,2128.0205350652,120.51016815451,49.84202549302,-60.857134954996,59.653033199516
10,-2375.6957170172,2375.6957170172,165.08870060686,69.545649290155,-83.17843962016,81.910260986698
11,-2622.8903844253,2622.8903844253,219.45179306162,93.824507591935,-110.32888774721,109.12290531441
12,-2871.4886109131,2871.4886109131,284.63315173785,123.1414681722,-142.79552825431,141.83762348354
13,-3119.9856941667,3119.9856941667,361.52769955049,157.95341434537,-181.03188876076,180.49581078973
14,-3367.515484899,3367.515484899,451.05511607196,198.71417159304,-225.46647108803,225.58864498393
15,-3615.5600268468,3615.5600268468,554.22762593658,245.87309784568,-276.55863038805,277.66899554853
16,-3863.9925312046,3863.9925312046,671.98543519285,299.87388041245,-334.76069914265,337.2247360502
17,-4111.8750451105,4111.8750451105,805.2315351056,361.15563736056,-400.49330752569,404.73822757991
18,-4359.8490515598,4359.8490515598,954.93280880806,430.15296697525,-474.19107270548,480.74173610258
19,-4608.1392915439,4608.1392915439,1122.0290983133,507.2953548783,-556.29168770918,565.73741060415
20,-4856.1562335919,4856.1562335919,1307.420656911,593.00755789895,-647.2079815693,660.21267534166
21,-5104.1361457325,5104.1361457325,1512.0471370217,687.70967190311,-747.3560107702,764.6911262515
22,-5352.3400204185,5352.3400204185,1736.8400662038,791.81673894791,-857.15710686025,879.6829593435
23,-5600.4262660051,5600.4262660051,1982.693728013,905.73894862794,-977.01424332719,1005.6794846858
24,-5848.4390501506,5848.4390501506,2250.5223880846,1029.8817945238,-1107.3272120759,1143.1951760087
25,-6096.5763172662,6096.5763172662,2541.2437554832,1164.6458112884,-1248.4996549078,1292.7441005754
26,-6205.335123432,6205.335123432,2842.1975034093,1306.8886029672,-1394.0734565924,1448.1240468168
27,-6201.9247705414,6201.9247705414,3142.7972263159,1451.3799916089,-1538.6068963159,1604.1903299999
28,-6200.8923980305,6200.8923980305,3442.7270246206,1595.4266789821,-1682.1892728377,1760.5377517829
29,-6202.2184444551,6202.2184444551,3742.0435060583,1738.5639799356,-1824.9163494407,1917.1271566177
30,-6201.5545917746,6201.5545917746,4040.6236246548,1880.7760135329,-1966.6767523009,2073.9468723538
31,-6202.163436706,6202.163436706,4338.4796635305,2022.0423986201,-2107.508042241,2230.9716212894
32,-6202.4512278776,6202.4512278776,4635.4602751871,2162.3420609897,-2247.3755846391,2388.084690548
33,-6202.3150357556,6202.3150357556,4931.4875996177,2301.6544952144,-2386.2373666734,2545.2502329442
34,-6201.3813029841,6201.3813029841,5226.6908494295,2439.958379588,-2524.0339130749,2702.6569363545
35,-6201.8042160808,6201.8042160809,5521.2551874101,2577.2312854272,-2660.8072504352,2860.4479369748
36,-6202.705863196,6202.705863196,5815.007110897,2713.4494071519,-2796.5552999833,3018.4518109137
37,-6202.2003123325,6202.2003123325,6107.7725103786,2848.5875651442,-2931.1849787717,3176.5875316069
38,-6201.7993457809,6201.7993457809,6399.6844826033,2982.6191953955,-3064.6742771524,3335.010205451
39,-6202.3672015641,6202.3672015641,6690.7902987178,3115.5167111514,-3197.0414800861,3493.7488186317
40,-6202.4176832678,6202.4176832678,6980.962827,3247.2521678233,-3328.2343721581,3652.7284548418
41,-6202.0812709661,6202.0812709661,7270.2077253215,3377.7984737053,-3458.2080107708,3811.9997145507
42,-6202.2964001946,6202.2964001946,7558.5765054907,3507.1308824872,-3586.9646690812,3971.6118364095
43,-6202.4187946488,6202.4187946488,7846.0153679302,3635.2282500154,-3714.4808586828,4131.5345092475
44,-6202.2253131562,6202.2253131562,8132.5100288548,3762.0737673095,-3840.7272413459,4291.7827875089
45,-6202.3062767883,6202.3062767883,8418.0913669008,3887.6555591843,-3965.7070424472,4452.3843244537
46,-6202.4238409245,6202.4238409245,8702.7324022931,4011.9677800815,-4089.4192165445,4613.3131857486
47,-6202.3177328618,6202.3177328618,8986.4145385815,4135.0119732772,-4211.8588119716,4774.55572661
48,-6202.330547292,6202.330547292,9269.1564535998,4256.7977952623,-4333.0446821788,4936.111771421
49,-6202.4177287915,6202.4177287915,9550.9477233558,4377.3424581124,-4453.0003410783,5097.9473822776
50,-6202.3819593217,6202.3819593217,9831.7709029393,4496.6689510787,-4571.7449927036,5260.0259102358
51,-6202.3804684263,6202.3804684263,10111.630803416,4614.8038746846,-4689.30790228,5422.322901136
52,-6202.434529819,6202.434529819,10390.522010021,4731.7760081794,-4805.7212732741,5584.8007367465
53,-6202.4418145133,6202.4418145133,10668.430497799,4847.6157646965,-4921.0141114911,5747.4163863082
54,-6202.4566218882,6202.4566218882,10945.350132869,4962.3544584842,-5035.2180912322,5910.1320416365
55,-6202.5034802548,6202.5034802548,11221.270805026,5076.0226505534,-5148.3643211103,6072.906483916
56,-6202.5396350104,6202.5396350104,11496.176070372,5188.6481994469,-5260.4785827246,6235.6974876476
57,-6202.5729009779,6202.5729009779,11770.051209631,5300.2546675493,-5371.581964391,6398.4692452396
58,-6202.6186902308,6202.6186902308,12042.881098936,5410.8594862283,-5481.6888822079,6561.1922167285
59,-6202.6637258226,6202.6637258226,12314.648070711,5520.4713076324,-5590.8030195657,6723.8450511457
60,-6202.7006250868,6202.7006250868,12585.33542432,5629.087502775,-5698.9158038384,6886.4196204819
61,-6202.7382064778,6202.7382064778,12854.92852788,5736.693458341,-5806.007616092,7048.9209117879
62,-6202.779328346,6202.779328346,13123.412458475,5843.2644467186,-5912.0504481676,7211.3620103072
63,-6202.8181507704,6202.8181507704,13390.771540041,5948.7692262662,-6017.0112970938,7373.7602429469
64,-6202.8572085475,6202.8572085475,13656.990358764,6053.1730307987,-6120.8544998371,7536.1358589268
65,-6202.9001590998,6202.9001590998,13922.053096374,6156.4381177588,-6223.5412022585,7698.5118941158
66,-6202.9420736957,6202.9420736957,14185.943238639,6258.5229216322,-6325.0282906623,7860.9149479771
67,-6202.9813619332,6202.9813619332,14448.644726418,6359.3823626872,-6425.2698321002,8023.374894318
68,-6203.0203970091,6203.0203970091,14710.142165121,6458.9697957208,-6524.2195519389,8185.9226131821
69,-6203.0578074424,6203.0578074424,14970.420507145,6557.2390325568,-6621.8323687418,8348.5881384035
70,-6203.093249064,6203.093249064,15229.465319565,6654.146061788,-6718.0664042813,8511.3989152832
71,-6203.1285125832,6203.1285125832,15487.26265056,6749.6524096631,-6812.8880220989,8674.3746284612
72,-6203.1627285579,6203.1627285579,15743.798716275,6843.7332261367,-6906.2832687072,8837.5154475679
73,-6203.1945619704,6203.1945619704,15999.060209011,6936.395321777,-6998.2832375443,9000.7769714663
74,-6203.2241160421,6203.2241160421,16253.034635491,7027.7150580591,-7089.0156790073,9164.0189564833
75,-6203.2506245402,6203.2506245402,16505.710496477,7117.9078692249,-7178.7926971411,9326.9177993358
76,-6203.2726763951,6203.2726763952,16757.077716842,7207.4298326789,-7268.2234103174,9488.8543065246
