time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
64,-6187.5331705559,6187.5331705559,13240.510664882,5798.9935776801,-5863.5674821008,7376.9431827809
65,-6187.5745323781,6187.5745323781,13494.035044878,5895.966039992,-5959.9170582288,7534.1179866496
66,-6187.6140051241,6187.6140051241,13746.316446607,5991.6636812162,-6054.9693948527,7691.3470517542
67,-6187.6503996975,6187.6503996976,13997.339785021,6086.0347320982,-6148.6733244325,7848.6664605884
68,-6187.6863771437,6187.6863771437,14247.090784063,6179.0286194997,-6240.9797864619,8006.1109976011
69,-6187.7206334397,6187.7206334397,14495.555621445,6270.5972922565,-6331.8426473333,8163.712974112
70,-6187.7528400008,6187.7528400008,14742.721154803,6360.6965053023,-6421.2206444081,8321.5005103948
71,-6187.7846423678,6187.7846423678,14988.574736939,6449.2895228087,-6509.0830196565,8479.4917172826
72,-6187.8148873875,6187.8148873875,15233.10394527,6536.3557239171,-6595.4212306899,8637.6827145798
73,-6187.8421072147,6187.8421072147,15476.296990773,6621.9084668148,-6680.2737119017,8796.0232788715
74,-6187.8664420885,6187.8664420885,15718.143103052,6706.0319690307,-6763.7761064803,8954.3669965713
75,-6187.8870673149,6187.8870673149,15958.632734762,6788.9489421392,-6846.2465454429,9112.3861893193
76,-6187.9023554924,6187.9023554925,16197.758065297,6871.119043799,-6928.2945506506,9269.4635146467
77,-6187.9111123801,6187.9111123801,16435.513546462,6953.3362839607,-7010.9001015906,9424.6134448718
78,-6187.911999533,6187.911999533,16671.896307182,7036.7531725331,-7095.37545066,9576.5208565219
79,-6187.903694653,6187.903694653,16906.906668262,7122.7593195086,-7183.1621504208,9723.7445178407
80,-6187.885829164,6187.8858291639,17140.548619661,7212.7334445637,-7275.554247805,9864.9943718559
81,-6187.8592168617,6187.8592168617,17372.829865767,7307.8260125868,-7373.5587800605,9999.2710857068
82,-6187.8256007685,6187.8256007684,17603.761367698,7408.9516046783,-7478.0173896823,10125.743978016
83,-6187.7870643789,6187.7870643789,17833.356602229,7516.9780445842,-7589.8370875949,10243.519514634
84,-6187.745045825,6187.745045825,18061.630842551,7632.8796235063,-7710.0489108644,10351.581931686
85,-6187.699406771,6187.6994067711,18288.600779025,7757.6791140297,-7839.648079803,10448.952699222
86,-6187.6481053878,6187.6481053878,18514.284763506,7892.2778581565,-7979.4332825652,10534.85148094
87,-6187.5877320564,6187.5877320564,18738.703744614,8037.3452601597,-8129.9367187959,10608.767025818
88,-6187.5147909357,6187.5147909357,18961.8826022,8193.2208699747,-8291.2826445028,10670.599957698
89,-6187.4272931277,6187.4272931277,19183.851354496,8359.7119010691,-8462.9395081532,10720.911846343
90,-6187.3259085058,6187.3259085058,19404.645683335,8535.9100210663,-8643.6290787855,10761.016604549
91,-6187.21412255,6187.21412255,19624.306423893,8720.2823108837,-8831.6011131448,10792.705310748
92,-6187.0977156512,6187.0977156512,19842.878033102,8911.0862218449,-9025.164897435,10817.713135667
93,-6186.9841581717,6186.9841581717,20060.406260758,9106.8783344525,-9223.1418201685,10837.26444059
94,-6186.8819120025,6186.8819120025,20276.935248821,9306.7613336659,-9424.8876513091,10852.047597512
95,-6186.7992715914,6186.7992715914,20492.504344612,9510.1720381601,-9629.8757946072,10862.628550004
96,-6186.742601682,6186.7426016821,20707.145084515,9716.4657272103,-9837.3369748422,10869.808109673
97,-6186.7143476748,6186.7143476748,20920.878981084,9924.7885277685,-10046.3658924,10874.513088684
98,-6186.7117459849,6186.7117459849,21133.716797948,10134.311181017,-10256.231250214,10877.485547734
99,-6186.7272039928,6186.7272039928,21345.659732966,10344.420324093,-10466.431996628,10879.227736338
100,-6186.750614742,6186.750614742,21556.702328313,10554.679264156,-10676.598634438,10880.103693875
