time,DJ,DJint_1,DJint_2,Fy_top,J,external_work,fracture_energy,kinetic_energy,max_disp_y,strain_energy
0,0,0,0,0,0,0,0,0,0,0
0.25,-4.0643207010322e-11,-4.0643206465282e-11,-5.4503960249471e-19,270.99570091158,-5.7432352818833e-11,0.064512046533489,0,0.020378189670272,0.00011904761904762,0.042471172182586
0.5,1.0201619770206e-10,-3.9715310467398e-11,1.4173150816946e-10,461.32029468165,-3.2958641241546e-11,0.174326301121,0,0.055411998563594,0.00023809523809524,0.094210796244804
0.75,-1.0415645667998e-13,-1.4355357180751e-10,1.4344941535083e-10,462.10326529259,-2.8288570921506e-11,0.28433396993016,0,0.11341354823402,0.00035714285714286,0.14672322080367
1,-1.3267872411022e-10,-6.3915745092402e-11,-6.8762979017815e-11,436.45369014704,-5.5695391657992e-11,0.38823888048735,0,0.16648164166585,0.00047619047619048,0.19848883185436
1.25,-2.9961183968514e-11,4.5370484279272e-11,-7.5331668247786e-11,441.72702678525,-4.8800131036836e-11,0.4933968960157,0,0.21722275744052,0.0005952380952381,0.25070909787474
1.5,9.0037417537663e-11,-1.2355752705695e-11,1.0239317024336e-10,446.22108620181,-2.610001711284e-11,0.59962538222165,0,0.27042334945127,0.00071428571428571,0.30271999812426
1.75,4.2065884399401e-11,-1.1072464646544e-10,1.5279053086484e-10,441.77136499233,-1.9993581443223e-11,0.70479573563405,0,0.32348062492253,0.00083333333333333,0.35474964670463
2,-5.4761611722022e-11,-9.6229694351857e-11,4.1468082629835e-11,441.53315734347,-3.7471492488755e-11,0.80990887535939,0,0.37560682169985,0.00095238095238095,0.40678221438302
2.25,-4.2940482387292e-11,-1.6930918472768e-11,-2.6009563914523e-11,443.28568467858,-4.5258055116071e-11,0.91543856849183,0,0.42823692489704,0.0010714285714286,0.45874522556245
2.5,2.9014376594664e-11,1.2163799481546e-11,1.6850577113118e-11,442.04451756263,-2.9012170270348e-11,1.0206729736915,0,0.48113353155086,0.0011904761904762,0.51070447216965
2.75,4.0448740548388e-11,-2.0314886925443e-11,6.0763627473832e-11,441.21218402883,-2.0526007109278e-11,1.1257094402736,0,0.53366823231452,0.0013095238095238,0.56261407218526
3,-1.8124390877006e-12,-5.8296855190432e-11,5.6484416102731e-11,441.79244601213,-3.7296605040482e-11,1.2308837320903,0,0.58625510786932,0.0014285714285714,0.61448707007191
3.25,-9.4538182620826e-12,-7.178674495123e-11,6.2332926689147e-11,441.45863105295,-4.4835322086934e-11,1.3359783659518,0,0.63904248035444,0.001547619047619,0.66632259262452
3.5,4.7021783385406e-11,-4.52258803324e-11,9.2247663717807e-11,440.76730073459,1.5282372589631e-11,1.4409084430062,0,0.69172185820258,0.0016666666666667,0.71811070130036
