time,Load,avg_p,avg_p_over_p0,avg_s1,int_p,max_d,p_base
0,0,0,0,0,0,0,0
1,-28874.443664026,395.9998347992,0.99994924826059,-2.2593100397176,49762.806024256,0,396.01993349967
2,-16857.233862586,392.05957060765,0.99994924826059,2.2895320680657,49267.657831206,0,392.0794693227
3,-18969.857139844,388.15851269987,0.99994924826059,-1.7971979734544,48777.436444997,0,388.1782134194
4,-17159.777864245,384.29627096683,0.99994924826059,1.0045781832922,48292.09284308,0,384.31577566093
5,-15935.277154184,380.47245918114,0.99994924826059,0.3075776335532,47811.578490691,0,380.49176980029
6,-15084.924906324,376.68669495842,0.99994924826059,17.502073225928,47335.845335993,0,376.7058134337
7,-13799.761384724,372.93859971911,0.99994924826059,40.291005332445,46864.845805277,0,372.95752796238
8,-12957.495681297,369.22779865055,0.99994924826059,60.233589786639,46398.532798195,0,369.24653855465
9,-11855.02469316,365.55392066955,0.99994924826059,80.810353013285,45936.859683058,0,365.57247410849
10,-10922.136210096,361.91659838524,0.99994924826059,99.974578922744,45479.78029217,0,361.93496721438
11,-10005.387754069,358.31546806238,0.99994924826059,118.59732169313,45027.248917212,0,358.33365411861
12,-9098.7027767787,354.75016958491,0.99994924826059,136.46331384047,44579.220304668,0,354.76817468686
13,-8219.5129390147,351.22034642003,0.99994924826059,153.67479691603,44135.649651304,0,351.23817236822
14,-7414.7319227196,347.72564558248,0.99994924826059,169.95731311043,43696.492599685,0,347.74329415952
15,-6591.9453851524,344.26571759925,0.99994924826059,185.7141774044,43261.70523374,0,344.28319057002
16,-5828.3140351913,340.84021647468,0.99994924826059,200.63457299496,42831.24407437,0,340.85751558648
17,-5098.6730192934,337.44879965579,0.99994924826059,214.82641283512,42405.0660751,0,337.46592663855
18,-4381.3676014415,334.09112799807,0.99994924826059,228.38659481238,41983.128617775,0,334.10808456451
19,-3710.9782726696,330.76686573156,0.99994924826059,241.18431764567,41565.389508298,0,330.78365357735
20,-3062.664080915,327.47568042726,0.99994924826059,253.35930595574,41151.80697241,0,327.49230123119
21,-2434.5623524211,324.21724296391,0.99994924826059,264.9856662121,40742.339651512,0,324.23369838808
22,-1824.3267780508,320.99122749503,0.99994924826059,276.25117979279,40336.946598532,0,321.00751918499
23,-1199.0038514359,317.7973114164,0.99994924826059,287.68495678368,39935.587273826,0,317.81344100133
