time,Load,avg_p,avg_p_over_p0,avg_s1,int_p,max_d,p_base
24,-518.78716351138,314.63517533373,0.99994924826059,300.22191104896,39538.221541127,0,314.65114442662
25,286.8431253379,311.5045030308,0.99994924826059,315.49701556163,39144.80966353,0,311.52031322856
26,1314.2274820063,308.40498143777,0.99994924826059,335.86129655664,38755.312299521,0,308.42063432143
27,2659.3639107938,305.33630059987,0.99994924826059,363.97258332378,38369.690499038,0,305.35179773474
28,4380.1359391897,302.29815364649,0.99994924826059,401.81314012905,37987.905699579,0,302.31349658229
29,6448.6811621175,299.29023676039,0.99994924826059,449.28253776208,37609.919722348,0,299.30542703143
30,8730.3097316376,296.31224914737,0.99994924826059,503.18623226329,37235.69476843,0,296.32728827269
31,11018.366414644,293.3638930062,0.99994924826059,557.67622340086,36865.193415019,0,293.37878248972
32,13120.665984214,290.4448734988,0.99994924826059,606.59313267487,36498.37861167,0,290.45961482948
33,14943.775334796,287.55489872078,0.99994924826059,646.6248941543,36135.213676598,0,287.56949337277
34,16515.408122677,284.69367967227,0.99994924826059,678.98001395346,35775.662293007,0,284.70812910504
35,17930.46941666,281.86093022897,0.99994924826059,707.91463028966,35419.688505458,0,281.87523588749
36,19269.984105873,279.05636711358,0.99994924826059,737.05240108878,35067.256716276,0,279.07053042841
37,20559.24775693,276.27970986744,0.99994924826059,766.68200832697,34718.331681988,0,276.29373225494
38,21779.613855803,273.53068082253,0.99994924826059,794.40974284762,34372.878509801,0,273.54456368494
39,22899.921301766,270.80900507364,0.99994924826059,818.13956503586,34030.862654109,0,270.82274979927
40,23898.36309343,268.11441045094,0.99994924826059,838.04606513966,33692.249913041,0,268.12801841426
41,24773.655337756,265.44662749271,0.99994924826059,855.72012187347,33357.006425042,0,265.46010005453
42,25546.775823215,262.80538941843,0.99994924826059,872.08459922266,33025.098665483,0,262.81872792602
43,26243.762887004,260.1904321021,0.99994924826059,886.71540520411,32696.493443311,0,260.20363788933
44,26870.190938142,257.59771963756,0.99993459688323,898.91641008591,32370.683591609,0.00027100467647861,257.61456843326
45,27409.4889229,255.00912273514,0.99983478649168,908.68732238289,32045.390916688,0.0010820934122423,255.05126064871
46,27842.687766918,252.30171630572,0.99916146292336,916.17555951134,31705.168196534,0.0036885444822048,252.51345820277
47,28178.951951293,249.39165704507,0.99756300777243,921.46477826648,31339.479370982,0.0075577881543603,250.00090731308
48,28354.212642148,245.34914276901,0.99125617307242,921.18041333913,30831.482053579,0.022907112233852,247.51335672246
49,28489.427265809,241.4638279617,0.98536330728601,920.09461610085,30343.239003687,0.041730762275551,245.05055767377
50,28477.404762907,236.38972466842,0.97435191808943,913.7166371526,29705.608389374,0.086215690848423,242.61226388505
51,28075.973332862,229.2797554192,0.95454389469734,895.86418972935,28812.143318191,0.19054409987398,240.19823152491
52,26111.283963127,218.34996641758,0.918176702063,836.31500701759,27438.665548309,0.49913606495701,237.80821918808
53,19718.957491132,213.46102416343,0.90663957645513,681.81079741152,26824.30295601,0.97067825276361,235.44198787134
54,9130.5189351156,213.16154535234,0.91446668644635,434.31102616115,26786.669339339,1,233.0993009496
55,-2750.1578088494,212.19561411294,0.9194717213487,210.34032350038,26665.286841987,1,230.7799241522
56,-13570.301043812,210.30608195026,0.92044268578834,77.193714050018,26427.841231597,1,228.48362553953
57,-21724.908738552,208.00849421083,0.91953641682838,18.231270944486,26139.117845995,1,226.21017547982
58,-26375.634818212,206.19248618309,0.92066926113725,0.98415286606342,25910.911550736,1,223.95934662616
59,-26627.601424164,204.20558701014,0.92096128331452,0.60814967121021,25661.230441188,1,221.7309138938
60,-22486.67344151,201.9531083815,0.91995638894806,5.8736165296132,25378.175633532,1,219.52465443761
61,-15786.702911886,199.77808480006,0.91919465013622,74.796121227361,25104.854114002,1,217.3403476298
62,-9053.2017753661,197.76671417916,0.91908522682863,198.84242554762,24852.097831663,1,215.17777503787
63,-4206.3072581028,195.69260822198,0.91858627870357,261.54780084729,24591.457994595,1,213.03672040276
64,-2379.5155953282,193.59693366554,0.91788220747192,261.06219720071,24328.107767454,1,210.91696961722
65,-3636.9556180791,191.82783693471,0.91863513447465,191.97854590498,24105.796519524,1,208.81831070441
66,-6627.2070448904,190.08138248526,0.91942000436257,156.44745344851,23886.330584539,1,206.74053379668
67,-9395.2085500767,188.17118123301,0.91932786258426,158.6302951588,23646.287619796,1,204.68343111462
68,-10687.824778358,186.25797653252,0.91912618081959,166.72266800855,23405.867230621,1,202.64679694624
69,-10179.131753062,184.48668278628,0.91953491286875,146.88807711683,23183.279897597,1,200.63042762642
70,-8062.205709864,182.6925038549,0.91974381068093,155.45251731742,22957.816727442,1,198.63412151656
71,-4935.2736676727,180.80626314827,0.91939589688042,182.02323340843,22720.784733611,1,196.65767898439
72,-1743.5512689906,178.90781717629,0.91888540312691,191.6888570995,22482.218980927,1,194.70090238399
73,384.30869778201,176.99407773225,0.91819244593841,257.41969617273,22241.731393899,1,192.76359603608
74,446.1093515032,175.04709884291,0.91721857793513,283.94581616113,21997.066815054,1,190.84556620841
75,-1926.4453570723,173.31067824354,0.91724677180184,240.83421365847,21778.861770836,1,188.94662109641
76,-6177.9714095129,171.72291711949,0.91797757547738,198.79851658068,21579.33782692,1,187.06657080396
77,-10964.846117877,170.07051253357,0.91828138433476,111.82621165344,21371.690546147,1,185.20522732449
78,-14631.596063707,168.37868584222,0.91828358316457,72.067789162335,21159.089337585,1,183.36240452209
78.25,-15250.910548082,167.96176218609,0.91830270413722,64.538915329138,21106.697166671,1,182.90457104109
78.375,-15480.987178856,167.75417336968,0.91831492369442,60.40064711321,21080.610787092,1,182.67608316197
78.4375,-15575.387699534,167.64934629748,0.91831484990301,58.24645435675,21067.43782892,1,182.56194628148
78.5625,-15733.71493882,167.44419168439,0.91833830219906,53.94540315212,21041.657340346,1,182.33388641574
78.625,-15795.550175821,167.33956615068,0.91833827140639,51.784855036904,21028.509708247,1,182.2199633414
78.75,-15879.170178876,167.13524858361,0.91836424069326,48.173049449241,21002.834405977,1,181.99233068727
78.8125,-15901.833154711,167.03084086153,0.91836434610137,46.624672644527,20989.714144895,1,181.87862101856
78.9375,-15905.048768228,166.82638215984,0.91838746406551,44.150770538061,20964.021107125,1,181.65141477578
79.1875,-15762.706271534,166.4181055432,0.91843309617612,40.530482179003,20912.715555221,1,181.19785342675
79.6875,-14929.661733108,165.59392412902,0.91846544526084,32.97654785163,20809.145865948,1,180.29412536255
80.6875,-11792.934550692,163.88627632824,0.9181295311496,67.114883939953,20594.556518174,1,178.50016884114
81.6875,-7977.7839035663,162.16437644487,0.91761344869661,126.03569718659,20378.176200913,1,176.72406248537
82.6875,-4805.1657901396,160.54726126703,0.91759314372423,172.80207903015,20174.96351787,1,174.96562868312
83.6875,-2939.2099601146,158.98202111622,0.91777921298269,230.57880994826,19978.26964287,1,173.22469158954
84.1875,-2536.0345970614,158.15881083135,0.91760351085733,242.23465893132,19874.821989303,1,172.3607298359
85.1875,-2351.3799818637,156.50464781361,0.91713202783544,254.37908257769,19666.953737474,1,170.64571191891
85.3125,-2413.8214525576,156.30344025827,0.91709858959662,252.96923997529,19641.669250796,1,170.43253804045
85.375,-2440.163301554,156.20569784064,0.91709810059851,251.95052641641,19629.38657656,1,170.32605098484
85.5,-2472.0332717333,156.00206785046,0.9170481641507,249.26727862583,19603.797677748,1,170.11327643291
85.75,-2577.3608780028,155.60627893531,0.91701120911203,240.97208294452,19554.061376669,1,169.68852440309
86.25,-2886.5575551779,154.82965333665,0.91700803428531,213.04267549614,19456.467727319,1,168.84219935687
87.25,-4068.5349902019,153.34465483852,0.91734053945688,136.23743727528,19269.85731561,1,167.16219140311
87.75,-4998.8268894315,152.63115946295,0.91764905117592,101.53036436502,19180.196843929,1,166.32846649529
88.75,-7147.3286490929,151.12865804093,0.91774745190577,81.424224606238,18991.386949973,1,164.67347060142
89.25,-8285.3306200517,150.37661674337,0.91775792493841,99.257233082472,18896.88265496,1,163.85215824038
89.5,-8791.1353288822,150.00157383951,0.91776055033278,113.0455243533,18849.753374503,1,163.44303945634
89.625,-9019.885311968,149.81308984457,0.91775381684091,119.98909622604,18826.067777554,1,163.23886329371
89.875,-9416.6532580154,149.44012378639,0.91776056548559,132.46482874869,18779.199481217,1,162.83127583208
90.375,-9936.585594261,148.69461285659,0.91775948411362,150.51174364878,18685.515816405,1,162.01915145579
90.625,-10068.236707698,148.32563872838,0.9177737038692,155.83898023252,18639.149160774,1,161.61460946534
90.75,-10093.6012125,148.14037256408,0.91777385907988,157.55179315196,18615.867928342,1,161.41271741233
91,-10057.121463919,147.7663236626,0.91774801887605,159.12351367538,18568.863557905,1,161.00968961346
91.125,-10008.270706278,147.58178276216,0.91774833981537,158.96036431269,18545.673464816,1,160.80855323786
91.1875,-9975.2818667224,147.48961682095,0.91774861269809,158.6519691506,18534.091551262,1,160.70807929347
91.21875,-9955.2625525901,147.44201964975,0.91773918977422,158.4412693307,18528.110314428,1,160.65786586494
