time,Load,avg_p,avg_s1,max_d
0,0,0,0,0
1e-08,-14324.806937101,-113.99355335622,-78.836365951149,0
2e-08,-33072.382390967,-263.1822238989,-181.97534501926,0
3e-08,-44027.498190633,-350.35990411737,-242.14963550773,0
4e-08,-41822.638326068,-332.81367696454,-229.81595029033,0
5e-08,-31409.812347546,-249.95084784865,-172.27280573606,0
6e-08,-23236.878427364,-184.91270228274,-127.08460745489,0
7e-08,-24317.989282695,-193.51574861762,-132.89149417826,0
8e-08,-32630.591346003,-259.66485727916,-178.54414247933,0
9e-08,-39356.261252166,-313.18543202066,-215.45317617103,0
1e-07,-36936.188092007,-293.92687649026,-201.96850204224,0
1.1e-07,-26078.224553702,-207.52234947992,-141.98124149981,0
1.2e-07,-15700.747071284,-124.94154920628,-84.617769640324,0
1.3e-07,-15699.356268714,-124.93037944602,-84.39767444306,0
1.4e-07,-28451.523398606,-226.40768628747,-154.43214110394,0
1.5e-07,-46118.050521806,-366.99132047883,-251.55501379083,0
1.6e-07,-56185.332237697,-447.1023805093,-306.84934206436,0
1.7e-07,-51023.75314448,-406.02785099752,-278.29271600535,0
1.8e-07,-33845.877654346,-269.33262325104,-183.57445582373,0
1.9e-07,-16244.197259644,-129.26515777946,-86.533555314285,0
2e-07,-9309.9525384139,-74.085084457031,-48.246144189297,0
2.1e-07,-15469.533069815,-123.10066444135,-82.060063830697,0
2.2e-07,-27425.269137668,-218.23965247248,-147.75517615434,0
2.3e-07,-34768.427401784,-276.67324493517,-187.9939132478,0
2.4e-07,-32683.778125934,-260.08402359502,-176.26098452142,0
2.5e-07,-25568.748299098,-203.46525326167,-136.79660339439,0
2.6e-07,-22682.895563014,-180.50060874922,-120.6282868103,0
2.7e-07,-29620.087899373,-235.70339616837,-158.59057364924,0
2.8e-07,-42872.179421794,-341.15698251093,-231.37267387815,0
2.9e-07,-52184.142085526,-415.25650300376,-282.49006859025,0
3e-07,-48936.704006091,-389.41437240686,-264.45904402104,0
3.1e-07,-33681.096936001,-268.01750692859,-180.3022689465,0
3.2e-07,-16459.685915361,-130.9780183607,-85.319260980713,0
3.3e-07,-9409.3063605835,-74.874590353172,-46.353286782911,0
3.4e-07,-17479.260565441,-139.09120905555,-90.666818550887,0
3.5e-07,-34637.317747668,-275.62610784766,-185.02660830836,0
3.6e-07,-48560.555264532,-386.41949580312,-261.5669239006,0
3.7e-07,-50079.836335714,-398.50853988357,-269.79762758755,0
3.8e-07,-39861.918642034,-317.19952983295,-213.40461802277,0
3.9e-07,-27081.987329865,-215.50371027495,-142.93237224418,0
4e-07,-21425.04170726,-170.48882396316,-111.72262103019,0
4.1e-07,-25164.014064561,-200.24151697319,-132.28160341811,0
4.2e-07,-31810.570577368,-253.13109936665,-168.8484611352,0
4.3e-07,-32284.855386619,-256.90505801107,-171.38386421346,0
4.4e-07,-23306.49762475,-185.46015004115,-121.79929561965,0
4.5e-07,-10847.239986548,-86.316266749648,-52.980189971439,0
4.6e-07,-5589.7077119786,-44.479736299512,-23.773842786604,0
4.7e-07,-14028.388317845,-111.62984158428,-69.966176826727,0
4.8e-07,-32535.786111158,-258.90050904819,-171.59806503782,0
4.9e-07,-49413.630255586,-393.20334131175,-264.25505369102,0
5e-07,-53553.359011835,-426.14365476961,-286.76609637344,0
5.1e-07,-42909.399694825,-341.44510818439,-227.87283847447,0
5.2e-07,-25982.701182455,-206.75319721281,-134.39879510833,0
5.3e-07,-15126.634302412,-120.36768341647,-74.378607800298,0
5.4e-07,-17103.148922268,-136.09534437969,-85.048440659085,0
5.5e-07,-28406.721075882,-226.04123905561,-147.08686890972,0
5.6e-07,-38875.28282509,-309.3423120962,-204.50962136593,0
5.7e-07,-40402.164671836,-321.49155396119,-212.66659600357,0
5.8e-07,-33504.339536823,-266.60315619635,-174.41811474615,0
