time,Load,avg_p,avg_p_over_p0,avg_s1,int_p,max_d,p_base
53.25,-15085.019552604,206.8449234764,0.88073790316357,-32.001571010844,25992.899237641,1,234.85411804513
54.25,-9769.8333731899,204.60222663619,0.87994417521759,44.676520841544,25711.073645751,1,232.51728052589
55.25,-5391.69068424,202.24577811155,0.87855139846646,117.32653762787,25414.953595859,1,230.20369492846
56.25,-2764.3515485127,199.98680639127,0.87746943971905,151.46737125561,25131.082842258,1,227.91312989237
57.25,-2064.5651801295,198.06740420528,0.87778187595398,154.44954018894,24889.8836541,1,225.64535635919
58.25,-3653.8552455743,196.35274840026,0.87892846336007,121.88621599525,24674.413654557,1,223.40014754969
59.25,-7067.9617683882,194.60888635827,0.8798773874512,66.008098939864,24455.273491095,1,221.17727894111
60.25,-10635.78644731,192.64970455397,0.87977330766089,27.591292550045,24209.075448758,1,218.97652824474
61.25,-13022.273544743,190.66757418061,0.87947241059284,16.448041200094,23959.99360423,1,216.79767538368
62.25,-14289.019192765,188.73547139926,0.87930967933195,-1.0566529801207,23717.198412217,1,214.64050247081
62.375,-14405.454152077,188.49589207913,0.87929191879191,-4.243916697555,23687.091987448,1,214.37236946077
62.4375,-14466.701162218,188.37805311169,0.87929161145759,-5.9403812474299,23672.283906324,1,214.23842859074
