time,Load,avg_p,avg_s1,max_d
0,0,0,0,0
1e-06,-42219.467132875,-335.94560121236,-219.70714158197,0
2e-06,-23247.051478716,-184.95999751025,-97.88131031031,0
3e-06,-28038.540499983,-223.06005259897,-108.11307050418,0
4e-06,-24238.624981819,-192.81084747635,-71.20715354402,0
5e-06,-23286.602754432,-185.21998687385,-50.427285414301,0
6e-06,-21654.536037026,-172.22253017476,-26.321589238002,0
7e-06,-20101.076798138,-159.85306201418,-3.0908489017842,0
8e-06,-18714.478407217,-148.81308423445,18.774288562313,0
9e-06,-17235.984422603,-137.04478198494,40.674316479339,0
1e-05,-15894.916823379,-126.37144626103,61.346903953506,0
1.1e-05,-14534.503842752,-115.54642031644,81.641173824978,0
1.2e-05,-13251.08931501,-105.33550134873,101.02272488569,0
1.3e-05,-11991.231512552,-95.313671906218,119.78100469938,0
1.4e-05,-10783.45747875,-85.707535284606,137.75544619268,0
1.5e-05,-9613.4636398906,-76.403237518607,155.02518030142,0
1.6e-05,-8487.8779123549,-67.453302975316,171.55734779219,0
1.7e-05,-7401.6374000343,-58.817343725508,187.39556191745,0
1.8e-05,-6352.7232433198,-50.479170560792,202.59374379087,0
1.9e-05,-5330.4119414769,-42.353431364951,217.31761714697,0
2e-05,-4314.7691143051,-34.281607899666,231.91539055093,0
2.1e-05,-3265.2640350902,-25.94159518347,247.08735842083,0
2.2e-05,-2113.9262793728,-16.793439349138,264.05196200021,0
2.3e-05,-759.87869190091,-6.0361319588804,284.65959579536,0
2.4e-05,920.09349811936,7.3080213326489,311.25112426767,0
2.5e-05,3040.1716582676,24.143690688173,346.09841101999,0
2.6e-05,5652.343223685,44.880086335632,390.3899751664,0
2.7e-05,8691.7582511203,68.997938599071,443.0938481827,0
2.8e-05,11956.083506485,94.888086115152,500.40360414984,0
2.9e-05,15152.466355295,120.22714879529,556.52081588607,0
3e-05,18010.683210664,142.87590418451,605.89757145858,0
3.1e-05,20407.187961117,161.86012551777,645.91567629755,0
3.2e-05,22415.352615309,177.76460993893,678.17033597344,0
3.3e-05,24233.477670384,192.16074202751,707.08125524434,0
3.4e-05,26033.446489376,206.40874183018,736.52526850287,0
3.5e-05,27844.64151103,220.74089620638,767.05318255433,0
3.6e-05,29564.369913877,234.34588904826,796.03937786935,0
3.7e-05,31074.725916975,246.29324312785,820.54648628809,0
3.8e-05,32349.957219484,256.38065594776,840.08403894367,0
3.9e-05,33458.210003159,265.14668544277,856.61724080887,0
4e-05,34438.080385389,272.89508305112,871.46684251055,0.012455571258855
4.1e-05,35298.749559195,279.69879689495,884.61115602669,0.037753684866125
4.2e-05,35998.544069457,285.22969239643,894.60568951701,0.072813339908903
4.3e-05,36472.353909519,288.97301319455,899.98174314703,0.13435179505415
4.4e-05,36718.905302293,290.91734796418,901.07189739851,0.24943004831196
4.5e-05,36712.511129201,290.8568334912,897.86950376372,0.44277609123059
4.6e-05,35293.773573879,279.60210707762,869.37935980995,0.97732300540474
4.625e-05,34440.552286792,272.82398945715,852.9867271865,0.99301910905585
4.675e-05,32339.254389268,256.1278806712,812.9413142314,1
4.7e-05,31257.096205776,247.52669901272,792.98887430117,1
4.7125e-05,30780.571459026,243.74570215742,784.05511525948,1
4.7375e-05,29939.191593194,236.90747204779,767.3100341447,1
4.75e-05,29496.035514053,233.08558238964,758.31341855965,1
4.75625e-05,29256.710030522,230.99627851963,753.23623028921,1
4.7625e-05,28999.841042509,228.75439610413,747.51915383565,1
4.765625e-05,28856.366552603,227.51036127296,744.59089931287,1
4.771875e-05,28541.472852064,224.79541782267,738.24169903584,1
4.775e-05,28363.307660454,223.27247523904,735.08885042917,1
4.78125e-05,27807.555454948,218.65103765455,731.21390995703,1
4.784375e-05,27888.296830305,219.1385427588,725.68485715268,1
4.790625e-05,27583.708509236,216.40324561407,719.08908856075,1
4.803125e-05,26920.033705856,210.41379119817,704.44753423916,1
4.80625e-05,26693.006810886,208.44013475678,700.63672934405,1
4.8078125e-05,26283.0904513,205.14302702932,697.77709105309,1
4.8109375e-05,26378.852125926,205.6850356416,695.04456697296,1
4.8171875e-05,25981.920001811,202.1275385919,687.24002090503,1
4.8203125e-05,25776.112850352,200.26385224333,683.1729297443,1
4.8265625e-05,25365.132569994,196.5061125598,673.76583098589,1
4.8390625e-05,24604.587712849,189.39461345476,653.22434519349,1
4.8453125e-05,24108.755221855,184.91105815338,641.61029299661,1
4.8484375e-05,23791.191120147,182.12934935325,634.99231369724,1
4.8546875e-05,23072.973200106,175.92220472143,620.28293177034,1
