time,Load,avg_p,avg_psie_active,max_d
54,31966.886816381,254.39731805003,2.208942253432,0
55,33022.298416713,262.79644312297,2.3193496750662,0.0051984707281062
56,33490.203167957,266.52009987138,2.4573879337604,0.022629978705931
57,32981.094599708,262.46853691804,2.6189333899752,0.056610323110002
58,31118.218106323,247.64348415336,2.8462018894461,0.15926128095158
59,22290.423328146,177.39055871948,5.7068131893528,0.78047693737821
60,7336.3782080759,58.384006896124,44.812961422583,0.9963097566598
61,-10293.317283014,-81.915775085582,249.94938892056,1
62,-24463.076420403,-194.68086049012,536.73151117014,1
63,-30399.638880667,-241.92492204052,596.51344352621,1
64,-27788.320147181,-221.14365277935,587.15355244873,1
65,-19491.977825675,-155.12010634083,507.14100417494,1
66,-8844.0265714574,-70.382100498727,344.23538701122,1
67,-707.88715885409,-5.6334730287923,252.76005046942,1
68,2391.72559369,19.033713856508,178.59050339785,1
69,359.24409101838,2.8589187869732,218.90459994631,1
70,-5293.414673824,-42.125794234597,343.68228325422,1
71,-10280.629571095,-81.814804355994,369.46062396432,1
71.125,-10834.008186002,-86.218675033402,363.10221017286,1
71.375,-11806.042268934,-93.954269217828,354.03126039518,1
71.625,-12614.369028359,-100.38705577246,351.83915144586,1
72.125,-13892.763635234,-110.56071332212,347.51178536731,1
73.125,-14616.746183065,-116.32227588969,343.87296632591,1
73.375,-15039.143638032,-119.68377869452,355.6326055746,1
73.875,-15723.424019711,-125.12938542168,367.80010546151,1
74.875,-16189.167453323,-128.83584207761,344.89942033463,1
75.125,-15986.507017288,-127.22303968937,333.40834802685,1
75.625,-15159.491282298,-120.64152344179,340.23295552376,1
76.625,-12549.57846388,-99.871442665275,374.05543112671,1
77.125,-11119.838771452,-88.493358044383,383.88494514263,1
77.625,-9335.0710184978,-74.289906444549,392.05441544469,1
78.125,-7432.4731005229,-59.148744577877,365.35711919133,1
78.625,-5797.4241404134,-46.136777766045,326.53012358779,1
79.125,-4935.1532709949,-39.274695828797,349.25616986729,1
79.375,-4790.4211722459,-38.122895906302,359.08152855984,1
79.5,-4763.3869586911,-37.907753547791,350.29681644241,1
79.75,-4764.8855071896,-37.919679223294,316.35483099462,1
79.78125,-4800.6682519891,-38.204443716056,311.89976885904,1
79.8125,-4990.0422999056,-39.711511019011,308.43440033353,1
79.84375,-4830.70879543,-38.443510902299,303.1096491962,1
79.875,-4813.1156585614,-38.303502059361,299.06837935334,1
79.890625,-4835.499355169,-38.48163490094,297.20177364713,1
79.921875,-4819.3885267494,-38.353422492736,293.80688590719,1
79.953125,-4832.7269593583,-38.459571755947,290.75694554641,1
80.015625,-4888.4336762325,-38.902894230593,285.38041847493,1
80.140625,-4912.8043672557,-39.096839874125,275.74222745064,1
80.390625,-5102.9472921183,-40.610026016056,263.46450874655,1
80.515625,-5313.572434115,-42.28621273845,260.29428635775,1
80.765625,-5936.704073189,-47.245188527463,269.39012312681,1
81.265625,-7736.0845606987,-61.564930478044,298.32814517986,1
81.515625,-8828.2997462371,-70.256944046038,275.7633399777,1
82.015625,-10649.430456181,-84.74977755496,213.65225519228,1
82.046875,-10755.497480014,-85.593874965867,214.01383554488,1
82.078125,-10840.285542601,-86.26863118623,215.23555525688,1
82.109375,-10925.913466945,-86.950071153416,216.71504194162,1
82.140625,-10999.006017289,-87.531752719211,217.92152291209,1
82.171875,-11049.708823778,-87.935253318519,218.5961735951,1
82.203125,-11110.480585086,-88.418884182505,219.00860900916,1
82.234375,-11205.138567723,-89.172186718757,219.46358715233,1
82.265625,-11355.781110907,-90.371022851611,220.00769851011,1
82.328125,-11394.05659229,-90.675624918958,222.45896246241,1
82.453125,-11623.170055711,-92.498944498313,231.5304572991,1
82.515625,-11759.859047519,-93.586736159814,238.47948835304,1
82.640625,-11890.691450359,-94.627920200904,257.2920846835,1
82.765625,-12094.200672777,-96.247477359501,281.95916041063,1
83.015625,-12572.046886518,-100.05024976941,323.2557796117,1
83.515625,-12779.950177577,-101.70477559055,345.88342036009,1
83.546875,-12756.11920597,-101.51512511573,347.52803637193,1
83.578125,-12738.129858251,-101.37196316694,349.50719401089,1
83.609375,-12704.546265004,-101.10469985471,351.71203119459,1
83.640625,-12722.592292965,-101.24831287343,353.94098439608,1
83.671875,-12701.836426066,-101.08313454676,356.64017408906,1
83.703125,-12662.614664413,-100.77100183797,359.47359551611,1
83.734375,-12599.919040185,-100.27206058201,361.73081081629,1
83.765625,-12616.873318384,-100.40698529108,363.88394534907,1
83.796875,-12585.410755163,-100.15660145644,365.62647000454,1
83.828125,-12569.891179762,-100.03309432914,367.27233824488,1
83.890625,-12441.29860345,-99.009735166186,370.75878597991,1
83.921875,-12383.945124919,-98.553307513316,372.63116817275,1
83.953125,-12367.027976248,-98.418678286654,374.58759427139,1
83.96875,-12365.315120959,-98.405047125311,375.64494130983,1
84,-12341.2055847,-98.213179790871,378.10886057251,1
84.03125,-12258.565079811,-97.555514159345,380.78450265336,1
84.0625,-12204.25213247,-97.123283513354,384.13022822451,1
84.09375,-12154.95836885,-96.730996290222,388.28443428373,1
84.125,-12137.493928328,-96.592011632266,393.35285947058,1
84.15625,-12120.527201501,-96.456987855138,399.59235225815,1
84.171875,-12137.091115503,-96.588805986907,407.23907832249,1
84.1875,-12100.244823757,-96.295577626758,407.20652429514,1
84.21875,-12072.193141612,-96.072338099384,416.15429575919,1
84.28125,-11981.014944615,-95.34672822333,432.29613399996,1
84.40625,-11794.330562134,-93.861065684538,445.47353493377,1
84.4375,-11750.125046238,-93.509271506031,445.38611554748,1
84.46875,-11736.335990655,-93.399536117068,445.56037106808,1
84.5,-11754.089210595,-93.540818925282,443.57913088858,1
84.53125,-11751.574659475,-93.520807747321,441.24082920455,1
84.5625,-11731.975594952,-93.364835428851,440.8230521714,1
84.59375,-11747.632895821,-93.489438596244,436.82802350493,1
84.625,-11702.926366096,-93.133657273942,435.54826254359,1
84.640625,-11669.939545101,-92.87114316551,434.76369373896,1
84.65625,-11664.641697392,-92.828982092513,435.02311657467,1
84.671875,-11673.807206888,-92.901922602722,433.93349040284,1
84.6875,-11601.578186123,-92.327113135868,432.99583893151,1
84.71875,-11544.570910279,-91.873440616318,431.61944483219,1
84.734375,-11563.4103825,-92.023367984412,431.07215689932,1
84.765625,-11485.969350546,-91.407080544558,430.3007341468,1
84.775625,-11483.752381117,-91.389437566685,430.29558485585,1
84.795625,-11438.027461703,-91.025551745274,430.26812364084,1
84.815625,-11362.536116367,-90.424780206287,430.76006597506,1
84.835625,-11296.255320593,-89.897307613157,430.88101654298,1
84.855625,-11232.058277941,-89.386417842403,431.14179650735,1
84.895625,-11130.72786245,-88.580015076756,432.91556035553,1
84.975625,-10917.221883079,-86.880902215011,439.94590559084,1
85.015625,-10842.459806617,-86.285934307969,444.95418361872,1
85.055625,-10722.713223689,-85.332972897696,450.7081793733,1
85.075625,-10651.841296461,-84.768963386375,453.88829241363,1
85.095625,-10678.84586236,-84.983869804363,458.61869778956,1
85.135625,-10476.353844121,-83.372407710403,460.01054798052,1
85.175625,-10353.151836328,-82.391947506663,456.50550105023,1
85.255625,-10179.367122502,-81.008942481194,445.84040207192,1
85.415625,-9886.0825874035,-78.674939812024,430.43338555019,1
85.435625,-9788.0794142112,-77.895015743606,429.61554511349,1
85.475625,-9615.0518563187,-76.518036279529,428.99888066479,1
85.515625,-9455.9150425746,-75.251601457394,429.22259608363,1
85.595625,-9265.1005716807,-73.733071050621,431.47872651605,1
85.615625,-9227.0443345188,-73.430213761931,432.36701196456,1
85.655625,-9071.1928294743,-72.189923923101,434.46049660052,1
