time,Load,max_d
0,0,0
0.005,0.94870463122066,0
0.01,1.8976023225627,0
0.015,2.8466931327178,0
0.02,3.7959771203987,0
0.025,4.7454543443423,0
0.03,5.6951248633088,0
0.035,6.6449887360831,0
0.04,7.5950460214732,0
0.045,8.5452967783123,0
0.05,9.4957410654565,0
0.055,10.446378941787,0
0.06,11.397210466207,0
0.065,12.348235697647,0
0.07,13.299454695059,0
0.075,14.250867517419,0
0.08,15.202474223728,0
0.085,16.154274873013,0
0.09,17.106269524321,0
0.095,17.335278915829,0.0050925481311443
0.1,2.3955239301929,0.056953355317476
0.105,-18.913720436068,0.19289815242553
0.105625,-23.248173976289,0.23933891851084
0.1059375,-27.827864948837,0.28910051782175
