time,DJ,DJ1,DJ1_br,DJ2,DJ2_br,DJ_br,EW,EW_br,FE,FE_br,Fy_top,J,KE,KE_br,PEW,SE,SE_br,max_disp_y,preset_ext_power,preset_ext_work_p
17,0.0032233656913364,9.5808522232969e-05,7.4722164385717e-06,0.0031275571691035,-1.2204161009493e-05,-4.7319445709209e-06,0.36783994911478,-0.00033119963989213,0.019328462986352,0,99.708351168211,0.0054951826302746,0.27187581873353,0.00070997509398976,0.37260604811068,0.077169744997472,0.0002979186277943,0.0033347562778459,0.038267297968448,0.47160595525317
17.25,0.003226349858485,9.918520854638e-05,1.2639697364198e-05,0.0031271646499386,-2.4053457723138e-05,-1.1413760358939e-05,0.37340153903524,-0.00023111068248808,0.01971395536119,0,99.6758795104,0.0057416486769771,0.27852331234662,0.00066654768974323,0.37813158727583,0.075659617443971,0.00023983086859211,0.003417077441321,0.038425334497838,0.48119253431145
17.5,0.0032136211590117,9.1032903943504e-05,9.527623926154e-06,0.0031225882550682,-3.041438883505e-05,-2.0886764908896e-05,0.37899339704515,-0.00018315265814941,0.020037442002643,0,99.640456231103,0.0059887301182001,0.28521074994866,0.0006108520808451,0.38369139565986,0.074202646608153,0.00027804850055544,0.003499282539089,0.03859735544457,0.49082037055425
17.75,0.0032053698464526,7.3625828627403e-05,-8.8716825249729e-06,0.0031317440178252,-2.2088870221895e-05,-3.0960552746868e-05,0.38463519847339,-0.00022208755503686,0.020330981043899,0,99.615362063061,0.0062157457095048,0.29197005226587,0.0006441707478697,0.38928849267654,0.072707254687168,0.00032781509652887,0.0035815238070863,0.038669310954632,0.50047870385415
18,0.0032146113170248,5.4648646457313e-05,-4.3996715787662e-05,0.0031599626705675,7.6021079213115e-06,-3.639460786635e-05,0.39031589293754,-0.00030133506441133,0.020630755240628,0,99.5961633236,0.0064231431601585,0.29887260856207,0.00079048678197844,0.39492482051453,0.071069816636351,0.00037822565086908,0.0036639781950993,0.038712114713008,0.51015138206261
18.25,0.0032320728049784,3.9678805432024e-05,-8.6772079489115e-05,0.0031923939995464,5.4714204527085e-05,-3.205787496203e-05,0.39602548820628,-0.00035416198274062,0.020969866497665,0,99.57420669179,0.0066296592981248,0.30595652359685,0.0009631850659833,0.40060222019309,0.069260965542943,0.00047377607141406,0.0037468463328046,0.038815438483775,0.51984232621221
18.5,0.0032441986739539,2.5462436668761e-05,-0.00012138245884149,0.0032187362372851,0.00010302186444458,-1.8360594396906e-05,0.40177153974009,-0.00036535025239694,0.021331762930203,0,99.550758890139,0.0068460251799622,0.31316752809108,0.0010734316706693,0.40632308305667,0.067397150730914,0.00061635456291307,0.0038302273772964,0.03893745652563,0.52956143808838
18.75,0.0032424667741952,8.3555634952126e-06,-0.00013556279915287,0.0032341112107,0.00013252366674073,-3.0391324121452e-06,0.40756274473927,-0.00036238292547922,0.021697242054878,0,99.531553537996,0.0070656379998137,0.32040495716381,0.0011322701526596,0.41208984288135,0.065594370588243,0.00073898595311182,0.0039140685297482,0.039060274153694,0.5393111544233
19,0.0032335204390737,-6.67866159386e-06,-0.00012830306159463,0.0032401991006676,0.00013377631969071,5.4732580960844e-06,0.41339770066859,-0.00036311688465761,0.022041515111369,0,99.515290107588,0.0072827352612417,0.32760615113501,0.0011938047256814,0.41790443038955,0.063910389397894,0.00079889734645517,0.0039982716710699,0.039181420995966,0.54909136631701
19.25,0.0032253943033162,-1.492640030974e-05,-0.00011121439645342,0.0032403207036259,0.00011637059417592,5.1561977225067e-06,0.41927451831445,-0.00036002715433941,0.022347464914839,0,99.49210177692,0.0075002296114195,0.33475796198829,0.001249002115352,0.42376868666626,0.062367755858718,0.00082746538736587,0.0040827957592982,0.039333931345807,0.55890578535973
19.5,0.0032211195500786,-2.0604610940566e-05,-9.9748427830193e-05,0.0032417241610192,9.5682154509812e-05,-4.0662733203817e-06,0.42519884520107,-0.00034202789522131,0.022607999315422,0,99.447419225671,0.0077170735725412,0.34183815833583,0.0012497067415571,0.42968556147853,0.061016602724565,0.00086059203562255,0.0041676362154133,0.039500356125341,0.56876007129362
19.75,0.0032217904331601,-2.7905808895605e-05,-0.00010226981532276,0.0032496962420557,8.4843834887548e-05,-1.7425980435212e-05,0.43117879910012,-0.00030904332054677,0.022838510885266,0,99.360969413191,0.007927784300987,0.34879951677447,0.0011928144315146,0.43566073880935,0.059895686269125,0.00089906607567825,0.0042527683657016,0.039673398557449,0.57865679062897
20,0.0032227909444199,-3.6095986152347e-05,-0.00012029332741744,0.0032588869305722,9.1168420189389e-05,-2.9124907228051e-05,0.43722041251062,-0.00026402155872366,0.023073601266453,0,99.199953033785,0.0081330411153062,0.35561793510883,0.0011111117541605,0.44170498992268,0.058976866045188,0.00094824314455906,0.0043381676481845,0.039857133236468,0.58859810710321
20.25,0.0032244279438897,-4.9408169637092e-05,-0.00014529609389267,0.0032738361135267,0.0001103844790531,-3.4911614839563e-05,0.44333271577407,-0.00021182592875389,0.023312985526038,0,98.910002778207,0.0083343860928483,0.36232770262818,0.0010185160626946,0.44783805545989,0.058219227844744,0.0010195870378228,0.0044238850288891,0.040072828132617,0.59858935227435
20.5,0.003215131037672,-7.8959761360293e-05,-0.00016088333923418,0.0032940907990323,0.00013040000386975,-3.0483335364433e-05,0.44953611707421,-0.00010545740531575,0.023565974871673,0,98.40727106648,0.0085262394507328,0.36900896817017,0.00091153941207987,0.45409499249165,0.057552813307475,0.0011023791156976,0.0045101084860701,0.040321310276118,0.60863861957544
20.75,0.0031852072713892,-0.00013532149061171,-0.00015803324164837,0.0033205287620009,0.00014203586817817,-1.5997373470205e-05,0.45586841007383,-9.3023582084312e-06,0.023846140499619,0,97.577628119547,0.0087022845785384,0.37574608309799,0.00079115165178055,0.46053565289535,0.056953443406927,0.0011794173295185,0.0045972136803137,0.040614790923077,0.61875563222534
21,0.0031255673488187,-0.00022856002563865,-0.00014270376859881,0.0033541273744573,0.00014162398098798,-1.0797876108381e-06,0.46239063893634,7.4602814277873e-05,0.024155467045911,0,96.291767643476,0.0088582323523183,0.38259674622974,0.00066393083264079,0.46725695202048,0.056472974985238,0.0012403990075642,0.0046858447879967,0.041004029925261,0.62895798483138
21.25,0.0030366090111037,-0.00036902587603061,-0.00012920146036832,0.0034056348871343,0.00013371277783492,4.5113174666054e-06,0.46919437366794,0.00014409922534965,0.024500531935158,0,94.445414370186,0.0089873719443304,0.38960988756519,0.00054181102147565,0.47440568571715,0.056188701297555,0.0012750858424952,0.0047770207066848,0.041539105444933,0.63927587675265
21.5,0.0029207130754982,-0.00056043616642179,-0.00012284125282911,0.0034811492419199,0.00012610909212237,3.2678392932539e-06,0.47640620670771,0.00020004885706896,0.024883608078318,0,92.032093723193,0.0090848368048588,0.39688751539948,0.00043675833971177,0.48218687955595,0.05616359793784,0.0012843939969216,0.0048722116732491,0.042260851078437,0.64975087131807
21.75,0.0027837502769042,-0.00079131323480099,-0.00011594056996772,0.0035750635117052,0.00012126747137319,5.3269014054715e-06,0.48418632851213,0.0002466164230613,0.02530022014673,0,89.242501279287,0.0091586472923826,0.40461264932489,0.00035086436160447,0.49085934005993,0.056441606174248,0.0012830870618358,0.0049733187720219,0.043212691127397,0.6604350640938
22,0.0026535839527003,-0.0010276903603735,-0.00010094655438914,0.0036812743130738,0.00011427044377627,1.3323889387129e-05,0.49272736841124,0.00030577895431251,0.025734317002703,0,86.551309600277,0.0092388615428766,0.41302585771737,0.00027996874725083,0.50070817364344,0.057071254937156,0.0012833820256015,0.0050861936618448,0.044695792195962,0.67142362450922
22.25,0.0025778665460555,-0.0012116189220208,-7.8935322663721e-05,0.0037894854680763,0.00010184585813662,2.2910535472894e-05,0.50226401726841,0.00036168904900088,0.0261828058034,0,84.719349672746,0.009380268490013,0.42234977039035,0.00022117580902337,0.51198730455596,0.058136115697118,0.001291768772813,0.0052149968944272,0.048502591340382,0.68307342245127
22.5,0.0026180649914503,-0.0012727464524901,-5.4565536309143e-05,0.0038908114439404,7.7834260786846e-05,2.3268724477702e-05,0.51308739768244,0.00041108887105737,0.026650981316794,0,84.642198623802,0.0096520661418922,0.43263550508587,0.00017431047400243,0.52483602463471,0.059864964763518,0.0013093601124373,0.0053530291951547,0.054916701675643,0.69600083407827
22.75,0.0028324771643779,-0.0011535970416828,-2.9393392366182e-05,0.0039860742060607,5.1690981737945e-05,2.2297589371763e-05,0.52551953282664,0.00043944136486628,0.027155397225815,0,87.027364728401,0.010112213891087,0.44360000069475,0.00013962497417912,0.53919042415544,0.06264280719607,0.0013354682024235,0.0054999219547341,0.060635992715157,0.71044492087712
23,0.0032383062612188,-0.00084575999260853,-1.1173096031952e-05,0.0040840662538274,2.6808102734636e-05,1.5635006702683e-05,0.53977932226431,0.00046578972415112,0.027701792490323,0,91.970553902963,0.010769981271281,0.45466560628579,0.00011624428643699,0.55472666180061,0.066788547025399,0.0013743067652496,0.0056544006333017,0.064497781620083,0.72608664266902
23.25,0.0037751535328896,-0.00042512860551031,4.5458254727032e-07,0.0042002821383999,7.0673301930297e-06,7.5219127403e-06,0.55573762912058,0.0004862297791317,0.02829228767722,0,98.612683382887,0.011549930001778,0.46532871001411,0.00010298222655355,0.57087868603538,0.072044474293073,0.0014301570028596,0.0058113800246819,0.065646628275945,0.74235469390603
23.5,0.0042935273465411,-5.7404551591996e-05,1.2177885623418e-05,0.0043509318981331,-4.6798530714594e-06,7.4980325519584e-06,0.57272700204572,0.0004865614024767,0.028928180865056,0,105.14134396787,0.012286569954963,0.47560907135446,9.8372271966593e-05,0.5869571048684,0.077362481126811,0.0015035560816856,0.0059680403610281,0.063922424953171,0.75855082555967
23.75,0.00457015129197,5.4366047015501e-05,1.5576445034808e-05,0.0045157852449545,-2.1117144568007e-05,-5.5406995331991e-06,0.58966294375521,0.00047574768370193,0.029606056932843,9.5235915814764e-07,109.33609050292,0.012777211153859,0.48604980720312,0.00010119402216571,0.60235324409768,0.081462820427388,0.0015949240789219,0.006120722960552,0.060121743846738,0.77405634665966
24,0.0044569279705948,-0.00022614444894827,3.0155817382574e-05,0.0046830724195431,-2.3466051076193e-05,6.6897663063817e-06,0.6055245636065,0.00045011808912531,0.030321290597339,5.3707404860737e-06,109.56972836588,0.012885545662651,0.49712781064702,0.00010938541958881,0.61675630827868,0.083802521491886,0.0017057146238872,0.0062662789439173,0.055853229548972,0.78855321833412
24.25,0.0039965288588406,-0.00086866327929158,7.7288354832396e-05,0.0048651921381322,-2.822152353129e-05,4.9066831301106e-05,0.61986256758062,0.0004122853537543,0.031064397033928,1.8283880128063e-05,105.79065873719,0.012640676218413,0.50874152844787,0.00012232074432583,0.63027659008481,0.084910286849495,0.0018370381785326,0.0064066789938108,0.052928059789043,0.80215087950137
24.5,0.0033909639046208,-0.0016560088967774,0.00013800699630296,0.0050469728013982,-3.7218171936694e-05,0.00010078882436626,0.63293869171423,0.00036295638736455,0.031827423013605,4.426333642539e-05,99.827357608054,0.012257713999956,0.52043086117953,0.00014077816128541,0.64339017546812,0.085717100565205,0.00199268742724,0.0065456434198346,0.052520216511278,0.81533191403891
24.75,0.0029078854667179,-0.0022815647588678,0.00024294592780938,0.0051894502255858,-2.0499600652027e-05,0.00022244632715736,0.6454876035462,0.00029154098541246,0.032606113608451,8.9712754982507e-05,94.62153715434,0.012041942161423,0.53200823055149,0.00016447429751109,0.65670651543225,0.086762832503083,0.0021741148203875,0.0066874697733941,0.054557618301094,0.82871664339046
25,0.0027728593865851,-0.0025240494759763,0.00035739805240977,0.0052969088625614,-4.6266881184602e-05,0.00031113117122517,0.65837357362226,0.00022535211919322,0.033403233476638,0.00015966344123324,92.656651962138,0.01221526079783,0.54367979209885,0.00019420782523468,0.67066793552463,0.088221245321035,0.0023856994428543,0.0068311886931413,0.057763567899967,0.84275679166559
25.25,0.0030296743212988,-0.0023900575923958,0.00045860439604977,0.0054197319136947,-3.7998059596232e-05,0.00042060633645354,0.67225091630886,0.00013065754091616,0.034227967906114,0.00025945368729737,94.498174254499,0.012772916891498,0.5555414248357,0.00023240732243301,0.6853477756354,0.090244390560521,0.002627566779625,0.006977732740306,0.060408074946207,0.85752824702136
25.5,0.0034843135232279,-0.0021156819438388,0.00058342061736263,0.0055999954670667,-1.9636577679919e-05,0.00056378403968271,0.68723514912747,1.9721588139779e-05,0.035085539975896,0.00039516874110206,98.467547690564,0.013479660489351,0.567424043644,0.00027813061670946,0.70046778508829,0.09274361590879,0.002908882113574,0.0071260535385733,0.061343523595737,0.87274719683911
25.75,0.0038180749371747,-0.0020082807250689,0.00073727246036444,0.0058263556622436,-2.1875668166953e-05,0.00071539679219749,0.70283271438762,-9.8785955524182e-05,0.035978061221097,0.0005714525200501,101.79421470376,0.014025879091912,0.57926626663346,0.0003321379529798,0.71561971742063,0.095230204570463,0.0032315221885458,0.0072742077571357,0.060645278230236,0.88799579706735
26,0.0038220953033491,-0.0022325190519706,0.0008686492225209,0.0060546143553197,-2.2670919991994e-05,0.00084597830252891,0.71833241908138,-0.00023407497738454,0.036908371513836,0.00079446271501261,102.5126196796,0.014241710057535,0.59118876514483,0.00039603301808545,0.73053893309046,0.097308224278604,0.003600290473398,0.0074209486384147,0.059408765862471,0.90300255257894
26.25,0.0035522643669189,-0.002701774821925,0.0010152120873091,0.0062540391888439,-7.7228120135803e-06,0.0010074892752955,0.73334276778437,-0.00039439264345591,0.037878408384512,0.0010671044699086,100.73116061609,0.014210024582127,0.60323121938258,0.00047294667703768,0.74524367728896,0.099040095651525,0.0040219585474631,0.0075666880925066,0.058860112179457,0.91778616233418
26.5,0.0032699844062963,-0.0031656036171013,0.0011926073325574,0.0064355880233976,-3.3947948211307e-05,0.0011586593843461,0.74798776982999,-0.0005778407287087,0.03889323903218,0.0013980484296635,98.315091575006,0.014186668690562,0.61532985113005,0.00056968553449952,0.75995712113324,0.10070146093948,0.004499223699906,0.0077131631311993,0.059462452130707,0.93257648287295
26.75,0.00322897427426,-0.0034278978726914,0.0013669052941812,0.0066568721469514,-6.7531158867902e-05,0.0012993741353133,0.76269050932582,-0.00079788086090739,0.039960746962007,0.0017990132892415,97.268608135964,0.014388498735709,0.62748534815499,0.00069996059258601,0.77489499056372,0.10245104450966,0.00503374790841,0.0078621352496452,0.060697082421797,0.94759642469202
27,0.0034513506657354,-0.0035153463680866,0.001553141650554,0.0069666970338219,-8.7409553800853e-05,0.0014657320967531,0.77779670044854,-0.0010554717236124,0.04108989441342,0.0022843178484485,98.167523185148,0.014824827035595,0.63974541444897,0.00087826310794533,0.79009715827376,0.1042852444269,0.0056313609244542,0.0080178326700749,0.06163515989919,0.96288795498214
27.25,0.0037370415141576,-0.0036516538462708,0.0017397222573206,0.0073886953604284,-0.00011573369447132,0.0016239885628493,0.79331186076796,-0.0013310798700045,0.042289602441047,0.0028687949563371,99.923292025478,0.015315347471457,0.65213178194045,0.0011170976738781,0.80542835139128,0.10604305385745,0.0062771749950216,0.0081801955098547,0.061756740689718,0.97831194255575
27.5,0.0038558255647151,-0.0040622452785369,0.0018652819127242,0.007918070843252,-0.00011442764526072,0.0017508542674635,0.80894922894761,-0.0016028710691124,0.043564385369186,0.003562487554621,100.95791039473,0.01567078348484,0.66466771919504,0.0014163884492774,0.82072031434084,0.10751872503996,0.0069479451540228,0.008342451216963,0.061303813096215,0.99369451177899
27.75,0.0037459977213084,-0.0047861990330329,0.0019322749153968,0.0085321967543413,-4.316709242783e-05,0.001889107822969,0.8244292129436,-0.0018413386052253,0.044916798081915,0.004372157734851,100.6199107591,0.015863008405769,0.67737230697851,0.0017540413674052,0.83591306941731,0.10864992032683,0.0076055452466701,0.0085047186989854,0.060927243536591,1.0089733938581
28,0.0035450686514663,-0.005659962132417,0.0019516705831905,0.0092050307838832,6.4650645250712e-05,0.0020163212284412,0.83971371283433,-0.00202573000118,0.046336310508159,0.005290476585208,99.556897783052,0.016027622600261,0.69023309123446,0.0020986570268838,0.85107567302969,0.10953762178657,0.0081893233048646,0.0086689521224173,0.061046087085241,1.0242200601858
28.25,0.0034201314828206,-0.0064698434560692,0.0019506464636181,0.0098899749388898,0.00021298565602139,0.0021636321196395,0.85497192068145,-0.0021795155453799,0.047809981193985,0.0063059991243804,98.862593377714,0.016310902052611,0.70322246888037,0.0024221512051838,0.86631341251633,0.11033151249982,0.0086411392436123,0.0088344707457751,0.061544591059096,1.0395438949539
28.5,0.0034037976110892,-0.0071135707713158,0.0018973857932695,0.010517368382405,0.0003861909235216,0.0022835767167911,0.87037434259753,-0.0022996498188247,0.049308056898995,0.0073890717197141,98.992068339081,0.016725473632017,0.71630864997379,0.0027050196889116,0.88166907165896,0.11114122850098,0.0089162685454996,0.0090001511480641,0.062020880860303,1.0549895789438
28.75,0.0034115969229708,-0.0076237466598013,0.0018883969467345,0.011035343582772,0.00054455796378984,0.0024329549105243,0.88593794663144,-0.0024139946182215,0.050791238055373,0.0084988434638852,99.510839168981,0.017158550003795,0.72946262709465,0.0029339988399348,0.89710883352766,0.11198807885348,0.0090312838748558,0.0091660986043867,0.062239101987931,1.0705220767998
29,0.0033664677815658,-0.0080659561111389,0.0020025432357785,0.011432423892705,0.00059089684817762,0.0025934400839561,0.90155378408966,-0.002511100383865,0.05223427410647,0.0096076404533922,99.74938790049,0.01750686475578,0.74270729099904,0.0031079204826669,0.91258348626124,0.11278616481967,0.0090344928146225,0.0093314696729507,0.062305478168237,1.0860901493193
29.25,0.0032685150171905,-0.0084488920287398,0.0022161659501176,0.01171740704593,0.00050119586086712,0.0027173618109847,0.91713005811571,-0.0025966663186077,0.053619520614276,0.010695329889143,99.52231289579,0.017780905013976,0.75612481822399,0.0032351094780668,0.92808554226222,0.11344820714632,0.0090073923299424,0.0094971004946515,0.062461140496128,1.1016859766524
29.5,0.0032023709338889,-0.0087402524812164,0.0025598795230736,0.011942623415105,0.00025940813660856,0.0028192876596822,0.93267886097912,-0.0026820970684219,0.054947592371445,0.011758270923593,99.176585239633,0.01807150343397,0.76978271435002,0.003335744211067,0.94364706428304,0.11397552265698,0.0090333986491027,0.0096654137805181,0.062795510663296,1.1173430580473
29.75,0.0032124132503083,-0.0089408392885527,0.0029406013326513,0.012153252538861,-4.6456246021183e-05,0.0028941450866301,0.94827501458048,-0.002765081573395,0.056239524024567,0.0128139757289,99.082634611889,0.018436576683821,0.78365655221073,0.0034383733695401,0.95929728608648,0.11445184109404,0.0091419730045802,0.0098509326967057,0.063195470249909,1.1330919306615
30,0.0032383900765932,-0.0091087560051857,0.0033109017089388,0.012347146081779,-0.00033209700082655,0.0029788047081123,0.96396538399346,-0.0028567443546469,0.057530219216597,0.01389548266482,99.237128691204,0.018846291926557,0.79764971829805,0.0035761354321834,0.97503552678207,0.11494712267031,0.0093074047444873,0.010038628849048,0.063522304142611,1.1489316524605
30.25,0.0032243531987943,-0.0093067835521792,0.0035357654562738,0.012531136750973,-0.00053465772515217,0.0030011077311216,0.97973429388761,-0.0029272322133535,0.058830911290445,0.015014331827636,99.365577739787,0.019235177919516,0.81166635366891,0.0037602967263133,0.99084403197259,0.11551195691991,0.0095006365001718,0.010227562318701,0.063768999242016,1.1648430653836
30.5,0.0031483302076957,-0.0095464682272422,0.0036486336877522,0.012694798434938,-0.00061456050245185,0.0030340731853004,0.99554323125241,-0.0029899909703615,0.060141721357306,0.016184727492982,99.280739696034,0.019578256390152,0.82565431622223,0.0039716881810028,1.0067166308984,0.11613670316825,0.0096507618969105,0.010416985472359,0.064036855696211,1.1808187972509
30.75,0.0030371338899943,-0.0097938889141806,0.0036823717101819,0.012831022804175,-0.00065430850759444,0.0030280632025875,1.0113802047973,-0.0030598090080145,0.061450505520959,0.017395075033243,99.045226147733,0.019900896594317,0.83966112408784,0.0041720987269373,1.0226693020036,0.11685955494678,0.0097195911165611,0.010606376958994,0.064408351664419,1.196874448171
31,0.0029297961759729,-0.010018630672631,0.003781768532133,0.012948426848604,-0.00068904628570648,0.0030927222464265,1.0272639701288,-0.0031431958214655,0.062755959091984,0.018622023367492,98.825721592688,0.020232364032153,0.85364682061371,0.0043511196781804,1.038727662345,0.11775704616661,0.0097200419246728,0.010795326238847,0.064880911359518,1.213035606049
31.25,0.0028240242154908,-0.010229315812527,0.0038546361170246,0.013053340028018,-0.0007708935836643,0.0030837425333603,1.0432131755837,-0.0032330429353851,0.064052194563609,0.019846212657042,98.688010846717,0.020570377206136,0.86755491839965,0.0045253722630223,1.0549117492495,0.11885019814087,0.0096915511080559,0.010983433450356,0.065410100041138,1.229321982474
31.5,0.0026868933365182,-0.010471744878655,0.0039864277910814,0.013158638215173,-0.00089643837914036,0.0030899894119411,1.0592218764207,-0.003329342392632,0.065346935331039,0.021066934394072,98.561557204262,0.020884326583606,0.88143628608759,0.0046961378753944,1.0712345068894,0.12006347400267,0.0096663537220212,0.011170375214096,0.065980988919128,1.2457458685941
31.75,0.0025165902191374,-0.010801191827386,0.0041126359147289,0.013317782046524,-0.001036142541278,0.0030764933734509,1.0752607816078,-0.0034368813372863,0.066645983502143,0.022285648198965,98.345830027625,0.021137541754651,0.89538961240851,0.0048653627405918,1.0877112431363,0.12130217144393,0.0096225224770968,0.011356128850886,0.066628240943111,1.2623220223269
32,0.0023437607619585,-0.011248916431683,0.0041820466643747,0.013592677193641,-0.0011254159277757,0.003056630736599,1.0912921986821,-0.003550220660604,0.067953154331195,0.023494515539038,98.000026887254,0.021310195014089,0.90949635562664,0.0050354107051783,1.1043682078209,0.12252288708751,0.0095569625482899,0.011541220839395,0.067408134043082,1.2790765692001
32.25,0.0021528220759816,-0.011804097887961,0.0041892467462035,0.013956919963943,-0.0011770759081717,0.0030121708380318,1.107281657135,-0.0036625000845239,0.069277010889416,0.024686876470363,97.546238532797,0.021413777460442,0.92384730481434,0.0052022324161809,1.12124422145,0.12364193929146,0.0094582197987164,0.011726862942746,0.068368390068658,1.2960486347141
32.5,0.0019336688478882,-0.012421714848433,0.0041379528348464,0.014355383696322,-0.0011897271165788,0.0029482257182676,1.1232048431138,-0.0037598225141718,0.07061625969619,0.025851045853549,97.037241032973,0.021487957283153,0.9385885902034,0.0053565784912933,1.138387192319,0.12453080958711,0.0093292717747442,0.011914910492366,0.069536408637497,1.3132867345524
32.75,0.0017018488679864,-0.013041248554573,0.004067766924315,0.014743097422559,-0.0011720490929724,0.0028957178313426,1.1390594555136,-0.0038506256130465,0.07197504721842,0.026981440816514,96.546336104864,0.02158652579322,0.95391168775813,0.0054937841030639,1.1558483655318,0.12503744777271,0.0091898614709483,0.012107641522686,0.070953321758962,1.3308479508519
33,0.0014838315321762,-0.013595787772819,0.0040220241534941,0.015079619304995,-0.0012027660615738,0.0028192580919204,1.1548879158596,-0.0039430291054444,0.073356796216821,0.028078385653199,96.17285674254,0.021771645877866,0.97000182655396,0.0056328696724582,1.1736743379905,0.12505237540279,0.009036028223003,0.01230739621143,0.072751671461362,1.3488110750045
33.25,0.0013877984317095,-0.014014766311082,0.0039784518825202,0.015402564742791,-0.0012607431777916,0.0027177087047285,1.1708084000036,-0.0040438802469357,0.074765794034216,0.029143908552637,96.030586734199,0.022115133190396,0.98692933531752,0.0057825235426727,1.1918964322953,0.12460848354741,0.0088743086291136,0.012516151521204,0.075907949193725,1.3673935275863
33.5,0.0016074398163585,-0.014236058518644,0.0039015393359224,0.015843498335003,-0.0012299046898362,0.0026716346460862,1.1870404144745,-0.0041503527455074,0.076196728763366,0.030180329588563,96.21434592528,0.022687038795887,1.0045894302554,0.0059380199083089,1.2105193864866,0.12391225447612,0.0087075080619651,0.01273512911535,0.080435003811591,1.386936396712
33.75,0.002074141789735,-0.014230867624113,0.0037945705943551,0.016305009413848,-0.0012136727246558,0.0025808978696994,1.2038954184295,-0.0042558050229734,0.077642364225436,0.031187110386887,96.764247437411,0.023526707883337,1.0226990062699,0.0061044592088043,1.2295130359201,0.12331051191526,0.008522070998836,0.012964522922262,0.084452141376938,1.4075472898606
34,0.0027350263189841,-0.014031150131342,0.0036781966627785,0.016766176450326,-0.0012497587555397,0.0024284379072388,1.2217012086235,-0.0043516167687408,0.079097625994707,0.032162750738792,97.639882623336,0.024610548966113,1.0408731758592,0.0062837112206891,1.2488103779,0.1231409548867,0.0083265323858315,0.013203392923728,0.087240448709535,1.4290088636214
34.25,0.0036065380755381,-0.013742467543375,0.0035360033225385,0.017349005618913,-0.0012031084368511,0.0023328948856873,1.2406633870423,-0.0044327867711541,0.080558628905898,0.033104885888602,98.707935664721,0.025834127248594,1.0588033371685,0.0064434109731571,1.2683143701039,0.12347567029428,0.0081250735243084,0.013449738731508,0.088378981516591,1.4509612923997
34.5,0.0043780472655257,-0.013525374844272,0.0033828273633043,0.017903422109798,-0.0012015974530408,0.0021812299102635,1.2607270480757,-0.0045004472816475,0.082026999814092,0.034013025644007,99.755244992983,0.027025618472927,1.0765286858963,0.0065847522467151,1.2879142348693,0.12398104287713,0.0079166703989442,0.013700758416762,0.087809526037103,1.4729848558439
34.75,0.0049251498463464,-0.013545992852639,0.0032364125557791,0.018471142698985,-0.0011844537835301,0.002051958772249,1.2815346016348,-0.0045605347250469,0.083501423154549,0.034886792163911,100.53843741118,0.027995314750225,1.0944045979033,0.0066965923975858,1.307508876108,0.12408942363071,0.0077052893664395,0.013953294496674,0.085923570162539,1.4947014928688
35,0.0050108899832103,-0.013919338129757,0.0030740296926993,0.018930228112967,-0.0012077235260273,0.001866306166672,1.3025326536643,-0.0046181221840703,0.085003028679254,0.035726082383722,100.85661855919,0.028599744425018,1.112846965366,0.0067854758353454,1.3270312692431,0.12338972492451,0.0074825453583174,0.014204436944275,0.083475666627277,1.5158763974675
35.25,0.0046447895994122,-0.014667235633728,0.0028739810111344,0.01931202523314,-0.0011986803781665,0.0016753006329679,1.3231772486559,-0.0046748852742762,0.086543620832375,0.036530683854833,100.61810418341,0.028792852191242,1.1319314662935,0.006841468919663,1.3464661952639,0.12202062116936,0.0072696596069404,0.01445218284379,0.081326782236307,1.5364767035755
35.5,0.0040221511703008,-0.015695408202514,0.0026817947857226,0.019717559372814,-0.0011230225132291,0.0015587722724935,1.3431157415737,-0.0047255622476057,0.088126906998703,0.037299748350027,99.885329566174,0.028654012137627,1.1513611947946,0.0068612625499962,1.3658550803274,0.12043083663012,0.0070565714550457,0.014695970716147,0.080133133497117,1.5566591930422
35.625,0.0040126298230561,-0.016480130944383,0.0025933774283354,0.020492760767439,-0.00064302897358703,0.0019503484547484,1.3528178220853,-0.0047480441297842,0.088933337044137,0.037671680566729,99.243614034636,0.028506416684904,1.1660971367918,0.006883009596945,1.3755533872739,0.11967535998076,0.0069582040748785,0.014816549510336,0.079971244810811,1.5666657166864
35.875,0.0030981255223401,-0.017302151622424,0.0024819488393957,0.020400277144764,-0.0010247094711214,0.0014572393682744,1.3716201503096,-0.0047916699003945,0.090569859510898,0.038386624215714,98.387049598734,0.028276230780501,1.1804789955952,0.0068353853263396,1.3950418483876,0.1182522860789,0.0067353724788666,0.015056805913674,0.080684615079193,1.5867476991727
36,0.0035354314409221,-0.017906786150024,0.002445572619047,0.021442217590946,-0.00029253163497962,0.0021530409840674,1.380855284046,-0.0048156501351429,0.091400849927742,0.038731174190408,97.832430676291,0.028247566596381,1.1951350809489,0.0068289925264994,1.404850611576,0.11757323822287,0.0066377353663386,0.015177008879183,0.081592173737825,1.5968899984737
36.25,0.0030175521921731,-0.018166496179009,0.0023663443674512,0.021184048371182,-0.00080641257857692,0.0015599317888742,1.3992752511555,-0.0048720934935316,0.093060847584509,0.039393296363589,97.580449236958,0.028542835361763,1.2096374934748,0.006774949499893,1.4246513168126,0.11621158029696,0.0064083192906814,0.01541994261885,0.084019860666864,1.6175915027743
