time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
0,0,0,0,0,0,0,0
5e-07,1.3552527156069e-20,0.0051525294498296,0,0.00094034744049099,4.2387469890174e-05,0.0082100313420052,0.0027151930777295
1e-06,3.8353651851675e-18,0.018646484824013,0,0.0051396113255951,0.00010583164914785,0.020213746150833,0.0091937525517467
1.5e-06,1.2441490979814e-15,0.029140028963392,0,0.010639554174547,0.00016175922593252,0.030688260536531,0.01406841906184
2e-06,1.6012739094753e-13,0.040107819550825,0,0.016148840161498,0.00022038354777807,0.041879127553739,0.019650974363949
2.5e-06,1.0775879131066e-11,0.051551031239488,0,0.021670742891445,0.00027891661137985,0.053013199892858,0.025196864116193
3e-06,4.2226815815706e-10,0.062358743715447,0,0.02720498820392,0.00033635292020939,0.063898579366372,0.030500920435775
3.5e-06,1.0290103606659e-08,0.073611970484177,0,0.032750030637331,0.00039495157980754,0.075076025848259,0.036095123793568
4e-06,1.6261849342786e-07,0.084734876628615,0,0.038305174856859,0.00045283209897609,0.086101814921123,0.041534062284764
4.5e-06,1.7117140923455e-06,0.095792968683899,0,0.043869919956986,0.00051086883472393,0.097157549933338,0.047001814416555
5e-06,1.219371336287e-05,0.10699820410156,0,0.049441389390286,0.00056910572606168,0.10827659780868,0.052535464508343
5.5e-06,5.9278749957002e-05,0.11810916956006,0,0.055006467321607,0.00062705011801552,0.1193381722937,0.05803465670505
6e-06,0.00019753801078552,0.12926053289236,0,0.060524921104743,0.00068518211668551,0.13044524550072,0.063661532459356
6.5e-06,0.00045528073382055,0.14043855901087,0,0.06592166440199,0.00074327742892931,0.1415555712741,0.069459835276849
7e-06,0.00075154979315443,0.15158955880349,0,0.071127197362344,0.00080131878874452,0.15265969024242,0.075464334717033
7.5e-06,0.00098121385195126,0.16277397884797,6.6429595214254e-05,0.076146010043954,0.00085946325509019,0.16378823724753,0.081584208387212
8e-06,0.0011819495142908,0.17395845418885,0.00022808845682553,0.081060983833246,0.0009176552132336,0.17491516470459,0.087471533168621
8.5e-06,0.0014111474778689,0.18514498227785,0.00042772649373744,0.085860328760041,0.00097613966746117,0.18605026555575,0.093640529305226
9e-06,0.0016375725894881,0.19634603240765,0.00065407440895062,0.090535144884337,0.0010354445814018,0.19719501368619,0.09993642474491
9.5e-06,0.0018664148308609,0.2075370982554,0.00095540942070741,0.095103064143092,0.0010967340656624,0.20833768025872,0.10628474240056
1e-05,0.0020968138407581,0.21869414931821,0.0013640942098985,0.099619627534282,0.0011624808453403,0.21947735271274,0.11248109874107
1.05e-05,0.0023194904331303,0.22971590513177,0.0018187143699762,0.10435695005717,0.0012369809286804,0.23059668858728,0.11817746271972
1.1e-05,0.0025426835610146,0.24036377207322,0.0022927593079022,0.10997796471921,0.0013266260503486,0.24167038859593,0.12242475597431
1.15e-05,0.0027618551415439,0.2502875535199,0.0028411990103974,0.11766463848362,0.0014390183959022,0.25266719021294,0.12377960766766
1.2e-05,0.0029839629169552,0.25929720407103,0.0035065188568534,0.12852550908793,0.0015803618022126,0.26354996402436,0.1214354177203
1.25e-05,0.0032115021003589,0.26788154465996,0.0043036632026804,0.14227753531074,0.0017516113892998,0.27429796191906,0.11671902566879
1.3e-05,0.003444239213215,0.2772363620243,0.0052528394674521,0.15674384981258,0.0019453325750393,0.28492188002439,0.11236911966957
1.35e-05,0.0036766322395218,0.28820811213463,0.0063586804701918,0.17000207616377,0.0021463604873037,0.29546791195432,0.10924790728286
