time,DJ1,DJ2,DJint,EW,FE,Fy,J,KE,PEW,SE,max_disp_y
13.5,4.472078391018e-05,0.00093482492116686,0.00097954570507704,0.28571558535223,0.036047078153662,98.002898870255,0.0036104072116339,0.17752412531458,0.28861515794865,0.099003499353768,0.0021942796588813
13.75,6.0648618169841e-05,0.00091083207027578,0.00097148068844562,0.29040358195008,0.038482738062201,98.352948480829,0.0037356022157819,0.18435235054557,0.29378609862912,0.096664988516125,0.0022774596252715
14,0.00011082779899405,0.00078087330951762,0.00089170110851167,0.29539012244526,0.040955892398701,99.791030048743,0.0038961804900042,0.19124399945023,0.29891022091283,0.094393433119351,0.0023632225112873
14.25,0.00016176079473329,0.00064805979982465,0.00080982059455794,0.30068992753108,0.043477897766745,101.16754842392,0.0040558306314246,0.19794586677183,0.30394981739664,0.092230179354782,0.0024484276840462
14.5,0.00017754575944914,0.00050984179289114,0.00068738755234029,0.30604547330625,0.046070888207279,101.43487152315,0.0041796359174941,0.20457384721027,0.30891859144073,0.089941136645817,0.0025302245051112
14.75,0.00014953369911039,0.00035230582776546,0.00050183952687585,0.31121401667632,0.048698345051651,100.50673890176,0.0042611731311674,0.2112345106493,0.31387712082181,0.087648965498983,0.002608152162274
15,0.00010919984571965,0.00023133012228996,0.00034052996800961,0.31616748785031,0.051308921994374,99.308861895801,0.0043321226126225,0.21779248617535,0.31888524350145,0.085567097512063,0.0026842462943029
15.25,9.9043451291462e-05,0.00011093872754778,0.00020998217883925,0.32105213790951,0.053868155554025,98.910893986074,0.0044370930662072,0.22423823390079,0.32395016255836,0.083592433230282,0.0027612376545207
15.5,0.00012731790255613,-6.5221013135726e-05,6.2096889420405e-05,0.32604667192453,0.056352548831749,99.531811177735,0.0045890046788294,0.23067038776017,0.32902156787535,0.081637211597459,0.0028405269881629
15.75,0.00015926607535673,-0.00024461014012824,-8.5344064771508e-05,0.33119971312919,0.058695392589332,100.39858901744,0.0047577938901126,0.23705534263127,0.33404417679459,0.079737673691315,0.0029216528069295
16,0.00015412504256645,-0.00037681340797939,-0.00022268836541294,0.33639065773505,0.060877371208025,100.59757730553,0.0049080279855855,0.24338237679139,0.33901800170909,0.077838303129211,0.003003409208838
