time,DJ1,DJ2,DJint,EW,FE,Fy,J,KE,PEW,SE,max_disp_y
0,0,0,0,0,0,0,0,0,0,0,0
0.25,2.2456714175486e-06,2.0326408642598e-21,2.2456714175486e-06,0.0018357411192054,0,48.261473369418,2.5031602416557e-06,0.00046385117383974,0.0036039083584534,0.0010216548709113,2.2473879410411e-05
0.5,3.8091518892185e-08,1.0720844331604e-06,1.1101759520526e-06,0.0077691405690388,0,97.332653241563,-4.5702988914022e-07,0.0025694346724189,0.0096964301657623,0.0044416105606312,5.0762410915583e-05
0.75,2.5465079614882e-06,1.2688651682841e-06,3.8153731297724e-06,0.0136250717572,0,105.72245416226,1.021259175803e-06,0.0051974096742596,0.015164960795546,0.0072316787256501,8.3133228178364e-05
1,-8.2368109072728e-09,1.2662203411097e-06,1.2579835302025e-06,0.01863908697216,0,99.44547072444,-2.3944871188625e-06,0.0078855041012016,0.020156143489166,0.0095185473542563,0.0001103725518283
1.25,-2.2796693460256e-06,6.4581136200667e-06,4.1784442740411e-06,0.023806955411412,0,97.535637812143,-3.8449120907976e-07,0.010544214304038,0.025415736193579,0.012108613355735,0.00013690555518002
1.5,-1.1941645807897e-05,1.2871034652068e-05,9.2938884417057e-07,0.029305698456581,0,100.08811351223,3.3905631023658e-07,0.013215428005889,0.03089472520799,0.014893856408512,0.00016429749511776
1.75,-6.502884469765e-06,3.8786127267874e-06,-2.6242717429776e-06,0.03483437429496,0,101.23437988639,1.9356756234486e-07,0.015897199606551,0.03630593110547,0.017628823889658,0.00019544855030685
2,7.0738000196949e-06,-7.4209050000201e-06,-3.4710498032526e-07,0.040200240881878,0,100.09505460668,1.47358995728e-06,0.018578053645271,0.041590242243648,0.020229331378086,0.00022557531870886
2.25,4.775026634754e-06,-2.3245397057975e-06,2.4504869289565e-06,0.045498138482151,0,99.43545396675,-4.4341651184192e-06,0.021267535688925,0.046864254053956,0.022812716488666,0.00025363558447441
2.5,-9.7889394310384e-06,1.8810011667022e-05,9.0210722359836e-06,0.050843760020511,0,99.756990113603,-6.4276998919785e-06,0.023958674330735,0.052195898744355,0.025457218117519,0.00028023099157675
2.75,-2.5367875891512e-05,3.4456032664264e-05,9.0881567727517e-06,0.056249879691023,0,100.12969702589,-4.1728879645967e-06,0.026653949238518,0.057566308855351,0.02813878453545,0.00030933031552171
3,-2.6810488903006e-05,2.9486094841446e-05,2.67560593844e-06,0.061671225393023,0,100.14869371324,-7.7069951630023e-07,0.029354064944047,0.062932592181416,0.030815793213514,0.00033865729366752
3.25,-1.8082223954826e-05,1.4152728477557e-05,-3.9294954772692e-06,0.06706786778527,0,99.908898138982,-5.9913992683574e-07,0.03205653851751,0.068278349829655,0.033469728596545,0.00036674183606058
3.5,-9.7536136070288e-06,4.6921367458021e-06,-5.0614768612267e-06,0.072446682130314,0,99.799757142493,-3.1441804153153e-06,0.034762452702223,0.073620061451222,0.03611739720458,0.00039503639243482
3.75,-4.786994699013e-06,3.2580080668005e-06,-1.5289866322126e-06,0.077835289126668,0,99.953841630645,-3.2415740380795e-06,0.037471776003199,0.078975356996007,0.038777671984811,0.00042413762728902
4,-1.6600767246837e-06,4.7217794930387e-06,3.061702768355e-06,0.083242821962467,0,100.05485259359,-1.0952047080298e-06,0.040185953277314,0.08434399338771,0.041447465692967,0.0004529395996488
4.25,-1.457125635925e-06,6.3319607860722e-06,4.8748351501472e-06,0.088660360481076,0,99.974684742806,1.4153804096882e-07,0.042903615535019,0.089716006617945,0.044119304984842,0.00048086748833044
4.5,-3.3554415956351e-06,7.3599786565081e-06,4.004537060873e-06,0.094074234462702,0,99.925464752134,-2.5646672435157e-07,0.045622884370473,0.095083793563245,0.046785785868389,0.00050999136399519
4.75,-4.6999272989745e-06,6.9553696416444e-06,2.2554423426699e-06,0.09948111970959,0,99.976495563319,-1.4449137761871e-06,0.048342231910749,0.10044923892119,0.04945353853638,0.00053870363592575
5,-3.7414319049027e-06,8.1891608118842e-06,4.4477289069815e-06,0.10489103784903,0,100.00073289238,-1.0150222332875e-06,0.051057296108126,0.10582042437686,0.052134307964757,0.00056690512206519
5.25,4.9665732152701e-06,1.7449239820142e-05,2.2415813035412e-05,0.11031148610827,0,99.976447142345,1.6067233358275e-05,0.053765762544665,0.11120019414706,0.054831291148571,0.00059528741421669
5.5,2.7134657492331e-05,4.5711863703393e-05,7.2846521195723e-05,0.11573861213115,0,99.95741611797,7.6661649507784e-05,0.056475529401981,0.11658425904856,0.057519593622336,0.00062368435433129
5.75,5.66142021051e-05,0.0001148741912558,0.0001714883933609,0.12116576483606,4.4864368165197e-07,99.958622037941,0.00019127033218895,0.059216460029504,0.1219689807161,0.060164817063164,0.00065315610704506
