time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_power,preset_ext_work,preset_ext_work_p,strain_energy
0,0,0,0,0,0,0,0,0,0
5e-07,-8.470329472543e-22,0.0012881325644407,0,0.00023508402804609,2.1193776678931e-05,15625.883215785,0.0041050160497563,0.0039064708039463,0.00067879010912682
1e-06,1.0604852499624e-18,0.0046615989130057,0,0.001284872035545,5.2915849260552e-05,9927.5556819705,0.010106846539878,0.010294830528385,0.0022983892758165
1.5e-06,3.1103049823178e-16,0.0072849757351561,0,0.0026598197104177,8.0879707798246e-05,10429.686751759,0.015344087575083,0.015384141136818,0.003517031511614
2e-06,4.0031820631829e-14,0.010026920934661,0,0.0040371029972532,0.00011019194317151,12175.212703921,0.020939509945358,0.021035366000737,0.0049126445862882
2.5e-06,2.6939555864943e-12,0.012887710648336,0,0.0054175407081014,0.00013945849702382,10382.469448657,0.026506526871973,0.026674786538882,0.0062990869493333
3e-06,1.0556623106326e-10,0.015589633716578,0,0.0068010659137588,0.00016817671680345,11307.149325896,0.031949208027285,0.03209719123252,0.0076250774728532
3.5e-06,2.5724983397006e-09,0.018402934517086,0,0.0081872908189101,0.00019747609229266,11268.117471863,0.0375379204863,0.03774100793196,0.0090236018014102
4e-06,4.0654025081169e-08,0.021183652963569,0,0.0095760421463832,0.00022641639629226,10892.336787674,0.043050804712082,0.043281121496845,0.010383310693786
4.5e-06,4.2792001901713e-07,0.023948172248285,0,0.010967194855685,0.00025543482499508,11293.23175195,0.048578667336647,0.048827513631751,0.011750225222504
5e-06,3.0483487200739e-06,0.026749475641761,0,0.012360029440795,0.00028455331662057,11104.96617333,0.054138184978786,0.054427063113071,0.013133612606493
5.5e-06,1.481920294501e-05,0.029527212486522,0,0.013751268313162,0.00031352556387331,11112.176734351,0.059668968989895,0.059981348839991,0.014508384725207
6e-06,4.9382637987088e-05,0.032315050451779,0,0.015130860959345,0.00034259161406886,11218.172706091,0.065222504666487,0.065563936200101,0.015915064033179
