time,DJ1,DJ2,DJint,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y
0,0,0,0,0,0,0,0,0,0,0,0
0.25,4.6550973255401e-07,-8.1903729309346e-21,4.65509732554e-07,0.002144628501438,0,54.65269496945,4.8322339366591e-09,0.00046000875158397,0.0036953946078664,0.0010955062038756,2.2074770696515e-05
0.5,-3.4492882496032e-06,2.0209681056719e-06,-1.4283201439312e-06,0.0080738051677685,0,98.553354999369,-3.6381852618503e-06,0.0025537134105809,0.0097039142822118,0.0044106958848573,5.1767169221781e-05
0.75,-4.6928515854046e-06,4.4331806971675e-06,-2.596708882371e-07,0.013812611010782,0,104.32116674478,-5.3832242997243e-06,0.0051860954236606,0.015159629022317,0.0071719427720865,8.314033226248e-05
1,-8.674362140346e-06,7.4798919716577e-06,-1.1944701686883e-06,0.018907552175789,0,99.956353767527,-5.2077598152638e-06,0.0078707335357116,0.020225536503267,0.0095187084752483,0.00011026333911271
1.25,-1.299911222148e-05,7.9453282217525e-06,-5.0537839997273e-06,0.024098265365145,0,97.799637596459,-6.7605435047351e-06,0.010532308853567,0.025499661604595,0.012109557272678,0.00013736986907786
1.5,-1.2578506973447e-05,4.6610270666799e-06,-7.9174799067672e-06,0.029565774234527,0,99.93335929794,-6.2466137092861e-06,0.013205751323387,0.030962546033097,0.014864628921535,0.00016602470837269
1.75,-7.7921796216254e-06,-6.8076051264108e-08,-7.8602556728895e-06,0.035071906111447,0,100.97618990695,-4.0137508311328e-06,0.015885602366952,0.036382771177183,0.01759689266467,0.00019547328500921
2,-3.8467850332305e-06,-3.5701648615758e-06,-7.4169498948063e-06,0.040454040183961,0,100.27311596984,-3.5997411300583e-06,0.018567513708699,0.041699106807037,0.020211071765222,0.00022425707140842
2.25,-5.9785996553793e-06,-2.9085550130902e-06,-8.8871546684695e-06,0.045761309123807,0,99.516636843573,-6.0757298458129e-06,0.021257166321697,0.046990978697599,0.022802339867622,0.00025189016595388
2.5,-1.0746202137872e-05,1.5614077738074e-06,-9.1847943640647e-06,0.051104920839412,0,99.578941258529,-7.6824422175869e-06,0.023947872556379,0.052336970749169,0.025448157529589,0.00028051494878847
2.75,-1.4328262535935e-05,6.1274112385709e-06,-8.2008512973639e-06,0.056521421531442,0,100.17692892812,-5.9713323380667e-06,0.02664266265734,0.057728634219518,0.028139064227866,0.0003093300264328
3,-1.5243363610795e-05,6.3412802533189e-06,-8.9020833574756e-06,0.061945189727745,0,100.32536914855,-3.9836108709897e-06,0.029342303407112,0.063105728103456,0.030812709796399,0.00033866031155456
3.25,-1.318774687003e-05,1.4161758107561e-06,-1.1771571059274e-05,0.067326104479618,0,99.858192215146,-3.8057128402201e-06,0.03204493055621,0.068452541431174,0.033453756007818,0.00036673413717477
3.5,-9.4698479157151e-06,-4.7072550474654e-06,-1.4177102963181e-05,0.072696581169311,0,99.667494530932,-5.1035620517563e-06,0.03475168838057,0.073807036438623,0.0360997574514,0.00039502432092299
3.75,-6.0596763726087e-06,-7.6125794010044e-06,-1.3672255773613e-05,0.078098142951117,0,99.997874333755,-5.6512300696159e-06,0.037462062909872,0.079187673490702,0.03877145023007,0.00042413978659419
4,-3.7578457791584e-06,-6.5261503918562e-06,-1.0283996171015e-05,0.083516422331777,0,100.13522114076,-3.9484830959918e-06,0.040175645628647,0.084574286050246,0.041446665307236,0.00045296305569153
4.25,-3.4065378298752e-06,-4.9868887803494e-06,-8.3934266102246e-06,0.088926716647142,0,99.931390480128,-2.0427220445814e-06,0.042892814151194,0.089952976237806,0.044110629551138,0.00048090250323427
4.5,-3.5283707395136e-06,-6.0415356480164e-06,-9.5699063875299e-06,0.094331956821688,0,99.881575757729,-1.5447070440244e-06,0.045611448101836,0.095331286622909,0.046775178537836,0.00050951088302488
4.75,-1.9494929928533e-06,-8.2528724848345e-06,-1.0202365477688e-05,0.099742282929493,0,100.03885336009,-1.0023570746436e-06,0.048326651086699,0.10071478189275,0.04945364064417,0.00053813531037975
5,1.9500292188928e-06,-6.905565749786e-06,-4.9555365308932e-06,0.10515587990349,0,100.05717880923,4.1457934645712e-06,0.051029988835828,0.10610034513118,0.052152087367608,0.00056687156242999
5.25,9.6309795073652e-06,3.6346133653723e-06,1.3265592872738e-05,0.11057116559991,0,99.930711225636,2.3503824780101e-05,0.053721556771646,0.11148924845473,0.054858127091628,0.00059538409335275
5.5,2.6515191725871e-05,3.2550061727974e-05,5.9065253453845e-05,0.11599384848753,0,99.900829808011,7.5602005044799e-05,0.056436757056081,0.11688524847923,0.057517904779753,0.00062400847890581
5.75,5.4429639201526e-05,9.958393494852e-05,0.00015401357415005,0.12142262315909,1.607879920929e-08,99.971265926581,0.00017851261648473,0.059222971468439,0.12228486774578,0.060105587315573,0.0006526328601536
6,8.0369028932245e-05,0.0002266132859013,0.00030698231483355,0.12685052002347,3.7157544996322e-06,100.00086448137,0.00032271575496326,0.062011298269179,0.12768382019771,0.062779911199756,0.00068129564986004
6.25,8.8526239062813e-05,0.00040622010975154,0.00049474634881436,0.13227829543012,2.6963940351751e-05,99.983085124653,0.00046871510474918,0.064608447842142,0.13308495003353,0.065707603320206,0.00071030658981939
6.5,8.4796195747638e-05,0.00060478313110398,0.00068957932685161,0.13771140907516,7.5955614498748e-05,99.969737778678,0.00059231697002729,0.067030899825627,0.13849167205676,0.068658427820579,0.00073864717771237
6.75,8.5210955473461e-05,0.00078355330396727,0.00086876425944074,0.14315013830206,0.00013031004031249,99.958760074608,0.00070573807857357,0.069573322427574,0.14390262071522,0.071367856800715,0.00076713030183715
7,8.9382061207257e-05,0.00091321861577745,0.0010026006769847,0.14859185797903,0.00017461789081883,99.95668707615,0.00082041200794342,0.072222651525251,0.14931590550887,0.074154729500422,0.0007957545786474
7.25,9.0749237102411e-05,0.0009900737097978,0.0010808229469002,0.15403559253575,0.00021214972765918,99.978930810557,0.00093172365063354,0.074674883128404,0.15473154910158,0.077212353990042,0.00082463235358232
7.5,8.933375038882e-05,0.0010404625124872,0.001129796262876,0.15948132335188,0.00026653224386096,99.993525467832,0.0010375429402062,0.077049978524874,0.16014989435619,0.080148725555665,0.00085322795877244
7.75,8.7019448340303e-05,0.0011091012409404,0.0011961206892807,0.16492970987627,0.00035859882382771,99.971956623154,0.001142027893091,0.079533911948791,0.16557147679692,0.083003014514204,0.00088162462438812
8,8.5479491950375e-05,0.001219832827628,0.0013053123195784,0.17038206863151,0.00048868095808849,99.94661862719,0.0012509725640107,0.081929022890235,0.17099682645957,0.086002093221233,0.00091024295408034
8.25,8.4223266676244e-05,0.0013561401674723,0.0014403634341485,0.17583794348924,0.00063541186524435,99.953771906358,0.0013625153225179,0.084252000977935,0.1764250551886,0.088949617481299,0.00093885068139307
8.5,8.7126629501017e-05,0.0014800054715581,0.0015671321010592,0.18129436657234,0.00078147305708699,99.968617542671,0.001473668212705,0.086611558003239,0.18185414765645,0.09190042973106,0.00096767055181033
8.75,9.6061899245094e-05,0.0015689589711348,0.0016650208703799,0.18674732844487,0.00093271725431149,99.935304498917,0.0015860801986976,0.088910986778712,0.18728223069899,0.094931459343041,0.00099654421425175
9,0.00010649475445185,0.0016305935005898,0.0017370882550416,0.19219129212866,0.0011068949224142,99.819567469779,0.001698151839861,0.091181963175752,0.192706982548,0.097919266628904,0.0010251883678059
9.25,0.00011800029648516,0.0016929526125268,0.001810952909012,0.19761553279403,0.0013096860990219,99.588759419225,0.0018108237741267,0.093444289020251,0.19812402584444,0.10091060949889,0.0010537334914631
9.5,0.00012828411240431,0.0017736479748155,0.0019019320872198,0.20300023109368,0.0015362007739525,99.149473804123,0.0019235308179234,0.095669980827604,0.2035270223288,0.1038857563681,0.0010825010367836
9.75,0.00013438934289926,0.0018639472830286,0.0019983366259279,0.20831417224225,0.0017843545495617,98.335036690879,0.0020329534156882,0.097898078645608,0.20891052408554,0.10680384872409,0.0011120993974881
10,0.00013587562154846,0.0019441864312611,0.0020800620528095,0.21351216355792,0.0020572152232968,96.97145565041,0.0021389662837686,0.10015704867987,0.21427485332142,0.10962352454649,0.0011435529226404
10.25,0.00013160221323497,0.0020096205737275,0.0021412227869624,0.2185292566488,0.0023568744467572,94.986309206063,0.0022415206319725,0.10255296640707,0.21963146482557,0.1121857538156,0.0011784154517787
10.5,0.00012227535591493,0.0020730734993324,0.0021953488552473,0.22327541734572,0.0026812844152925,92.536172070597,0.0023415607771068,0.10531268849659,0.2250063774359,0.11423208643901,0.0012189435299144
10.75,0.00011110575702276,0.0021452853412071,0.0022563910982299,0.22765189805941,0.0030290482971748,90.128310699738,0.0024426525597929,0.10880282064684,0.23043690320782,0.11536561049057,0.0012681224280488
11,0.00010292160404139,0.0022216107923164,0.0023245323963578,0.23162746220566,0.0034033373733594,88.635899976833,0.0025504266652444,0.11344861251634,0.23595543832069,0.11523675788103,0.0013290476271629
11.25,0.00010262408015613,0.0022915781507915,0.0023942022309476,0.23537604016782,0.0038082684046583,89.056362887992,0.0026689096225995,0.11943436155796,0.24156034030054,0.11388631780137,0.001403537527208
11.5,0.00011632785145831,0.0023545848140105,0.0024709126654688,0.23935077046284,0.0042440926884172,91.97874277285,0.0027993518388119,0.12637996034905,0.24718870520172,0.11196266709548,0.0014906696303292
11.75,0.00014895751041782,0.0024167240562435,0.0025656815666613,0.24409018056174,0.0047092905260497,96.988322875412,0.0029418424178024,0.13339437307938,0.2527173208649,0.11033643420425,0.0015863056725215
12,0.00019462850047569,0.0024817290124043,0.00267635751288,0.2497777889148,0.0052036107709111,102.45604887606,0.0030933570436553,0.13976233019181,0.25801105544702,0.10922943725785,0.001684209448996
12.25,0.00022838193554608,0.0025491358865043,0.0027775178220504,0.25599152016723,0.0057283743878778,106.09945172257,0.0032384864050489,0.14563541648639,0.26300792955168,0.10794322755119,0.0017784551881463
12.5,0.00021803433129952,0.0026115369472047,0.0028295712785042,0.26202796224915,0.0062837177540269,106.24202836985,0.0033473038878436,0.15176172270991,0.26779097561192,0.10580596098464,0.0018659896477996
12.75,0.0001559362690588,0.0026692804130623,0.0028252166821211,0.26748515239713,0.0068688875982281,103.04349887176,0.0034026093243636,0.15847369670511,0.27258052420859,0.10315066622776,0.0019478247689248
13,7.3454635607716e-05,0.0027228824803409,0.0027963371159486,0.27244717065736,0.0074829652080178,98.682586928542,0.003429471042269,0.16536112833956,0.27761834690132,0.10083500045842,0.0020278585835938
13.25,1.9259811047098e-05,0.0027721912918576,0.0027914511029047,0.27723753584013,0.0081249256644311,96.040591745012,0.0034812595757357,0.17203063368274,0.28300093543203,0.099089309192953,0.002109878542058
13.5,2.5665169060833e-05,0.0028134360722065,0.0028391012412673,0.28217637194981,0.0087933454421474,96.651739684913,0.0035942953519706,0.17860487724503,0.28858853936905,0.097468130916337,0.0021948836736923
13.75,8.7378055752948e-05,0.002846713356283,0.0029340914120359,0.28742161214247,0.0094865975000266,99.542667528381,0.0037609120747453,0.1852776233459,0.29408843158121,0.095634756443782,0.0022808170233842
14,0.00015961869969735,0.0028754111139688,0.0030350298136662,0.29284641943675,0.01020332506127,102.08158549451,0.0039368889921698,0.19194008854512,0.29927578109019,0.093578597790492,0.0023647631551005
14.25,0.00018720901284787,0.0029009816926524,0.0030881907055002,0.29817159567341,0.010942075149198,102.24873383714,0.0040715601760804,0.19846395075666,0.30417834531875,0.091349269208823,0.0024454798049571
14.5,0.00015331938003574,0.0029236156098329,0.0030769349898687,0.30329410090638,0.011700330749686,100.32420405584,0.0041482131247929,0.2049153849994,0.3090542750148,0.089088048848136,0.0025240453362451
