time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_power,preset_ext_work,preset_ext_work_p,strain_energy
0,0,0,0,0,0,0,0,0,0
5e-07,-1.0842021724855e-19,0.011593189444281,0.010572580667628,0.002115807229786,6.3581079634216e-05,46877.639189546,0.012315045876756,0.011719409797387,0.0061092578676174
1e-06,9.5409791178724e-18,0.041954371672639,0.010152491880206,0.011563974462526,0.00015874638989962,29782.307003474,0.030320436683086,0.030884396345641,0.020686182991311
1.5e-06,2.7985155425653e-15,0.065564417476119,0.010125669904806,0.023938195333814,0.000242636110219,31288.253554182,0.046031862104467,0.046152036485055,0.031654013587606
2e-06,3.6027113909341e-13,0.090241359352962,0.010125190674394,0.036333362397133,0.00033057077106512,36524.992118067,0.062817767027018,0.063105347903118,0.04421455267297
2.5e-06,2.4244088073916e-11,0.11598797596183,0.010125190674394,0.04875690867926,0.00041836857489574,31146.789749121,0.079518485638878,0.080023293369915,0.056692604383209
3e-06,9.5002016464122e-10,0.14030479440337,0.010125190674354,0.061208241903625,0.00050452123818283,33920.728284443,0.095846179117345,0.096290172878306,0.068626535627781
3.5e-06,2.3150200776604e-08,0.16562398665517,0.010125190674405,0.073683932537628,0.00059241740735391,33803.72603535,0.11261196503115,0.11322128645825,0.081213185802706
4e-06,3.6584315946954e-07,0.19064996248231,0.010125190676815,0.086182970962381,0.00067923641041983,32676.327263476,0.12915026603876,0.12984129978296,0.09344912434086
4.5e-06,3.8507718806874e-06,0.21553011879664,0.010125190916331,0.098708958757317,0.00076628973364037,33879.00249948,0.14573348707251,0.1464801322237,0.10573923347073
5e-06,2.7431292648668e-05,0.24074133570581,0.010125202457563,0.11128025143018,0.00085364328836551,33314.236844385,0.1624116737767,0.16327844205967,0.11812269544879
5.5e-06,0.00013335444145541,0.26574045793189,0.010125510194885,0.12395350774588,0.00094055810476446,33335.836535998,0.17900365505743,0.17994096040476,0.13024063504863
6e-06,0.00044439134125348,0.29083048846192,0.010138144742447,0.13682057901944,0.0010277543119872,33653.884178127,0.19566389765795,0.19668839058329,0.14222763004585
6.5e-06,0.0010242634268074,0.31598055975838,0.010313066226106,0.14993044883053,0.0011148954449903,33388.487376838,0.212329072905,0.21344898347203,0.15387367917668
7e-06,0.0015191868483098,0.34107002154922,0.014769189329049,0.16364814782365,0.0012019555837433,33551.948493999,0.22898515694879,0.23018409243974,0.1611288721879
7.5e-06,0.0018326804679549,0.36623543990895,0.021285545719878,0.17736391127594,0.0012891705153321,33586.40487204,0.24567867916054,0.24696868078125,0.16652854620104
8e-06,0.0021397659400508,0.39140352267736,0.026182054961315,0.18995172631636,0.0013764571240282,33537.370706471,0.26237223977546,0.26374962467588,0.17432354077063
8.5e-06,0.0024987376570924,0.41658346247215,0.029665274437464,0.2031473022748,0.001464182790424,33652.228096282,0.27908481984978,0.28054702437657,0.18190696815219
9e-06,0.0028544283837937,0.44181491146509,0.033509732357471,0.21710961933324,0.001553138849717,33680.404594792,0.29582896428326,0.29738018254934,0.18941629802731
9.5e-06,0.0031681295098371,0.46706980478279,0.039354770699183,0.23107858047323,0.001645070996566,33788.631253665,0.31261061820154,0.31424744151145,0.19439423367309
1e-05,0.0034432952225579,0.49235519562105,0.046774531214333,0.24624066074726,0.0017436882847492,34030.660945203,0.32947968605084,0.33120226456117,0.19644454703847
1.05e-05,0.003676436587604,0.51758193823654,0.055292345057871,0.26305795329455,0.0018554346492497,34464.037086876,0.34651821590075,0.34832593906919,0.19557384037966
1.1e-05,0.0038794336264437,0.54252946737503,0.064568288995329,0.28315432662855,0.0019898971932552,35407.388163365,0.36390442541912,0.36579379538175,0.18998750601857
1.15e-05,0.0040648768360583,0.56707182785806,0.074616224128417,0.30891233472379,0.0021584786898124,37770.754193011,0.38197924275108,0.38408833097084,0.17778985847962
1.2e-05,0.004264675704607,0.59185668417364,0.085077266402144,0.34212891290849,0.0023704851752491,49954.877974173,0.40126066523409,0.40601973901264,0.15920443583235
1.25e-05,0.0044969449231818,0.61902340984235,0.095470619910117,0.38168078882503,0.002627350856448,60630.520661597,0.42232457765015,0.43366608867158,0.13880388753365
1.3e-05,0.0047739924301087,0.65129571949957,0.10564868529585,0.42315695114189,0.0029179264656111,65649.500689173,0.44544448460432,0.46523609400927,0.12233106869316
1.35e-05,0.0051469316950437,0.68925962502171,0.11547311070444,0.46275140866147,0.0032194673883203,64011.854011983,0.47018628499848,0.49765143268456,0.11136581192846
1.4e-05,0.0056615851241338,0.73003720645215,0.12462757320953,0.50034391896563,0.0035067244061611,58334.458229309,0.49544041190789,0.52823801074489,0.10293716097675
1.45e-05,0.0061975975660644,0.76975761969721,0.13278032731667,0.5372763131694,0.0037653148439921,52809.6825504,0.52022589332265,0.55602404593981,0.095310821146579
