time,DJ1,DJ2,DJint,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y
0,0,0,0,0,0,0,0,0,0,0,0
0.25,3.5543644499617e-06,-1.034357269207e-20,3.5543644499617e-06,0.0018449482556874,0,48.387292189686,3.8819562148414e-06,0.00046404149904885,0.0036162303595367,0.0010309955950484,2.2454839405905e-05
0.5,1.1805402056204e-06,8.9502096389962e-07,2.07556116952e-06,0.0078179538179688,0,98.148850665145,9.5671870744637e-07,0.0025652517731891,0.0097020963868385,0.0044541900309319,5.0711155413218e-05
0.75,2.9625748184518e-06,1.1754194027448e-06,4.1379942211966e-06,0.013651475393658,0,106.02649369694,5.7168510062095e-07,0.0051935030468594,0.015139331491727,0.007212475313469,8.2993460567346e-05
1,2.1591600271005e-06,2.2228106794794e-06,4.3819707065799e-06,0.018654265816564,0,99.111422541706,-9.8545740365376e-07,0.0078829942310335,0.020129375556354,0.00950165999005,0.00011030977151109
1.25,-4.4023369531579e-06,8.1399666360712e-06,3.7376296829133e-06,0.023837287735917,0,97.346393807463,-2.8362524998171e-06,0.01054052265532,0.025398637176858,0.012103978952104,0.00013640403328733
1.5,-9.5807918224539e-06,1.2868349853968e-05,3.2875580315139e-06,0.029337669136582,0,100.18532885894,-2.2482935934083e-06,0.013216284005985,0.030876439121533,0.01488775462263,0.00016443823554954
1.75,-5.9152788805056e-06,6.9004620492192e-06,9.8518316871361e-07,0.034874440357239,0,101.51846338138,3.1506174025451e-07,0.015895806225403,0.036286872778807,0.017629400232688,0.00019559475993653
2,-9.5836837243397e-07,-1.9839759931089e-07,-1.1567659717449e-06,0.040235443234501,0,100.12373418343,5.1702439520211e-07,0.018577605160441,0.041561948563537,0.020219228797021,0.00022442621378309
2.25,-2.6844296354867e-06,4.1775822496027e-07,-2.2666714105265e-06,0.045517138358307,0,99.09865461954,-3.0053409311393e-06,0.021265436292901,0.046825407087135,0.022800538878225,0.00025225127216683
2.5,-6.9155706496695e-06,4.7794978500972e-06,-2.1360727995722e-06,0.050867722929119,0,99.642647127747,-5.7254144796179e-06,0.023956288813058,0.052166959030833,0.025456903126014,0.00028119915320124
2.75,-7.8307308911288e-06,7.5045185501374e-06,-3.2621234099137e-07,0.056302040790506,0,100.36947359549,-3.5888424608635e-06,0.026651553706681,0.057552483531001,0.028159684045101,0.00031009393303255
3,-1.1291372463794e-05,8.982935735467e-06,-2.3084367283268e-06,0.061728078655027,0,100.26882370239,-3.6921654040503e-06,0.029351334601434,0.062909801451265,0.030829851435629,0.00033885982518874
3.25,-1.4140690893728e-05,9.6776937333012e-06,-4.4629971604272e-06,0.067100770558033,0,99.771097685636,-4.3882252494481e-06,0.03205413989521,0.068233592933962,0.033464781382359,0.000366671545931
3.5,-1.3194742939762e-05,6.4706755659338e-06,-6.724067373828e-06,0.072470065489336,0,99.723682266899,-3.9454654791197e-06,0.034760614407735,0.07357214075064,0.036111743697278,0.00039521627717389
3.75,-7.6967861050955e-06,-1.0444185547502e-06,-8.7412046598456e-06,0.077878630818013,0,100.10646604437,-3.2733625037243e-06,0.03747066784496,0.078938953232413,0.038787496852871,0.00042411679401338
4,-2.2471461786205e-06,-6.1148585121627e-06,-8.3620046907832e-06,0.083297136859105,0,100.18158450857,-3.4669591454469e-06,0.040184165543923,0.084304192710675,0.041457940566801,0.00045269159672432
4.25,-1.9527530129937e-06,-3.1230586054918e-06,-5.0758116184855e-06,0.088697319995203,0,99.874730996162,-3.6547631679928e-06,0.042901612225774,0.089658026475183,0.044114126604335,0.00048089197275447
4.5,-6.1997695159214e-06,3.5826089492618e-06,-2.6171605666596e-06,0.094097390321655,0,99.795306208526,-2.9031012599784e-06,0.045620153057075,0.095018479084314,0.04677746876388,0.00050937729772344
4.75,-9.2949009441353e-06,5.754406699305e-06,-3.5404942448304e-06,0.099513418694862,0,100.03029007298,-1.342576999962e-06,0.048336390586782,0.10038976976024,0.049460079999293,0.00053830495957078
5,-5.3494464097062e-06,2.8001017279281e-06,-2.549344681778e-06,0.10493250103096,0,100.11677354826,3.5866648563662e-06,0.051041201447178,0.10576030510513,0.052159166001027,0.00056697304024243
5.25,7.0860160514602e-06,5.3214079629851e-06,1.2407424014445e-05,0.11034649203205,0,99.943294324328,2.1465065018913e-05,0.053735435229724,0.1111303028824,0.054860498391593,0.00059540635279223
5.5,2.8438698870197e-05,3.1791245346891e-05,6.0229944217088e-05,0.11576668039492,0,99.838582571376,7.343681817713e-05,0.05645194972963,0.11650849129601,0.05751995319049,0.00062359013682552
5.75,5.5510389718558e-05,0.00010492488845784,0.0001604352781764,0.12119639495359,1.7236372359002e-08,99.951714517852,0.00017831371765798,0.059234238955726,0.12189267758503,0.060116765692683,0.00065230088095274
6,7.5836958140659e-05,0.00023986898166862,0.00031570593980928,0.12662679081383,3.8797639613205e-06,100.07047593515,0.00032391417800923,0.062013387051562,0.12727553564993,0.062802355925593,0.00068169328634852
6.25,8.0320585907028e-05,0.00042037716017916,0.00050069774608619,0.13205490353705,2.7660673755136e-05,100.02321303228,0.00046809152807742,0.064606166580716,0.13265848360069,0.065726516587384,0.00071091862537447
6.5,8.0597153625846e-05,0.00061209700602734,0.00069269415965319,0.13748669568096,7.6290416539389e-05,99.91689392414,0.00058954801479497,0.067037851464532,0.13804691777813,0.068661602209442,0.00073912770660174
6.75,8.9003049183696e-05,0.00078373333896527,0.00087273638814897,0.14292517177026,0.0001289134238464,99.915047101419,0.00070562309879682,0.069589389712595,0.14344099160829,0.071371110989951,0.00076697662844304
7,9.4039771794337e-05,0.00091143735822798,0.0010054771300223,0.14836746941751,0.00017122928331643,99.996886374109,0.00082319773848102,0.072230580049137,0.14883722029418,0.074175105696144,0.00079575266516188
7.25,8.8429453769598e-05,0.00098988873938989,0.0010783181931595,0.15381019179258,0.00020913576016808,100.02738412275,0.000931760508869,0.074675575441778,0.15423398435612,0.077227589715127,0.0008245173683
7.5,8.3482281158233e-05,0.0010445754608965,0.0011280577420547,0.15925359454452,0.00026621427510751,99.967946140343,0.00103551653369,0.077059906686873,0.15963343921918,0.080149334263112,0.00085311113320164
7.75,8.3781926667895e-05,0.0011157228783957,0.0011995048050636,0.16470190892236,0.00036142367066835,99.919390967343,0.0011428885123381,0.079543291988845,0.16503864723677,0.083012848050291,0.00088174470538009
8,8.5821789449442e-05,0.0012270091779178,0.0013128309673673,0.17015702747645,0.00049178009135594,99.953759066504,0.0012535923008334,0.081930351772023,0.1704487910929,0.086014349420989,0.0009103215196208
8.25,8.7520638407401e-05,0.0013619065719654,0.0014494272103729,0.17561456943502,0.00063534394673748,100.00336353895,0.0013646925093429,0.084260197679014,0.17585967783163,0.088954782066497,0.00093904975281035
8.5,9.0311482230122e-05,0.0014830971079757,0.0015734085902059,0.18106957162807,0.00077865213292809,99.980838719434,0.0014752328867478,0.086620523346193,0.18126958136773,0.091913945076653,0.00096767983640925
8.75,9.7530280418209e-05,0.0015683246531589,0.0016658549335771,0.18652184210607,0.00093002065342424,99.911004673748,0.0015873514097587,0.088916142701544,0.18668025099259,0.094943290923583,0.00099615363872752
9,0.00010893069116022,0.0016279138442845,0.0017368445354448,0.19196993950377,0.0011061842712238,99.843589357753,0.0017005011227626,0.091189480070186,0.19209063843991,0.097931117475216,0.0010246961887695
9.25,0.00012192119749228,0.001692601708156,0.0018145229056483,0.19740250577883,0.001309499808947,99.708347289874,0.0018131677483085,0.093448821634839,0.19749377911737,0.10092920521567,0.0010534504015494
9.5,0.00013212738866305,0.0017785825431658,0.0019107099318288,0.20279828717343,0.0015353765869757,99.349582548178,0.0019253370893549,0.095674064476562,0.20288184295184,0.10390474690805,0.0010825868558371
9.75,0.00013580519899761,0.0018723384793481,0.0020081436783457,0.20812911227757,0.0017832226222292,98.640717368039,0.0020357539368468,0.097901116123509,0.20825178159354,0.10683036108245,0.0011124633658956
10,0.0001335618375078,0.0019522848125326,0.0020858466500404,0.2133540136719,0.0020562608170159,97.489791608043,0.0021426680713795,0.10015587938837,0.21360652845672,0.10965876107153,0.0011439388317322
10.25,0.00012751535131171,0.0020169322313634,0.0021444475826751,0.21840558855056,0.002355408731112,95.827416092532,0.0022457534449773,0.10254861551788,0.21895693021296,0.11223199631761,0.0011786229995521
10.5,0.00011799345024264,0.0020814075073365,0.0021994009575791,0.22318082151768,0.0026784545773301,93.746976890382,0.002345851142303,0.10530395266328,0.22432707419239,0.11428854075317,0.0012189481657532
10.75,0.00010659586573762,0.0021546929350855,0.0022612888008231,0.22755863853541,0.0030256040294825,91.698551380992,0.0024454076796544,0.10879282602725,0.22975378452253,0.11542101265695,0.0012680246023415
11,9.8836833621539e-05,0.0022297020274586,0.0023285388610801,0.23148360278238,0.0034007451229396,90.491167578013,0.0025500699425292,0.11344711179793,0.23526964937672,0.11527076315458,0.0013289619637166
11.25,0.00010130166631116,0.0022962210396557,0.0023975227059668,0.23512224410205,0.0038064455738924,91.007776196487,0.0026661450808693,0.11945354918731,0.24087252635771,0.11388281105151,0.0014035176818405
11.5,0.00011913095401955,0.0023558644049409,0.0024749953589604,0.23895906494118,0.0042420339368284,93.712925271266,0.0027967037786891,0.1264158754984,0.24649968447582,0.1119326934054,0.0014906864947801
11.75,0.00015337493726089,0.0024164922891912,0.0025698672264521,0.24359918817846,0.0047064282744549,98.152014359066,0.0029408591400105,0.13342042226415,0.25203075728036,0.1103108973995,0.0015862816255174
12,0.0001940755104933,0.0024833525708251,0.0026774280813184,0.24928085097319,0.0052007120445568,102.7981910774,0.0030916229667376,0.13975648397066,0.2573357856782,0.10922034265532,0.0016841001288084
12.25,0.00021663402494435,0.0025524013936113,0.0027690354185557,0.25557287660238,0.0057259447471028,105.60510018871,0.0032295544808071,0.14561506267501,0.26235783929623,0.10792481093451,0.0017783220689101
12.5,0.00019621099176821,0.0026174535900301,0.0028136645817983,0.26170911300637,0.0062817840752285,105.19531350217,0.0033287342854833,0.15176615417932,0.26718152929543,0.10576526385964,0.0018659961574197
12.75,0.00013238029389076,0.0026775831175072,0.0028099634113979,0.26723264913573,0.0068674260357851,101.95906988738,0.0033816489928769,0.15850371241566,0.27202202634927,0.10313173285381,0.0019481476423608
13,5.7107256272818e-05,0.0027307754543401,0.0027878827106129,0.27220995361125,0.0074818295763324,98.090499499711,0.0034162699834079,0.1653774956168,0.27710853424756,0.10087818879591,0.0020285659166105
13.25,1.4627236805759e-05,0.002775626524669,0.0027902537614747,0.27696748255353,0.0081238720522333,96.20599047767,0.0034788277096587,0.17202359636621,0.28252242257063,0.09915692849243,0.0021108420219239
13.5,3.2410313242365e-05,0.0028118440896683,0.0028442544029107,0.28184440497308,0.0087922351527095,97.396038992721,0.0035988694067912,0.17860538618185,0.28811587372119,0.097501028169245,0.0021957840446492
13.75,9.95286021701e-05,0.0028440697717535,0.0029435983739236,0.28703716667952,0.0094854317216952,100.32718491351,0.0037678906414374,0.18529163408803,0.29360345392354,0.09563202440544,0.002281270888089
14,0.00016465911910923,0.0028768934274847,0.0030415525465939,0.2924484516552,0.010202370599769,102.36359319865,0.0039399078947735,0.19194499081967,0.29878181144054,0.093560964264919,0.0023645288802206
14.25,0.00017453471157322,0.0029084973016501,0.0030830320132233,0.29779574238162,0.010941661325247,101.88286170807,0.0040632746740845,0.19846098066999,0.30370041601449,0.091323939558459,0.0024446263287267
14.5,0.00012660437607645,0.0029347989339398,0.0030614033100162,0.30295470989452,0.011700682011347,99.672744448837,0.0041304820705993,0.20491754731513,0.30862084035809,0.089080432235309,0.0025229595570962
14.75,7.3273524734128e-05,0.002955274263522,0.0030285477882561,0.3080806514755,0.012474218461146,98.021789942546,0.0041898164455306,0.21134607207197,0.31378482961705,0.087121696950452,0.0026016449313143
15,6.8779777273371e-05,0.0029744540193045,0.0030432337965779,0.31338559086651,0.013253311631181,98.389381760076,0.0042968678542941,0.2176894581631,0.3192016250935,0.085516067256617,0.0026817012745019
15.25,0.00011354291889476,0.0029980217997073,0.0031115647186021,0.31888463163883,0.014024604038111,100.04663893435,0.0044576017454084,0.22395499289922,0.32466001677046,0.084007726001829,0.0027627229982107
15.5,0.00015304944416856,0.0030274540687169,0.0031805035128854,0.32438902821342,0.014770941764595,101.06701129652,0.0046239345588495,0.23019234395567,0.32995093992714,0.082373718131275,0.0028439096193148
15.75,0.00013757893026026,0.0030574640749724,0.0031950430052326,0.32973191898021,0.015473369220338,100.48548445809,0.0047494522144838,0.23640871573728,0.33507049419568,0.0806325105928,0.0029250093805553
16,8.0359671344406e-05,0.0030804755481256,0.00316083521947,0.33495511820533,0.016112979933228,99.198434362569,0.004847959497465,0.24264105864153,0.34019803029915,0.078905170529383,0.0030062346734324
16.25,4.3712407186295e-05,0.0030915303486439,0.0031352427558302,0.3402436445773,0.016674629601835,98.715167142501,0.0049845444137651,0.24897207346889,0.345490557741,0.07729072845219,0.0030876160073355
16.5,6.5849902205719e-05,0.0030954121394978,0.0031612620417035,0.34569808446553,0.017150163260081,99.385057388534,0.0052036453642995,0.25542066163293,0.35092895422305,0.075811377080742,0.0031688067928903
16.75,0.00011666414700342,0.0030966089204816,0.003213273067485,0.35122924689184,0.017543448971005,100.19500733007,0.0054779046515606,0.26192113967129,0.35637420249777,0.074414647485311,0.0032495472034569
17,0.00013719447340182,0.0031004185159623,0.0032376129893641,0.35670094656397,0.017870606412933,100.17387630095,0.005739289946164,0.26837505253553,0.36174264431117,0.073098288791529,0.0033300583690742
17.25,0.00011135034016673,0.003111339336063,0.0032226896762297,0.36210962617143,0.018154621421569,99.51734910024,0.0059533718280782,0.27475125264282,0.3670874986671,0.071845260093721,0.0034107919222083
17.5,7.7792069587348e-05,0.0031288831544737,0.0032066752240611,0.36756868122684,0.018424924438537,99.126808653284,0.0061451636834578,0.2812060346362,0.37251134049354,0.070476992969196,0.003491883486706
17.75,7.2329128546643e-05,0.003146917397312,0.0032192465258586,0.37314930731015,0.018716671506473,99.38258311471,0.0063518117189611,0.28797070961922,0.37804120213159,0.068810806247524,0.0035730502142913
18,8.3632589653777e-05,0.00316441046446,0.0032480430541138,0.37879822972755,0.01904218363711,99.792779103995,0.0065734273866366,0.29504874576669,0.38361851115384,0.066946430657718,0.0036540509308196
18.25,7.9031690822396e-05,0.0031820636387785,0.0032610953296009,0.38442930591541,0.019399995997612,99.789725651791,0.0067858694744037,0.30215421287306,0.38919148871844,0.065194670330676,0.0037350950039674
18.5,5.4931796146976e-05,0.0031987916924397,0.0032537234885867,0.39004391091035,0.01977229657351,99.448502329329,0.0069855354434102,0.30905148842625,0.39477754388109,0.063672717402336,0.0038166992116402
18.75,3.7364820874814e-05,0.0032104424222254,0.0032478072431002,0.39571515440013,0.020136490241731,99.233322339021,0.0071942884248704,0.31584246161199,0.40042809430171,0.062200708558107,0.0038992040413231
19,3.9038439064111e-05,0.0032146498386404,0.0032536882777045,0.40148165928857,0.020470263739786,99.30207480197,0.0074207958655865,0.32272775009675,0.40616357803938,0.060718025019727,0.003982510561408
19.25,4.190622824365e-05,0.003213501125925,0.0032554073541686,0.40730942611133,0.02075615207914,99.354595230819,0.0076432572428056,0.32962575933259,0.41196854666423,0.059468388053809,0.0040662520654795
19.5,2.6569914582632e-05,0.0032121932411564,0.0032387631557391,0.41316026316323,0.020999502465193,99.084513323413,0.0078397730772116,0.33632109733175,0.41784107352345,0.058586643226365,0.0041501443879677
19.75,-3.4842078379938e-06,0.0032130592727085,0.0032095750648705,0.41905502439198,0.021230861730911,98.498518441025,0.0080157790669622,0.34284145182589,0.42382506131139,0.057907051564799,0.0042342105088854
20,-3.9135607535045e-05,0.0032272424972117,0.0031881068896767,0.42505204463502,0.021464249932236,97.730285649507,0.0081880849542435,0.34936380318978,0.42999584191271,0.057355822096624,0.0043188232365667
20.25,-9.2306046152872e-05,0.0032620803156291,0.0031697742694762,0.43119515833611,0.021732544099585,96.743757322271,0.0083553489705451,0.35591661979094,0.43643848878242,0.057044254611695,0.0044046628727424
20.5,-0.00018845302541039,0.0033102774624571,0.0031218244370467,0.43751422478636,0.022050094891351,95.364454275731,0.0085003658063834,0.36249756512809,0.44325695657115,0.056978697295831,0.0044926714095517
20.75,-0.0003363591708322,0.0033639525715688,0.0030275934007366,0.44406999416287,0.022404248368086,93.52843712058,0.00861677823299,0.36929903425567,0.4505993007527,0.057047253892883,0.0045840548848087
