Time,Points:0,Points:1,Points:2,Raw Length,Raw Velocity,Smoothed:0,Smoothed:1,Smoothed Length,Smoothed Velocity
12.5,51.625,-1.3648e-17,0,1.625,1.0,51.61421911422217,-1.0629554895105523e-17,1.6649184149214094,0.9883449883450623
12.75,51.875,-6.9243e-18,0,1.875,1.0,51.88694638694946,-1.0615194452215086e-17,1.937645687648697,1.0909090909091503
13.0,52.125,-1.0708e-17,0,2.125,1.0,52.15879953380262,-1.2713153846154601e-17,2.209498834501858,1.0874125874126435
13.25,52.5,-1.6335e-17,0,2.5,1.5,52.452797202800326,-1.2898305128205892e-17,2.503496503499562,1.1759906759908176
13.5,52.75,-1.3838e-17,0,2.75,1.0,52.74213286713599,-1.3386404662005454e-17,2.792832167835229,1.1573426573426673
13.75,53.0,-1.4973e-17,0,3.0,1.0,53.04166666666981,-1.39192575757584e-17,3.092365967369048,1.198135198135276
14.0,53.375,-6.9592e-18,0,3.375,1.5,53.353146853150015,-1.2805412587413346e-17,3.4038461538492513,1.245920745920813
14.25,53.625,-1.8038e-17,0,3.625,1.0,53.64685314685633,-1.3053556177156952e-17,3.697552447555566,1.1748251748252585
14.5,54.0,-1.4542e-17,0,4.0,1.5,53.95833333333654,-1.5904961538462484e-17,4.009032634035776,1.2459207459208415
14.75,54.25,-1.5902e-17,0,4.25,1.0,54.257867132870345,-1.665536736596835e-17,4.308566433569581,1.198135198135219
15.0,54.5,-1.7011e-17,0,4.5,1.0,54.54720279720603,-1.628608041958138e-17,4.597902097905269,1.1573426573427525
15.25,54.875,-1.5518e-17,0,4.875,1.5,54.835913752916994,-1.3349735664336459e-17,4.88661305361623,1.1548438228438442
15.5,55.125,-7.6127e-18,0,5.125,1.0,55.11573892774219,-1.065885850815914e-17,5.166438228441429,1.1193006993007941
15.75,55.375,-1.1604e-17,0,5.375,1.0,55.39402564102893,-9.825857156177744e-18,5.444724941728168,1.113146853146958
16.0,55.625,-9.1137e-18,0,5.625,1.0,55.64738228438558,-1.1989026340327056e-17,5.6980815850848145,1.0134265734265853
16.25,55.875,-1.137e-17,0,5.875,1.0,55.839993006996316,-1.1847967832168532e-17,5.890692307695552,0.7704428904429506
16.5,55.999,-1.8745e-17,0,5.999000000000002,0.4960000000000093,56.00195571095903,-1.1362909090909759e-17,6.052655011658267,0.6478508158508589
16.75,56.124,-5.9924e-18,0,6.124000000000002,0.5,56.11443822844155,-9.001429137529675e-18,6.165137529140786,0.4499300699300761
17.0,56.124,-9.180400000000002e-19,0,6.124000000000002,0.0,56.167037296040625,-8.399942237762737e-18,6.2177365967398615,0.21039627039630204
17.25,56.249,-1.3187e-17,0,6.249000000000002,0.5,56.209892773896115,-6.350848018648398e-18,6.260592074595351,0.17142191142195884
17.5,56.249,-7.1597e-18,0,6.249000000000002,0.0,56.249041958045304,-6.7644899766903805e-18,6.29974125874454,0.15659673659675377
17.75,56.249,-7.8947e-18,0,6.249000000000002,0.0,56.28279953380287,-8.59011841491892e-18,6.333498834502109,0.13503030303027685
18.0,56.374,-4.159e-18,0,6.374000000000002,0.5,56.328254079257405,-8.475207226107729e-18,6.378953379956641,0.18181818181813014
18.25,56.374,-1.0974e-17,0,6.374000000000002,0.0,56.404885780889124,-6.013300046620406e-18,6.45558508158836,0.30652680652687536
18.5,56.499,-5.9273e-18,0,6.499000000000002,0.5,56.50861538461874,-6.624870396270787e-18,6.559314685317979,0.4149184149184748
18.75,56.624,-6.6089e-18,0,6.624000000000002,0.5,56.614384615387976,-5.9363258741262264e-18,6.665083916087212,0.423076923076934
19.0,56.749,-2.5787e-18,0,6.749000000000002,0.5,56.71811421911758,-7.541733566434014e-18,6.768813519816817,0.41491841491841797
19.25,56.749,-1.3284e-17,0,6.749000000000002,0.0,56.79999067599404,-8.724221911422431e-18,6.850689976693275,0.32750582750583135
19.5,56.874,-1.1217e-17,0,6.874000000000002,0.5,56.82708857809194,-1.2367801398602129e-17,6.877787878791175,0.10839160839159945
19.75,56.874,-1.5646e-17,0,6.874000000000002,0.0,56.87108624708962,-1.5039674592075478e-17,6.921785547788858,0.17599067599073237
20.0,56.874,-1.1646e-17,0,6.874000000000002,0.0,56.92528205128543,-1.4296665967366812e-17,6.9759813519846645,0.21678321678322732
20.25,56.999,-1.5898e-17,0,6.999000000000002,0.5,56.993463869467256,-1.1361507226107901e-17,7.044163170166492,0.2727272727273089
20.5,57.124,-9.0229e-18,0,7.124000000000002,0.5,57.06368531468869,-1.0139628671329272e-17,7.114384615387927,0.2808857808857397
20.75,57.124,-4.2761e-18,0,7.124000000000002,0.0,57.16304428904769,-8.666210489511006e-18,7.213743589746926,0.3974358974359973
21.0,57.249,-1.2184e-17,0,7.249000000000002,0.5,57.26094638694978,-9.10813752913807e-18,7.311645687649019,0.39160839160837213
21.25,57.374,-1.051e-17,0,7.374000000000002,0.5,57.36321911422252,-9.587482517483086e-18,7.413918414921753,0.40909090909093493
21.5,57.499,-1.0189e-17,0,7.499000000000002,0.5,57.49637762238104,-1.0973656177156825e-17,7.547076923080276,0.5326340326340926
21.75,57.624,-1.0814e-17,0,7.624000000000002,0.5,57.62137762238104,-1.0961896736597387e-17,7.672076923080276,0.5
22.0,57.749,-1.0231e-17,0,7.749000000000002,0.5,57.738219114222545,-1.0513195337995967e-17,7.788918414921781,0.4673659673660211
22.25,57.874,-1.1555e-17,0,7.874000000000002,0.5,57.88594638694981,-1.1841736596737299e-17,7.936645687649047,0.5909090909090651
22.5,57.999,-1.3235e-17,0,7.999000000000002,0.5,58.03804428904772,-1.2459944055944795e-17,8.088743589746954,0.6083916083916279
22.75,58.249,-1.2258e-17,0,8.249000000000002,1.0,58.19393006993352,-1.2056673659674374e-17,8.244629370632758,0.6235431235432145
23.0,58.374,-1.2098e-17,0,8.374000000000002,0.5,58.360596736600186,-1.208938881118953e-17,8.411296037299422,0.6666666666666572
23.25,58.499,-1.1156e-17,0,8.499000000000002,0.5,58.544745920749406,-1.232849533799607e-17,8.595445221448642,0.73659673659688
23.5,58.749,-1.1446e-17,0,8.749000000000002,1.0,58.750165501168986,-1.1664236363637055e-17,8.800864801868222,0.8216783216783199
23.75,58.999,-1.4417e-17,0,8.999000000000002,1.0,58.98035198135547,-1.212793006993079e-17,9.031051282054705,0.9207459207459294
24.0,59.249,-1.0309e-17,0,9.249000000000002,1.0,59.24637762238115,-1.148681118881187e-17,9.297076923080382,1.0641025641027113
24.25,59.499,-8.6201e-18,0,9.499000000000002,1.0,59.50948951049303,-1.0049490209790804e-17,9.560188811192269,1.0524475524475463
24.5,59.749,-1.2611e-17,0,9.749000000000002,1.0,59.74113286713639,-9.354523076923634e-18,9.79183216783563,0.9265734265734409
24.75,59.999,-6.5478e-18,0,9.999000000000002,1.0,59.98821911422267,-9.962447319347912e-18,10.038918414921909,0.9883449883451192
25.0,60.249,-1.1067e-17,0,10.249000000000002,1.0,60.26094638694995,-1.0780547785548422e-17,10.31164568764919,1.090909090909122
25.25,60.499,-1.3589e-17,0,10.499000000000002,1.0,60.53279953380313,-1.0809236596737237e-17,10.583498834502365,1.0874125874127003
25.5,60.874,-1.062e-17,0,10.874000000000002,1.5,60.82679720280081,-1.1738941258741953e-17,10.877496503500048,1.1759906759907324
25.75,61.124,-9.9573e-18,0,11.124000000000002,1.0,61.12137762238125,-1.2060244522145234e-17,11.172076923080489,1.1783216783217654
26.0,61.374,-1.4653e-17,0,11.374000000000002,1.0,61.413044289047924,-1.231676083916157e-17,11.46374358974716,1.1666666666666856
26.25,61.749,-1.5642e-17,0,11.749000000000002,1.5,61.7084988345025,-1.4988573426574316e-17,11.759198135201736,1.1818181818183007
26.5,61.999,-1.5559e-17,0,11.999000000000002,1.0,62.027263403267064,-1.8999993006994133e-17,12.0779627039663,1.2750582750582566
26.75,62.374,-2.6832e-17,0,12.374000000000002,1.5,62.37021212121583,-2.5005840326341808e-17,12.420911421915065,1.3717948717950605
27.0,62.749,-2.8038e-17,0,12.749000000000002,1.5,62.737927738931475,-2.830487039627207e-17,12.788627039630711,1.4708624708625848
27.25,63.124,-3.2885e-17,0,13.124000000000002,1.5,63.114967365971104,-3.106539860140043e-17,13.16566666667034,1.508158508158516
27.5,63.499,-3.5511e-17,0,13.499000000000002,1.5,63.5351305361343,-3.37545104895125e-17,13.585829836833533,1.68065268065277
27.75,63.999,-2.9302e-17,0,13.999000000000002,2.0,63.964034965038756,-3.658141724941943e-17,14.014734265737992,1.7156177156178387
28.0,64.374,-4.5801e-17,0,14.373999999999995,1.4999999999999716,64.40372027972408,-4.266810023310276e-17,14.45441958042332,1.7587412587413098
28.25,64.874,-4.9653e-17,0,14.873999999999995,2.0,64.84573659674044,-4.7196857808860597e-17,14.896435897439673,1.7680652680654134
28.5,65.249,-5.1039e-17,0,15.248999999999995,1.5,65.26356876457264,-5.0909696969699975e-17,15.314268065271875,1.6713286713288085
28.75,65.624,-5.5002e-17,0,15.623999999999995,1.5,65.64148251748638,-5.573189277389608e-17,15.692181818185617,1.511655011654966
29.0,65.999,-5.482e-17,0,15.998999999999995,1.5,65.96403496503886,-5.828867599067944e-17,16.0147342657381,1.2902097902099285
29.25,66.249,-6.7332e-17,0,16.248999999999995,1.0,66.24492074592466,-6.469105827506212e-17,16.295620046623895,1.123543123543186
29.5,66.499,-7.6468e-17,0,16.498999999999995,1.0,66.51648251748647,-7.414409790210231e-17,16.567181818185702,1.0862470862472264
29.75,66.749,-7.5516e-17,0,16.748999999999995,1.0,66.77988578088973,-8.09371585081633e-17,16.830585081588964,1.0536130536130486
30.0,67.124,-9.0101e-17,0,17.123999999999995,1.5,67.07038694639091,-8.727348251748769e-17,17.121086247090147,1.1620046620047333
30.25,67.374,-9.3107e-17,0,17.373999999999995,1.0,67.40226340326738,-8.874426806527332e-17,17.45296270396662,1.3275058275058882
30.5,67.749,-8.6085e-17,0,17.748999999999995,1.5,67.75307925408326,-9.165666899767442e-17,17.803778554782497,1.4032634032635087
30.75,68.124,-9.9655e-17,0,18.123999999999995,1.5,68.11321911422314,-9.717424009324585e-17,18.163918414922378,1.4405594405595252
31.0,68.499,-9.7697e-17,0,18.498999999999995,1.5,68.49900000000406,-1.026644382284443e-16,18.549699300703296,1.54312354312367
31.25,68.874,-1.1728e-16,0,18.873999999999995,1.5,68.88478088578496,-1.1236299067599731e-16,18.9354801864842,1.5431235431236132
