time,DJint,DJint_over_Jint,Jint,dt,tip,tip_adv,tip_cum
15,0.00010134550730242,0.045680136159253,0.0022185903069358,0.2,50,0,0
15.2,9.8464946133993e-05,0.043468194709255,0.0022652182082231,0.2,50,0,0
15.4,9.4436116182103e-05,0.040851200080196,0.0023117097171371,0.2,50,0,0
15.6,9.2402589244128e-05,0.039124092767841,0.0023617822857245,0.2,50,0,0
15.8,9.3452814299591e-05,0.038643454784254,0.0024183348725247,0.2,50,0,0
16,9.6394368268671e-05,0.038816494304319,0.0024833352417904,0.2,50,0,0
16.2,0.00010113011315994,0.039499107051382,0.0025603139085748,0.2,50,0,0
16.4,0.00010860099536134,0.040951532186015,0.002651939733733,0.2,50,0,0
16.6,0.00011714398890968,0.042540780672694,0.002753686863694,0.2,50,0,0
16.8,0.00012268313877833,0.042981966931965,0.0028542932661159,0.2,50,0,0
17,0.00012388432948742,0.042052020557503,0.002945978049212,0.2,50,0,0
17.2,0.00012370295402252,0.040806092594518,0.0030314824614974,0.2,50,0,0
17.4,0.00012417169663862,0.039828683080552,0.0031176450496113,0.2,50,0,0
17.6,0.00012341441179986,0.038499418584533,0.0032056175479346,0.2,50,0,0
17.8,0.00011991855922841,0.036421992654124,0.0032924766189264,0.2,50,0,0
18,0.00011564959738905,0.034229994898637,0.0033786039913683,0.2,50,0,0
18.2,0.00011262546272747,0.032488619414105,0.0034666127634396,0.2,50,0,0
18.4,0.00011048899003594,0.031072601195384,0.0035558332996067,0.2,50,0,0
18.6,0.00010915172722377,0.029954546816623,0.003643911820532,0.2,50,0,0
18.8,0.00011001573401447,0.029486590877939,0.0037310428482523,0.2,50,0,0
19,0.00011367381755917,0.02976999699977,0.0038184020495549,0.2,50,0,0
19.2,0.00011878689248536,0.030418076243238,0.0039051415196505,0.2,50,0,0
19.4,0.00012274908411229,0.030771461516729,0.0039890560299046,0.2,50,0,0
19.6,0.0001219381122744,0.029974640758607,0.0040680424915313,0.2,50,0,0
19.8,0.00011137106120252,0.026903217841519,0.004139692948947,0.2,50,0,0
20,8.417612403985e-05,0.020042845161907,0.0041998091268915,0.2,50,0,0
20.2,3.2000552184563e-05,0.0075440477984168,0.004241827867432,0.2,50,0,0
20.4,-5.2916848698232e-05,-0.012426251861812,0.0042584722478428,0.2,50,0,0
20.6,-0.0001750716879865,-0.041244028261433,0.0042447766468585,0.2,50,0,0
20.8,-0.00033222856127663,-0.079064336485446,0.0042020027745099,0.2,50,0,0
21,-0.00051010518987799,-0.12312008429942,0.0041431517268738,0.2,50,0,0
21.2,-0.00067744115585611,-0.16530786167363,0.004098057702746,0.2,50,0,0
21.4,-0.00078701794600969,-0.19136356444504,0.0041126843988931,0.2,50,0,0
21.6,-0.0007876517559796,-0.18586938836425,0.0042376626022787,0.2,50,0,0
21.8,-0.00064710990853837,-0.14361648300728,0.004505819213701,0.2,50,0,0
22,-0.00037813883831176,-0.077076442513264,0.0049060235005876,0.2,50,0,0
22.2,-5.3074488354784e-05,-0.0098876142583625,0.0053677749726023,0.2,50,0,0
22.4,0.00020823756596911,0.036075342554193,0.0057722962895304,0.2,50,0,0
22.6,0.00028250785173177,0.047115067974547,0.005996125313549,0.2,50,0,0
22.8,0.00010488843667929,0.017559640429044,0.005973267909621,0.2,50,0,0
23,-0.00028398711569732,-0.049449897047489,0.0057429263285339,0.2,50,0,0
23.2,-0.00074104692766239,-0.13604203131234,0.0054471909932087,0.2,50,0,0
23.4,-0.0010862779030383,-0.20627968153334,0.0052660441152697,0.2,50,0,0
23.6,-0.0012017471693863,-0.2259680171266,0.0053182179702582,0.2,50,0,0
23.8,-0.0011024393371453,-0.19723418585571,0.0055894941962638,0.2,50,0,0
24,-0.00092485375290285,-0.15561353620618,0.005943273158946,0.2,50,0,0
24.2,-0.00083340459027371,-0.13411036698417,0.0062143189151967,0.2,50,0,0
24.4,-0.00090848800871378,-0.14371391033622,0.0063215036497744,0.2,50,0,0
24.6,-0.0010994730534559,-0.17409977536541,0.0063151893857892,0.2,50,0,0
24.8,-0.0012782600213863,-0.20214607721042,0.0063234470785979,0.2,50,0,0
25,-0.0013485047032581,-0.20930830691821,0.0064426716890173,0.2,50,0,0
25.2,-0.00131943918213,-0.1980037928825,0.0066637066034032,0.2,50,0,0
25.4,-0.0012850487574268,-0.18644315986473,0.0068924424921738,0.2,50,0,0
25.6,-0.0013339974329071,-0.18948837444149,0.0070399961836129,0.2,50,0,0
25.8,-0.0014753556981099,-0.20785756969389,0.0070979166180123,0.2,50,0,0
26,-0.0016438278711037,-0.23042198555258,0.0071339888299356,0.2,50,0,0
26.2,-0.0017694550131185,-0.24498993519965,0.0072225620684234,0.2,50,0,0
26.4,-0.0018398420638942,-0.2492524469034,0.0073814403298806,0.2,50,0,0
26.6,-0.0019006622780566,-0.25106012129076,0.0075705463228682,0.2,50,0,0
26.8,-0.0020070049492776,-0.25929433548655,0.0077402575937944,0.2,50,0,0
27,-0.0021816971112085,-0.27711157971964,0.0078729914982829,0.2,50,0,0
27.2,-0.0024168478003069,-0.3028022396573,0.0079816047696417,0.2,50,0,0
