time,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
4.825e-05,98.781584665808,0.060702317134492,1.2324440333711,2.5369048322428,0.35463185080825,2.332667057769,0.0293384563012,0.38504438471856,2.5865162358794,0.082095607096252
4.875e-05,96.991748558481,0.060730641580865,1.4775747962404,2.5952171151264,0.36138831329595,2.3931676144981,0.029894063637071,0.37145655103823,2.645493573333,0.078180909515293
4.925e-05,95.900168057881,0.06118884687091,1.7079687764671,2.6543639137621,0.36795375593867,2.4550724469437,0.030456427293802,0.3556911074155,2.7056181063866,0.074187251659483
4.975e-05,95.831131296531,0.062206424412057,1.961025559566,2.7152245373675,0.37431603469585,2.5182345231005,0.031028849286412,0.34152281042489,2.767047270129,0.070808704285703
5.025e-05,96.673900932827,0.06369384477319,2.2046364176363,2.7782078298176,0.38053788879346,2.581982048518,0.031611448258266,0.32919841212559,2.8299311853566,0.068862940920726
5.075e-05,97.903478788297,0.065333711643613,2.4317216094027,2.8431328300369,0.38691834696988,2.6457815661948,0.032201927218484,0.31947453895851,2.8940487206405,0.068065807488242
5.125e-05,98.788471722259,0.06666305588256,2.6675699031624,2.9092823952981,0.39364745052307,2.7097300059649,0.032796700519309,0.30881060471739,2.9591963652639,0.06768008310818
5.175e-05,98.739908840263,0.06731362760049,2.8881467188675,2.9757085385699,0.40088447053175,2.7743319494927,0.033392817104009,0.29594355667073,3.0251428030569,0.066679824364428
5.225e-05,97.651321648335,0.067282973555923,3.098960594267,3.0417326296689,0.40856581391366,2.839964503696,0.033990322952216,0.28087814592354,3.0920992446546,0.065255472127479
5.275e-05,96.014236941111,0.066999830893679,3.3212492583505,3.1073634039045,0.41651720262733,2.9065774715511,0.034593528575293,0.26775231772309,3.1603804671797,0.063831449601008
5.325e-05,94.66144476058,0.067091108502392,3.4984191920689,3.1733627383563,0.4244508854305,2.9743747797215,0.03520972624424,0.26071840755708,3.2304795649816,0.062777882717453
5.375e-05,94.250733293427,0.068003662409857,3.638436974621,3.2409067305296,0.43223842003211,3.0438577621918,0.035845569735813,0.2621461408434,3.3028256844504,0.061924832754294
5.425e-05,94.863840503005,0.069744142497649,3.7564640649119,3.3109945855843,0.43974038984465,3.1151989960343,0.036503156228307,0.26968910576792,3.3774775453938,0.061654280095555
5.475e-05,96.025899494954,0.071912973671123,3.855835675438,3.3839466681708,0.44711492442147,3.1883953905298,0.037178211657928,0.28003931728045,3.454070680275,0.061383014185763
5.5e-05,96.804492103077,0.073007449604448,3.9014683759609,3.4213643239397,0.45084908385243,3.2448835288799,0.037519986673022,0.28657550994301,3.4929741844656,0.061410586472268
5.55e-05,97.457066600266,0.07495768812459,3.990375622184,3.4977724433263,0.45780318465311,3.3007054279434,0.03820320601221,0.29809751133785,3.5716804295326,0.062101754378621
