time,Fy,Jint,external_moose,external_work,fracture_energy,kinetic_energy,max_disp_y,strain_energy
7.9e-05,95.63481044473,0.18623701191068,7.6880716338872,7.7356727746616,0.35163081726718,7.4599840214094,0.075128744671175,0.066106671464857
7.95e-05,96.911097090996,0.18915960274415,7.8097900677912,7.8591746245358,0.35272108453981,7.5838787610211,0.07608326506353,0.068779719751737
8e-05,97.962201021689,0.19048539084165,7.9344880360778,7.9855091712725,0.35376459709276,7.7083208497295,0.077038494932844,0.072325031687301
8.05e-05,98.717403406843,0.20770029907137,8.0613416914448,8.1137411331379,0.35479805972155,7.8329492319215,0.077988678866513,0.076204243045897
8.1e-05,99.151271517877,0.21190704003372,8.1895173641145,8.2430118215618,0.3558175394101,7.9580677385031,0.078931509926094,0.079766017002523
8.15e-05,99.192571021399,0.18905108231529,8.3183108813263,8.3725993900469,0.35680846838664,8.084504011167,0.079868237207368,0.082523400889487
8.2e-05,98.981812167989,0.17798851180302,8.4472691510202,8.5021597876168,0.35778874011102,8.2120063453649,0.080802120482087,0.084191188434923
8.25e-05,98.852303442936,0.21067988853649,8.5763273834694,8.63186285064,0.3587695409452,8.3411057869327,0.081736219640236,0.084914173094879
8.3e-05,98.877906282638,0.20977245026268,8.7056805205897,8.7619919058598,0.35975968538856,8.4712216873921,0.082671832666339,0.084917198170824
8.35e-05,98.714058421152,0.20694059552943,8.8353897196712,8.8924128869545,0.36076881147016,8.6025994889642,0.083608358259655,0.084272356773231
8.4e-05,98.102686957124,0.19316481664415,8.9652420699951,9.0227351649467,0.36181803386798,8.7353411415804,0.084544311420435,0.083204705338062
8.45e-05,97.307291476168,0.18147694797101,9.0950927481475,9.152940623907,0.3629240285607,8.8688217676316,0.085478457894324,0.08216372828922
8.5e-05,96.804090168747,0.18049410185942,9.2251974831301,9.2835547127202,0.36406597671882,9.0030460555151,0.086410150976829,0.08153707700007
8.55e-05,96.739381300846,0.18155036970293,9.3561058555262,9.4152424348597,0.36526511461269,9.1377727755491,0.087338818070696,0.081561070941709
8.6e-05,96.901105248602,0.19107257912578,9.4883094260529,9.5484136414516,0.36650271249828,9.2732332330739,0.088263402426768,0.082167579303537
8.65e-05,97.018499925223,0.19941625371427,9.6219883771358,9.6830604612549,0.36775731754938,9.4093132687667,0.089182697503028,0.083095079426329
8.7e-05,96.90108606306,0.18791885049227,9.7569314368,9.8187406085767,0.36902989046974,9.547236177668,0.090096807982863,0.084185200963557
8.75e-05,96.442823103103,0.17365839011242,9.8926523103661,9.954823130915,0.37030858904124,9.6853875748337,0.091008965580961,0.085329599741329
8.8e-05,95.675514741361,0.16191230511456,10.028724946484,10.090966097457,0.37159237440307,9.8248279356671,0.091926355287404,0.086689132372578
8.85e-05,94.832172400505,0.14623099918157,10.165146945985,10.227457057986,0.37285755701476,9.9663441380129,0.09285891125594,0.088496760985848
8.9e-05,94.296383676411,0.14356114799556,10.302468800205,10.365177531299,0.37409802479524,10.109312500572,0.09381612158958,0.091038474784983
8.95e-05,94.399835756416,0.14715317196403,10.441622282044,10.505271572437,0.37530671856071,10.252941005103,0.094803149051894,0.09447361906827
9e-05,95.206386384506,0.14746591901121,10.58357032128,10.648727939495,0.37647380617095,10.398529636734,0.095818248721157,0.098616143161333
9.05e-05,96.470460224426,0.15139638108003,10.72894046181,10.796022039202,0.37759653679593,10.54566044906,0.096853014971892,0.10361324103361
9.1e-05,97.783092946471,0.15511788430819,10.877764498741,10.946890892601,0.37867569074993,10.693174497091,0.097895537382082,0.10909777216989
