time,DJ_over_J,DJint,Fy,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
3.06e-05,-0.67350430701598,-0.012072175983849,93.761008493372,0.017924422840495,0.99473313683259,0.060543731550733,0.83087315305652,0.010569023903597,1.0054473429941,0.11745372437191
3.065e-05,-0.67891769915174,-0.012179214794933,93.934059878875,0.01793916230222,0.99747164648777,0.06074973955563,0.83337887608319,0.010604598302683,1.0086006996061,0.1179077536067
3.07e-05,-0.66795596940883,-0.012107839384817,94.939460081794,0.018126702865659,1.0002444322744,0.06095356518457,0.83590036256627,0.010640623079386,1.0117921382568,0.11837784611794
3.075e-05,-0.64475126020224,-0.011895268186287,96.502460216623,0.018449391138151,1.0030641269361,0.061156836295026,0.83843851013267,0.010677024990869,1.0150105572645,0.1188641081637
3.08e-05,-0.61711514697826,-0.011620020740768,98.174638681698,0.018829582773436,1.0059297826421,0.061358729253589,0.84098717338172,0.010713691791837,1.0182405608517,0.11934144574348
3.085e-05,-0.59349966173334,-0.011378953156273,99.468854373041,0.019172636296102,1.0088274347574,0.061561190255002,0.84357707615846,0.010750505588496,1.0214670157971,0.1197781610791
3.09e-05,-0.58050538316655,-0.011258908332687,100.00357280473,0.019395011069961,1.01173437966,0.061766349634143,0.84619598657463,0.010787379138967,1.0246794928942,0.1201612985904
3.095e-05,-0.58162945976024,-0.011311874179683,99.610789274645,0.019448592209112,1.0146254923284,0.061972867886081,0.84886082544046,0.010824284270122,1.0278752395012,0.12046874380102
3.1e-05,-0.59693190055552,-0.011541040032636,98.375682895879,0.019333930758091,1.017479599327,0.062182788863382,0.85158513917245,0.01086126385122,1.0310598507786,0.1207063245165
3.105e-05,-0.62313960255107,-0.011901324748657,96.599956322335,0.019098970278785,1.0202844925543,0.06239606108482,0.85436457606479,0.010898423647263,1.0342455706471,0.1208876643541
3.11e-05,-0.65411015933535,-0.012313309499544,94.705903177741,0.01882451957642,1.023039922253,0.062613037791013,0.85719498892006,0.010935906243929,1.0374478900409,0.12103351678766
3.115e-05,-0.68196426338821,-0.012685620851083,93.11590693579,0.018601591801977,1.0257583844732,0.062834460392566,0.86006878920283,0.010973854234765,1.0406815741974,0.12116543816769
3.12e-05,-0.69910327916317,-0.012938762052732,92.146667131712,0.018507654646135,1.0284637722967,0.063061763545249,0.86297584694353,0.011012372534122,1.0439573058897,0.12130828605446
3.125e-05,-0.70062618347281,-0.013023585226195,91.948266181,0.018588493455441,1.031188162746,0.063292264448303,0.86591493996932,0.01105149941645,1.0472797927927,0.12145498007778
3.13e-05,-0.68592782699229,-0.012929815851906,92.499503535125,0.018850111255293,1.0339671315806,0.063526195838829,0.86889613219927,0.011091193037176,1.0506476078578,0.12160192507791
