time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
9e-06,0.0016379924884251,0.19663463881024,0.00067915815903833,0.090808099552855,0.0010356202367112,0.19718852835643,0.099932960854701
9.5e-06,0.0018646694545023,0.20782016535504,0.0009232338448331,0.095351354237643,0.0010971821040473,0.20832647346824,0.10632261250429
1e-05,0.0020981103947211,0.21897281236397,0.0013116525474729,0.099880820697913,0.001163224908236,0.21946011827617,0.11253387050357
1.05e-05,0.0023218117238723,0.23000811103321,0.0017814437126986,0.10462670288903,0.0012381473218254,0.23057983747668,0.11819871931306
1.1e-05,0.0025468545563153,0.24074839753966,0.0022689725837001,0.11027249251626,0.0013281026004789,0.24167753301321,0.12244288298226
1.15e-05,0.0027702982227729,0.25093091950252,0.0028072167840247,0.11792705750076,0.001440350981203,0.25274077371467,0.12395445942366
1.2e-05,0.002993108574479,0.26041078586098,0.0034646613371421,0.12867247037033,0.0015809175197205,0.26375025114076,0.1218921684463
1.25e-05,0.0032210631804079,0.26952925361333,0.0042643542659292,0.14231894183964,0.0017508755704464,0.27467774889576,0.11739676237975
1.3e-05,0.0034547773747234,0.27916321837236,0.0052139138156249,0.15686721068458,0.0019434661371852,0.28548569004244,0.11303475863059
1.35e-05,0.0036964686517745,0.29000558402861,0.0063201488905963,0.17030711456592,0.0021444877907865,0.29613897919139,0.1098948685944
1.4e-05,0.0039383098387027,0.30173393869691,0.0075831373972333,0.18298448472124,0.0023374950755819,0.30662831055256,0.10630557419305
1.45e-05,0.0041608493743709,0.31333155064142,0.0089709414927044,0.19642996618881,0.0025120657682737,0.3169923235605,0.10131998522142
1.5e-05,0.0043560950801216,0.32414845688269,0.010433769213873,0.21028917369076,0.0026696103611425,0.32731234299917,0.096606456743539
1.55e-05,0.0045546458498945,0.33418490668941,0.011920043708776,0.2233410351922,0.0028213962691417,0.33766529762853,0.092857249293044
1.6e-05,0.0048104837636106,0.3438681880235,0.013388921278253,0.23608757466174,0.0029793116215622,0.34806440608816,0.088856457429927
1.65e-05,0.0051553367612546,0.35394349038883,0.014762310396022,0.24915431423195,0.0031468669511538,0.35844901999504,0.084773770917112
1.7e-05,0.0055689712158471,0.36475650074404,0.015988945810603,0.26204156717234,0.0033184310105436,0.36875372084259,0.081141439034861
1.75e-05,0.005996648535235,0.3757639817606,0.01705519385655,0.27484924829988,0.0034868188076303,0.37899852186033,0.077377848138426
1.8e-05,0.0064105140902045,0.38636316859151,0.017977407819418,0.28793011658781,0.0036508334229401,0.38929756738782,0.073594098556881
