time,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
1.35e-05,100.12167360442,0.0036931870861144,-2.7363941601192,0.28166225763151,0.037513191242518,0.17130093805845,0.0021898354322397,0.90902686103044,0.28734985611687,0.098483927508272
1.4e-05,100.14021967232,0.0039193088492148,-2.708150837104,0.29322605804939,0.042523008204077,0.1846893551269,0.0023648222584269,0.89962721277278,0.29757720292856,0.093534596959052
1.45e-05,100.19259848273,0.0041238982661372,-2.689750005321,0.30394166382588,0.04742530260877,0.1986393211691,0.0025217828490232,0.89341438427996,0.30774018251921,0.088719815169764
1.5e-05,100.14841285109,0.0043162268760232,-2.6604425249902,0.31368889879259,0.052186864425403,0.21183745809334,0.002670249714814,0.88365557809019,0.31783301005274,0.084848167390469
1.55e-05,99.96617517845,0.0045377534561989,-2.6219581505631,0.32296759483098,0.056962410233933,0.22459761710532,0.0028225066709163,0.87096257690169,0.32789238046402,0.080833631217263
1.6e-05,99.761428521779,0.0048360603988736,-2.5510427386977,0.33276084155008,0.061456044742814,0.23749707620177,0.0029838128513146,0.84746119217988,0.33799172918794,0.076882259611895
1.65e-05,99.653868934856,0.0052119564942594,-2.4528656435912,0.34353193560106,0.06555774490465,0.25017324471455,0.0031501371060428,0.814899797848,0.34819665661376,0.07343205322148
1.7e-05,99.573522870781,0.0056111637877977,-2.3235852006049,0.35462980055341,0.069388492137527,0.26283706420651,0.0033148820978113,0.77199347483522,0.35854549586686,0.069896704352982
1.75e-05,99.367624744167,0.0059950955456671,-2.1615581564124,0.365367847506,0.072934300244781,0.27585442023497,0.0034764840065187,0.7181619668064,0.36908761138098,0.066302308311402
1.8e-05,99.070454725938,0.0063871653826904,-1.9899582728585,0.37585049149754,0.076244567522942,0.28918144174009,0.0036385419173766,0.66105056577559,0.37991681024138,0.062729651570978
1.85e-05,98.849495753579,0.0068163292046635,-1.817275124014,0.38673282347004,0.07957546896309,0.30291620353099,0.0038039636890287,0.60351243152139,0.39114321875998,0.059145775021022
1.9e-05,98.66789340469,0.0072576976998178,-1.6517944763507,0.3984677643092,0.083139678782478,0.31694842683774,0.0039718397653129,0.54832969872248,0.40286083335159,0.055892272092431
1.95e-05,98.226107659376,0.0076684034244479,-1.5117841671106,0.41089272756077,0.086823629009149,0.33106057917649,0.0041408851865124,0.50159981693469,0.41519445741882,0.053218187687119
2e-05,97.306134531335,0.0080460930034631,-1.4109588795291,0.42383765026147,0.090454742389058,0.34516257707371,0.0043137303221195,0.46793478222755,0.42839247718063,0.051453044346516
2.05e-05,95.982124430334,0.0084130684330482,-1.3521958971798,0.43768206667232,0.093728538038559,0.35938350301106,0.0044958926762301,0.4483789819715,0.4428648052143,0.050712153763354
2.1e-05,94.458799695891,0.0087780399509949,-1.3256565446198,0.4531266042288,0.096511104797792,0.37430723957954,0.004691697992614,0.43959515764587,0.45914868729741,0.050796065092413
2.15e-05,92.952260622574,0.0091425909573022,-1.326143097836,0.47071012757471,0.098948313918511,0.39074397774332,0.0049033841077987,0.4397697420326,0.47784868845319,0.051502995941408
2.2e-05,91.830040460438,0.0095316700951774,-1.3659998599841,0.49076907433994,0.10144915556238,0.40933936886788,0.0051336941611093,0.45296947300806,0.49953396134145,0.05288975163692
2.25e-05,91.666067212814,0.010007480307453,-1.4544298686206,0.5137040339156,0.10438004110623,0.43023532144656,0.005386618779183,0.48228562617779,0.52454105148115,0.055402610383618
2.3e-05,92.97366989215,0.010620215323093,-1.6077289591405,0.53990915923323,0.10793341144638,0.4528260485627,0.005664120188256,0.53319712568254,0.55273268086731,0.059851352421663
2.35e-05,95.81735366087,0.011343977741656,-1.8198391613233,0.56932732205736,0.1118374100327,0.47586874754961,0.0059627151789961,0.60376069733234,0.58336480123186,0.066848361122339
2.4e-05,99.56805415378,0.012102070627492,-2.0475212306482,0.60111658246926,0.11578471809003,0.4984509018259,0.0062736376935502,0.67957335072451,0.61518310926077,0.075577713885577
2.45e-05,102.95784429699,0.01281136722906,-2.2484197155308,0.63375535394885,0.11983670032143,0.52088617325142,0.0065858878996087,0.74643751999628,0.64676286850293,0.083686287771495
2.5e-05,104.56220664012,0.013372176045347,-2.3965443974643,0.66555782979871,0.124304680276,0.54418766109055,0.006889913291527,0.7956032089409,0.67700467972769,0.089089230400742
2.55e-05,103.60887762534,0.013710970271496,-2.4918835205214,0.69542092523156,0.12943810118371,0.56866946220558,0.0071810599733712,0.82707399913826,0.70559333984774,0.091761651598273
2.6e-05,100.61176293098,0.013887046595242,-2.5499269351153,0.72338848056635,0.13527913287196,0.59356260353505,0.0074619234859693,0.84607272904575,0.73314868443389,0.093329501436012
2.65e-05,97.275450999274,0.014109684052523,-2.5882906808032,0.75057883105597,0.14169472420589,0.61830337706078,0.0077416432317759,0.85850666663943,0.76088517950602,0.095018860903536
2.7e-05,95.568506401453,0.014602928066104,-2.6174283965076,0.77852970848174,0.14880454620672,0.64342721999055,0.0080314853962632,0.86777011880614,0.78989995236201,0.096996333792648
2.75e-05,96.456904058675,0.015434278806601,-2.6371693071528,0.8083733353554,0.15664815302213,0.66951440952851,0.00834415816475,0.87375573268285,0.82052055915287,0.099491295716029
2.8e-05,99.151800319231,0.016455803410884,-2.6513910424565,0.84015200297182,0.16536484373717,0.69620935565995,0.0086771230923827,0.87778007813659,0.85216599002192,0.10252818568787
2.85e-05,101.57785365796,0.017386718383025,-2.6331540835814,0.87273320572682,0.17472381673258,0.72316885351386,0.009007856918326,0.87093653357551,0.88383378839793,0.10511039406124
2.9e-05,101.93048301083,0.017997111729069,-2.5858656267214,0.90468539158049,0.18453181160155,0.75052942006,0.0093596701085943,0.85444895751778,0.91486288873114,0.10641249351811
2.95e-05,100.12454411012,0.018303538720183,-2.5184470887614,0.935421572165,0.19465944125291,0.77817750556916,0.0097195098108771,0.83132821165636,0.94539664987201,0.10694240093337
3e-05,97.789892110912,0.018590085208963,-2.4530940033142,0.96549733944668,0.20483824760514,0.80594944499866,0.010089121742421,0.80889220592974,0.97619687366398,0.10745630419621
3.05e-05,96.741435034847,0.019161898974103,-2.4047478064193,0.9959905591394,0.21499693148068,0.83417293912903,0.010471124029502,0.79231839426342,1.0080010794784,0.10836166452531
3.1e-05,97.365046255627,0.020044521473148,-2.3846619065792,1.0276299390583,0.22562689005523,0.86306506169737,0.010865628787302,0.78548892258978,1.0410092330174,0.10983948102487
3.15e-05,98.455648780617,0.020966056766413,-2.3834420928665,1.0603060145355,0.23762572347165,0.89255009101976,0.011269674592658,0.78543842044031,1.0749365858313,0.11158739350717
3.2e-05,98.581545416972,0.021664391410519,-2.3945827765609,1.0934031355867,0.25127297342502,0.92292512787156,0.011679951195933,0.78989868118735,1.1095024501505,0.11248470809378
3.25e-05,97.541833895426,0.022179413592642,-2.3957836509724,1.1266170686775,0.26398974508449,0.95495503788135,0.012096062458029,0.79141564940735,1.1448157462942,0.1119020438292
3.3e-05,96.448251558805,0.022806250068522,-2.381001759985,1.1603601175972,0.27649430979439,0.9891273766357,0.012521242460263,0.7885122489986,1.1812795642988,0.11001085399448
3.35e-05,96.448445379266,0.023785398272391,-2.3792083775393,1.1954490556421,0.28934331184128,1.0254885583566,0.012960093626847,0.79017339489836,1.2191670626014,0.10767022704184
3.4e-05,97.564184267241,0.025091492441259,-2.3904007636088,1.2324742737895,0.30198662862107,1.0633127547676,0.013415556422152,0.79579320702635,1.2583359671651,0.10577271923457
3.45e-05,98.885855472917,0.026521129778579,-2.4171971946284,1.271423079009,0.31430461124486,1.1016324516851,0.013887360156129,0.80668168005862,1.2983354834049,0.10475334924596
3.5e-05,99.694819829459,0.027910454419347,-2.4611846404899,1.3118380765526,0.32668995740263,1.1398257791032,0.014372256663268,0.82341115768196,1.3387137852555,0.10421969258327
3.55e-05,100.06293058695,0.029204895110289,-2.4912442122008,1.3531658945252,0.33865736402502,1.1781347435325,0.014865060493961,0.83558255073174,1.3791857961237,0.10345094343464
3.6e-05,100.35097574313,0.030348022778381,-2.4986685718289,1.3948601595671,0.35078591308961,1.2169739951521,0.015360069465257,0.84018776153443,1.4195850449958,0.10165948731952
3.65e-05,100.50528439467,0.031209921758945,-2.4827052517109,1.4363243663719,0.36227122011974,1.2568539081665,0.015853210616012,0.83758181368455,1.4598014116008,0.098940007323592
3.7e-05,100.15348318241,0.031724968998009,-2.4293937609452,1.4770315726703,0.37213593302825,1.2971195087062,0.016344498755806,0.82459375684743,1.4998477168619,0.096367506341015
3.75e-05,99.270647331163,0.032093087192473,-2.3560939515178,1.5168545318939,0.37989356529139,1.3372970575344,0.016838951555537,0.80586455674253,1.5399431048819,0.094178745031861
3.8e-05,98.4205320273,0.0327293346476,-2.2730316471098,1.5562597149654,0.38518330903439,1.3778111804542,0.017344336781567,0.7848028219936,1.5804317586932,0.091810175645265
3.85e-05,98.223068928168,0.033936311120713,-2.1743083732296,1.5960953494843,0.38908037689202,1.4195424233108,0.017866517236241,0.7597926809913,1.6215584833988,0.088526940007181
3.9e-05,98.725858001397,0.035641433475794,-2.0440339489653,1.6370775314919,0.39495240949167,1.4625260117463,0.018405388097681,0.725671237633,1.6633124531795,0.084509771997247
3.95e-05,99.391718083804,0.037458726205052,-1.8802273401984,1.6793388812548,0.40599332043559,1.5060365634446,0.018954165079513,0.67995168539172,1.705488151766,0.080313004198385
4e-05,99.595443085965,0.038979028611623,-1.7076658709545,1.7223983414603,0.41634101397516,1.549725883084,0.019502451265796,0.63335654655932,1.7478999718416,0.076142947640895
4.05e-05,99.042962460689,0.040022886617999,-1.5497086212117,1.7655684775687,0.42586827664465,1.5938010573245,0.020041282474199,0.59257469590089,1.7905765477454,0.071831972701567
4.1e-05,97.839577289359,0.040696655574901,-1.4138884851854,1.8084495520155,0.43519381380586,1.6384716857999,0.020567600039041,0.56177589370012,1.833844798555,0.06759180460727
4.15e-05,96.356187708215,0.041278690358609,-1.291781254298,1.8511963708664,0.44452983766559,1.6837295487925,0.02108609661093,0.53943072348835,1.8788703741175,0.063965070816423
4.2e-05,95.04022562024,0.042042646233413,-1.1956828749616,1.8945056443755,0.4536803329315,1.7297272682407,0.021607572267834,0.52645184044449,1.9265635104154,0.061235717343979
4.25e-05,94.198258707225,0.043115491671404,-1.1218949095623,1.9393600341051,0.46259811566457,1.7767168710962,0.022144599846215,0.52478659208026,1.9767508014659,0.059690113190128
4.3e-05,93.859662631678,0.044453265918811,-1.0907765408514,1.986592309538,0.47156172965562,1.8247285077894,0.022706780783017,0.54140237253607,2.0291414257154,0.059533391833191
4.35e-05,93.862285907025,0.045945640639398,-1.0733947799509,2.0365342608592,0.4804879849226,1.8739882207845,0.023297982765226,0.56460133322606,2.0835831213392,0.060380383915416
4.4e-05,94.090544585364,0.047543448746929,-1.0620091055752,2.0890746001469,0.48943244864898,1.9251311902316,0.023916341672103,0.58952580652198,2.1398815680332,0.061712470794709
4.45e-05,94.63770678675,0.049301573646182,-1.0715701481543,2.1440497030669,0.4986027041849,1.9782512340386,0.024555851505213,0.61901747383153,2.19798109041,0.06379761496455
