time,Fy,Jint,ce_integral,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
3.15e-05,98.831550658033,0.021142493064233,0.69344540069903,1.0227309442955,0.10524889031042,0.84553227324873,0.011338617516876,1.0357829440661,0.11803899626663
3.2e-05,98.998772185723,0.021801206017701,0.69195934935885,1.0537026801979,0.1101961694558,0.87445591406603,0.011761221693605,1.0681584107218,0.11825003656846
3.25e-05,97.827761052502,0.022229045478754,0.68753457481289,1.0845929353053,0.11542502555949,0.90510872943965,0.012190729229675,1.1011333828707,0.11686278373928
3.3e-05,96.567541833335,0.022800064763447,0.6805484089998,1.1158766596973,0.12084506819959,0.93793179832975,0.012630246724971,1.1351636060665,0.11413751037521
3.35e-05,96.46350423034,0.02379922901743,0.67551081192313,1.1484491411912,0.12631578675376,0.97281231710239,0.013084257247743,1.1705772565842,0.11094303714479
3.4e-05,97.50074149352,0.02516690437797,0.67503362883535,1.182940374661,0.13167828005116,1.0089701139171,0.013555653356514,1.2072667364209,0.10829641627081
3.45e-05,98.679087399554,0.026633439679719,0.68002129351885,1.2193582919513,0.1368934238648,1.0454457866334,0.01404418864541,1.2448171853964,0.10666231472501
3.5e-05,99.268322014428,0.028016169369868,0.68812239096139,1.2573032811648,0.14200702210177,1.0817363678095,0.014546575961096,1.2828449823666,0.10581836337878
3.55e-05,99.454440931007,0.029313586944534,0.69785312950313,1.2963334885756,0.14702379561743,1.118025933147,0.015057295404199,1.3211568627344,0.10505251522074
3.6e-05,99.759511578463,0.030536973364092,0.70239904600072,1.3360135775445,0.15188799125374,1.1549209542455,0.01556985489798,1.3596449596716,0.10365324927487
3.65e-05,100.20346933633,0.03156118525482,0.70139747084865,1.3757715113198,0.1564948614295,1.1926877090507,0.016079023803297,1.3981633759047,0.10164241636919
3.7e-05,100.41301307412,0.032364773041281,0.69645333934679,1.4149546303428,0.16073034796515,1.2308794006606,0.016583648554683,1.4365880559635,0.099615187666136
3.75e-05,99.968847330018,0.032788822224466,0.68262504124543,1.4532738346021,0.1645249480959,1.2690671958021,0.017088023419704,1.4749359928315,0.097751100733695
3.8e-05,99.354410708276,0.033425173370483,0.66664033843767,1.4909304468102,0.1679224642845,1.3075380825964,0.01759995560986,1.5133958270726,0.095592676891222
3.85e-05,99.244691653667,0.03453424851546,0.64611222025075,1.5286880993951,0.17101964695564,1.3468499994447,0.01812615961606,1.5521248493953,0.092895883078969
3.9e-05,99.581985999976,0.036105877268028,0.62502959820143,1.5672581736735,0.17392273967638,1.3869564610167,0.018668004217999,1.5911503513218,0.090071060820882
3.95e-05,100.03152608487,0.03783092755296,0.60368074435916,1.6068457645517,0.1767243632133,1.427322765343,0.019220467741686,1.6303673402324,0.087501815290442
4e-05,100.00207293291,0.039271992043372,0.58001360861286,1.6470557044333,0.17956716926013,1.4676680046599,0.019774792468614,1.6696951794508,0.085039965672898
4.05e-05,99.340162582415,0.040268110906702,0.55790856889488,1.6872727953826,0.1826016052306,1.5081158868551,0.020323084867382,1.7092330370644,0.082497399954485
4.1e-05,98.261408659018,0.040958139111351,0.54225647757066,1.7271057859721,0.18594771766486,1.5487412728589,0.020862438225018,1.7492908396883,0.080158083512573
4.15e-05,96.795077566813,0.041416007936511,0.52847938962167,1.7667372081394,0.18961061353455,1.5894905795838,0.021396732433246,1.7903312041447,0.078490995551579
4.2e-05,95.519248502386,0.042155984190415,0.52014409242716,1.8068640608867,0.19349989552881,1.6305238436677,0.021935364029754,1.8330627969962,0.077742194502833
4.25e-05,94.751002043322,0.043263815747321,0.52053489363955,1.8484516826636,0.19751698225289,1.6722299539555,0.022489539167342,1.8787259123942,0.077976648358641
4.3e-05,94.475113931983,0.04469038818761,0.52954793237032,1.8923254723204,0.20159188938295,1.7150754468196,0.023068005257847,1.9274004411496,0.079004084553807
4.35e-05,94.526481036422,0.046247834498461,0.5454184778576,1.9387965063387,0.20578421770146,1.7596740982901,0.023674272213593,1.9783218882805,0.080236658886667
4.4e-05,94.654421465419,0.04779346579093,0.55962651249597,1.9877160459165,0.21012795058332,1.8064930706101,0.024306136982453,2.031014104383,0.081463458288967
4.45e-05,95.008122011528,0.049463458225486,0.57533736166328,2.0389106091799,0.21465787589443,1.8553048868567,0.024956752365094,2.085336121486,0.083188876793923
4.5e-05,95.885734045669,0.051460832152235,0.59566777143921,2.0924337769292,0.21935378066573,1.9053647449171,0.025616037484323,2.1411728139308,0.085957726561894
