time,DJ,DJint_1,DJint_2,Fy_top,J,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_power,preset_ext_work,preset_ext_work_p,strain_energy
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,1.2449027303619e-20,1.0164395367052e-20,2.2846319365671e-21,41.384359038764,-1.0164395367052e-20,0.0015045057187246,0,0.00047523279385085,1.8518287197428e-05,0.027539653506578,0.0036175766279398,0.0034424566883223,0.00099038010223618
0.5,1.0122043719689e-19,-8.1315162936413e-20,1.825356001333e-19,101.08128829368,-4.0657581468206e-20,0.0078990805065394,0,0.0025465044349046,5.1633090965584e-05,0.025152299499389,0.0099121215677895,0.010028950814068,0.0046906875594863
0.75,-6.9456701674853e-20,-1.0842021724855e-19,3.8963515573698e-20,110.02079740076,-8.1315162936413e-20,0.013632646721274,0,0.0051971423221113,8.030170402024e-05,0.016390088384353,0.015096135000012,0.015221749299536,0.0070810126439178
1,-1.6940658945086e-21,4.8789097761848e-19,-4.8958504351299e-19,93.849575601716,2.168404344971e-19,0.018241356540806,0,0.0078557238676297,0.00010722294248153,0.022127154982147,0.019980844028244,0.020036404720348,0.0093013237875185
1.25,1.3044307387716e-19,5.4210108624275e-19,-4.1165801236559e-19,98.619551311293,1.4907779871676e-19,0.023890807051155,0,0.010533174994469,0.00013737334277275,0.02411383211913,0.025680200465381,0.025816528108008,0.012290645373403
1.5,-7.3522459821673e-19,1.2468324983583e-18,-1.9820570965751e-18,104.45688285902,-1.3552527156069e-19,0.029583421296591,0,0.013200082372639,0.00016622042057783,0.019748313019808,0.031102107639016,0.031299296250375,0.015000075969383
1.75,8.9107866051152e-19,2.168404344971e-18,-1.2773256844595e-18,98.290214489915,4.0657581468206e-19,0.034605959105583,0,0.015881777052197,0.00019380254868239,0.020771085612505,0.036185335478288,0.036364221079414,0.017395723263894
2,1.3959102970751e-18,2.7105054312138e-19,1.1248597539537e-18,97.997184115577,0,0.039969377911538,0,0.018564496167391,0.00022297231114993,0.023042191789545,0.041630126224145,0.04184088075467,0.020128343617669
2.25,7.8265844326297e-19,-4.8789097761848e-19,1.2705494208815e-18,102.131742731,1.0842021724855e-19,0.045592290947524,0,0.021250520023403,0.00025209480730197,0.021234501238377,0.047107579623228,0.047375467383161,0.022909586253825
2.5,-5.5565361339882e-19,3.2526065174565e-19,-8.8091426514447e-19,100.11524516966,1.3552527156069e-19,0.050856048398025,0,0.023943459548942,0.00028016234706921,0.020706513609864,0.052338132184726,0.052618094239191,0.025436327532928
2.75,9.8052533974158e-18,8.5651971626355e-18,1.2400562347803e-18,98.442250068168,1.1655173354219e-17,0.056146720604587,0,0.026637825301424,0.00030877974467138,0.022213516893256,0.057684821191352,0.057983098052081,0.028076635652149
3,5.6335144882347e-16,4.9298672782916e-16,7.0364720994309e-17,100.68661768751,7.4999685281685e-16,0.061669894767955,0,0.029337609981289,0.0003378018629206,0.021807114207884,0.063142340049339,0.063485676939723,0.030831482102991
3.25,2.6831652405555e-14,2.3034308835324e-14,3.7973435702311e-15,100.62489726675,3.5617776089625e-14,0.067057848367378,0,0.032040806838647,0.00036626847894214,0.021025957186475,0.068469372022944,0.068839810864018,0.033448978703962
3.5,9.4844498330386e-13,7.9646109586023e-13,1.5198388744362e-13,99.126563236081,1.2544579090779e-12,0.072366455558386,0,0.034747434486449,0.00039475305810446,0.021743122224046,0.073797205996877,0.074185945790333,0.036068023961081
3.75,2.499804774666e-11,2.0450736156613e-11,4.5473115900464e-12,99.967644543146,3.2926637057087e-11,0.077816431822241,0,0.037458292993728,0.00042357108972329,0.021928996191374,0.079221110309557,0.07964496059226,0.038780617779108
4,4.9269579129025e-10,3.9057417716704e-10,1.0212161412321e-10,100.55296504873,6.4573121334602e-10,0.083253079654555,0,0.040172320985846,0.00045219624400748,0.021363016919412,0.084600261402616,0.085056462231109,0.04144548767995
4.25,7.2712439485751e-09,5.5446757437141e-09,1.726568204861e-09,99.657206355009,9.4687041284937e-09,0.088605639848414,0,0.042890239066067,0.00048071452042892,0.021562254465727,0.0899437009926,0.090422121154251,0.044073066532339
