time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
0,0,0,0,0,0,0,0
5e-07,-3.0104113075244e-06,0.0066323606747721,0,0.00092466182631523,4.5021421404738e-05,0.0084257989007532,0.0028920886301799
1e-06,5.0363108060149e-07,0.019308274029525,0,0.0051205919580189,0.00010583164914785,0.020158311323665,0.0089949879154781
1.5e-06,-3.1659135210086e-06,0.029925169732249,0,0.01062045170569,0.00016245397336161,0.030921415102947,0.014102075403867
2e-06,-1.9558477919623e-06,0.041039166793578,0,0.016131408962231,0.00022072660555778,0.042109382760558,0.019634116888116
2.5e-06,-3.7372939161542e-07,0.052269180779777,0,0.021654608935181,0.00027891661137983,0.053246844527103,0.025128403756765
3e-06,-2.5209966598693e-06,0.06324675831737,0,0.02718952870775,0.00033682422957731,0.06427732791344,0.030520516727397
3.5e-06,-6.1395219006359e-07,0.074422244852257,0,0.032735070091143,0.0003949515798075,0.075450565343856,0.036053609733168
4e-06,-1.2804027012919e-06,0.085548763858862,0,0.038290156443969,0.00045295880699252,0.08655551071623,0.041516975689198
4.5e-06,3.2505587365777e-07,0.096642676062714,0,0.043851399699434,0.00051102697091439,0.097678047941135,0.047002018169331
5e-06,1.1733419892577e-05,0.10781502935126,0,0.049408685012198,0.00056910572606161,0.10883651441791,0.052539739740075
5.5e-06,5.8734316107914e-05,0.11894423539721,0,0.054951292787024,0.00062717109591569,0.11997026449492,0.058072340366284
6e-06,0.00019551792594946,0.13009759695886,0,0.060491183305162,0.00068524230195245,0.13113067507043,0.063626085806154
6.5e-06,0.00044999915245451,0.14126792962635,4.5214725314998e-06,0.066008693408582,0.00074331042648604,0.14229655171168,0.069262232638616
7e-06,0.00074739426403693,0.15242839101006,6.9834315943685e-05,0.071318281967809,0.00080136793497917,0.15346302634377,0.075186621454721
7.5e-06,0.00098232502975823,0.16360750564065,0.00022711665924995,0.076305173533167,0.00085946325765262,0.16464451291187,0.081284561706073
8e-06,0.0011809072972378,0.17478523026766,0.00040095973337991,0.08124058647647,0.00091765522351667,0.17582629386272,0.087254816321542
8.5e-06,0.0014080312173323,0.18595416271777,0.00053532146417255,0.086145529031949,0.00097613971070848,0.18700949498043,0.093487540540093
9e-06,0.0016369110955653,0.19710344996489,0.00067357285443013,0.09074176628989,0.0010354447244861,0.19818875484434,0.10000966626335
9.5e-06,0.0018646090335712,0.20819194387234,0.00091601017183074,0.095275191726835,0.0010967344519712,0.20935114390055,0.10630408827472
1e-05,0.002097981177809,0.21916774642659,0.0013022655979511,0.099818153908744,0.001162481763278,0.22049334753644,0.11252150525676
1.05e-05,0.0023216442005651,0.22994129895965,0.0017703370193466,0.10451517426262,0.0012369829090196,0.2316175103398,0.11816058978602
1.1e-05,0.0025446197034043,0.24037841914093,0.0022553456709679,0.11015960675071,0.0013266298421705,0.24274310013088,0.12238563557829
1.15e-05,0.0027643018210476,0.25034387327099,0.0027873562078968,0.11779573098854,0.0014390246814583,0.25390067155192,0.12395874519289
1.2e-05,0.0029847966656949,0.25985074866813,0.003436677669701,0.12855969910788,0.0015803708380401,0.2650972348833,0.12200219026875
1.25e-05,0.0032207932381201,0.2692884218075,0.0042237239000365,0.14221436869662,0.0017516229377288,0.27627370711166,0.11773695694919
1.3e-05,0.0034848002589592,0.27934490233582,0.005150853952041,0.15671632436039,0.0019453462187801,0.28728527721082,0.11362317137273
1.35e-05,0.0037727327028561,0.29036641968338,0.0062225158856357,0.17008265986863,0.0021463760258871,0.29796321741533,0.11055646192523
1.4e-05,0.0040383232504547,0.30184792396149,0.0074484990499535,0.18274319973475,0.0023378792918047,0.3082556532746,0.10674448712697
1.45e-05,0.0042187731928536,0.31294688614194,0.0088142261435391,0.19617970455034,0.0025102694224356,0.31833630938646,0.10150986916599
1.5e-05,0.004326232116912,0.32335417005497,0.010282174497257,0.20994188128479,0.002666611731476,0.32853409275196,0.096760625538746
1.55e-05,0.0044799610218681,0.33332873851717,0.011798642914366,0.22291237907054,0.002819205973994,0.3390671875307,0.093159036599943
1.6e-05,0.0047895444389595,0.34334255951447,0.013293680179457,0.23563817833258,0.0029791752485818,0.34980992603445,0.089475637206221
1.65e-05,0.0052357182103338,0.35378391383452,0.014696218486828,0.24863163058156,0.0031480413448119,0.36038478999196,0.085624563409276
1.7e-05,0.0056933761144937,0.36450118893783,0.015961763539284,0.26146761223855,0.0033190417979659,0.37056198601244,0.081791397541188
1.75e-05,0.0060684733949891,0.37501443564338,0.017078306890311,0.27430388233323,0.00348600968171,0.38054486478091,0.077650823453533
1.8e-05,0.0064193214602026,0.38525534886972,0.018053947936181,0.28738470727132,0.0036496230498526,0.39076808745978,0.073736058660917
1.85e-05,0.006871948988417,0.39556339873825,0.018913706342801,0.30049942272775,0.0038147178260028,0.40141705099893,0.070397006859402
1.9e-05,0.0074140857899439,0.40620803657968,0.019699477699798,0.31367685528001,0.003983645047748,0.4122836288141,0.067205521098132
1.95e-05,0.0079052566063287,0.41715512060885,0.02046298918034,0.32698834762603,0.0041547528051698,0.42317040737392,0.063958346912456
2e-05,0.0082777057460642,0.428318049022,0.021261225937604,0.34029474621734,0.0043269775955394,0.43431331052826,0.06106140775393
2.05e-05,0.00861437297196,0.4399520393612,0.022118303203076,0.35331625378024,0.0045032053465261,0.44627536488314,0.059351598734262
2.1e-05,0.0090051903241072,0.45256181671958,0.023014233799057,0.3660478480326,0.0046881121057728,0.45953848669347,0.058962235851811
