Time,Points:0,Points:1,Points:2,Raw Length,Raw Velocity,Smoothed:0,Smoothed:1,Smoothed Length,Smoothed Velocity
24.375,62.249,0.25008,0,12.32482825065906,1.0000000008,62.25978088578457,0.23929673659675071,12.455349367359327,0.9697673369002544
24.625,62.499,0.25008,0,12.57482825065906,1.0,62.49229836830206,0.25678473193474716,12.688523571887211,0.9326968181115376
24.875,62.749,0.25008,0,12.82482825065906,1.0,62.71257808858181,0.28651769230770924,12.910800885392357,0.8891092540205818
25.125,62.874,0.37514,0,13.001647377452516,0.7072765071738232,62.90779953380327,0.34132317016319036,13.113569356998088,0.8110738864229248
25.375,63.124,0.37514,0,13.251647377452516,1.0,63.114675990679736,0.37922216783219026,13.32388864387895,0.8412771475234493
25.625,63.374,0.37514,0,13.501647377452516,1.0,63.3830326340364,0.3792245454545678,13.592245287246143,1.0734265734687725
25.875,63.624,0.37515,0,13.751647377652516,1.0000000008,63.660713286717055,0.34657776223778275,13.871838486962375,1.1183727988649252
26.125,63.999,0.25009,0,14.146951062937639,1.5812147411404922,63.95034032634411,0.27865815850817505,14.169322763276131,1.1899371052550265
26.375,64.249,0.25009,0,14.396951062937632,0.9999999999999716,64.20471095571476,0.2460111421911568,14.425779864485715,1.025828404838336
26.5,64.374,0.25009,0,14.521951062937632,1.0,64.45471095571477,0.24600974358975822,14.675779864489641,2.000000000031406
26.75,64.749,0.25009,0,14.896951062937632,1.5,64.7152004662043,0.2786546153846319,14.938306954005322,1.0501083580627224
27.0,64.999,0.37514,0,15.176481924382303,1.1181234457786857,65.00599300699687,0.3570641724941936,15.239485240783639,1.2047131471132673
27.25,65.374,0.37513,0,15.551481924515636,1.5000000005333334,65.3675897435936,0.3634742890443105,15.601138789793719,1.446614196040322
27.5,65.749,0.37513,0,15.926481924515636,1.5,65.77522377622768,0.3471486013986219,16.009099612224777,1.6318432897242303
27.75,66.124,0.37513,0,16.301481924515635,1.499999999999993,66.12574825175217,0.3704641025641246,16.36039865938591,1.4051961886445383
28.0,66.499,0.25008,0,16.69678244627092,1.5812020870211398,66.44655244755639,0.40718843822846246,16.683298038257373,1.2915975154858472
28.25,66.749,0.50017,0,17.050399482201033,1.4144681437204554,66.72335897436292,0.38124729603731855,16.961317455098857,1.1120776673659378
28.375,66.874,0.50017,0,17.175399482201033,1.0,66.98413986014383,0.38386846153848425,17.222111513499843,2.086352467207888
28.625,67.249,0.25008,0,17.626143320872178,1.8029753546845768,67.22335897436294,0.35442941724943827,17.463135250788163,0.964094949153278
28.875,67.499,0.25008,0,17.876143320872178,1.0,67.44655244755646,0.375707645687668,17.68734071343717,0.8968218505960266
29.125,67.624,0.62521,0,18.271551359359005,1.5816321539473108,67.63099300699702,0.44916135198137863,17.885869721229557,0.7941160311695512
29.25,67.749,0.50017,0,18.44835634118927,1.4144398546421257,67.76211188811591,0.6097592540792902,18.09319518311044,1.6586036950470486
29.5,67.874,0.87529,0,18.84375489252703,1.5815942053510383,67.86467599068001,0.7823075291375754,18.293924608856564,0.8029177029845016
29.625,67.999,0.87528,0,18.96875489292703,1.0000000032000003,68.0287202797243,0.9044311888112424,18.498435530374547,1.6360873721438622
29.875,68.249,1.0003,0,19.24827233495883,1.1180697681271994,68.2422983683024,1.0519072027972651,18.75798277967972,1.0381889972206864
30.125,68.499,1.2504,0,19.601896443299875,1.414496433364178,68.4855967366008,1.2349247785548514,19.06243233059554,1.2177982036632926
30.375,68.749,1.3754,0,19.88140494048735,1.1180339887499002,68.75162237762646,1.3383732167832962,19.34786397049382,1.1417265595931099
30.625,68.999,1.5004,0,20.160913437674825,1.1180339887499002,68.99637762238169,1.4878970163171044,19.634678364243882,1.1472575750002534
