time,DJint,DJint_over_Jint,Jint,dt,external_work,kinetic_energy,preset_ext_work,strain_energy,tip,tip_adv,tip_cum,tip_vel
20.2,-0.00010758626969915,-0.026226218427932,0.0041022410453414,0.2,0.20173584801362,0.1676665144811,0.39000614152082,0.027342571499099,56.640967424123,0.26883630692145,6.9098037310441,1.3441815346072
20.4,-0.00023609056549542,-0.057932091039346,0.0040752985307413,0.2,0.20358118033819,0.17000404596508,0.39583544088659,0.02660567958146,56.909803731044,0.26781181071172,7.1776155417558,1.3390590535586
20.6,-0.00037675289610409,-0.093184269787169,0.0040430954383673,0.2,0.20560792867852,0.17243927898778,0.4018502194893,0.026137075314441,57.177615541756,0.26656936623572,7.4441849079916,1.3328468311786
20.8,-0.00050631912129193,-0.12570262070739,0.004027912214102,0.2,0.2077849353177,0.17496827723015,0.40813393096424,0.025754092257556,57.444184907992,0.26597668271821,7.7101615907098,1.329883413591
21,-0.00062514124663455,-0.15519446259318,0.0040281156697792,0.2,0.21019145998341,0.17767974126284,0.41479547111361,0.025518347745993,57.71016159071,0.26598465423042,7.9761462449402,1.3299232711521
21.2,-0.00074940335576728,-0.1861365075139,0.004026095502578,0.2,0.21290222587565,0.18068524111324,0.42194784063182,0.025414581635616,57.97614624494,0.26590546718431,8.2420517121245,1.3295273359216
21.4,-0.00086633611999199,-0.2147923277317,0.0040333662246732,0.2,0.21600645530299,0.18409167400278,0.42969289971821,0.025468957772116,58.242051712124,0.26619009585741,8.5082418079819,1.330950479287
21.6,-0.0009095585002596,-0.22099427947538,0.0041157558576575,0.2,0.21961524579899,0.18794744765639,0.43809241380919,0.025752838637719,58.508241807982,0.2693451596071,8.777586967589,1.3467257980355
21.8,-0.00080476516765748,-0.1850816059761,0.0043481639540204,0.2,0.22385780985674,0.19216660460297,0.44715715569169,0.026364113805626,58.777586967589,0.27760075822673,9.0551877258157,1.3880037911336
22,-0.00054708818689977,-0.11549073741352,0.004737074151158,0.2,0.22894380836154,0.19650551925675,0.45674812176694,0.027680471023964,59.055187725816,0.28960365493424,9.34479138075,1.4480182746712
22.2,-0.00022596897540599,-0.043498397339445,0.0051948804835868,0.2,0.23478038269155,0.20068105528327,0.46661214592935,0.029493335940092,59.34479138075,0.30142995475344,9.6462213355034,1.5071497737672
22.4,2.3868568638153e-05,0.0042714529757586,0.005587927286947,0.2,0.24110810940792,0.20466006348321,0.47645667885131,0.031421652237181,59.646221335503,0.31003733114581,9.9562586666492,1.5501866557291
22.6,9.1664725770223e-05,0.015789882914555,0.0058052821712646,0.2,0.24746031233214,0.20866861620835,0.48606012575693,0.032871972402967,59.956258666649,0.31429672849796,10.270555395147,1.5714836424898
22.8,-6.6722851722761e-05,-0.011500655192921,0.0058016565668216,0.2,0.25349344192507,0.21291427924129,0.49529422130727,0.033811611704204,60.270555395147,0.31422829670762,10.584783691855,1.5711414835381
23,-0.0004125292643179,-0.073477208557928,0.0056143840030705,0.2,0.2589210494929,0.21739535257496,0.50420315001566,0.034132204094291,60.584783691855,0.31057341892929,10.895357110784,1.5528670946464
23.2,-0.00082837942564139,-0.154552496212,0.0053598579508229,0.2,0.26390475558411,0.22195587468738,0.51295404675195,0.034442110504482,60.895357110784,0.30519654714076,11.200553657925,1.5259827357038
23.4,-0.0011581832777953,-0.22297895460179,0.0051941371770426,0.2,0.26861880550249,0.22652088770422,0.52179272229924,0.034677821820085,61.200553657925,0.3014124429121,11.501966100837,1.5070622145605
23.6,-0.0012847330830588,-0.24540155761496,0.0052352279078627,0.2,0.27346515235967,0.23113922806523,0.53087675386373,0.035205101484584,61.501966100837,0.30237305421031,11.804339155047,1.5118652710515
23.8,-0.0012053189214866,-0.21968394385252,0.0054866045298956,0.2,0.27860180372781,0.23583792187138,0.5402398945047,0.035820078744265,61.804339155047,0.30793643092125,12.112275585969,1.5396821546063
24,-0.0010437527445428,-0.17920495956225,0.0058243518878742,0.2,0.28416400395699,0.24055452100906,0.54978406940655,0.036734209912579,62.112275585969,0.31465525901902,12.426930844988,1.5732762950951
24.2,-0.00096676199274382,-0.15898293062453,0.0060809169194838,0.2,0.28994250192047,0.24525906240672,0.5593753817112,0.037649438779827,62.426930844988,0.31926030129203,12.74619114628,1.5963015064601
24.4,-0.0010543186685197,-0.17072349120993,0.0061755922459625,0.2,0.29570262456945,0.24999891340628,0.56894587856215,0.038387533286426,62.74619114628,0.3208629633707,13.06705410965,1.6043148168535
24.6,-0.0012419482837621,-0.20120401872584,0.0061725818978515,0.2,0.30138691038306,0.25476498710363,0.57848756575727,0.039199715760134,63.06705410965,0.32081276101713,13.387866870667,1.6040638050856
24.8,-0.0013999590653092,-0.22574334313259,0.0062015519300912,0.2,0.30694259759873,0.25956161761911,0.58808680141615,0.039898345991144,63.387866870667,0.32129386014063,13.709160730808,1.6064693007031
25,-0.0014625438647537,-0.23110915930015,0.0063283682446106,0.2,0.31256191249692,0.26438929218881,0.59781653929216,0.040733314845824,63.709160730808,0.3233480275433,14.032508758351,1.6167401377165
25.2,-0.0014655349219663,-0.22486902555245,0.0065172823085165,0.2,0.31833879216524,0.26924060683524,0.60767319447507,0.041709278217393,64.032508758351,0.32625980947673,14.358768567828,1.6312990473837
25.4,-0.0014790362814679,-0.2208154780145,0.0066980643511355,0.2,0.32422882699506,0.27410572657556,0.6176397541666,0.042628810653397,64.358768567828,0.328892454307,14.687661022135,1.644462271535
25.6,-0.0015401923185049,-0.22539405996042,0.0068333314497079,0.2,0.33023281492474,0.27901092944619,0.62768534557215,0.043643450099899,64.687661022135,0.3307711792663,15.018432201401,1.6538558963315
25.8,-0.0016439538528325,-0.23726643852103,0.0069287247833275,0.2,0.33618683232301,0.28395161283409,0.63783921550973,0.044503246060385,65.018432201401,0.3320519903024,15.350484191704,1.660259951512
26,-0.0017599490835181,-0.25080838194678,0.0070171063257829,0.2,0.34212360866779,0.28895218361586,0.64816741884417,0.045358300991824,65.350484191704,0.33320757835006,15.683691770054,1.6660378917503
26.2,-0.0018561721032464,-0.26015205580393,0.0071349507406749,0.2,0.34805580582157,0.29402001794346,0.65873422102141,0.046210832484176,65.683691770054,0.33470385810854,16.018395628162,1.6735192905427
26.4,-0.0019342722036842,-0.26547075167504,0.0072861970348128,0.2,0.35396883001724,0.29914783804015,0.66961837415882,0.0469293738755,66.018395628162,0.33655332126716,16.35494894943,1.6827666063358
26.6,-0.0020377290773108,-0.27413903518694,0.0074331956261584,0.2,0.35992330837118,0.3043811732948,0.68086678244209,0.047582815099758,66.35494894943,0.33827872022641,16.693227669656,1.691393601132
26.8,-0.002201700695589,-0.29175446809338,0.0075464163753077,0.2,0.36588359520427,0.30970994305719,0.69248933425784,0.048186911300747,66.693227669656,0.3395618262104,17.032789495866,1.697809131052
27,-0.002407758899882,-0.3147621142557,0.0076494558615335,0.2,0.37178403291362,0.31510949553242,0.70450821629255,0.048603115349113,67.032789495866,0.34069653706787,17.373486032934,1.7034826853394
27.2,-0.0026178131214053,-0.33626600831043,0.0077849472046208,0.2,0.37773128696821,0.32058794581091,0.71690523869722,0.049018856680346,67.373486032934,0.34214290294025,17.715628935874,1.7107145147013
27.4,-0.0028388934903715,-0.35709454974554,0.007949977092606,0.2,0.38377010359027,0.32607728158632,0.72958400001118,0.04951319831533,67.715628935874,0.34383799733866,18.059466933213,1.7191899866933
27.6,-0.0031189256186258,-0.38502957257569,0.008100483289534,0.2,0.38986289920811,0.33154660909169,0.74241671075853,0.049903473431333,68.059466933213,0.34532369488777,18.404790628101,1.7266184744388
27.8,-0.0034845494930157,-0.4243341461516,0.008211805541972,0.2,0.39607157651032,0.33703665734676,0.75524136804024,0.050320758509385,68.404790628101,0.34638755672633,18.751178184827,1.7319377836317
28,-0.0039116051175594,-0.47109138406376,0.0083032830781512,0.2,0.40230516968447,0.34259442348271,0.7679305562023,0.050631012975003,68.751178184827,0.34724041877808,19.098418603605,1.7362020938904
28.2,-0.004349800691287,-0.51737170240603,0.0084074963339865,0.2,0.40852616493085,0.34825594885009,0.78043577664437,0.05086165513131,69.098418603605,0.34818940359962,19.446608007205,1.7409470179981
28.4,-0.0047505483124445,-0.55618001751685,0.0085413861750265,0.2,0.4147171384269,0.35398598018262,0.79277424214382,0.051090813863089,69.446608007205,0.34937464118304,19.795982648388,1.7468732059152
28.6,-0.0050789748944235,-0.58358672352618,0.0087030336532248,0.2,0.42080891262449,0.35979089091924,0.80506773593714,0.051165749485407,69.795982648388,0.35075700623546,20.146739654623,1.7537850311773
28.8,-0.0053262760875271,-0.60017588533821,0.0088745253144012,0.2,0.4268938044709,0.36564726712349,0.81745830288207,0.051285301879595,70.146739654623,0.35216850351199,20.498908158135,1.76084251756
29,-0.0055106791463347,-0.61009724759619,0.0090324602644037,0.2,0.43295255105905,0.37153138406443,0.83003851058239,0.051324748907941,70.498908158135,0.3534210097218,20.852329167857,1.767105048609
