time,DJ_over_J,DJint,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
4.4450000000001e-05,-0.3029203905533,-0.015553679081593,95.400440519179,0.05134576465184,-0.71051534061147,2.1218688729344,0.25183925141017,1.9920739191032,0.024900419550619,0.35135586585568,2.1735241485515,0.080367332828488
4.4500000000001e-05,-0.29359684218314,-0.015165010489057,95.377416839807,0.051652498631432,-0.70835185047036,2.1271287761376,0.25219879915972,1.9975405274043,0.024960410442175,0.3518020044933,2.1793532647784,0.080464151686684
4.4550000000001e-05,-0.28086948749685,-0.014629288001217,95.544425211622,0.052085714726775,-0.70631349035252,2.1324301452621,0.25256407378373,2.0030278122448,0.025020710642182,0.35212221254893,2.1852104376362,0.080561478407224
4.4600000000001e-05,-0.26626059368044,-0.014004067855104,95.841668164585,0.052595345265066,-0.70595019861639,2.1377884082213,0.25293069571824,2.0085354100316,0.025081280487433,0.35260081312412,2.1910927733885,0.080658160362772
4.4650000000001e-05,-0.25114774878632,-0.013344979457642,96.215371911575,0.053135970846373,-0.70411230075865,2.1432112361156,0.25328797595317,2.0140537353304,0.02514205077937,0.35310464431716,2.1969966730746,0.08077258074385
4.4700000000001e-05,-0.23641864445369,-0.012690954748109,96.633033318399,0.053680008095109,-0.70302572826805,2.1487010504577,0.25365638050315,2.0195705222985,0.025202932622451,0.35370582158413,2.202918643387,0.080903106344214
4.4750000000001e-05,-0.22232366152949,-0.012055418088096,97.091487563554,0.054224629106772,-0.70171725411313,2.1542588789479,0.25401947975539,2.0250784160982,0.025263828922732,0.35443669316562,2.208855776255,0.081065920838201
4.4800000000001e-05,-0.2085581934218,-0.011426801403988,97.614371539946,0.054789510862697,-0.7007345580395,2.1598878877067,0.25437278031622,2.0305775932174,0.025324646011782,0.35524675038386,2.2148057278867,0.081252735765859
4.4850000000001e-05,-0.19454111803522,-0.010778624587785,98.238493865569,0.055405380089537,-0.70074712691824,2.165595048014,0.25471819931943,2.0360720476504,0.025385303815755,0.35620629740311,2.2207662045099,0.081449241372625
4.4900000000001e-05,-0.17979871805176,-0.010086076987782,98.992316246875,0.056096489992094,-0.70000628705672,2.171390017164,0.25504569818191,2.0415630706908,0.025445743232609,0.357120829656,2.2267341543398,0.081661034538105
4.4950000000001e-05,-0.16432234435771,-0.0093437953926906,99.872994903931,0.056862597896914,-0.70018902517781,2.1772812160979,0.25535971218291,2.047049291468,0.025505929885436,0.3580923796547,2.2327050050828,0.081879747704414
4.5000000000001e-05,-0.14876635693891,-0.0085788880688576,100.82995747502,0.057666855903318,-0.70037077761396,2.1832701405981,0.25563940801687,2.0525321685374,0.025565854094121,0.35917312641926,2.2386723169579,0.082112551002882
4.5050000000001e-05,-0.13440823437755,-0.0078541236238769,101.76196472823,0.058434839652864,-0.69883334315723,2.1893458943249,0.25590975747146,2.058018969914,0.025625527607298,0.36023278274485,2.2446281199089,0.082326457865795
4.5100000000001e-05,-0.12288564084774,-0.0072584660318415,102.5310133286,0.059066836302179,-0.69802928513214,2.1954822986483,0.2561718520946,2.0635197699892,0.025684978196917,0.36126622142637,2.25056399287,0.082506660078035
4.5150000000001e-05,-0.1158028800824,-0.0068857830518202,102.99120200956,0.059461241783629,-0.69621301005075,2.2016392918998,0.25642562370664,2.0690420323167,0.025744243496354,0.36217250755882,2.2564726863648,0.08264815875637
4.5200000000001e-05,-0.11432198851015,-0.0068070515794039,103.02544636527,0.059542802466206,-0.69428013929124,2.2077687726718,0.25667329200863,2.0745897246369,0.025803365385185,0.36291364096636,2.2623498728853,0.082742729583634
4.5250000000001e-05,-0.11882954635838,-0.0070450499363867,102.57951190528,0.059287022060487,-0.69197122974236,2.213823294604,0.25693533661081,2.080167067647,0.025862385815632,0.36356495568058,2.2681955110289,0.082771781998402
4.5300000000001e-05,-0.12873783791682,-0.0075610927752718,101.68260573282,0.05873248221053,-0.68950136758174,2.2197649928879,0.25720154283088,2.085774771661,0.025921344367653,0.3641287606987,2.2740143726858,0.082762883689206
4.5350000000001e-05,-0.14246693038206,-0.0082596947612755,100.44709240345,0.05797622465175,-0.68708528725501,2.2255722532379,0.25748474463889,2.0914058560672,0.025980277214035,0.3646600106644,2.2798154984136,0.082712571769032
4.5400000000001e-05,-0.15765635943468,-0.0090104782425909,99.045934757561,0.057152646901782,-0.68436240766168,2.2312426278981,0.25776826373741,2.097050360819,0.026039216782901,0.36497384990118,2.2856106526873,0.082647751190055
4.5450000000001e-05,-0.17163237269595,-0.0096803598913285,97.673357181874,0.056401713378847,-0.68260815019689,2.2367916841278,0.25805110055639,2.1027000853309,0.026098191362347,0.36548914721856,2.2914121520678,0.082590655503894
4.5500000000001e-05,-0.18206768952502,-0.010165894744792,96.499719419648,0.05583579805573,-0.67991826419227,2.2422483624159,0.25830740212989,2.1083467412592,0.026157224210927,0.36597308906794,2.2972455863488,0.082580414077504
4.5550000000001e-05,-0.18763085464822,-0.010416319688637,95.633759599904,0.055514961588624,-0.67799853389049,2.2476479978237,0.25857308346865,2.1139793390122,0.026216332283072,0.36663281147289,2.3031179948132,0.082602149616887
4.5600000000001e-05,-0.18833923043613,-0.010441111867194,95.103344037179,0.055437796167136,-0.67728394482923,2.253024594544,0.25882282507586,2.1195866735752,0.026275525211184,0.36748134158712,2.3090187315329,0.082698501232049
4.5650000000001e-05,-0.18542292152089,-0.010300255635748,94.860172866434,0.055550066578945,-0.67631672236715,2.258404239861,0.25906824222322,2.1251657555204,0.026334805450681,0.36847856118072,2.3149473363182,0.082847281584396
4.5700000000001e-05,-0.18075123217618,-0.010080111656367,94.806329676808,0.055767872423362,-0.67543498940489,2.2638014496031,0.25930691423931,2.1307251277822,0.026394170324749,0.36955251914749,2.3209008713824,0.083035001030786
4.5750000000001e-05,-0.17608670449325,-0.0098622168715172,94.833616831236,0.05600773153146,-0.6757483253548,2.2692195324146,0.2595460367116,2.1362809099505,0.026453616104341,0.37079210126696,2.3268756693419,0.083238543766356
4.5800000000001e-05,-0.17246867012319,-0.0096951767993178,94.862622434651,0.05621413322427,-0.67632472558359,2.2746548374457,0.25977348473599,2.1418473855212,0.026513143415093,0.37209853874876,2.3328689681559,0.083446528188759
4.5850000000001e-05,-0.16991690065546,-0.0095792620341497,94.868791453441,0.056376157976032,-0.67670837109382,2.280103419502,0.25999929921086,2.1474327490996,0.026572762494032,0.37341323684671,2.3388799103763,0.083657173277041
4.5900000000001e-05,-0.16750523538738,-0.0094687829249821,94.887333578668,0.056528280462901,-0.67750102916539,2.2855677260696,0.26023166180223,2.1530420481737,0.026632496455004,0.37481317308686,2.3449096145234,0.083863125195782
4.5950000000001e-05,-0.16375174468518,-0.0092905296700179,94.996052845484,0.0567354545619,-0.67885980445125,2.291060775681,0.26047466688145,2.158672820948,0.026692380971623,0.37641471855662,2.3509603445487,0.084075319867022
4.6000000000001e-05,-0.15719609179621,-0.0089708126954295,95.282653856652,0.05706765729939,-0.68001431402145,2.2966061093849,0.26072057480234,2.1643091930027,0.026752459642921,0.37793347200738,2.3570341023437,0.08430947765671
4.6050000000001e-05,-0.1469705426409,-0.008461487830494,95.808212660251,0.057572678704523,-0.68318878989545,2.3022333615126,0.2609722818778,2.1699368285847,0.026812775530203,0.37956116743724,2.3631311495719,0.084575727327502
4.6100000000001e-05,-0.1331524656479,-0.0077570179451024,96.579555125474,0.058256660192946,-0.68585680805565,2.3079710177247,0.26123243529951,2.1755554318913,0.026873360547836,0.38114466438235,2.3692489719201,0.084868765209246
4.6150000000001e-05,-0.1167651863798,-0.0068983817253569,97.539944182138,0.059079096597495,-0.68792177335115,2.3138390039066,0.26150970635483,2.1811667332223,0.026934225145617,0.38274909863459,2.375382034745,0.085179300431047
4.6200000000001e-05,-0.099453992336507,-0.005963616159918,98.580957112064,0.059963567271788,-0.68946417762589,2.3198436364712,0.26179172324356,2.1867707858546,0.0269953507666,0.38425849192532,2.3815224055427,0.085517948322137
4.6250000000001e-05,-0.083002728016885,-0.0050481891819652,99.571056233222,0.060819557411875,-0.69052764465673,2.3259762922233,0.26208726173561,2.1923673179742,0.027056686878889,0.3856915243444,2.3876610326998,0.085853657877408
4.6300000000001e-05,-0.068887246731043,-0.0042411750775458,100.39072095894,0.061566912292265,-0.69119696975404,2.332215648138,0.26239202012577,2.1979593557073,0.027118153199094,0.38707695279852,2.3937892695453,0.086181071210085
4.6350000000001e-05,-0.057998430244407,-0.0036048478973643,100.96207200861,0.06215423214341,-0.69142617620982,2.3385322602058,0.26271255012747,2.2035513324549,0.027179646455067,0.3882591859211,2.3999001826382,0.086491783478628
4.6400000000001e-05,-0.050580946602702,-0.003164627070326,101.2632981508,0.062565595997701,-0.6915806755447,2.3448938791802,0.26303857858221,2.2091406134785,0.027241050096807,0.38932269523779,2.4059892933199,0.08679863761255
4.6450000000001e-05,-0.046367785744605,-0.0029125816243824,101.32396130884,0.062814766278143,-0.69030116666428,2.3512700449531,0.26338493820234,2.2147365924033,0.027302245030968,0.39038378441476,2.4120546248723,0.087064212389153
4.6500000000001e-05,-0.044843194732529,-0.0028220062455167,101.20427071131,0.062930535220535,-0.68963876963202,2.3576348995184,0.26373173624063,2.2203529648306,0.027363119752609,0.39136291054216,2.4180961787027,0.087302643406034
4.6550000000001e-05,-0.045530827354554,-0.0028656978255751,100.96711635291,0.062939726600169,-0.68794058685824,2.3639677653456,0.26409674934241,2.2259921526594,0.027423578957477,0.39224201268106,2.4241151496928,0.087496171350935
4.6600000000001e-05,-0.048193371055905,-0.0030291885933288,100.65397341327,0.062854880805389,-0.68552090371502,2.3702518648778,0.26446452920953,2.2316642963252,0.027483550473776,0.39287254679604,2.4301132477407,0.087642187155913
4.6650000000001e-05,-0.052863549572632,-0.0033130495053649,100.27391778231,0.062671718644487,-0.68357602527786,2.3764723691515,0.26484593162812,2.2373793269141,0.027542990804319,0.393399035657,2.4360924040137,0.087719128933071
4.6700000000001e-05,-0.059697473801554,-0.0037237837410383,99.809654750445,0.062377576535599,-0.68111668598338,2.3826152857883,0.26521789201247,2.2431431340376,0.027601889535267,0.39371656863474,2.442054945341,0.087750042611508
4.6750000000001e-05,-0.068713496297655,-0.0042579947313824,99.237658254923,0.061967371197901,-0.67772550942661,2.3886682247676,0.26558693229444,2.2489653506876,0.027660272409306,0.39411579333019,2.4480040965026,0.087706530812759
4.6800000000001e-05,-0.07951948334131,-0.0048872767679712,98.553790254989,0.061460117226797,-0.67439519259501,2.3946230254823,0.26594464978297,2.2548326193623,0.027718202259955,0.39427439947645,2.4539445056539,0.08762429747901
4.6850000000001e-05,-0.091136588970598,-0.0055509675095254,97.793277247806,0.060908221080298,-0.67079683426638,2.4004791981788,0.26630656805386,2.2607260668261,0.027775776634679,0.39443933605377,2.4598824477048,0.08751805016491
4.6900000000001e-05,-0.10201440600364,-0.0061610778776233,97.035647205074,0.060394194496445,-0.66745595189114,2.4062466599111,0.2666738361617,2.2666427291657,0.027833121098366,0.39449659678171,2.4658254623162,0.087409913099265
