time,DJint,DJint_over_Jint,Jint,dt,tip,tip_adv,tip_cum,tip_vel
45.8,-0.0014757461099072,-0.05265201602622,0.028028292576153,0.2,102.63699619994,0.40111992006269,53.038116120004,2.0055996003135
46,-0.0011129205002855,-0.03898750602787,0.028545567892698,0.2,103.03811612,0.40153091763655,53.439647037641,2.0076545881827
46.2,-0.000886846055669,-0.030806850130505,0.028787300613731,0.2,103.43964703764,0.40171792066636,53.841364958307,2.0085896033318
46.4,-0.00094419892753578,-0.033011343041237,0.028602257301568,0.2,103.84136495831,0.40157505595305,54.24294001426,2.0078752797653
46.6,-0.0011334449781572,-0.040194134142106,0.028199263458443,0.2,104.24294001426,0.40125743205626,54.644197446316,2.0062871602813
46.8,-0.0012358966290645,-0.044103188181768,0.028022840978545,0.2,104.64419744632,0.40111550773437,55.045312954051,2.0055775386719
47,-0.00098300700456681,-0.034782947088677,0.028261176433978,0.2,105.04531295405,0.40130681835828,55.446619772409,2.0065340917914
47.2,-0.00044284818538239,-0.015429449583858,0.028701489510403,0.2,105.44661977241,0.40165189832222,55.848271670731,2.0082594916111
47.4,5.776101892957e-05,0.0019877543044107,0.029058429807648,0.2,105.84827167073,0.40192396279571,56.250195633527,2.0096198139785
47.6,0.00042216260779593,0.014405196378291,0.029306272313797,0.2,106.25019563353,0.40210897309289,56.65230460662,2.0105448654644
47.8,0.00067337503608689,0.022793722434438,0.029542126698425,0.2,106.65230460662,0.40228215178282,57.054586758402,2.0114107589141
48,0.00092113526051737,0.030873041003682,0.029836233508954,0.2,107.0545867584,0.40249426716331,57.457081025566,2.0124713358165
48.2,0.0011879630151673,0.03939879806469,0.030152265386796,0.2,107.45708102557,0.40271758313237,57.859798608698,2.0135879156619
48.4,0.0015243276300153,0.049934915844052,0.030526288154281,0.2,107.8597986087,0.40297590247434,58.262774511173,2.0148795123717
48.6,0.0019759288389074,0.063704138257087,0.031017276003849,0.2,108.26277451117,0.40330554704222,58.666080058215,2.0165277352111
48.8,0.0025026758175487,0.079249300638304,0.031579784268016,0.2,108.66608005821,0.40367061097375,59.069750669188,2.0183530548688
49,0.003010802113555,0.09378012016801,0.032104907822266,0.2,109.06975066919,0.40399986700983,59.473750536198,2.0199993350491
49.2,0.0034414259045303,0.10581576558498,0.03252280872803,0.2,109.4737505362,0.40425429604607,59.878004832244,2.0212714802303
49.4,0.0037876049048322,0.11534902162342,0.032836038412164,0.2,109.87800483224,0.40444075229597,60.28244558454,2.0222037614798
49.6,0.004031723490193,0.12194596497139,0.033061557150651,0.2,110.28244558454,0.40457280928985,60.68701839383,2.0228640464492
49.8,0.0041257451107359,0.1242985231576,0.033192229528783,0.2,110.68701839383,0.4046485059814,61.091666899812,2.023242529907
50,0.004070264266423,0.12243093823113,0.033245389811021,0.2,111.09166689981,0.40467913071053,61.496346030522,2.0233956535526
50.2,0.0039371175421587,0.11831937796603,0.033275340099312,0.2,111.49634603052,0.40469634146493,61.901042371987,2.0234817073247
50.4,0.0037800793787665,0.11349602989853,0.03330582913029,0.2,111.90104237199,0.40471383001085,62.305756201998,2.0235691500543
50.6,0.0035954296942049,0.10792905384609,0.033312899224819,0.2,112.305756202,0.40471788085349,62.710474082851,2.0235894042675
50.8,0.0033996331269874,0.10209273766768,0.033299460908313,0.2,112.71047408285,0.4047101798368,63.115184262688,2.023550899184
51,0.0032802865219473,0.098419257736753,0.033329722224905,0.2,113.11518426269,0.4047275127577,63.519911775446,2.0236375637885
