time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_power,preset_ext_work,preset_ext_work_p,strain_energy
0,0,0,0,0,0,0,0,0,0
5e-07,1.3552527156069e-20,0.0032976190547214,0.0074464285872521,0.00060181946186803,3.3910002621768e-05,25001.411471998,0.0065680253160059,0.0062503528679994,0.0017377152135948
1e-06,2.5749801596531e-18,0.011933727459318,0.0070659283062827,0.0032893197132788,8.4665335117308e-05,15884.190937292,0.016170979937921,0.016471753470322,0.005883951598114
1.5e-06,7.9627873305482e-16,0.018649586274746,0.0070421610734435,0.0068092441861522,0.00012940744143634,16687.477857805,0.024550581105614,0.024614670669096,0.0090037131873776
2e-06,1.0248193352963e-13,0.025668969744726,0.0070419546796084,0.010335148091068,0.00017630694655932,19480.395204927,0.033503267590943,0.033656638934779,0.012576522210898
2.5e-06,6.896548490707e-12,0.032992611699979,0.0070419546796084,0.013869126973376,0.00022313341155205,16611.987881625,0.042410513146778,0.042679734706417,0.01612586080578
3e-06,2.7025079307112e-10,0.039909542512664,0.0070419546796084,0.017411007555154,0.00026908250044767,18091.444011492,0.051118811233557,0.051355592679696,0.019520431266185
3.5e-06,6.5856380851317e-09,0.04711160161186,0.0070419546796089,0.020959809558592,0.00031596145736643,18029.033124184,0.060060761519309,0.060385711963615,0.023100666882276
4e-06,1.040752231585e-07,0.05423025326242,0.0070419546797508,0.024515218919139,0.00036226590112543,17427.753005381,0.068881386184145,0.069249908496006,0.026581219452637
4.5e-06,1.0954835934103e-06,0.061307430039083,0.0070419546950247,0.028077981581431,0.00040869532916304,18069.195360615,0.07772597281295,0.078124145587505,0.030077680770938
5e-06,7.8037946477065e-06,0.068478776666282,0.0070419555068253,0.031652570943909,0.00045528486659525,17767.976477775,0.086621209832656,0.087083438547103,0.033602175135604
5.5e-06,3.7937059416874e-05,0.075589795540015,0.0070419766905151,0.035254262174161,0.00050164041304402,17779.516450504,0.09547047513397,0.095970311779172,0.03705333402871
6e-06,0.00012641891765559,0.082726676062682,0.0070422922440742,0.038909684491612,0.00054814605077027,17949.134914194,0.10435614986417,0.10490247462035,0.040469550773912
6.5e-06,0.00029136815701121,0.089880634133686,0.0070473445037026,0.042623521743735,0.00059462237982444,17807.5993699,0.11324445806675,0.11384165819137,0.043844560377833
7e-06,0.00048098002361956,0.097017355345069,0.0070767638331374,0.046329185796281,0.00064105562600927,17894.742762127,0.12212791095541,0.12276724372438,0.047258905171171
7.5e-06,0.00062796932903636,0.10417564165491,0.0071357764130722,0.049920333222709,0.00068757130794396,17912.7681426,0.13103123187264,0.13171912145056,0.05081621802222
8e-06,0.00075643645476429,0.11133449538508,0.0071917001575614,0.05336274537045,0.00073412471756613,17885.690523966,0.13993425293167,0.1406687361172,0.054504692465287
8.5e-06,0.00090311854250972,0.11849627676859,0.0072351091151971,0.056704123865658,0.00078091184761609,17945.085910005,0.14884671812998,0.14962643022569,0.058291147636003
9e-06,0.0010480319928324,0.12567179082161,0.0073018954662701,0.059963174697284,0.00082835535163276,17955.908537927,0.15777448474982,0.15860167883768,0.062165772204581
9.5e-06,0.00119449597275,0.13285170587996,0.0074358713419459,0.063133692333515,0.00087738682719845,18001.85648669,0.1667182020599,0.16759112009383,0.066063370502049
1e-05,0.0013419828627114,0.14003327072386,0.0076325707982053,0.066265152827059,0.00092998457129506,18093.886573075,0.1756961426955,0.17661505585877,0.069920849873636
1.05e-05,0.0014846117797791,0.14717376023336,0.0078488786174702,0.069519043915028,0.00098958538356439,18209.752069663,0.1847258540474,0.18569096551946,0.073533633554181
1.1e-05,0.0016277712672642,0.15415356569225,0.0080717062894159,0.07333066179327,0.001061302611306,18392.981962643,0.19383109471532,0.19484164902753,0.076318430792618
1.15e-05,0.0017687063974095,0.16078911823295,0.0083350631541037,0.07845468011171,0.0011512178757179,20244.207341525,0.20303567204588,0.20450094635357,0.077401109800433
1.2e-05,0.0019120727239743,0.16699393017985,0.0086606747345167,0.085590296887534,0.0012642940076899,27816.493846103,0.21234438772242,0.21651612165048,0.076310220871282
1.25e-05,0.0020601334767252,0.17308830005214,0.0090503808416624,0.094559469600969,0.0014012949408472,34687.263821036,0.22173324910401,0.23214206106727,0.073876792993642
1.3e-05,0.002214327111234,0.1797950042988,0.0095032519655633,0.10398674665108,0.0015562732220505,38265.79043843,0.23113983596554,0.25038032463213,0.071802416339986
1.35e-05,0.0023717969508633,0.18755998059166,0.010021608743619,0.11263316681333,0.001717097522397,37198.320028214,0.24047414768611,0.26924635224879,0.070560035262754
1.4e-05,0.0025254147856731,0.19592362343089,0.010600364544276,0.12090716550857,0.0018703014980031,32634.944111243,0.24965353895426,0.28670466828366,0.068883186056889
1.45e-05,0.0026666244908549,0.20398260368562,0.011223398229812,0.12971287669791,0.0020082154182073,27925.092816761,0.25864316638238,0.30184467751566,0.066390255143122
1.5e-05,0.0027959869266268,0.21127944946253,0.011891828331482,0.13859085087134,0.0021332907692011,26350.461014574,0.26747807632887,0.31541356597349,0.064194098964013
1.55e-05,0.0029319772866822,0.21791731983173,0.012597682172938,0.14692527206942,0.0022553670148537,28581.018869641,0.27624004330935,0.32914643594455,0.062360802857912
1.6e-05,0.0031018979435111,0.22439774931275,0.013322102184268,0.15520154691764,0.0023833432392383,31998.06784061,0.28499815275438,0.34429120762211,0.060245699373376
1.65e-05,0.0033178829740361,0.23136566930353,0.014037579619712,0.16361621767928,0.0025184381609936,33239.257637015,0.29376270549231,0.36060053899152,0.058180106234379
1.7e-05,0.0035663191612637,0.23885660426213,0.014703377708804,0.17193193265606,0.002655242997587,31663.831196736,0.30249680459449,0.37682631119995,0.056214447018247
