time,EW,EW_br,FE,FE_br,Fy,J,KE,KE_br,PEW,SE,SE_br,max_disp_y
0,0,0,0,0,0,0,0,0,0,0,0,0
0.25,0.0015045059021216,-7.2274722195785e-40,0,0,41.384362152969,-2.5410988417628e-21,0.00047522500135087,1.9251547815236e-41,0.0036175768689504,0.0009903638534317,4.0150937651659e-41,1.8518331065142e-05
0.5,0.0078989597283678,-1.2304327436023e-35,0,0,101.08060359884,-8.6492205951861e-20,0.0025463742265699,3.5008295486935e-37,0.0099120464025295,0.004690468854251,7.2925201751577e-37,5.1632962999986e-05
0.75,0.013632402323828,-4.7167779220159e-32,0,0,110.01994434063,-8.7179866430576e-20,0.005196851120226,1.4390843347175e-33,0.015095990786595,0.0070806735858819,2.9934610679446e-33,8.0301569119964e-05
1,0.018241136476235,-7.2030448177487e-29,0,0,93.849922397208,1.2909603552436e-19,0.0078553019601684,2.3668097802368e-30,0.019980711040562,0.0093009369827612,4.9148926752342e-30,0.00010722322252507
1.25,0.023890580918716,-5.5169349270143e-26,0,0,98.620084670503,-5.501024639816e-20,0.01053261036943,1.9617477700032e-27,0.025680035529027,0.012290146390952,4.0654889390363e-27,0.00013737381529905
1.5,0.029583093998438,-2.3976721835299e-23,0,0,104.45649386045,-7.7125615485065e-20,0.013199368334428,9.2762253121786e-25,0.031101873127902,0.014999432533516,1.9177024225982e-24,0.00016622088189692
1.75,0.034605614490999,-6.3766890641203e-21,0,0,98.290132315816,1.8365363245131e-20,0.015880931057882,2.700458836068e-22,0.036185095172319,0.017395013513497,5.5662871378258e-22,0.00019380325420974
2,0.039969048283754,-1.0907325501437e-18,0,0,97.997718138271,-1.015347989384e-19,0.018563519425266,5.0907395260002e-20,0.04162988023828,0.020127555588844,1.0455607314437e-19,0.00022297324175727
2.25,0.045591897636222,-1.241593156169e-16,0,0,102.13174971002,-1.1861976361507e-19,0.021249404370289,6.4359827960504e-18,0.047107281751934,0.022908666320807,1.316057836461e-17,0.00025209579377093
2.5,0.050855613092672,-9.6323214100132e-15,0,0,100.11506898081,-8.1291385695522e-21,0.023942214300733,5.5944429396535e-16,0.052337813356267,0.025435320168233,1.1378109302758e-15,0.00028016353404869
2.75,0.056146295994964,-5.1783293049567e-13,0,0,98.442618597669,1.1646076387247e-17,0.026636455492567,3.403895219233e-14,0.057684505702274,0.028075558306226,6.8768759638528e-14,0.00030878118306546
3,0.061669439623639,-1.9509928542053e-11,0,0,100.68686923949,7.5038549022902e-16,0.029336111156281,1.4683740985572e-12,0.063141994983561,0.030830296006211,2.9421436624645e-12,0.00033780340392869
3.25,0.06705734738343,-5.1885374819265e-10,0,0,100.62481225629,3.5617222269149e-14,0.032039183057005,4.5316759309298e-11,0.068469001778661,0.033447693679814,8.9876744128044e-11,0.00036627017294398
3.5,0.07236595273065,-9.777893814679e-09,0,0,99.126779907624,1.2544205782625e-12,0.034745690845304,1.0067403455338e-09,0.073796838853584,0.036066667208043,1.9717302625344e-09,0.00039475499457457
3.75,0.077815918581104,-1.3072342899447e-07,0,0,99.967988835783,3.2925471556555e-11,0.037456426896729,1.6163546917276e-08,0.079220732090548,0.038779175151915,3.1178713738217e-08,0.0004235731699936
4,0.083252530059252,-1.2382738087869e-06,0,0,100.55303337444,6.4570427837211e-10,0.040170320653024,1.8797868440777e-07,0.084599863045164,0.041443975803028,3.562031783223e-07,0.00045219844659614
4.25,0.088605078391556,-8.2810203640301e-06,0,0,99.657353683598,9.4682376745764e-09,0.042888052642213,1.5850300471834e-06,0.089943303547136,0.044071599046992,2.9459720502914e-06,0.00048071693644809
4.5,0.094018732061982,-3.8865111102455e-05,0,0,99.728745719757,1.0371121329549e-07,0.045609303533552,9.6867604946182e-06,0.095343962223053,0.046753315577568,1.7693197134609e-05,0.00050942246475231
4.75,0.099465603715584,-0.00012690116478942,0,0,100.31635486682,8.4648557962598e-07,0.048333978051432,4.282473357999e-05,0.10074600299238,0.049434421463533,7.769770797537e-05,0.00053808708942987
5,0.10485879333077,-0.00028484274835751,0,0,99.951798690579,5.1283582142592e-06,0.051061699703321,0.000136321276549,0.10611425450301,0.052080121718743,0.00025323062836022,0.00056664182534584
5.25,0.11026442418741,-0.00043241691563576,0,0,99.734045311653,2.2953355695386e-05,0.053789778473207,0.00030929986625343,0.11150665690795,0.054752558352262,0.0006301210758861,0.00059528938596286
5.5,0.11570826548119,-0.00043297806085126,0,0,100.10764684018,7.5580586582381e-05,0.056511446190605,0.00048939840555806,0.11691696984804,0.057455593983063,0.0012484800882243,0.00062396511217029
5.75,0.12112988627847,-0.00026931105448924,5.7295341012455e-07,0,100.06106748495,0.00018319452083008,0.05921329604499,0.00051490619844152,0.12230768925289,0.060167805435184,0.002052172886871,0.00065255651987175
6,0.12654344486229,-7.6918913478481e-05,2.2452500030797e-05,0,99.82165145313,0.00033212618669755,0.061878135181019,0.00032277777753377,0.12770331034177,0.06292984006307,0.0028559478655483,0.00068116899996409
6.25,0.13198412685703,3.2857651460328e-05,0.00017213323285551,0,99.983248485864,0.00047458215467734,0.06449597124003,9.002448670902e-05,0.13311725343434,0.065752074361949,0.0034121902371709,0.00070983041806463
6.5,0.13742304805112,6.8165857017627e-05,0.00040633779882246,0,100.06648321974,0.00059165548876743,0.067069432186155,1.039805979337e-05,0.1385249422755,0.068603392048233,0.0036675108228874,0.00073845399745318
6.75,0.14285068855585,7.967604817811e-05,0.00056007400174173,0,99.906754878594,0.00070839166233882,0.069603432484875,2.822589086239e-05,0.14393003672409,0.071494419411027,0.0037543292459367,0.00076706182275219
7,0.14829272231438,7.7741024781983e-05,0.00072685363317718,0,99.933370157543,0.00082691820895185,0.072098950300663,2.0650936650625e-05,0.14934806478302,0.074437216420763,0.003668337055626,0.00079570084413714
7.25,0.15374214467197,7.830948794907e-05,0.0010738304015315,0,100.03302412195,0.00093337290742147,0.074555833905838,6.5034873233674e-06,0.15476806794067,0.077409702637193,0.003425715606877,0.00082433434172771
7.5,0.15918438287771,9.1975443246295e-05,0.0016624743473074,0,99.960325579727,0.0010382403749852,0.076975885749833,5.9605862430278e-06,0.16018485449689,0.080397093832121,0.0032500918296641,0.00085295110067998
7.75,0.16463229762202,9.3076787456504e-05,0.0023734384324812,0,99.92815483833,0.0011468043566194,0.07935880443251,2.368980148136e-06,0.1656090556315,0.083419200387481,0.0032535903898687,0.00088158042653081
8,0.17008940144799,9.2407725775871e-05,0.0030823658645324,0,99.997480394651,0.0012561925443036,0.081703368858013,1.8789629732669e-06,0.17103866991548,0.086483428333746,0.0033572366743116,0.00091021300957138
8.25,0.17554458431378,9.6422536482788e-05,0.0038432681033866,0,99.982994022156,0.0013669349258146,0.084010791298715,1.1476741028156e-06,0.17646716810056,0.089580714709023,0.0034333417625536,0.00093883622346313
8.5,0.18100132844031,9.5816642620463e-05,0.0047146625530596,0,99.940759492825,0.0014781943215325,0.086281175074431,3.3524486646592e-07,0.18189952399431,0.092709491257716,0.0034144482325156,0.00096747001687662
8.75,0.18646577064111,9.6331746908044e-05,0.0056699418578188,0,99.973698233126,0.001590435216098,0.088514780945034,5.4038153759408e-07,0.18733777535001,0.09586909564218,0.003357318056091,0.00099612684305747
9,0.19193211593717,9.6651834864569e-05,0.0067170622790225,0,99.986628595005,0.0017031249952664,0.090712450926767,1.7938552959135e-07,0.19277726486922,0.099054661416198,0.0033331878359316,0.0010248280747482
9.25,0.19739888894569,9.6229719636334e-05,0.0078859105635361,0,99.958290500414,0.0018157835075088,0.092873701286081,4.1971351138861e-07,0.19821895782335,0.10226616135467,0.0033423631006325,0.0010536708482982
9.5,0.20286977195434,9.5727008222184e-05,0.0091798808553858,0,99.971505834013,0.0019276200333907,0.095000648113666,7.9278188542567e-07,0.20366532375878,0.10550372259616,0.0033436560310632,0.0010828754028497
9.75,0.2083376951024,9.4770191769171e-05,0.010551408199948,0,100.00166265988,0.0020373039742185,0.097101576805303,1.6350342656191e-06,0.2091133453863,0.10875117102923,0.0033181436863907,0.0011128915842172
10,0.21378022951829,9.3906861817539e-05,0.011956654695375,0,100.00894798585,0.0021433285753954,0.099207677847241,2.8155656613115e-06,0.21456071051139,0.11195542023382,0.0032821468452698,0.0011446060460968
10.25,0.21914119378521,9.3095092176631e-05,0.013409807922819,0,100.04022785734,0.0022446954444943,0.10141668935076,4.3243170394816e-06,0.22000679795907,0.11496209862836,0.0032532384768572,0.0011795556014446
10.5,0.22428687038654,9.2292308285773e-05,0.014934528202803,0,100.10601580935,0.0023419740822281,0.10396769593285,5.99786740594e-06,0.22544690706522,0.11743099029799,0.003229304133701,0.001220042726448
10.75,0.22900015696493,9.1472283250995e-05,0.016542516206642,0,100.17098585918,0.0024386690111698,0.10729478514459,7.6265733753378e-06,0.23087401207841,0.11883230378426,0.003201316137858,0.001269002384216
11,0.23310618189727,9.0591250814394e-05,0.018224607932594,0,100.24465503749,0.0025420909641079,0.11189912843892,9.2108672818867e-06,0.23628171965442,0.11872161070725,0.0031698803005547,0.0013293934501853
11.25,0.23674727734157,8.9440043639809e-05,0.019970892954142,0,100.33536710648,0.0026613735521727,0.11792343361468,1.1170956422142e-05,0.24166188312193,0.11728741700835,0.0031413884601955,0.0014030607477625
11.5,0.24056667483318,8.775334586901e-05,0.021769459745591,0,100.40689520085,0.0028017858671538,0.12473525591353,1.4106621081089e-05,0.24700535961872,0.11555596651848,0.0031166989602336,0.0014894351526244
11.75,0.2453733920748,8.5464812669319e-05,0.023616461703897,0,100.43747906332,0.002957774831453,0.13124463815208,1.8389563510503e-05,0.2523062182345,0.11454027343126,0.0030924827824619,0.0015848344525678
12,0.25137054937779,8.2629779244312e-05,0.025500930087392,0,100.42985084331,0.0031097221854063,0.13700657148372,2.3980763561676e-05,0.25756261950537,0.11405987344867,0.0030691680199553,0.0016831719460334
12.25,0.25786980293137,7.9273814841135e-05,0.027428585095647,0,100.37988922898,0.0032311167378877,0.14267944881801,3.0613267360284e-05,0.26277649634677,0.11311633499921,0.0030502175390055,0.0017782514644351
12.5,0.26397901301865,7.5441748180375e-05,0.029395767627012,0,100.30064831905,0.003307865696463,0.14890831002688,3.8038941834763e-05,0.26795406988847,0.11152239656198,0.0030361730586685,0.0018666281963693
12.75,0.26931240815858,7.1269200647053e-05,0.03135531851271,0,100.2329667343,0.0033554885250953,0.15539224153996,4.6107100305428e-05,0.27310344454545,0.10995363801593,0.0030247697820378,0.0019491451428037
13,0.27396147271891,6.6836933552999e-05,0.033329679711429,0,100.20462542557,0.003413847931947,0.16170109154346,5.4739073775799e-05,0.27823033489323,0.10852326812268,0.0030146774826161,0.0020297822358828
13.25,0.2783231423345,6.2039403032041e-05,0.035282255143322,0,100.21449807629,0.0035173439139751,0.16800638440073,6.3946323633462e-05,0.28333636728322,0.10688463284764,0.0030053698286747,0.0021123958450369
13.5,0.28297157979977,5.6683103876871e-05,0.03718439815102,0,100.24444412498,0.0036645403926607,0.17442002464598,7.3835027625662e-05,0.28841989294944,0.1051606188577,0.0029952469153828,0.0021978013872842
13.75,0.2881511319158,5.0635966431622e-05,0.039000580614965,0,100.2620553997,0.0038185349996511,0.18075767562277,8.4526262627161e-05,0.29347816450985,0.10349953524473,0.0029819898493467,0.0022835723662703
14,0.29353885409874,4.3780776687157e-05,0.040714998142584,0,100.24137066425,0.0039430471890348,0.18703034525234,9.6113450357187e-05,0.29851068684599,0.1017533649308,0.00296210192013,0.0023665882408643
14.25,0.29872867207108,3.5776130110766e-05,0.042334151717741,0,100.19614649533,0.0040388903744024,0.19330525632012,0.00010876585971189,0.30352075551797,0.099948449649798,0.0029273235180888,0.0024458563853194
