time,Fy,Jint,ce_integral,external_work,fracture_energy,kinetic_energy,max_disp_y,strain_energy
4.7375e-05,100.39650713311,0.060536104734567,0.65638160333275,2.3226993388308,0.19441644424317,2.119679587019,0.028584576235525,0.097379156650199
4.7875e-05,101.61341578267,0.062650809993803,0.67952733844124,2.3846776388038,0.19819011625323,2.159398978172,0.029203967560368,0.10152293363544
4.8375e-05,102.07575285915,0.063870293179085,0.7047947325378,2.4461021327118,0.20197914700912,2.2140028698449,0.02980419971085,0.10349082398128
4.8625e-05,101.83196078401,0.064153822463836,0.71567463477559,2.4763897689352,0.20390421487203,2.2562269087865,0.030098520574746,0.10362551380522
4.8875e-05,101.25116960586,0.064267954328,0.72951544522263,2.5063356402364,0.20586445593268,2.284492456712,0.030390457287134,0.10329900750067
4.9375e-05,99.785947489658,0.064212724861763,0.76035203198334,2.5653866769005,0.2098367272584,2.3268089578857,0.030972431679204,0.10178652610627
4.9875e-05,97.909611680627,0.064068460830773,0.7811772961255,2.6239333726091,0.21388182322802,2.3847069851028,0.031557436848795,0.099526608333819
5.0375e-05,96.479934539318,0.064215289481793,0.80620890971578,2.6827882240366,0.21792516274874,2.4439577657428,0.032151130246116,0.096757666337996
5.0875e-05,96.087340367257,0.064989331829178,0.83086374132766,2.7428370235049,0.22200945889537,2.5048938951182,0.032755887957337,0.093731014265579
5.1375e-05,96.846406759252,0.066504649138329,0.85296203263096,2.8047923329459,0.2259532639753,2.5672616971695,0.033369691013207,0.091080672002782
5.1875e-05,98.291880706262,0.068451671892486,0.86655342380579,2.8687817548255,0.23005955321881,2.6302817022584,0.033986658944098,0.089224630089968
5.2375e-05,99.574564885892,0.070145416635256,0.88522288313571,2.9340946707559,0.23446947612674,2.6933552421928,0.034599738920954,0.087908206742364
5.2875e-05,99.889727687696,0.070958620220174,0.90224323777746,2.9995010135706,0.23920461296526,2.7565509935833,0.03520465028804,0.086344832827784
5.3125e-05,99.484899407106,0.070956295648169,0.9121858657323,3.0319573507857,0.24163459399974,2.8047948297197,0.035503927670973,0.085409357087414
5.3625e-05,98.051403135286,0.070506316898545,0.9220062193429,3.0958931651527,0.24652297200936,2.8521487102506,0.036101152539484,0.083323644346881
5.4125e-05,96.133717841022,0.070046914406441,0.94014806895793,3.1591838162481,0.25162428344293,2.9166331903567,0.036704535315092,0.081363050253912
5.4625e-05,94.707680017102,0.070206567607203,0.9516626961987,3.2229416841126,0.25663779762967,2.982070442453,0.037324090130976,0.079896995538888
5.4875e-05,94.257431483105,0.070622406150176,0.95788548537569,3.2553761854668,0.25921654250023,3.0326661169284,0.037642078440193,0.07937611986566
5.5375e-05,94.626889375207,0.072016382891185,0.97412073343345,3.3221004010077,0.26413362828415,3.0827954970329,0.038295371644189,0.078747108180908
5.5875e-05,95.599383262732,0.073802652178562,0.97862901937576,3.391492326964,0.26876686221202,3.1523709531485,0.038967222298176,0.078059455367036
5.6375e-05,96.56560324353,0.075520025445918,0.98533361971314,3.4632915440809,0.27293569626718,3.2238581783003,0.039648914293516,0.07747278442057
5.6875e-05,97.00915852141,0.076971752787661,0.99631970082922,3.5369234554662,0.27697659581548,3.2967639938875,0.040331825363613,0.077069502060559
5.7375e-05,97.014994581161,0.07836986029861,1.002811933098,3.6120238044067,0.28131470809591,3.3706781798745,0.041010968706334,0.077294068043821
5.7875e-05,97.147711023407,0.080182626977006,1.0073584749586,3.6887143272056,0.2859069683091,3.445057106572,0.04168583232155,0.078245097929343
5.8375e-05,97.902818832779,0.082722192960265,1.0073650704696,3.7673718392014,0.29061279699531,3.5197223630636,0.04235859181464,0.080324861870588
5.8875e-05,99.19757965494,0.085774263067338,1.0104526027483,3.8480545869858,0.29520893769305,3.594676772258,0.04303171806986,0.082167092332053
5.9375e-05,100.37567779154,0.088655244964882,1.0150510528384,3.9301033596088,0.29971302888225,3.6702274283605,0.043706931658578,0.083553974505855
5.9875e-05,100.74271439655,0.090725207976757,1.0195483288642,4.0123404132877,0.30448514010801,3.7466489411594,0.044385722505219,0.083553312072253
6.0375e-05,100.13088939581,0.091883216513685,1.0297474274924,4.0937441708885,0.30937523384418,3.8242545772312,0.045070080230989,0.081921957305144
6.05e-05,99.627031837034,0.09205543098242,1.0308048065551,4.1139484363726,0.31067908685836,3.8748675496819,0.045242255332479,0.081195155066177
6.075e-05,99.0522598958,0.092359160883967,1.0342449434812,4.1541015977915,0.31316060967659,3.9043502682522,0.045588259159267,0.079831647268729
6.125e-05,98.045885414454,0.093103143072032,1.0387617477279,4.2338242644887,0.31762412355175,3.9633529713873,0.046287044738607,0.076528635629834
6.15e-05,97.419629176787,0.093621862268609,1.0365563451411,4.2736815163671,0.31997122015445,4.0253003626452,0.046639675676207,0.074524919916473
6.2e-05,97.102060942101,0.095113318222328,1.0363486841151,4.3540657873198,0.32411966725339,4.0858054562529,0.047349106549642,0.070773489969885
6.25e-05,97.273091941582,0.097117956051071,1.0443056441835,4.4359536006526,0.32815651299022,4.169082831756,0.04806065478802,0.066913495156302
6.3e-05,97.836683489166,0.099301526178251,1.0418802818787,4.5195538838157,0.33235682591417,4.2535143667238,0.048769740986455,0.063254392050413
6.3125e-05,98.140862399181,0.099831966514077,1.0420295973108,4.5406784759073,0.33342175355097,4.3079527244869,0.048946230647505,0.062414117406361
6.315625e-05,98.212582945748,0.099960716357783,1.0436419403129,4.545971826348,0.33368284908758,4.3214684079072,0.048990285078909,0.062229189147764
6.31875e-05,98.246544544452,0.10008737016763,1.0441310945607,4.5512702300663,0.33395122217792,4.3267936018026,0.049034309922094,0.062041481885585
6.321875e-05,98.278425850959,0.10021176814864,1.0440849446244,4.5565734920747,0.33421486934891,4.3321045609032,0.04907830453492,0.061872927793662
6.325e-05,98.308205524086,0.10033378103394,1.0449213294085,4.561881421177,0.33448486886238,4.3374100198825,0.049122268383913,0.061698048431054
6.328125e-05,98.335809188584,0.10045326877204,1.0458739080876,4.5671938231859,0.33475314531924,4.3427112781359,0.049166200967346,0.061541416604845
6.33125e-05,98.36102915723,0.10057011985287,1.044791826996,4.5725105005317,0.33501920439812,4.3480110446434,0.049210101814953,0.061377296774929
6.3328125e-05,98.376225041864,0.10062753629121,1.0445082636862,4.5751703087125,0.33514675156617,4.3519956363864,0.049232040216876,0.061294779767962
6.33359375e-05,98.383316988696,0.10065599702575,1.0433985043519,4.5765005707787,0.33521121990272,4.3539859642084,0.049243006387565,0.061322172580049
6.33515625e-05,98.391935680386,0.1007124350513,1.0438873816762,4.5791618663899,0.33533777862716,4.355970748501,0.0492649326263,0.061176160668804
6.33828125e-05,98.407104015846,0.10082340487685,1.0450374801262,4.584487430334,0.33559083765376,4.3599340552986,0.049308760506182,0.061019811599191
6.34453125e-05,98.428632046837,0.10103777969831,1.0467867608714,4.5951495762319,0.33608955900215,4.3678562113676,0.049396316542367,0.06070122791214
6.35703125e-05,98.44125473232,0.1014395500195,1.0441173508838,4.6165116164002,0.33707522585635,4.383708324648,0.049571021304947,0.060000986307302
6.36015625e-05,98.440207847003,0.10153479915165,1.0435764321359,4.6218589803876,0.33731858833924,4.3972368766525,0.0496146118537,0.059805160400487
6.36328125e-05,98.434082823911,0.10162836417794,1.0366437086062,4.6272088310533,0.33756294064864,4.4026249402567,0.049658167650977,0.059615094522349
6.36640625e-05,98.426534284458,0.10172042046944,1.0365922193456,4.6325610334588,0.33780572344843,4.4080128333371,0.049701688546952,0.059425993680473
6.36796875e-05,98.421060425263,0.10176592750813,1.0385892908815,4.6352379928241,0.33792671594908,4.412063901576,0.049723435879994,0.059337753059508
6.37109375e-05,98.412980692674,0.10185599217517,1.0398168488473,4.6405934761218,0.33816895794321,4.4160975681107,0.049766904263571,0.059150680516236
6.37265625e-05,98.406419948302,0.10190056685699,1.0400919334879,4.6432720133158,0.33829042998124,4.4201487689458,0.049788625306726,0.059064371677016
6.37578125e-05,98.396841240048,0.10198881234996,1.0405209405672,4.6486304837617,0.33852504550017,4.424179930355,0.049832041084658,0.058884617252215
6.3765625e-05,98.391255684022,0.10201068424362,1.0390287163921,4.6499704198609,0.33858271819825,4.4275566695947,0.049842889548422,0.058901588499632
6.378125e-05,98.38580128926,0.10205418578884,1.0397178876746,4.6526506103418,0.33870085769759,4.4295728646693,0.049864579902467,0.058760831206105
6.38125e-05,98.373699013533,0.10214013884406,1.0408280101528,4.6580121811798,0.33892631890988,4.433595819149,0.049907934346771,0.058604667958898
6.3875e-05,98.343127063644,0.10230710894493,1.0418106960065,4.6687393878317,0.33937173861974,4.4416057756303,0.049994538595648,0.058318618002627
6.4e-05,98.251460452982,0.1026194216558,1.0451410949874,4.6902044367293,0.34024035126052,4.4575224319353,0.050167334944955,0.057808746742711
6.40625e-05,98.162925479305,0.10276496581548,1.0481008943395,4.700943154072,0.34068716860552,4.473665598869,0.05025352995207,0.05752955383003
6.4125e-05,98.078338812381,0.10290421046086,1.0482614270932,4.7116834607163,0.34115131102175,4.4843847677175,0.05033959373147,0.057235355173026
6.41875e-05,97.984496423308,0.10303640322657,1.0538828910862,4.7224243033137,0.34163228431796,4.495123967753,0.05042553042508,0.056920473393221
6.425e-05,97.881141255407,0.10315735990109,1.0559199097099,4.7331645679817,0.34212367163111,4.5058915552058,0.050511345037409,0.056599320256914
6.428125e-05,97.808760438661,0.10321194635823,1.0538145995779,4.7385348704409,0.34236664794507,4.5140234148857,0.050554208102166,0.056428560992629
6.434375e-05,97.700418114319,0.10330429123299,1.0552265605729,4.7492719548076,0.34284898552465,4.5221211520009,0.050639851131294,0.056090704749015
6.440625e-05,97.554784263623,0.1033705240859,1.0576638363296,4.7600052439146,0.34332317141298,4.5329914674791,0.050725389300377,0.055755646935294
6.446875e-05,97.386337728898,0.10340865449511,1.0594177071696,4.7707333816016,0.34379127330791,4.5439081414237,0.050810831398846,0.055406334691801
6.453125e-05,97.197615391503,0.1034200695132,1.061186218107,4.7814551409255,0.34424965368243,4.5548606044137,0.050896187628821,0.055062486646586
6.459375e-05,96.994482293933,0.10340961412818,1.0625560078367,4.7921695274256,0.34468159265928,4.5658424025366,0.05098146956145,0.054717764834525
6.465625e-05,96.782908136077,0.1033844568483,1.0632515395264,4.8028758106765,0.34508933339433,4.5768427661055,0.051066690197863,0.054380097010048
6.478125e-05,96.403009624598,0.10331239182277,1.0606690131197,4.8242508023683,0.34595524068475,4.5932426119791,0.051237019987015,0.053752100051458
6.503125e-05,95.559646240498,0.10307835061223,1.0590817209921,4.8668426204905,0.34774765529154,4.6259646354355,0.051577829390072,0.052678699010771
6.553125e-05,93.975428702192,0.10255448046183,1.061289299823,4.951727954939,0.35154628749985,4.6916160096297,0.052265732084548,0.051218722383972
6.578125e-05,92.98970444432,0.10247745203768,1.0614659695281,4.9944116911168,0.35350952146825,4.7597773836351,0.052614884651908,0.050713394443627
6.628125e-05,92.682879406398,0.10363563326005,1.0657071471102,5.0812480351325,0.35668215467128,4.8271770520302,0.053331605391732,0.050742510924636
6.678125e-05,93.430534735667,0.10644098412956,1.0815815112689,5.1713597225098,0.35932948278016,4.9197295316562,0.054076082101748,0.052086066347395
6.703125e-05,94.35082884052,0.10825187066163,1.0940683707208,5.2178445684091,0.36073714936035,4.9910462089259,0.054458857707213,0.052869759362369
6.728125e-05,95.087861958705,0.10998433585449,1.1010860399726,5.2653651781882,0.36213166515144,5.0387394770016,0.054847757180824,0.053788713393332
6.778125e-05,95.923472259955,0.11299354649593,1.1265018781637,5.3631911315119,0.36455114186627,5.1103650604875,0.055638972737519,0.056035266004292
6.828125e-05,96.430107056614,0.115099644257,1.154235952491,5.4636351094871,0.36674737301808,5.2079140610821,0.056443269779177,0.058830880793211
6.878125e-05,96.81621557967,0.11661872248171,1.18828021906,5.5659367728089,0.36847405575796,5.3063692928396,0.05725686800868,0.062474547770326
6.928125e-05,97.684494561855,0.11916124498386,1.2258702178523,5.6699509427589,0.37016541901692,5.4056301137033,0.058078787553138,0.066512469057002
6.978125e-05,98.718944938925,0.12198308887905,1.2572716274698,5.7756760917956,0.37203271307687,5.5060016598854,0.058908874834292,0.070418419852033
7.028125e-05,99.31442063757,0.12386393921096,1.2840423157171,5.8828000563975,0.37374425847539,5.6076148391722,0.059745424515798,0.073808885903776
7.078125e-05,99.742442171687,0.12545446266936,1.3131797413665,5.990828501276,0.37534554981843,5.7103329357812,0.060584004415959,0.076593526491451
7.128125e-05,99.984095967251,0.12622954989759,1.3532859221547,6.099046088892,0.37712890459797,5.8140664214894,0.061418111937634,0.078374374000354
7.178125e-05,99.26224401982,0.12545948321773,1.3875922382175,6.2065605422818,0.37888460658455,5.9191406986406,0.062241596926444,0.078683294813646
7.228125e-05,97.793109418778,0.12424643240785,1.4268779362638,6.313083820687,0.38027890723607,6.0258690918613,0.063051856548985,0.077727578453886
7.278125e-05,96.781336400204,0.12392846012281,1.4703181008444,6.4193494508452,0.38149049551064,6.1343857292849,0.063851841402458,0.075851447684151
7.328125e-05,96.637098587948,0.12481179842322,1.5094269874485,6.5264335430241,0.38261493203031,6.2447769821067,0.064649146949856,0.073433059784111
7.378125e-05,96.887215647819,0.12644943867462,1.536217721168,6.6351018193058,0.38357675001466,6.3567895231015,0.065452433516109,0.071031647888335
7.428125e-05,97.238940352335,0.12879718622653,1.5736791334726,6.7456660048716,0.38445426390145,6.4699476525079,0.066267604984336,0.069091662455236
7.478125e-05,97.61781551889,0.13036442215796,1.6092151664223,6.857888812571,0.38526449091187,6.5841263026857,0.067096394100195,0.06749356397425
