time,DJ_over_J,DJint,Fy,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
4.26e-05,-0.59269289283442,-0.026393747109047,96.7027369364,0.044531910924096,1.8643376335145,0.11811085017302,1.7034931283623,0.022588414603847,1.9050703019414,0.083571374792575
4.27e-05,-0.57687526107384,-0.02603516165487,97.432271238044,0.045131354058078,1.8743676333351,0.11854423414199,1.7125151133155,0.022720959678687,1.9155557763474,0.084409222315495
4.28e-05,-0.56127026253716,-0.025667758659334,98.09728098592,0.045731549259898,1.8845029446629,0.11897586374145,1.7215698078079,0.022854515962257,1.9260729445464,0.085264328197833
4.29e-05,-0.54578230900052,-0.025291004034255,98.711854191904,0.04633899563467,1.89472914536,0.11940652523441,1.7306482600134,0.022989186434786,1.9366161306026,0.086127945353635
4.3e-05,-0.53097397936358,-0.024923813793851,99.264708365602,0.046939802631618,1.9050312726402,0.1198377953815,1.7397470098303,0.023125058519453,1.947179409095,0.086980715540176
4.31e-05,-0.51801928739635,-0.024604209110478,99.709652769692,0.047496704677047,1.9153909103779,0.12027125807408,1.748900525499,0.02326213554197,1.9577568123166,0.087767171684041
4.32e-05,-0.50816644422269,-0.024373328469605,99.979888525994,0.047963278069035,1.9257853984872,0.12070787934699,1.7581418327513,0.023400287214944,1.9683436220098,0.088458297227605
4.33e-05,-0.50197118069337,-0.024250307370005,100.02502211327,0.048310158636016,1.9361908147386,0.12114690527985,1.767471167266,0.023539234430113,1.9789381747315,0.089069307127313
4.34e-05,-0.49880810405346,-0.024214969130657,99.847898412736,0.048545661014484,1.946587331205,0.12158578271183,1.7768604841033,0.023678571571175,1.9895429760548,0.089634600937032
4.35e-05,-0.49705439710149,-0.024213491635805,99.51270422364,0.048713967278033,1.9569633707203,0.12202087283179,1.786280406467,0.023817817808195,2.0001641586438,0.090179842839748
4.36e-05,-0.49490903836483,-0.02418629848601,99.114907203373,0.048870189491631,1.9673161105831,0.12244863662635,1.7957240760491,0.023956482393806,2.0108093996691,0.090709422018753
4.37e-05,-0.49130457957495,-0.024098844408422,98.733719240982,0.049050722118794,1.9776486402154,0.12286702675639,1.8052180662736,0.024094128846936,2.0214855247225,0.091190968108292
4.38e-05,-0.4862136210752,-0.023951842226045,98.402735469887,0.049261972902112,1.9879660896101,0.123275384409,1.8148038363506,0.024230426514382,2.0321972225478,0.091600082581171
4.39e-05,-0.4801235960547,-0.023763734441146,98.119227577005,0.049495035520893,1.998273663471,0.1236759958072,1.8244941990276,0.024365182067082,2.0429473537377,0.091946966795374
4.4e-05,-0.47319130021604,-0.02354174535464,97.879071577569,0.049751010519196,2.0085779523173,0.12406985520853,1.8342628407521,0.024498346668407,2.0537380319515,0.092276532036137
4.41e-05,-0.46487176919817,-0.023267792490403,97.702211866798,0.050052066036483,2.0188895930273,0.12446144622514,1.8440636746477,0.024629997777694,2.0645711247694,0.092638801758289
4.42e-05,-0.45437292676582,-0.022912389969654,97.623529904162,0.050426397833035,2.0292236531129,0.12485441485386,1.853852383817,0.024760299186816,2.0754475354119,0.093064854100391
4.43e-05,-0.44152047577497,-0.022464483125323,97.657314212591,0.050879821792846,2.0395959853151,0.1252528081991,1.863625045646,0.024889448608208,2.0863659315111,0.093532285237493
4.44e-05,-0.42721904525304,-0.021950570001464,97.76931857196,0.051380129807796,2.0500172363238,0.12565782709647,1.8734133429395,0.025017626506359,2.0973222784931,0.093993750519476
4.45e-05,-0.41307276449148,-0.021425944414188,97.884532379836,0.051869661367203,2.0604883196779,0.12606787800652,1.8832690316497,0.02514495998874,2.1083109703652,0.094395101221104
4.46e-05,-0.40050273885718,-0.020945101199087,97.92719824134,0.05229702363298,2.0710005639052,0.12647997951243,1.8932278552395,0.025271510389822,2.1193270451152,0.094713471138045
4.47e-05,-0.39006164543264,-0.020534349233467,97.862471532073,0.0526438563594,2.0815408260175,0.12689092888104,1.9032803208945,0.025397284595815,2.1303680973255,0.094993987834711
4.48e-05,-0.38133502485923,-0.020183977935474,97.711061327625,0.052929777281603,2.0920989110745,0.12729854595725,1.9133854606589,0.025522262082275,2.1414347705163,0.095283178438069
4.49e-05,-0.3732844231734,-0.019858234354288,97.534212788389,0.053198668686647,2.1026738242259,0.1277030701184,1.9234921795689,0.025646425710877,2.1525297491835,0.095634108259616
4.5e-05,-0.3646511983427,-0.019509385164212,97.408167623824,0.053501497466291,2.1132764726037,0.1281035812907,1.9335674453358,0.025769785885215,2.1636559732553,0.096065909157174
4.51e-05,-0.35425084508978,-0.019088521548594,97.403729641355,0.053884194810477,2.1239277519079,0.12850061622016,1.943622351568,0.025892393182002,2.1748147969446,0.096558703961561
4.52e-05,-0.34133660397218,-0.018559979230364,97.566774035921,0.054374418138515,2.1346517662622,0.12889393397836,1.9536735411542,0.026014340782358,2.1860044046506,0.097083706403276
4.53e-05,-0.32618603379674,-0.017926954659919,97.888334051799,0.054959295624198,2.1454650366847,0.12928207345787,1.9637695065449,0.026135761771557,2.1972187704705,0.097588862362191
4.54e-05,-0.31057469174421,-0.017256824413196,98.273154174233,0.055564168207911,2.1563648046104,0.12966570942239,1.973941631474,0.026256826158292,2.2084479478811,0.09804407218649
4.55e-05,-0.29746445263633,-0.016676043249254,98.542987939203,0.056060625400649,2.1673223707801,0.13004345753739,1.984205050076,0.026377738976503,2.2196806696209,0.098430768725168
4.56e-05,-0.28964150965425,-0.016313677688674,98.50727300595,0.056323686850506,2.1782883989986,0.13041530504865,1.9945446923082,0.026498736400539,2.2309092019883,0.098782049859349
4.57e-05,-0.28787544865078,-0.016212836555255,98.085237973563,0.056318927616932,2.1892128572223,0.13078094917507,2.0049269318473,0.026620074162251,2.2421565796255,0.099129096270097
4.58e-05,-0.28969370228358,-0.016269468178786,97.404082578469,0.05616093153057,2.2000726340331,0.13114174727028,2.0153331370596,0.026742003523873,2.2534333891272,0.099512653223707
4.59e-05,-0.28986402114068,-0.016257159057264,96.785633625604,0.056085467224558,2.210891673065,0.13149898546447,2.0257201576118,0.026864734663652,2.2647387040957,0.099988989710363
4.6e-05,-0.28302855203234,-0.015943246269514,96.596107085821,0.056330876001839,2.2217396262714,0.13185499506869,2.0360581762602,0.026988393764045,2.2760873608732,0.10057572278419
4.61e-05,-0.2672547847863,-0.01523182184845,97.033193468839,0.056993635719671,2.2327054170638,0.13221245065972,2.0463645195645,0.027112985503379,2.2874828531138,0.10124119926716
4.62e-05,-0.24571975840308,-0.014239978220816,97.984005019024,0.057952108993435,2.2438555107915,0.13257471535962,2.0566536170448,0.027238374412084,2.2989133143195,0.10196715440324
4.63e-05,-0.22494427401066,-0.01325226471032,99.053321426506,0.058913545448559,2.2551971031531,0.13294518675181,2.066945172376,0.027364295375999,2.3103556774779,0.10270008924402
4.64e-05,-0.21117212442703,-0.012577382872373,99.75378993815,0.059559863341333,2.2666672256913,0.1333278974256,2.0772648874756,0.027490395979245,2.3217862053793,0.103377287864
4.65e-05,-0.20755074022795,-0.012392114507181,99.747315881351,0.059706433682536,2.2781555961987,0.1337250069877,2.0876556419767,0.027616303477267,2.3331918447453,0.10394592044171
4.66e-05,-0.21315412473582,-0.012658580992002,99.003071665915,0.059386985861478,2.2895497223868,0.13413834644964,2.0981297690906,0.027741700003989,2.3445766091585,0.10439952900521
4.67e-05,-0.22348447594432,-0.013147823055747,97.801137703624,0.058831035132047,2.3007807810829,0.13456692490338,2.1087058213462,0.027866384382722,2.3559999335463,0.10474450351625
