time,EW,EW_br,FE,FE_br,Fy_top,J,KE,KE_br,PEW,SE,SE_br,max_disp_y,preset_ext_power,preset_ext_work_p
3.75,0.077815918581104,-1.3072342899447e-07,0,0,99.967988835783,3.2925471501451e-11,0.037456426896729,1.6163546917276e-08,0.079220732090548,0.038779175151915,3.1178713738216e-08,0.0004235731699936,0.021928833064608,0.079644517677222
4,0.083252530059252,-1.2382738087869e-06,0,0,100.55303337444,6.4570427818205e-10,0.040170320653024,1.8797868440777e-07,0.084599863045164,0.041443975803028,3.562031783223e-07,0.00045219844659614,0.021362924949798,0.085055987429022
4.25,0.088605078391556,-8.2810203640301e-06,0,0,99.657353683598,9.4682376746848e-09,0.042888052642213,1.5850300471834e-06,0.089943303547136,0.044071599046992,2.9459720502914e-06,0.00048071693644809,0.021562274215953,0.090421637324741
4.5,0.094018732061982,-3.8865111102455e-05,0,0,99.728745719757,1.0371121329541e-07,0.045609303533552,9.6867604946182e-06,0.095343962223053,0.046753315577568,1.7693197134609e-05,0.00050942246475231,0.021878673544039,0.09585175579474
4.75,0.099465603715584,-0.00012690116478942,0,0,100.31635486682,8.4648557962584e-07,0.048333978051432,4.282473357999e-05,0.10074600299238,0.049434421463533,7.769770797537e-05,0.00053808708942987,0.021598990698693,0.10128646382508
5,0.10485879333077,-0.00028484274835751,0,0,99.951798690579,5.128358214259e-06,0.051061699703321,0.000136321276549,0.10611425450301,0.052080121718743,0.00025323062836022,0.00056664182534584,0.021554239117367,0.10668061755209
5.25,0.11026442418741,-0.00043241691563576,0,0,99.734045311653,2.2953355695386e-05,0.053789778473207,0.00030929986625343,0.11150665690795,0.054752558352262,0.0006301210758861,0.00059528938596286,0.021802957936188,0.11210026718378
5.5,0.11570826548119,-0.00043297806085126,0,0,100.10764684018,7.5580586582381e-05,0.056511446190605,0.00048939840555806,0.11691696984804,0.057455593983063,0.0012484800882243,0.00062396511217029,0.021729854560337,0.11754186874585
5.75,0.12112988627847,-0.00026931105448924,7.3982925433766e-08,0,100.06106748495,0.00018319452083008,0.059213313229187,0.00051490619844152,0.12230768925289,0.060167729646525,0.002052172886871,0.00065255651987175,0.021621394937475,0.12296077493308
6,0.12654344486229,-7.6918913478481e-05,8.0213203837524e-06,0,99.82165145313,0.00033212618669755,0.061879906881218,0.00032277777753377,0.12770331034177,0.062920382525911,0.0028559478655483,0.00068116899996409,0.021759418202538,0.12838337657558
6.25,0.13198412685703,3.2857651460325e-05,3.955386039558e-05,0,99.983248485864,0.00047458215467734,0.064505995302935,9.0024486709019e-05,0.13311725343434,0.065708121508765,0.0034121902371708,0.00070983041806463,0.021790686691842,0.13382713968738
6.5,0.13742304805112,6.8165857017619e-05,8.7284361282686e-05,0,100.06648321974,0.00059165548876743,0.067093976585672,1.039805979337e-05,0.1385249422755,0.068510533802204,0.0036675108228873,0.00073845399745318,0.021704123501901,0.13926399096159
6.75,0.14285068855585,7.9676048178202e-05,0.0001308826423209,0,99.906754878594,0.00070839166233882,0.069644443358101,2.8225890862379e-05,0.14393003672409,0.071350470512328,0.0037543292459354,0.00076706182275219,0.02175659621077,0.14469658092568
7,0.14829272231438,7.7741024784609e-05,0.00016825748807605,0,99.933370157543,0.00082691820895185,0.072162446442885,2.0650936650336e-05,0.14934806478302,0.074239766221495,0.0036683370556016,0.00079570084413714,0.021818438028933,0.15014346020564
7.25,0.15374214467197,7.8309487975866e-05,0.00021793162501015,0,100.03302412195,0.00093337290742147,0.074648881691751,6.5034873211524e-06,0.15476806794067,0.077152692915418,0.0034257156065317,0.00082433434172771,0.021776091363609,0.15559277637971
7.5,0.15918438287771,9.197544330275e-05,0.00029777771426702,0,99.960325579723,0.0010382403749852,0.077103593280432,5.9605862462483e-06,0.16018485449689,0.080062269408878,0.0032500918258307,0.00085295110067998,0.021783004976617,0.16103766342224
7.75,0.16463229762202,9.3076786332362e-05,0.00040653829631435,0,99.928154838269,0.0011468043566194,0.079529698625813,2.3689803190359e-06,0.1656090556315,0.08297962047559,0.0032535903553118,0.00088158042653081,0.021837967372912,0.16649028496593
8,0.17008940144797,9.2407715521099e-05,0.00052766203453346,0,99.997480393891,0.0012561925443036,0.081924459787842,1.8789641178352e-06,0.1710386699155,0.085922760996204,0.0033572364202236,0.00091021300957138,0.021831856061553,0.17194901289524
8.25,0.17554458431357,9.6422495083715e-05,0.00065237794460908,0,99.982994014242,0.0013669349258146,0.084289299186632,1.1476780706417e-06,0.17646716810081,0.088889873622921,0.0034333402524544,0.00093883622346313,0.021824220453074,0.17740602245956
8.5,0.18100132843858,9.581643810103e-05,0.00079072641406697,0,99.940759422819,0.0014781943215323,0.086625968997616,3.3527196804403e-07,0.18189952399679,0.091875097208294,0.0034144409870171,0.00096747001687662,0.021861337754528,0.18286671723551
8.75,0.18646577062936,9.6330158939278e-05,0.0009515901282026,0,99.973697703577,0.001590435216093,0.088934816068316,5.4068034935638e-07,0.18733777537085,0.094871505486377,0.0033572896772806,0.00099612684305746,0.02187558583769,0.18833383268454
