"DJ","DJ1","DJ1_br","DJ2","DJ2_br","DJ_br","EW","EW_br","FE","FE_br","Fy_top","J","KE","KE_br","PEW","SE","SE_br","max_disp_y","preset_ext_power","preset_ext_work_p","Time"
0.0040331,-0.012449,-0.00078042,0.016482,-0.00058867,-0.0013691,2.368,-0.0075779,0.15326,0.051089,99.886,0.059844,2.1618,0.012822,2.4231,0.093867,0.001726,0.028,0.11791,2.6504,47
0.004082,-0.01147,-0.00076142,0.015552,-0.00081084,-0.0015723,2.3979,-0.0077077,0.15492,0.051182,100.82,0.06071,2.1891,0.013082,2.4521,0.094122,0.0016931,0.028304,0.11746,2.6799,47.25
0.004433,-0.011186,-0.00076814,0.015619,-0.00017468,-0.00094281,2.4278,-0.0078456,0.15659,0.051264,100.54,0.060984,2.2168,0.013301,2.481,0.093866,0.0016717,0.028609,0.11714,2.7092,47.5
0.0043109,-0.011283,-0.0007053,0.015594,9.1963e-05,-0.00061334,2.4572,-0.0079903,0.15828,0.051335,99.491,0.060973,2.2449,0.013548,2.5098,0.093218,0.0016557,0.028915,0.11725,2.7385,47.75
0.003656,-0.01145,-0.00063284,0.015106,-0.00021071,-0.00084355,2.4864,-0.0081522,0.15998,0.051399,98.27,0.060954,2.2734,0.01381,2.5386,0.092325,0.0016314,0.02922,0.11788,2.7679,48
0.0032376,-0.011446,-0.00053441,0.014684,-0.00034519,-0.0008796,2.5155,-0.0083055,0.1617,0.051457,97.373,0.061124,2.3022,0.014063,2.5677,0.091295,0.0016074,0.029524,0.11893,2.7975,48.25
0.0036589,-0.011085,-0.00044525,0.014744,0.00018979,-0.00025547,2.5448,-0.0084223,0.16343,0.051511,97.121,0.061632,2.3313,0.01431,2.597,0.090268,0.0016064,0.029825,0.12015,2.8274,48.5
0.0028547,-0.010326,-0.00047355,0.01318,-0.00075139,-0.0012249,2.5746,-0.0085072,0.16517,0.051564,97.574,0.062498,2.3605,0.014548,2.6265,0.089318,0.0015968,0.030124,0.12123,2.8575,48.75
0.003493,-0.0093981,-0.00063319,0.012891,-0.00031911,-0.0009523,2.6049,-0.0085709,0.16692,0.051617,98.422,0.063504,2.3901,0.014849,2.6561,0.088494,0.0015899,0.030418,0.12194,2.8879,49
0.0057841,-0.0087092,-0.00082287,0.014493,0.0019924,0.0011695,2.6355,-0.0086188,0.16869,0.051674,99.094,0.064272,2.4195,0.015004,2.6859,0.08772,0.001587,0.030707,0.12231,2.9185,49.25
0.0051042,-0.0085387,-0.00098286,0.013643,0.0016917,0.00070885,2.6663,-0.0086507,0.17049,0.051727,99.138,0.064568,2.4492,0.015123,2.7158,0.086801,0.0015682,0.030993,0.12261,2.9491,49.5
0.0038025,-0.0088222,-0.0011312,0.012625,0.0010462,-8.4984e-05,2.6969,-0.00867,0.17234,0.05178,98.558,0.064501,2.4791,0.015235,2.7458,0.08564,0.001555,0.031276,0.12312,2.9798,49.75
0.0025475,-0.0092419,-0.0013117,0.011789,0.00043261,-0.00087905,2.7274,-0.0086787,0.17424,0.051833,97.778,0.064425,2.5093,0.015249,2.7759,0.084237,0.0015545,0.03156,0.12399,3.0107,50
0.0024308,-0.0094981,-0.001489,0.011929,0.0006725,-0.00081651,2.7579,-0.0086763,0.17621,0.051888,97.287,0.064641,2.5399,0.015185,2.8063,0.082706,0.001569,0.031845,0.1251,3.0418,50.25
0.0018628,-0.0095013,-0.0015834,0.011364,7.0404e-05,-0.001513,2.7887,-0.0086692,0.17823,0.051943,97.291,0.065205,2.5707,0.015141,2.837,0.08118,0.0015673,0.032134,0.12624,3.0732,50.5
0.0025581,-0.0093772,-0.0014953,0.011935,0.000404,-0.0010913,2.8198,-0.0086647,0.1803,0.051996,97.631,0.065929,2.6017,0.015133,2.868,0.079792,0.0015721,0.032427,0.12724,3.1049,50.75
0.0031864,-0.0093446,-0.0012012,0.012531,0.00054354,-0.00065765,2.8512,-0.0086664,0.18238,0.052047,97.935,0.066539,2.6328,0.0151,2.8992,0.078581,0.0015964,0.032725,0.12808,3.1368,51
0.003588,-0.0095515,-0.00087992,0.01314,0.00064398,-0.00023595,2.8828,-0.0086858,0.18446,0.052093,97.89,0.066853,2.6639,0.015116,2.9306,0.077446,0.0015975,0.033027,0.1289,3.169,51.25
0.0024238,-0.0099656,-0.00067975,0.012389,-0.00046458,-0.0011443,2.9143,-0.0087319,0.18652,0.052135,97.439,0.066904,2.6951,0.015218,2.9623,0.076378,0.0016041,0.033333,0.12988,3.2013,51.5
0.0019577,-0.010407,-0.00054952,0.012365,-0.00065056,-0.0012001,2.9458,-0.0087955,0.18857,0.052176,96.783,0.066893,2.7266,0.015409,2.9944,0.075458,0.0016182,0.033644,0.13114,3.2339,51.75
0.0016322,-0.01071,-0.00046731,0.012342,-0.0006952,-0.0011625,2.9773,-0.0088677,0.19058,0.052216,96.187,0.067012,2.7581,0.015669,3.0268,0.074789,0.0016275,0.033958,0.13266,3.2669,52
0.0016446,-0.010863,-0.0005227,0.012507,-0.00038786,-0.00091056,3.009,-0.0089542,0.19257,0.052253,95.766,0.067278,2.7899,0.016016,3.0597,0.074318,0.0016266,0.034276,0.13436,3.3003,52.25
0.0011035,-0.011,-0.00072335,0.012104,-0.00047703,-0.0012004,3.0408,-0.0090506,0.19454,0.052288,95.424,0.067549,2.8219,0.016392,3.0932,0.073923,0.0016396,0.034596,0.13619,3.3341,52.5
0.00054756,-0.011249,-0.00085466,0.011797,-0.00046651,-0.0013212,3.0729,-0.009139,0.1965,0.052324,95.01,0.067685,2.8545,0.01678,3.1272,0.073479,0.0016613,0.03492,0.13818,3.3684,52.75
0.000145,-0.011566,-0.00084737,0.011711,-0.00037918,-0.0012265,3.1051,-0.0092084,0.19846,0.052359,94.522,0.067726,2.8875,0.017143,3.1617,0.073025,0.0016915,0.035247,0.14037,3.4032,53
-0.00030514,-0.01174,-0.00081757,0.011434,-0.00050741,-0.001325,3.1376,-0.009276,0.20043,0.052394,94.166,0.067894,2.9211,0.017538,3.1969,0.072671,0.0017205,0.035577,0.14275,3.4386,53.25
-0.00074246,-0.011548,-0.00087783,0.010805,-0.00084414,-0.001722,3.1706,-0.0093505,0.20244,0.052433,94.196,0.068422,2.9551,0.017948,3.2327,0.072506,0.0017529,0.035912,0.14517,3.4746,53.5
-0.00024663,-0.010917,-0.00086823,0.01067,-0.00074816,-0.0016164,3.2044,-0.0094335,0.20448,0.052475,94.714,0.06939,2.9894,0.01839,3.2691,0.072576,0.001782,0.036252,0.14748,3.5112,53.75
0.001267,-0.0099259,-0.00084794,0.011193,-0.00022799,-0.0010759,3.2391,-0.0095325,0.20655,0.052524,95.624,0.070719,3.0241,0.018862,3.306,0.072895,0.0018096,0.036596,0.1495,3.5483,54
0.0025948,-0.008711,-0.00087347,0.011306,-0.00017631,-0.0010498,3.2749,-0.0096454,0.20865,0.05258,96.745,0.072269,3.0588,0.019344,3.3434,0.073483,0.0018356,0.036944,0.15108,3.5859,54.25
0.0036475,-0.0074047,-0.00092131,0.011052,-0.00030925,-0.0012306,3.3117,-0.0097622,0.21075,0.052639,97.924,0.073914,3.0937,0.019839,3.3811,0.074286,0.0018667,0.037293,0.15214,3.6238,54.5
0.0047073,-0.006139,-0.0010434,0.010846,-0.00013564,-0.0011791,3.3496,-0.0098739,0.21285,0.052702,99.047,0.075528,3.1287,0.020374,3.419,0.075125,0.001888,0.037641,0.15264,3.6619,54.75
0.0053886,-0.0050616,-0.0012487,0.01045,1.3444e-05,-0.0012353,3.3882,-0.0099714,0.21494,0.052769,100,0.076968,3.1639,0.020878,3.4569,0.075746,0.0019075,0.037986,0.15263,3.7,55
0.0061481,-0.0043321,-0.0014696,0.01048,0.00061697,-0.00085262,3.4271,-0.010053,0.21703,0.052839,100.64,0.078084,3.1994,0.021319,3.4948,0.07593,0.0019147,0.038324,0.15224,3.7382,55.25
0.0051921,-0.0041011,-0.0016498,0.0092933,-1.5684e-05,-0.0016655,3.4661,-0.010135,0.21914,0.05291,100.81,0.078744,3.2354,0.021744,3.5326,0.075638,0.0019221,0.038656,0.15172,3.7762,55.5
0.0047115,-0.004462,-0.001757,0.0091735,0.00034579,-0.0014112,3.5046,-0.010232,0.22126,0.052978,100.39,0.078874,3.2717,0.022149,3.5704,0.074984,0.0019367,0.03898,0.15136,3.814,55.75
0.003795,-0.0053727,-0.0018958,0.0091677,0.00073006,-0.0011657,3.5424,-0.010337,0.22338,0.053044,99.381,0.078525,3.3082,0.022517,3.6081,0.0742,0.0019581,0.039299,0.15146,3.8519,56
0.0017216,-0.0066013,-0.0020611,0.0083229,0.00027574,-0.0017854,3.5795,-0.010422,0.22549,0.053109,97.96,0.077916,3.3448,0.022869,3.6458,0.073482,0.001984,0.039613,0.15215,3.8898,56.25
8.1347e-05,-0.0077563,-0.0022269,0.0078377,0.00019871,-0.0020282,3.6159,-0.01048,0.22758,0.053174,96.483,0.077408,3.3814,0.023211,3.6839,0.072902,0.0020173,0.039927,0.1535,3.928,56.5
-0.00064684,-0.0083921,-0.0023826,0.0077453,0.00052709,-0.0018555,3.6521,-0.01053,0.22965,0.053239,95.412,0.077414,3.4183,0.023532,3.7223,0.072436,0.0020559,0.040243,0.15536,3.9667,56.75
-0.00053525,-0.0081525,-0.0025851,0.0076173,0.00086243,-0.0017227,3.6888,-0.010597,0.23169,0.053305,95.172,0.078268,3.4556,0.023876,3.7613,0.072071,0.0020976,0.040564,0.15747,4.0058,57
0.00081406,-0.0069523,-0.0027676,0.0077663,0.0014278,-0.0013398,3.7263,-0.010683,0.23369,0.053371,95.961,0.080052,3.4932,0.024153,3.8007,0.071831,0.00215,0.040891,0.15932,4.0454,57.25
0.001417,-0.005132,-0.0027954,0.006549,0.00045057,-0.0023448,3.7651,-0.010763,0.23567,0.053436,97.546,0.082443,3.5312,0.024439,3.8405,0.071682,0.0022094,0.041225,0.16048,4.0853,57.5
0.0026768,-0.0033886,-0.0027241,0.0060654,-9.2101e-06,-0.0027333,3.8051,-0.010832,0.23761,0.0535,99.255,0.084761,3.5695,0.02469,3.8805,0.071456,0.0022752,0.041565,0.16079,4.1255,57.75
0.0040461,-0.0023863,-0.002795,0.0064324,0.00041718,-0.0023778,3.8457,-0.010927,0.23952,0.05356,100.32,0.08633,3.6081,0.025041,3.9204,0.070893,0.0023022,0.041909,0.16059,4.1657,58
0.003289,-0.0023108,-0.0030255,0.0055998,-0.00011997,-0.0031454,3.8865,-0.011052,0.24141,0.053618,100.37,0.086938,3.6472,0.025356,3.9604,0.069898,0.0023397,0.042256,0.16032,4.2058,58.25
0.0015994,-0.002793,-0.0031752,0.0043924,-0.00080541,-0.0039807,3.927,-0.011171,0.24327,0.053674,99.655,0.086929,3.6866,0.025529,4.0002,0.068533,0.0023893,0.042603,0.16038,4.2459,58.5
0.0013191,-0.0032674,-0.003225,0.0045864,-1.9491e-05,-0.0032445,3.967,-0.011264,0.24512,0.05373,98.752,0.086866,3.7266,0.025913,4.0401,0.066895,0.0023909,0.04295,0.16084,4.286,58.75
-2.0431e-06,-0.0033803,-0.0032537,0.0033782,-0.00069387,-0.0039476,4.0067,-0.011327,0.24695,0.053784,98.113,0.087123,3.7667,0.026132,4.0801,0.065228,0.0024292,0.043297,0.16159,4.3263,59
-0.0018455,-0.0030858,-0.0033709,0.0012403,-0.0023039,-0.0056748,4.0463,-0.011379,0.24875,0.053836,97.867,0.087772,3.8071,0.026599,4.1204,0.063601,0.0024477,0.043644,0.16246,4.3668,59.25
-0.0028483,-0.0024607,-0.0036441,-0.00038766,-0.0033056,-0.0069498,4.0862,-0.011438,0.25053,0.053889,97.958,0.088756,3.8475,0.026858,4.1608,0.062134,0.0024996,0.04399,0.16332,4.4076,59.5
-0.0019858,-0.0015994,-0.0037907,-0.00038645,-0.0027057,-0.0064964,4.1265,-0.011485,0.2523,0.053943,98.32,0.08999,3.8882,0.027355,4.2016,0.060842,0.0025272,0.044334,0.16406,4.4485,59.75
-0.0005829,-0.00068069,-0.0037971,9.7788e-05,-0.001793,-0.0055901,4.1674,-0.011496,0.25405,0.054,98.844,0.091305,3.9287,0.027586,4.2425,0.059748,0.0026153,0.044676,0.16457,4.4896,60
-0.0028182,-2.2201e-05,-0.0037907,-0.002796,-0.0043939,-0.0081846,4.2087,-0.011485,0.25578,0.054057,99.265,0.092393,3.9695,0.028028,4.2835,0.058607,0.002712,0.045015,0.16487,4.5307,60.25
0.0010962,9.4456e-05,-0.0039558,0.0010018,-0.00030439,-0.0042602,4.25,-0.011479,0.25747,0.054116,99.261,0.092981,4.0103,0.028252,4.3245,0.057295,0.0028302,0.045353,0.16513,4.572,60.5
-0.0010382,-0.00029947,-0.0041328,-0.00073871,-0.0016673,-0.0058001,4.2912,-0.011467,0.25911,0.054176,98.732,0.093108,4.0514,0.028356,4.3657,0.05573,0.0029629,0.045691,0.16557,4.6133,60.75
0.00084238,-0.00083745,-0.0041238,0.0016798,0.0010053,-0.0031185,4.332,-0.011429,0.26069,0.054238,97.94,0.093136,4.093,0.028472,4.407,0.054099,0.0030932,0.046032,0.16637,4.6548,61
0.0030114,-0.0011335,-0.0039845,0.004145,0.0035026,-0.0004819,4.3727,-0.011378,0.26222,0.054305,97.289,0.093429,4.1347,0.028589,4.4486,0.052705,0.0032893,0.046375,0.1675,4.6965,61.25
0.0042502,-0.0010737,-0.0038235,0.0053238,0.0045551,0.00073158,4.4136,-0.011341,0.26367,0.054376,96.986,0.094074,4.1768,0.028923,4.4904,0.051571,0.0033888,0.046722,0.16876,4.7386,61.5
0.0027971,-0.00085873,-0.0035909,0.0036558,0.0027394,-0.00085157,4.4547,-0.011322,0.26507,0.054448,96.905,0.094843,4.2186,0.029101,4.5326,0.050802,0.003497,0.04707,0.17003,4.7809,61.75
0.0017233,-0.00074938,-0.0032012,0.0024726,0.0014432,-0.001758,4.4962,-0.011308,0.2664,0.054521,96.762,0.095463,4.2604,0.029193,4.5751,0.050269,0.003567,0.047418,0.17132,4.8236,62
0.003187,-0.00097156,-0.0027645,0.0041586,0.0030448,0.00028036,4.5379,-0.01129,0.26768,0.054603,96.348,0.095729,4.3026,0.029548,4.6179,0.049859,0.0036394,0.047764,0.17274,4.8666,62.25
-0.0010081,-0.0015589,-0.0025848,0.00055087,-0.00062226,-0.0032071,4.5796,-0.011285,0.26891,0.054683,95.641,0.095674,4.3451,0.030121,4.6612,0.049714,0.0037183,0.048107,0.17442,4.91,62.5
0.0003818,-0.0025116,-0.0028387,0.0028934,0.0018579,-0.00098083,4.6212,-0.011308,0.2701,0.054765,94.779,0.09534,4.3877,0.030603,4.7049,0.04982,0.0037295,0.048446,0.17645,4.9539,62.75
0.0048201,-0.0035194,-0.0034157,0.0083395,0.0077058,0.0042901,4.663,-0.011353,0.27125,0.054845,93.986,0.095028,4.4306,0.031164,4.7491,0.050275,0.0036985,0.048783,0.17883,4.9983,63
0.0037844,-0.0042643,-0.0040668,0.0080487,0.0079307,0.0038639,4.705,-0.011406,0.27234,0.054922,93.475,0.095021,4.4738,0.031597,4.794,0.051034,0.003611,0.04912,0.18149,5.0433,63.25
-0.0064366,-0.0047789,-0.0044958,-0.0016577,-0.0013548,-0.0058507,4.7475,-0.011457,0.2734,0.054999,93.335,0.09526,4.5172,0.03178,4.8395,0.051991,0.0035585,0.04946,0.18424,5.089,63.5
-0.0075568,-0.004856,-0.0046397,-0.0027008,-0.0020872,-0.006727,4.7905,-0.011489,0.27443,0.055073,93.473,0.095883,4.5617,0.032367,4.8856,0.053095,0.0035602,0.049805,0.18694,5.1354,63.75
-0.0066851,-0.0047024,-0.00483,-0.0019827,-0.001244,-0.006074,4.8342,-0.011486,0.27544,0.055149,93.713,0.096677,4.6065,0.032687,4.9325,0.054411,0.0036942,0.050156,0.18952,5.1825,64
-0.0033547,-0.0044345,-0.0053172,0.0010798,0.0019909,-0.0033263,4.8785,-0.011466,0.27644,0.055223,93.993,0.097539,4.6515,0.032731,4.9799,0.05596,0.0038711,0.050515,0.192,5.2302,64.25
-0.0037246,-0.0037158,-0.0059127,-8.8336e-06,0.0012898,-0.0046228,4.9237,-0.011459,0.27744,0.055299,94.461,0.0988,4.697,0.03283,5.0279,0.057709,0.0040035,0.050882,0.19432,5.2785,64.5
-0.0072823,-0.0024942,-0.0061436,-0.0047881,-0.0031636,-0.0093072,4.9699,-0.011445,0.27845,0.055376,95.327,0.10057,4.7428,0.032837,5.0764,0.059747,0.0041562,0.051256,0.19634,5.3273,64.75
-0.003313,-0.00099993,-0.0059144,-0.002313,-0.00061409,-0.0065285,5.0174,-0.011402,0.27948,0.055453,96.621,0.10266,4.7886,0.032542,5.1254,0.062013,0.0043076,0.051635,0.19786,5.3766,65
-0.0014932,0.00052719,-0.0058153,-0.0020203,-0.00040108,-0.0062164,5.0661,-0.011389,0.28053,0.055537,98.13,0.10482,4.8352,0.033042,5.1747,0.064307,0.0043673,0.05202,0.19875,5.4261,65.25
0.00076203,0.0018134,-0.0062387,-0.0010514,0.0006685,-0.0055702,5.1158,-0.011469,0.2816,0.055622,99.552,0.10678,4.8817,0.033396,5.2242,0.066496,0.0044533,0.052407,0.19903,5.4759,65.5
3.7069e-05,0.00248,-0.0067366,-0.0024429,-0.00051338,-0.0072499,5.1662,-0.01162,0.28268,0.055713,100.66,0.10816,4.9283,0.033663,5.2737,0.068389,0.0045858,0.052796,0.19881,5.5256,65.75
0.0031615,0.0025372,-0.0069204,0.00062427,0.0026407,-0.0042796,5.2168,-0.011765,0.28377,0.055808,101.26,0.10893,4.9757,0.034385,5.3231,0.069752,0.004632,0.053185,0.19831,5.5752,66
-0.0023138,0.0019591,-0.0069924,-0.004273,-0.002469,-0.0094614,5.2672,-0.011848,0.28488,0.055914,101.17,0.1091,5.0233,0.034937,5.3724,0.070874,0.0048238,0.053573,0.19777,5.6248,66.25
-0.0085165,0.00052038,-0.0071175,-0.0090369,-0.007466,-0.014583,5.317,-0.011888,0.286,0.056027,100.29,0.10844,5.0708,0.035434,5.4216,0.071815,0.0050608,0.053959,0.19753,5.6742,66.5
-0.01474,-0.001391,-0.007172,-0.013349,-0.01188,-0.019052,5.366,-0.011945,0.28714,0.05614,98.805,0.10728,5.1182,0.035861,5.4707,0.072786,0.0053266,0.054344,0.19785,5.7236,66.75
-0.0091888,-0.0033508,-0.0072038,-0.0058379,-0.0043788,-0.011583,5.4141,-0.012051,0.2883,0.056261,97.13,0.10603,5.1658,0.036632,5.5201,0.073801,0.005473,0.054727,0.19886,5.7732,67
-0.011476,-0.0049681,-0.0075398,-0.0065081,-0.004683,-0.012223,5.4618,-0.012225,0.28948,0.056385,95.769,0.10501,5.2137,0.037738,5.5698,0.075015,0.0056227,0.055111,0.20049,5.8231,67.25
-0.0018931,-0.0056575,-0.0084204,0.0037644,0.00649,-0.0019304,5.5094,-0.012469,0.29068,0.056516,95.051,0.1048,5.2613,0.038404,5.6199,0.076484,0.005838,0.055497,0.20251,5.8735,67.5
-0.0026884,-0.0054605,-0.0094062,0.002772,0.0067895,-0.0026167,5.5575,-0.012722,0.2919,0.056656,95.045,0.10543,5.3097,0.039369,5.6706,0.078112,0.0060468,0.055887,0.20462,5.9244,67.75
-7.5954e-06,-0.0045743,-0.0098207,0.0045667,0.009898,7.7313e-05,5.6065,-0.012883,0.29316,0.056808,95.666,0.10678,5.3581,0.039868,5.7217,0.079902,0.0062885,0.056281,0.20655,5.9758,68
-0.0014317,-0.0029914,-0.0096361,0.0015597,0.0077833,-0.0018527,5.6567,-0.012897,0.29447,0.056973,96.781,0.10887,5.4068,0.040241,5.7733,0.081612,0.0063707,0.056679,0.20804,6.0276,68.25
0.0073727,-0.0012112,-0.009556,0.0085838,0.015309,0.0057532,5.7082,-0.012846,0.2958,0.057142,98.153,0.11124,5.4554,0.04033,5.8252,0.083358,0.0065726,0.057079,0.20891,6.0797,68.5
0.00056755,7.6003e-05,-0.010287,0.00049155,0.0078961,-0.0023913,5.7607,-0.012907,0.29714,0.057308,99.361,0.11316,5.5054,0.041562,5.8772,0.084487,0.0065505,0.057481,0.20915,6.132,68.75
-0.0092496,0.00038248,-0.011651,-0.0096321,-0.00095893,-0.012609,5.8136,-0.013155,0.29848,0.057471,99.976,0.11411,5.5551,0.04181,5.9292,0.085346,0.0068087,0.057881,0.20905,6.1842,69
-0.0085163,-0.00032931,-0.012765,-0.008187,0.0019728,-0.010792,5.8664,-0.013423,0.29981,0.057637,99.867,0.11406,5.6059,0.042313,5.9812,0.085364,0.0067708,0.058278,0.20902,6.2365,69.25
-0.016125,-0.0015957,-0.012748,-0.014529,-0.0035507,-0.016298,5.9186,-0.013522,0.3011,0.057792,99.249,0.11348,5.6575,0.042918,6.0332,0.085098,0.0068444,0.058671,0.20932,6.2888,69.5
-0.018856,-0.0029059,-0.012333,-0.01595,-0.005088,-0.017421,5.9703,-0.013458,0.30235,0.057946,98.414,0.11291,5.7092,0.043294,6.0854,0.084869,0.0071078,0.059061,0.21002,6.3412,69.75
-0.013983,-0.0039703,-0.012702,-0.010013,0.00058147,-0.012121,6.0217,-0.013412,0.30355,0.058093,97.566,0.11266,5.7609,0.043631,6.1377,0.084642,0.0073445,0.059449,0.21107,6.3938,70
