time,DJ,DJ1,DJ1_br,DJ2,DJ2_br,DJ_br,EW,EW_br,FE,FE_br,Fy,J,KE,KE_br,PEW,SE,SE_br,ce_int,max_disp_y
13.5,0.0022283433118087,0.00011482339928186,-3.6397965006452e-06,0.0021135199125269,3.6099377022423e-06,-2.9858798402888e-08,0.28311976172986,4.2884224070131e-06,0.03515751896805,0,101.20867753402,0.0036800447811905,0.17684452989516,3.1863115013337e-05,0.28856202947333,0.099781130031643,0.0012734559459565,0,0.0021977338450445
13.75,0.0021957810535943,0.00015785803893536,-3.3782481246806e-06,0.0020379230146589,3.3547827499155e-06,-2.3465374765113e-08,0.28824400305498,3.6944398165892e-06,0.037629272867588,0,101.16290449818,0.0038285523572927,0.18356524717075,3.6136691712625e-05,0.2936076190184,0.097550583080223,0.0012695912711197,0,0.0022835020596845
14,0.0021107171535757,0.00015796245428049,-3.2346326384698e-06,0.0019527546992952,3.1409779808773e-06,-9.3654657592467e-08,0.29355123016953,3.0098744999323e-06,0.040156425538382,0,100.24358599643,0.0039337421296944,0.1902079266057,4.0839758096969e-05,0.29856052046167,0.095228756471716,0.0012645788070504,0,0.0023665151192064
14.25,0.0019909829787748,0.0001325097689962,-3.2417605303814e-06,0.0018584732097786,2.9956247033392e-06,-2.4613582704213e-07,0.2987181931525,2.2282800577004e-06,0.042731574480926,0,99.407119836036,0.0040142231509798,0.1968472305517,4.6075833128418e-05,0.30352214326271,0.09291157067906,0.0012561704736382,0,0.0024457797155871
14.5,0.0018846087420497,0.00012864497826498,-3.2539764670723e-06,0.0017559637637847,2.8390278030514e-06,-4.1494866402091e-07,0.30369055829047,1.3448013431855e-06,0.045344819617762,0,99.481110819675,0.0041174095708474,0.20342609100136,5.1999987198122e-05,0.30855164162429,0.090746062687999,0.0012393173101194,0,0.002522968163028
14.75,0.0018106144017583,0.00015895169499782,-2.9843795393719e-06,0.0016516627067605,2.524100443604e-06,-4.6027909576786e-07,0.30862459961709,3.3073814500728e-07,0.047977936507802,0,100.21106207666,0.0042573446044558,0.20993058419071,5.8815999197334e-05,0.31361213235711,0.088651647101386,0.0012046787186805,0,0.0026005689781314
15,0.0017350565583007,0.00018335660924069,-2.2124036957589e-06,0.00155169994906,1.9486098402437e-06,-2.6379385551519e-07,0.31367839963928,-9.1874858514999e-07,0.050592588656687,0,100.61406365742,0.0043966047738609,0.21639025902041,6.6814491066978e-05,0.31863025126947,0.086560222055489,0.0011383319916434,0,0.0026798450986009
15.25,0.0016189344699476,0.00016295505793048,-1.0471822533313e-06,0.0014559794120172,1.1959628245626e-06,1.4878057123127e-07,0.31884299946154,-2.6257228434318e-06,0.053141244030363,0,100.22594036762,0.0044987015322271,0.2227861449738,7.642498779095e-05,0.32359134037118,0.084488863618711,0.0010249028251649,0,0.0027605020643072
15.5,0.0014728119642983,0.0001131246601471,1.2368469310835e-08,0.0013596873041512,6.2889007369777e-07,6.4125854300861e-07,0.323988779539,-5.1055717734318e-06,0.055562522428282,0,99.619317998329,0.004579609355883,0.22911952685024,8.83121468347e-05,0.32855104753325,0.082484090564111,0.00085473307053134,0,0.0028417739426962
15.75,0.0013454474516613,8.3617493964548e-05,3.6709479953132e-07,0.0012618299576968,7.7476400402319e-07,1.1418588035545e-06,0.32905186146754,-8.5751394398253e-06,0.057811721344152,0,99.548474850709,0.0046893694116754,0.23540564165739,0.0001033534495547,0.33355836608884,0.080595567564641,0.00063400711269362,0,0.0029233075149259
16,0.0012589003284622,9.2770477069934e-05,-2.5877514508235e-07,0.0011661298513923,1.9438301764074e-06,1.685055031325e-06,0.33408028624624,-1.2729843789819e-05,0.059869689065507,0,99.948981321127,0.0048506535414402,0.24166841513569,0.00012193742332468,0.33859987365221,0.078781686241365,0.00039341457203679,0,0.0030050565483779
