time,DJ1,DJ2,DJint,EW,FE,Fy,J,KE,PEW,SE,max_disp_y
21,-0.00062747049010407,0.0040018143848909,0.0033743438947868,0.44520803016588,0.082158582258388,90.817667947775,0.0086085853315604,0.37602919064928,0.45317179348823,0.056778026990199,0.0046813653679151
21.25,-0.00082981235111507,0.0038530533625484,0.0030232410114334,0.45287753794677,0.082873744229708,88.666105935251,0.0087177098902674,0.38397231510334,0.46245666099459,0.05777197284533,0.0047840858091084
21.5,-0.0010154335102951,0.0036715849146272,0.0026561514043321,0.46134645475435,0.083859365595921,87.042933336037,0.0088547373308277,0.39259793615222,0.47297159025791,0.059156001442255,0.004895260089881
21.75,-0.0011414189761389,0.0035692666236467,0.0024278476475078,0.47088322033789,0.084978999529124,86.491149795622,0.0090576217232098,0.40208364764652,0.48486020436099,0.060986319688108,0.005016728819483
22,-0.0011511017849098,0.0036030610571961,0.0024519592722863,0.48181831590305,0.086192668933569,87.552887180093,0.0093828929680926,0.41231217505444,0.49813986642376,0.063623955074477,0.0051492387070082
22.25,-0.0010079719704363,0.00380166090395,0.0027936889335137,0.49446378793366,0.087574619118239,90.515522518124,0.0098698012279296,0.42281653763099,0.512646815922,0.067465181345057,0.0052919073515641
22.5,-0.00072994974195427,0.0041616309539164,0.0034316812119621,0.50893425295145,0.08921690129581,95.138028046147,0.010501436047644,0.4330816653889,0.52801670385779,0.072587683232681,0.0054422553783126
22.75,-0.00039398941953832,0.0046141891982337,0.0042201997786954,0.52495284964977,0.091083815815601,100.55223791488,0.011198903446018,0.44281007427876,0.54372870284895,0.078584738833946,0.0055966751457602
23,-0.00011868108125622,0.0049029621680319,0.0047842810867757,0.54178590445122,0.093047106538247,105.41537634653,0.011843590808928,0.45214470984842,0.55921293097094,0.08450065860328,0.0057511744971456
23.25,-3.8686197560949e-05,0.0046520059022982,0.0046133197047372,0.55841337502853,0.094977140941051,108.30026085518,0.01230614713019,0.46163898945439,0.57399379464907,0.089224704086565,0.005902320761737
23.5,-0.00026175477665476,0.0040548299809759,0.0037930752043211,0.5739003969631,0.096822366899485,108.24942624008,0.012484939245941,0.47176480242171,0.58782608816036,0.092244711201592,0.0060481946843829
23.75,-0.00080578229888075,0.0037342376616986,0.0029284553628179,0.58776997816333,0.098633696042668,105.29057730763,0.012362079534565,0.48247061526719,0.6007731991636,0.093956882364646,0.0061889434765622
24,-0.0015544157478227,0.0038476628426068,0.0022932470947841,0.60015682289692,0.10054441791345,100.60029414761,0.012047176417864,0.49335816431967,0.61318400785624,0.095113521458865,0.0063265516994911
24.25,-0.0022819553906163,0.0040916505738848,0.0018096951832685,0.6116981326395,0.10260862648724,96.104759249665,0.011757590262609,0.50418769791165,0.62555949094449,0.096266616754952,0.0064638321724162
24.5,-0.0027540821045956,0.0040507533255784,0.0012966712209829,0.62327501186037,0.10473744113282,93.625770969507,0.011722501155826,0.515065707023,0.63835444384266,0.097641141996866,0.0066030986138605
24.75,-0.0028520298978308,0.0036982810748319,0.00084625117700112,0.63569172227509,0.10686194271647,93.995655869963,0.012060123079704,0.52620823027428,0.65180153571164,0.099308843688356,0.0067451808565567
25,-0.0026444786624996,0.0034025862861523,0.00075810762365275,0.64934096292324,0.10909070015578,96.646673517269,0.012705383550522,0.53764048194552,0.66584192038496,0.10131858162193,0.0068892750301194
25.25,-0.0023583200613181,0.0035619082810622,0.0012035882197441,0.66401169869642,0.11155759335192,99.9530088577,0.013438065686809,0.54919956365498,0.6801945936135,0.10356903309175,0.0070336926310002
25.5,-0.0022560409201838,0.0042565840680658,0.002000543147882,0.67903390766473,0.11435596133856,102.16658530447,0.014002319496495,0.56077964334538,0.6945234423231,0.10573482234991,0.0071770823140023
25.75,-0.0024855397840661,0.0051336266307418,0.0026480868466757,0.6937136843738,0.1174976819118,102.39548974461,0.014253748447923,0.57241068462554,0.70860911032573,0.10753008468188,0.0073193936412936
26,-0.0029968798998852,0.0056679563014414,0.0026710764015562,0.70774422190516,0.12093236183894,101.01629763746,0.014244234702183,0.58413479274074,0.72243442355052,0.10892433393784,0.0074619665055738
26.25,-0.0035852940691969,0.0055958015423662,0.0020105074731693,0.72131657204638,0.124586042431,99.278437086184,0.014183223530029,0.59594248573697,0.73614745672664,0.11010376228943,0.0076066859248532
26.5,-0.0040338032502915,0.0051755851929604,0.0011417819426689,0.73490633380989,0.1283251391259,98.405534924807,0.014296198877957,0.60780375278208,0.74994065929505,0.11129914925582,0.0077548010528024
26.75,-0.0042601285168262,0.0050942645131884,0.00083413599636226,0.74891356047534,0.13199369271795,98.823199229083,0.014675833595064,0.61971306772599,0.76392968577048,0.11262664802425,0.0079062555220458
27,-0.0043687050955672,0.0058716735398248,0.0015029684442576,0.76340598299368,0.13551971037265,100.01501783344,0.015228306335314,0.63169446707775,0.7781039946485,0.11406645007511,0.0080657561707778
27.25,-0.004569177514154,0.0073914871152482,0.0028223096010942,0.77813837611511,0.13883855985465,101.03700960193,0.015752991761547,0.64373784054283,0.79236529784916,0.11558068322416,0.0082294973834414
