time,Fy,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
0,0,0,0,0,0,0,0,0,0
5e-07,62.444702597784,2.371692252312e-20,0.0051525294498296,0,0.00094034744049099,4.2387469890174e-05,0.50550442929378,0.0082100313420052,0.0027151930777295
1e-06,111.83963239527,3.8489177123235e-18,0.018646484824013,0,0.0051396113255951,0.00010583164914785,1.2439435254858,0.020213746150833,0.0091937525517467
1.5e-06,99.660491964648,1.2442033080901e-15,0.029140028963392,0,0.010639554174547,0.00016175922593252,1.8872412493999,0.030688260536531,0.01406841906184
2e-06,97.505440698801,1.6012741805259e-13,0.040107819550825,0,0.016148840161498,0.00022038354777807,2.5736748535473,0.041879127553739,0.019650974363949
2.5e-06,102.25023281667,1.0775879076856e-11,0.051551031239488,0,0.021670742891445,0.00027891661137985,3.2556409527886,0.053013199892858,0.025196864116193
3e-06,98.775559646742,4.2226815810285e-10,0.062358743715447,0,0.02720498820392,0.00033635292020939,3.9211522849607,0.063898579366372,0.030500920435775
3.5e-06,100.16328668943,1.0290103606714e-08,0.073611970484177,0,0.032750030637331,0.00039495157980754,4.6025099990795,0.075076025848259,0.036095123793568
4e-06,100.36456334465,1.6261849342786e-07,0.084734876628615,0,0.038305174856859,0.00045283209897609,5.268768298827,0.086101814921123,0.041534062284764
4.5e-06,99.509470871892,1.7117140923456e-06,0.095792968683899,0,0.043869919956986,0.00051086883472393,5.9200143280998,0.097157549933338,0.047001814416555
5e-06,100.26076546017,1.219371336287e-05,0.10699820410156,0,0.049441389390286,0.00056910572606168,6.5317294524559,0.10827659780868,0.052535464508343
5.5e-06,99.933750581706,5.9278749957001e-05,0.11810916956006,0,0.055006467321607,0.00062705011801552,7.0476655272934,0.1193381722937,0.05803465670505
6e-06,99.886813441823,0.00019753801078552,0.12926053289236,0,0.060524921104743,0.00068518211668551,7.4098588859164,0.13044524550072,0.063661532459356
6.5e-06,100.09684686315,0.00045528073382055,0.14043855901087,0,0.06592166440199,0.00074327742892931,7.5690982386971,0.1415555712741,0.069459835276849
7e-06,99.910847235071,0.00075155060405988,0.15158956145877,0.00090653015987261,0.071137049242556,0.00080131879114614,7.5446292172064,0.15265969246602,0.0754074105439
7.5e-06,99.990823978547,0.00098121557140743,0.1627739856563,0.010990805933082,0.076253212162308,0.00085946326030975,7.6293552299777,0.16378824327453,0.081124775045512
8e-06,100.00628148681,0.0011819503275163,0.17395846491204,0.018687942913577,0.081266038918181,0.0009176552223939,7.6851862310237,0.17491517476902,0.087091494423846
8.5e-06,99.952937062622,0.0014111475942936,0.18514499741014,0.024630546537575,0.0861144000093,0.00097613969074198,7.7400138487558,0.18605028058841,0.093214615821955
9e-06,100.00715579642,0.0016375733251806,0.19634605495238,0.031821413471086,0.090859013303236,0.0010354446476488,7.8651303733415,0.19719504071118,0.099440355275136
9.5e-06,100.00083109158,0.0018664151026206,0.20753715144126,0.042662808492047,0.095492104778099,0.0010967342432523,8.0199493421344,0.20833776757184,0.10562888021219
1e-05,100.023765148,0.0020968111954815,0.21869437394595,0.054731232312902,0.10012692125389,0.0011624812756129,8.1182686875789,0.21947776106523,0.11154592467907
1.05e-05,100.08641748058,0.0023194603510558,0.22971698374756,0.065634891217678,0.10503400168435,0.0012369818629641,8.1669587913251,0.23059855054091,0.11682556420492
1.1e-05,100.13902219921,0.0025424774632049,0.2403683845555,0.079139809361073,0.11097160212916,0.001326627893911,8.2286879496635,0.24167768969888,0.12007075515169
1.15e-05,100.20906769912,0.0027608501463672,0.25030420265121,0.096451897357926,0.11909225479094,0.0014390217311625,8.2558169605626,0.2526912865039,0.12056273063941
1.2e-05,100.23700477752,0.0029804586526864,0.25934741516109,0.11114875675072,0.1305550066432,0.0015803672378017,8.2700971289576,0.26361687234643,0.11732053306901
1.25e-05,100.18475746951,0.0032030232792696,0.26800785410899,0.1302859048779,0.14504187832043,0.0017516191781042,8.2546719624045,0.27445472040905,0.11163152902978
1.3e-05,100.07681039029,0.0034311221663616,0.27750208750306,0.14746456138006,0.16035338443244,0.0019453423779821,8.1965266763302,0.28523268989344,0.10637240838445
1.35e-05,99.982616312612,0.0036670657721447,0.28867881186062,0.16679189144311,0.17453208127792,0.0021463716740084,8.1585256449808,0.29599155610318,0.10243411624016
1.4e-05,100.00071519241,0.0039100517963838,0.30096996241106,0.18668115516429,0.18817966209285,0.0023378739637741,8.0830393045631,0.30675343183787,0.098027832187403
1.45e-05,100.10818377374,0.0041438293327196,0.31302671041116,0.20593499567029,0.20265003267361,0.0025102631147331,8.0190185417736,0.31749994082854,0.09263426757216
1.5e-05,100.12335313726,0.0043426683578507,0.32408109762174,0.22463236707527,0.21716848341441,0.0026666049714881,7.9767715765392,0.32820373136528,0.087979774533621
1.55e-05,99.89704357191,0.0045098466478112,0.33420250475227,0.24156760718562,0.23073446799126,0.0028191995148071,7.8761221830971,0.33889433624386,0.084126719196257
1.6e-05,99.526662963553,0.0047036285225437,0.34415743899604,0.25577424206202,0.24409750984677,0.0029791697270563,7.7693425393415,0.34968154342852,0.080091205415149
1.65e-05,99.29153382099,0.0049941841350149,0.35504310090493,0.26655643440327,0.25757741516522,0.0031480371430626,7.5660356715414,0.36069163114539,0.076465532875786
1.7e-05,99.30356590868,0.0053866799688295,0.36703519599647,0.27396268734118,0.27085597498255,0.0033190390444374,7.3195022803301,0.37198158045212,0.073304478081973
