time,Fy,d_max,disp_y_max,dt,stress_yy_max
2.227e-05,0.095576878540512,0.10056657368855,0.0049683129915374,1e-06,50.768385919993
2.327e-05,0.10014145365842,0.10842424107557,0.0051350644581476,1e-06,52.247585818042
2.427e-05,0.099324536149515,0.11599057420695,0.0052978615320803,1e-06,53.203323574535
2.527e-05,0.10535791733849,0.12516869545214,0.0054567979889513,1e-06,54.931367201603
2.627e-05,0.10312289300641,0.13215686028161,0.0056119653805539,1e-06,55.342428605989
2.727e-05,0.10924401626097,0.13976015792182,0.005763453087596,1e-06,56.92090687055
2.827e-05,0.10737147700867,0.14598883828185,0.0059113483711851,1e-06,57.505622297381
2.927e-05,0.11197404458549,0.15645111148454,0.0060557364230938,1e-06,59.011227410085
3.027e-05,0.11145823864918,0.16584304145887,0.0061967004148321,1e-06,59.987676928007
3.127e-05,0.11448225732681,0.17580353390682,0.0063343215455566,1e-06,61.474473582248
3.227e-05,0.11444725917483,0.1827085599214,0.0064686790888436,1e-06,62.763210031166
3.327e-05,0.11750314468676,0.1907242633672,0.0065998504383529,1e-06,63.979371643997
3.427e-05,0.11641211165377,0.19568236655947,0.0067279111524085,1e-06,65.511606969592
3.527e-05,0.12048597739768,0.20758706049797,0.0068529349975224,1e-06,66.769567726378
3.627e-05,0.11817319617128,0.21717842478609,0.006974993990886,1e-06,68.222027484862
3.727e-05,0.12239486637455,0.2267900235625,0.0070941584418544,1e-06,69.034034249887
3.827e-05,0.12055939193462,0.23254400512423,0.007210496992446,1e-06,70.285482536009
3.927e-05,0.12341234173858,0.24514729132535,0.0073240766568825,1e-06,71.565349601932
4.027e-05,0.12277022119134,0.257866724696,0.0074349628601909,1e-06,73.222260626668
4.127e-05,0.12443643996575,0.26695251387822,0.0075432194758903,1e-06,73.954059552317
4.227e-05,0.12379108605587,0.27598971085854,0.0076489088627843,1e-06,75.125589874841
4.327e-05,0.12645674503874,0.28642351030492,0.0077520919008821,1e-06,75.828186137043
4.427e-05,0.12399624095427,0.30614502520097,0.0078528280264663,1e-06,77.508366145061
4.527e-05,0.12756590959353,0.31161777775821,0.0079511752663305,1e-06,78.40362937949
4.627e-05,0.12479335946391,0.33136051457497,0.0080471902712041,1e-06,79.641299267455
4.727e-05,0.12800973330329,0.3332165465679,0.0081409283483845,1e-06,80.124173730403
4.827e-05,0.12576017883537,0.36363972192527,0.008232443493596,1e-06,81.051362679675
4.927e-05,0.12817144137817,0.36396065341995,0.0083217884220923,1e-06,82.525121784723
4.977e-05,0.12579893879767,0.38171767942344,0.0083656631859482,5e-07,83.013615905492
5.027e-05,0.12826324385761,0.38212679431882,0.0084090145990226,5e-07,83.085637356479
5.077e-05,0.12617957044452,0.4123006573395,0.0084518489039941,5e-07,83.790653578186
5.127e-05,0.12715965931115,0.45261401030141,0.0084941722690765,5e-07,85.639001875985
5.152e-05,0.12538397423969,0.48608190882619,0.0085151442565836,2.5e-07,85.349236659883
5.1645e-05,0.12681004896656,0.56468441004409,0.0085255831576331,1.25e-07,85.895065474626
5.17075e-05,0.12440446350124,0.65628935194651,0.0085307908761313,6.25e-08,86.198771152249
5.177e-05,0.12480146503017,0.89679224645174,0.0085359907889076,6.25e-08,86.448334055797
5.1895e-05,0.11906272969413,1,0.0085463672440758,1.25e-07,87.175993546831
5.192625e-05,0.11781695756115,1,0.0085489564975513,3.125e-08,87.363832852071
5.1941875e-05,0.11468553094313,1,0.0085502503962435,1.5625e-08,87.44612669017
5.19575e-05,0.11359037550867,1,0.0085515438098147,1.5625e-08,87.545745433721
5.1973125e-05,0.11066305735981,1,0.0085528367384468,1.5625e-08,87.703702623845
5.198875e-05,0.10850172256817,1,0.0085541291823215,1.5625e-08,87.962182831867
5.19965625e-05,0.10618104026196,1,0.0085547752225316,7.8125e-09,88.139553134985
5.2004375e-05,0.10453915073425,1,0.0085554211416206,7.8125e-09,88.351805265988
5.20121875e-05,0.10215846186674,1,0.0085560669396111,7.8125e-09,88.598561670923
5.202e-05,0.10022608004408,1,0.0085567126165258,7.8125e-09,88.879528882502
5.2035625e-05,0.095568754994231,1,0.0085580036072187,1.5625e-08,89.550306329664
5.203953125e-05,0.09434023478929,1,0.0085583262792551,3.90625e-09,89.742842694117
5.20434375e-05,0.093117559902346,1,0.0085586489210423,3.90625e-09,89.947588411425
5.205125e-05,0.090077372302231,1,0.0085592941138809,7.8125e-09,90.401642035666
5.20522265625e-05,0.089897984801318,1,0.0085593747544801,9.765625e-10,90.462996063113
5.2053203125e-05,0.089509069974001,1,0.0085594553931893,9.765625e-10,90.525611166922
5.205515625e-05,0.088651463012996,1,0.0085596166649379,1.953125e-09,90.654779118172
5.20590625e-05,0.087272320539912,1,0.0085599391857572,3.90625e-09,90.929686756042
5.206296875e-05,0.085809455024505,1,0.0085602616763415,3.90625e-09,108.19640642347
5.2064921875e-05,0.085041382878564,1,0.0085604229102965,1.953125e-09,318.29330256709
5.2066875e-05,0.084427218444925,1,0.0085605841366938,1.953125e-09,445.97000142776
5.2068828125e-05,0.083697689328176,1,0.0085607453555338,1.953125e-09,396.60280056655
5.207078125e-05,0.082897537193649,1,0.0085609065668169,1.953125e-09,211.08723240321
5.20717578125e-05,0.082603268967358,1,0.0085609871696246,9.765625e-10,118.38394599812
5.2072734375e-05,0.082300102208504,1,0.0085610677705433,9.765625e-10,118.7309534095
5.20746875e-05,0.081479149360935,1,0.0085612289667135,1.953125e-09,133.71876131766
5.2076640625e-05,0.080737552678543,1,0.0085613901553278,1.953125e-09,92.499904730278
5.207859375e-05,0.080042161281262,1,0.0085615513363865,1.953125e-09,92.713689028452
5.2080546875e-05,0.079174156443202,1,0.0085617125098901,1.953125e-09,92.936071003401
5.20825e-05,0.07841446650689,1,0.0085618736758389,1.953125e-09,93.166921887704
5.20834765625e-05,0.078061393923066,1,0.0085619542559803,9.765625e-10,93.285366885217
5.2084453125e-05,0.077623424282939,1,0.0085620348342331,9.765625e-10,97.410361195738
5.208640625e-05,0.076747723258869,1,0.0085621959850733,1.953125e-09,126.6271201319
5.20873828125e-05,0.076380640909732,1,0.0085622765576607,9.765625e-10,225.07921556229
5.2088359375e-05,0.076024245924742,1,0.0085623571283596,9.765625e-10,321.00587648268
5.20893359375e-05,0.075602329732769,1,0.0085624376971703,9.765625e-10,376.92980673111
5.208982421875e-05,0.075367140323726,1,0.0085624779808675,4.8828125e-10,394.83297327051
5.2089946289062e-05,0.07530834546981,1,0.008562488051718,1.220703125e-10,399.34644820543
5.2089976806641e-05,0.075293789561571,1,0.008562490569426,3.0517578125e-11,400.55381866517
5.208999206543e-05,0.075286539325088,1,0.0085624918282794,1.52587890625e-11,401.14232820805
5.2089999694824e-05,0.075282921608085,1,0.0085624924577058,7.62939453125e-12,401.43883144641
5.2090003509521e-05,0.075281114660154,1,0.008562492772419,3.814697265625e-12,401.58767687549
5.209000541687e-05,0.075280211671449,1,0.0085624929297756,1.9073486328125e-12,401.66224897146
5.2090007324219e-05,0.075279309009185,1,0.0085624930871322,9.5367431640625e-13,401.73845830337
