time,max_disp_y,min_disp_y
0,0,0
1e-07,0.00011459621023114,-0.0005
2e-07,0.00017134036433697,-0.001
3e-07,0.00014169519174704,-0.0015
4e-07,0.00013378928481944,-0.002
5e-07,0.0002288916410967,-0.0025
6e-07,0.00028454625921513,-0.003
7e-07,0.0002718320823247,-0.0035
8e-07,0.0002014279990947,-0.004
9e-07,0.00028410517178547,-0.0045
1e-06,0.00036456922243348,-0.005
1.1e-06,0.00040963570075479,-0.0055
1.2e-06,0.00039068833218362,-0.006
1.3e-06,0.00033571309616154,-0.0065
1.4e-06,0.00044277471799713,-0.007
1.5e-06,0.00050435191284757,-0.0075
1.6e-06,0.00051024148201962,-0.008
1.7e-06,0.00046286338554326,-0.0085
1.8e-06,0.00049303016849301,-0.009
1.9e-06,0.00056876781085447,-0.0095
2e-06,0.00059563978735692,-0.01
2.1e-06,0.0005755668058307,-0.0105
2.2e-06,0.00052706466996901,-0.011
2.3e-06,0.00061252503033102,-0.0115
2.4e-06,0.00065325018984038,-0.012
2.5e-06,0.00065285814831082,-0.0125
2.6e-06,0.00062238925090587,-0.013
2.7e-06,0.00063585289529348,-0.0135
2.8e-06,0.00068813006651352,-0.014
2.9e-06,0.0007070741022338,-0.0145
3e-06,0.00070212363326436,-0.015
3.1e-06,0.0006822338047519,-0.0155
3.2e-06,0.00071139494826474,-0.016
3.3e-06,0.0007473125030328,-0.0165
3.4e-06,0.00076227327977316,-0.017
3.5e-06,0.0007638696291803,-0.0175
3.6e-06,0.00075646417077445,-0.018
3.7e-06,0.00077161021974583,-0.0185
3.8e-06,0.00080453840431887,-0.019
3.9e-06,0.00082747327135491,-0.0195
4e-06,0.00084200800855755,-0.02
4.1e-06,0.00084515082453329,-0.0205
4.2e-06,0.00083826825476286,-0.021
4.3e-06,0.00087869055883796,-0.0215
4.4e-06,0.00090865969395596,-0.022
4.5e-06,0.00092547423144727,-0.0225
4.6e-06,0.00092582780446372,-0.023
4.7e-06,0.0009240061291898,-0.0235
4.8e-06,0.0009763086298948,-0.024
4.9e-06,0.0010128517043167,-0.0245
5e-06,0.0010265537239865,-0.025
5.1e-06,0.0010128980393922,-0.0255
5.2e-06,0.00097685459219169,-0.026
5.3e-06,0.001009495756117,-0.0265
5.4e-06,0.0010469976903743,-0.027
5.5e-06,0.0010692451460709,-0.0275
5.6e-06,0.0010790888469069,-0.028
5.7e-06,0.0010758369256501,-0.0285
5.8e-06,0.0010916459179533,-0.029
5.9e-06,0.0012329588335978,-0.0295
6e-06,0.0014281260270945,-0.03
6.1e-06,0.0016081899402198,-0.0305
6.2e-06,0.0017777408027213,-0.031
6.3e-06,0.0019397685190832,-0.0315
6.4e-06,0.0022157989596327,-0.032
6.5e-06,0.0025160017897541,-0.0325
6.6e-06,0.0027987021487641,-0.033
6.7e-06,0.0030585380365968,-0.0335
6.8e-06,0.0032933424849151,-0.034
6.9e-06,0.0035042059393228,-0.0345
7e-06,0.0036944807143271,-0.035
7.1e-06,0.0038679208464528,-0.0355
7.2e-06,0.0040267444572928,-0.036
7.3e-06,0.0041706376639639,-0.0365
7.4e-06,0.0042972403644208,-0.037
7.5e-06,0.0044037604817039,-0.0375
7.6e-06,0.0044887247698686,-0.038
7.7e-06,0.0045529108137293,-0.0385
7.8e-06,0.0045990757771403,-0.039
7.9e-06,0.0046307452964496,-0.0395
8e-06,0.004650707622349,-0.04
8.1e-06,0.0046599109252413,-0.0405
8.2e-06,0.0046572626099949,-0.041
8.3e-06,0.004640445057286,-0.0415
8.4e-06,0.0046073811957939,-0.042
8.5e-06,0.0045576081696325,-0.0425
8.6e-06,0.0044928002194485,-0.043
8.7e-06,0.0044161120207094,-0.0435
8.8e-06,0.0043306804522022,-0.044
8.9e-06,0.0042381217025589,-0.0445
9e-06,0.004137869894468,-0.045
9.1e-06,0.0040277071470553,-0.0455
9.2e-06,0.0039051352879432,-0.046
9.3e-06,0.0037687647780628,-0.0465
9.4e-06,0.0036189344215044,-0.047
9.5e-06,0.0034572884796408,-0.0475
9.6e-06,0.0032856815267254,-0.048
9.7e-06,0.0031051349950982,-0.0485
9.8e-06,0.0029154317864136,-0.049
9.9e-06,0.0027154601769238,-0.0495
