time,max_d,max_disp_y,min_disp_y
0,0,0,0
1e-07,0,0.00051446512445945,-0.001995
2e-07,0.03586503259977,0.00096284272764039,-0.00398
3e-07,0.14196946504483,0.00061903990370948,-0.005955
4e-07,0.21812785072217,0.00052610799805568,-0.00792
5e-07,0.32286106691196,0.00095988367952193,-0.009875
6e-07,0.38150917663789,0.00063163804576637,-0.01182
7e-07,0.44852803031767,0.00043192242822593,-0.013755
8e-07,0.37719589124879,0.00042696086353204,-0.01568
9e-07,0.40071392069035,0.00038112291192214,-0.017595
1e-06,0.54442657798216,0.00054517312332179,-0.0195
1.1e-06,0.65053992067819,0.00058533042614857,-0.021395
1.2e-06,0.68572007481719,0.00041265655992362,-0.02328
1.3e-06,0.63614987226817,0.0003334075684939,-0.025155
1.4e-06,0.64340708127797,0.00053456891729839,-0.02702
1.5e-06,0.61185258899427,0.00063400976872511,-0.028875
1.6e-06,0.69169290818956,0.00055955950737588,-0.03072
1.7e-06,0.74590162062783,0.0002928295235871,-0.032555
1.8e-06,0.7482076397978,0.00045981500883697,-0.03438
1.9e-06,0.7800202234655,0.00060783977378347,-0.036195
2e-06,0.80862820902442,0.00062738791005654,-0.038
2.1e-06,0.82856687866632,0.00052913372188663,-0.039795
2.2e-06,0.84085854393927,0.00035644978089301,-0.04158
2.3e-06,0.87298787014452,0.00054180438301649,-0.043355
2.4e-06,0.89894689055816,0.0006424799548283,-0.04512
2.5e-06,0.91633956718965,0.00066044663097142,-0.046875
2.6e-06,0.93505853736491,0.00054493737240846,-0.04862
2.7e-06,0.95261954539122,0.00044168447509669,-0.050355
2.8e-06,0.96651917166205,0.00060119890009424,-0.05208
2.9e-06,0.97747408383324,0.00070638232822569,-0.053795
3e-06,0.99337571050838,0.00069852432942669,-0.0555
3.1e-06,0.99335838679951,0.00054782466223906,-0.057195
3.2e-06,0.99966523646962,0.00050504934195213,-0.05888
3.3e-06,1,0.00067758974547051,-0.060555
3.4e-06,1,0.00075856188576703,-0.06222
3.5e-06,1,0.0007154407535415,-0.063875
3.6e-06,1,0.00053280864422745,-0.06552
3.7e-06,1,0.00058731450851974,-0.067155
3.8e-06,1,0.00073860748994193,-0.06878
3.9e-06,1,0.00079187006141885,-0.070395
4e-06,1,0.00071559862934802,-0.072
4.1e-06,1,0.00050899432277925,-0.073595
4.2e-06,1,0.00065355374350607,-0.07518
4.3e-06,1,0.00078564240578421,-0.076755
4.4e-06,1,0.00080962991103784,-0.07832
4.5e-06,1,0.00070423044557465,-0.079875
4.6e-06,1,0.00053734683106255,-0.08142
4.7e-06,1,0.00071263335398905,-0.082955
4.8e-06,1,0.00081777669527763,-0.08448
4.9e-06,1,0.00081230143192385,-0.085995
5e-06,1,0.00069451512265889,-0.0875
