time,max_d,max_disp_y,min_disp_y
0,0,0,0
1e-07,0,0.00025734433986463,-0.0009975
2e-07,0,0.0004814459268053,-0.00199
3e-07,0,0.00065038242878346,-0.0029775
4e-07,0,0.00075335769998936,-0.00396
5e-07,0.00057015230515207,0.00079134795483723,-0.0049375
6e-07,0.080368166799817,0.00077309522790008,-0.00591
7e-07,0.13510718915464,0.00070871843560971,-0.0068775
8e-07,0.16059366008302,0.00060392202433244,-0.00784
9e-07,0.16327878793126,0.00045709944838852,-0.0087975
1e-06,0.16878398579394,0.00048287831838798,-0.00975
1.1e-06,0.23198022741533,0.00059841688715609,-0.0106975
1.2e-06,0.27608430342342,0.00070413389882354,-0.01164
1.3e-06,0.27308714092751,0.00063014358552353,-0.0125775
1.4e-06,0.21425244830283,0.00052604661489887,-0.01351
1.5e-06,0.21145964976944,0.00055891668060187,-0.0144375
1.6e-06,0.23775401787866,0.00073314824039406,-0.01536
1.7e-06,0.25642978277783,0.00082058882699876,-0.0162775
1.8e-06,0.26604127055622,0.00076607083250543,-0.01719
1.9e-06,0.26970264115367,0.00053159163485252,-0.0180975
2e-06,0.27411321890555,0.00067430172395238,-0.019
2.1e-06,0.28379506793879,0.00086502290616026,-0.0198975
2.2e-06,0.29338994162365,0.00095876067209473,-0.02079
2.3e-06,0.29912073275456,0.00089696143618819,-0.0216775
2.4e-06,0.30501994111023,0.00064668846690747,-0.02256
2.5e-06,0.30948423496201,0.00079063632533628,-0.0234375
2.6e-06,0.31625053774087,0.00098997975208567,-0.02431
2.7e-06,0.32655855951237,0.0010767351217777,-0.0251775
2.8e-06,0.33931757540039,0.0010004873527404,-0.02604
2.9e-06,0.3510936214056,0.00073512413080429,-0.0268975
3e-06,0.35934245284496,0.00090110683255394,-0.02775
3.1e-06,0.36748270256448,0.00110514325435,-0.0285975
3.2e-06,0.37488518037333,0.0011805892343615,-0.02944
3.3e-06,0.37954904821983,0.0010864996361921,-0.0302775
3.4e-06,0.38100635063168,0.00086824989777504,-0.03111
3.5e-06,0.38633849569183,0.0010109730625142,-0.0319375
3.6e-06,0.39454996907506,0.0012091862535357,-0.03276
3.7e-06,0.403198803882,0.0012679883568295,-0.0335775
3.8e-06,0.41007647764372,0.0011529019235729,-0.03439
3.9e-06,0.41563769333858,0.0010031793019965,-0.0351975
4e-06,0.4186249182914,0.0011123242968209,-0.036
4.1e-06,0.41691864664554,0.0012983867257241,-0.0367975
4.2e-06,0.41401507715918,0.0013365486551633,-0.03759
4.3e-06,0.4163152160773,0.0012000866341245,-0.0383775
4.4e-06,0.42206704024268,0.0011235596585356,-0.03916
4.5e-06,0.43002140597647,0.0012012464203966,-0.0399375
4.6e-06,0.43585771445329,0.0013703558953755,-0.04071
4.7e-06,0.44093869251218,0.0013865461899114,-0.0414775
4.8e-06,0.44965591239018,0.0012313532947121,-0.04224
4.9e-06,0.47144621122646,0.0011616003093745,-0.0429975
5e-06,0.48724797057968,0.0012757188688189,-0.04375
5.1e-06,0.51027371795808,0.0014254328286564,-0.0444975
5.2e-06,0.51965935543415,0.0014208237699503,-0.04524
5.3e-06,0.51304703575222,0.0012512483847389,-0.0459775
5.4e-06,0.48962346689148,0.0012371741867932,-0.04671
5.5e-06,0.47480116773953,0.0013361017381837,-0.0474375
5.6e-06,0.51257748896663,0.0014259431614981,-0.04816
5.7e-06,0.55332712265094,0.0012948486952063,-0.0488775
5.8e-06,0.59259662690721,0.0012621388205496,-0.04959
5.9e-06,0.63047217082897,0.0013462043466709,-0.0502975
6e-06,0.66837421624453,0.0013930777238032,-0.051
6.1e-06,0.70974505706805,0.001319889834822,-0.0516975
6.2e-06,0.74919998677956,0.0012725572782409,-0.05239
6.3e-06,0.7862862056591,0.0012810712986353,-0.0530775
6.4e-06,0.82090103864132,0.0013230819228595,-0.05376
6.5e-06,0.85265090891135,0.0013710942337161,-0.0544375
6.6e-06,0.88074493774811,0.001364041405154,-0.05511
6.7e-06,0.90463305696589,0.0013918589627818,-0.0557775
6.8e-06,0.92441009708278,0.0014044206032373,-0.05644
6.9e-06,0.94007910809125,0.0013885185832301,-0.0570975
7e-06,0.9523121903483,0.0013454321844606,-0.05775
7.1e-06,0.96246209763218,0.0013829182495492,-0.0583975
7.2e-06,0.97085302936284,0.0014222656389777,-0.05904
7.3e-06,0.97768448999886,0.0014966045480544,-0.0596775
7.4e-06,0.98253636677691,0.0015532006589951,-0.06031
7.5e-06,0.98695608201357,0.0015884455545429,-0.0609375
7.6e-06,0.99131758502581,0.0016004435530543,-0.06156
7.7e-06,0.9948543738764,0.0015869622523801,-0.0621775
7.8e-06,0.99926970238659,0.0015470649438592,-0.06279
7.9e-06,1,0.0015882545923061,-0.0633975
8e-06,1,0.0016380889670041,-0.064
8.1e-06,1,0.0016761201640651,-0.0645975
8.2e-06,1,0.0017011549630883,-0.06519
8.3e-06,1,0.0017165185727331,-0.0657775
8.4e-06,1,0.0017324757128486,-0.06636
8.5e-06,1,0.0017260446741684,-0.0669375
8.6e-06,1,0.0016986468563116,-0.06751
8.7e-06,1,0.0017593441601544,-0.0680775
8.8e-06,1,0.0018290489765784,-0.06864
8.9e-06,1,0.0018864070938872,-0.0691975
9e-06,1,0.0019298901487627,-0.06975
9.1e-06,1,0.0019586453700064,-0.0702975
9.2e-06,1,0.0019725755055684,-0.07084
9.3e-06,1,0.0019721310438,-0.0713775
9.4e-06,1,0.001957886957871,-0.07191
9.5e-06,1,0.0019300965230762,-0.0724375
9.6e-06,1,0.0019374539573108,-0.07296
9.7e-06,1,0.0020164066573573,-0.0734775
9.8e-06,1,0.0020864467377856,-0.07399
9.9e-06,1,0.0021456508285101,-0.0744975
1e-05,1,0.0021918452578277,-0.075
1.01e-05,1,0.0022124130470987,-0.0754975
1.02e-05,1,0.0021869011289776,-0.07599
1.03e-05,1,0.0021510120086624,-0.0764775
1.04e-05,1,0.002182915703439,-0.07696
1.05e-05,1,0.0022387220951131,-0.0774375
1.06e-05,1,0.0022883264518311,-0.07791
1.07e-05,1,0.0023156700637695,-0.0783775
1.08e-05,1,0.0023103048615415,-0.07884
1.09e-05,1,0.0023228878100946,-0.0792975
1.1e-05,1,0.0023360627287489,-0.07975
1.11e-05,1,0.0023609322546436,-0.0801975
1.12e-05,1,0.0023590208456851,-0.08064
1.13e-05,1,0.0023822545706322,-0.0810775
1.14e-05,1,0.002392407408226,-0.08151
1.15e-05,1,0.0024106715296832,-0.0819375
1.16e-05,1,0.0024119796816339,-0.08236
1.17e-05,1,0.0023845134322391,-0.0827775
1.18e-05,1,0.0023760471136858,-0.08319
1.19e-05,1,0.0023718394698538,-0.0835975
1.2e-05,1,0.0023737901513984,-0.084
1.21e-05,1,0.0023616508271874,-0.0843975
1.22e-05,1,0.0023358153742064,-0.08479
1.23e-05,1,0.0022972486871258,-0.0851775
1.24e-05,1,0.0022903074547279,-0.08556
1.25e-05,1,0.0022757443610543,-0.0859375
1.26e-05,1,0.0022597108679046,-0.08631
1.27e-05,1,0.0023423341743795,-0.0866775
1.28e-05,1,0.0025499021688548,-0.08704
1.29e-05,1,0.0027469184390917,-0.0873975
1.3e-05,1,0.0029323793384183,-0.08775
1.31e-05,1,0.0031119116575444,-0.0880975
1.32e-05,1,0.0033038984513801,-0.08844
1.33e-05,1,0.0034809122638613,-0.0887775
1.34e-05,1,0.0036443879660607,-0.08911
1.35e-05,1,0.0037963521783353,-0.0894375
1.36e-05,1,0.0039687680123708,-0.08976
1.37e-05,1,0.0042103812468881,-0.0900775
1.38e-05,1,0.0044523640113292,-0.09039
1.39e-05,1,0.0046932048988051,-0.0906975
1.4e-05,1,0.0049302291700689,-0.091
1.41e-05,1,0.0051612687208638,-0.0912975
1.42e-05,1,0.0053856591712674,-0.09159
1.43e-05,1,0.0056046211569019,-0.0918775
1.44e-05,1,0.0058765496396717,-0.09216
1.45e-05,1,0.0062010064860601,-0.0924375
1.46e-05,1,0.0065104806839845,-0.09271
1.47e-05,1,0.0067979321487461,-0.0929775
1.48e-05,1,0.0070563145710624,-0.09324
1.49e-05,1,0.0072802543710491,-0.0934975
1.5e-05,1,0.0074676695796387,-0.09375
1.51e-05,1,0.0076207018078421,-0.0939975
1.52e-05,1,0.0077454650619417,-0.09424
1.53e-05,1,0.0078505177740852,-0.0944775
1.54e-05,1,0.0079444349579516,-0.09471
1.55e-05,1,0.0080588269523865,-0.0949375
1.56e-05,1,0.0081885328370577,-0.09516
1.57e-05,1,0.0083150607091643,-0.0953775
1.58e-05,1,0.0084405748171618,-0.09559
1.59e-05,1,0.0085638712421242,-0.0957975
1.6e-05,1,0.0086808307892963,-0.096
1.61e-05,1,0.0087857165742177,-0.0961975
1.62e-05,1,0.0088728047029811,-0.09639
1.63e-05,1,0.0089377830553681,-0.0965775
1.64e-05,1,0.0089785045704063,-0.09676
1.65e-05,1,0.008994960766051,-0.0969375
1.66e-05,1,0.0089886345153794,-0.09711
1.67e-05,1,0.0089615874996898,-0.0972775
1.68e-05,1,0.0089156687683395,-0.09744
1.69e-05,1,0.008852106541838,-0.0975975
1.7e-05,1,0.0087715330101441,-0.09775
1.71e-05,1,0.0086742888870011,-0.0978975
1.72e-05,1,0.0085607518514706,-0.09804
1.73e-05,1,0.0084314696908901,-0.0981775
1.74e-05,1,0.0082870236577741,-0.09831
1.75e-05,1,0.0081277234575833,-0.0984375
1.76e-05,1,0.0079533494035871,-0.09856
1.77e-05,1,0.0077631466562409,-0.0986775
1.78e-05,1,0.0075561429600695,-0.09879
1.79e-05,1,0.0073316715673143,-0.0988975
1.8e-05,1,0.0070898339549658,-0.099
1.81e-05,1,0.0068316175936305,-0.0990975
1.82e-05,1,0.00655852002521,-0.09919
1.83e-05,1,0.0062717723734137,-0.0992775
1.84e-05,1,0.0059714943860305,-0.09936
1.85e-05,1,0.0056562277811724,-0.0994375
1.86e-05,1,0.0053232080629725,-0.09951
1.87e-05,1,0.0049694564639693,-0.0995775
1.88e-05,1,0.0045934045999216,-0.09964
1.89e-05,1,0.0041964614414019,-0.0996975
1.9e-05,1,0.0037838417086391,-0.09975
1.91e-05,1,0.0033641653891025,-0.0997975
1.92e-05,1,0.0029770681698821,-0.09984
1.93e-05,1,0.0026152726050611,-0.0998775
1.94e-05,1,0.0022418711127307,-0.09991
1.95e-05,1,0.0018573261722836,-0.0999375
1.96e-05,1,0.0014649519758152,-0.09996
1.97e-05,1,0.0011018852257978,-0.0999775
1.98e-05,1,0.00075691536760787,-0.09999
1.99e-05,1,0.00040183600400124,-0.0999975
2e-05,1,0.00017029590823183,-0.1
2.01e-05,1,0,-0.1
2.02e-05,1,0,-0.1
2.03e-05,1,0,-0.1
2.04e-05,1,0,-0.1
2.05e-05,1,0,-0.1
2.06e-05,1,0,-0.1
2.07e-05,1,0,-0.1
2.08e-05,1,0,-0.1
2.09e-05,1,0,-0.1
2.1e-05,1,0,-0.1
2.11e-05,1,0,-0.1
2.12e-05,1,0,-0.1
2.13e-05,1,0,-0.1
2.14e-05,1,0,-0.1
2.15e-05,1,0,-0.1
2.16e-05,1,0,-0.1
2.17e-05,1,0,-0.1
2.18e-05,1,0,-0.1
2.19e-05,1,0,-0.1
2.2e-05,1,0,-0.1
2.21e-05,1,0,-0.1
2.22e-05,1,0,-0.1
2.23e-05,1,0,-0.1
2.24e-05,1,0,-0.1
2.25e-05,1,0,-0.1
2.26e-05,1,0,-0.1
2.27e-05,1,0,-0.1
2.28e-05,1,0,-0.1
2.29e-05,1,0,-0.1
2.3e-05,1,0,-0.1
2.31e-05,1,0,-0.1
2.32e-05,1,0,-0.1
2.33e-05,1,0,-0.1
2.34e-05,1,0,-0.1
2.35e-05,1,0,-0.1
2.36e-05,1,0,-0.1
2.37e-05,1,0,-0.1
2.38e-05,1,0,-0.1
2.39e-05,1,0,-0.1
2.4e-05,1,0,-0.1
2.41e-05,1,0,-0.1
2.42e-05,1,0,-0.1
2.43e-05,1,0,-0.1
2.44e-05,1,0,-0.1
2.45e-05,1,0,-0.1
2.46e-05,1,0,-0.1
2.47e-05,1,0,-0.1
2.48e-05,1,0,-0.1
2.49e-05,1,0,-0.1
2.5e-05,1,0,-0.1
2.51e-05,1,0,-0.10017554353024
2.52e-05,1,0,-0.10092569438526
2.53e-05,1,0,-0.10165414947981
2.54e-05,1,0,-0.10235991760107
2.55e-05,1,0,-0.10304204667043
2.56e-05,1,0,-0.10369965765745
2.57e-05,1,0,-0.10433181549303
2.58e-05,1,0,-0.10520792614345
2.59e-05,1,0,-0.1064014660054
2.6e-05,1,0,-0.10760637274235
2.61e-05,1,0,-0.10881042396001
2.62e-05,1,0,-0.11001321693276
2.63e-05,1,0,-0.11121500920591
2.64e-05,1,0,-0.11241647586484
2.65e-05,1,0,-0.11361841586611
2.66e-05,1,0,-0.1148214650228
2.67e-05,1,0,-0.11602598918163
2.68e-05,1,0,-0.11723222382163
2.69e-05,1,0,-0.11844054712714
2.7e-05,1,0,-0.11965153985982
2.71e-05,1,0,-0.12086583294386
2.72e-05,1,0,-0.12208364799197
2.73e-05,1,0,-0.12330439534445
2.74e-05,1,0,-0.12452671255018
2.75e-05,1,0,-0.12574891786114
2.76e-05,1,0,-0.12696963049584
2.77e-05,1,0,-0.12818802595135
2.78e-05,1,0,-0.12940353252222
2.79e-05,1,0,-0.1306153367676
2.8e-05,1,0,-0.1318222605292
2.81e-05,1,0,-0.13302313269027
2.82e-05,1,0,-0.13421729521796
2.83e-05,1,0,-0.13540476407801
2.84e-05,1,0,-0.13658599647436
2.85e-05,1,0,-0.13776150842973
2.86e-05,1,0,-0.13893157044633
2.87e-05,1,0,-0.14009610338857
2.88e-05,1,0,-0.14125476730605
2.89e-05,1,2.8966737586441e-05,-0.14240715738863
2.9e-05,1,0.00010814955208114,-0.14355309002238
2.91e-05,1,0.00020439157829376,-0.14469271747452
2.92e-05,1,0.00029715195712446,-0.14582637669871
2.93e-05,1,0.00043606539800042,-0.14695439110507
2.94e-05,1,0.00058882732800698,-0.14807692647925
2.95e-05,1,0.000749806332476,-0.14919395064288
2.96e-05,1,0.00091978665916132,-0.1503052739572
2.97e-05,1,0.0010999923362322,-0.15141058450119
2.98e-05,1,0.0013316126401899,-0.15250948863068
2.99e-05,1,0.0015821377629983,-0.15360160479748
3e-05,1,0.0018514364348275,-0.15468661637923
3.01e-05,1,0.0021412656338497,-0.15576427394983
3.02e-05,1,0.0024534272425713,-0.1568343981042
3.03e-05,1,0.0027872133000647,-0.15789687714291
3.04e-05,1,0.0031391417987648,-0.15895163010773
3.05e-05,1,0.0035042832420117,-0.1599985760381
3.06e-05,1,0.0038775361602207,-0.1610376264332
3.07e-05,1,0.0042544094607311,-0.16206877019034
3.08e-05,1,0.004631270469291,-0.16309216771627
3.09e-05,1,0.0050051908087802,-0.16410817179468
3.1e-05,1,0.0053736622012256,-0.16511736409001
3.11e-05,1,0.0057344576678114,-0.16612057914966
3.12e-05,1,0.0060857060822355,-0.1671188823679
3.13e-05,1,0.0064259924075066,-0.16811347276848
3.14e-05,1,0.0067668070984744,-0.16910725760312
3.15e-05,1,0.0071022826095344,-0.17010328949292
3.16e-05,1,0.0074263797444296,-0.1711022737249
3.17e-05,1,0.0077380841144438,-0.17210316310106
3.18e-05,1,0.0080366295527628,-0.17310443557254
3.19e-05,1,0.0083216773571906,-0.1741044852284
3.2e-05,1,0.008593660686319,-0.1751016556331
3.21e-05,1,0.0088536179265562,-0.17609416039622
3.22e-05,1,0.0091028972060294,-0.17708005311656
3.23e-05,1,0.0093432134651741,-0.17805743941772
3.24e-05,1,0.0095767123803833,-0.17902476146662
