time,avg_disp_y_impactor,avg_vel_impactor,max_disp_bego,max_vel_bego
0,0,0,0,0
1e-06,-0.01,-19200,0,0
2e-06,-0.02,-2560,0,0
3e-06,-0.03,-15616,0,0
4e-06,-0.04,-5939.2,0,0
5e-06,-0.05,-12851.2,0,0
6e-06,-0.06,-8040.448,0,0
7e-06,-0.07,-11325.0304,0,0
8e-06,-0.08,-9115.4022400001,0,0
9e-06,-0.09,-10584.506368,0,0
1e-05,-0.1,-9617.0475519999,0,0
1.01e-05,-0.10080522438488,-9428.728106167,-0.00083467430672187,-16025.74668906
1.02e-05,-0.10156450175345,-9387.4699089486,-0.0025143860384136,-18361.48478463
1.03e-05,-0.10251357878284,-9387.4684377098,-0.004047654847285,-12385.865663539
1.04e-05,-0.10355591159032,-9387.4680689124,-0.0049152115054461,-6115.3833057667
1.05e-05,-0.10450212457258,-9379.8009371503,-0.0049544475417711,-10759.994270992
1.06e-05,-0.10523546412645,-9259.5345037334,-0.0052913595533519,-9608.1806559181
1.07e-05,-0.1059847147055,-9216.5517330392,-0.0062538454284142,-10360.906917934
1.08e-05,-0.10695314987822,-9199.2636007907,-0.0070321841094993,-10149.715234658
1.09e-05,-0.10789665336788,-9128.3371173077,-0.0079900789763574,-13388.626740335
1.1e-05,-0.1087048494036,-9100.0041149508,-0.0092456809181127,-12295.413609644
1.11e-05,-0.10956586737984,-9089.7480124302,-0.010113011526914,-8603.9073794253
1.12e-05,-0.11048274648031,-9025.6301794579,-0.010638669224668,-10513.495286528
1.13e-05,-0.11135195792288,-8975.0076512211,-0.011501607345197,-11491.764674816
1.14e-05,-0.11218855148026,-8939.6726233921,-0.012382441246203,-8502.5799129562
1.15e-05,-0.113030092382,-8885.7703001276,-0.013240196932752,-9670.7024043997
1.16e-05,-0.1138949273582,-8836.49061943,-0.014117333124285,-9987.7378570583
1.17e-05,-0.11476953257648,-8789.7210691155,-0.014997082145708,-9271.9864936003
1.18e-05,-0.11562396174649,-8744.8547980366,-0.015865674969638,-9260.3953308988
1.19e-05,-0.11646510429691,-8698.5494447062,-0.016730715594037,-9098.0933390603
1.2e-05,-0.11731997713227,-8650.4161669192,-0.017606805059282,-9126.1199049007
1.21e-05,-0.11818986621837,-8603.7194441521,-0.018488919913553,-9024.8056292472
1.22e-05,-0.11905212286823,-8557.7644000548,-0.019358125216738,-9232.02830811
1.23e-05,-0.11989879469141,-8510.3865903357,-0.020208824643647,-9233.6747415995
1.24e-05,-0.12074554789259,-8460.361735938,-0.02105455114785,-9113.1821847791
1.25e-05,-0.12160278505985,-8409.8036423708,-0.021906310195834,-8956.9030481393
1.26e-05,-0.12246127747633,-8359.9646149485,-0.022759794243236,-8972.3694303955
1.27e-05,-0.12331164915301,-8310.2316079241,-0.02360932089159,-9210.89527954
1.28e-05,-0.12415999612859,-8259.6803936642,-0.024461462951186,-9173.4806487879
1.29e-05,-0.12501573766135,-8209.000521728,-0.025324376842598,-9108.0672650568
1.3e-05,-0.12587726460089,-8158.8485772564,-0.026192416799529,-8863.7612688487
1.31e-05,-0.12673927504,-8108.51648516,-0.027054005758531,-9024.8935772723
1.32e-05,-0.12760350410365,-8057.1196040564,-0.02790867154342,-9167.8451233207
1.33e-05,-0.12846884906562,-8005.5465819438,-0.028760173126257,-9158.390153996
1.34e-05,-0.12931606142095,-7955.5841235211,-0.029594087389198,-8992.1358892673
1.35e-05,-0.13011823909898,-7907.3356833336,-0.030382422436322,-8991.6052154529
1.36e-05,-0.13087249852327,-7858.5839958393,-0.031121610847512,-9108.3533239203
1.37e-05,-0.131613612174,-7807.2183560444,-0.031853666960925,-9003.7271840555
1.38e-05,-0.13238720595416,-7753.8176477215,-0.032632354838679,-9196.8140874707
1.39e-05,-0.13320641766244,-7701.453575065,-0.033466564880255,-9253.4148398054
1.4e-05,-0.13403607473226,-7652.8270690586,-0.03431912428658,-9218.3378728573
1.41e-05,-0.13482280555711,-7607.4697145656,-0.035143992458798,-9139.9596113148
1.42e-05,-0.13554537420997,-7561.7500386655,-0.035882614733577,-9147.3483208969
1.43e-05,-0.13623737359547,-7512.0718504771,-0.036571614250321,-9347.7613801184
1.44e-05,-0.13695688306214,-7458.4587564175,-0.037364992798116,-9347.6116776303
1.45e-05,-0.13772996576896,-7404.6821904081,-0.03822051994505,-9189.6426942351
1.46e-05,-0.13852583702463,-7354.3542761785,-0.039055897546652,-9064.9069241779
1.47e-05,-0.13929068391508,-7307.193176547,-0.039800318641538,-9070.0772491545
1.48e-05,-0.1400021383329,-7259.8266065942,-0.040470074751698,-9161.6135816086
1.49e-05,-0.1406840203912,-7210.004984212,-0.041141423892384,-9034.5112678653
1.5e-05,-0.14137101403393,-7158.8793770761,-0.041848224113053,-8774.9762031064
1.51e-05,-0.1420720228453,-7108.794597388,-0.04259517367096,-8801.061801631
1.52e-05,-0.14277373294623,-7060.0783411346,-0.043297865464589,-8772.7856768482
1.53e-05,-0.14346804992974,-7011.167474279,-0.043933036025402,-8689.4466148881
1.54e-05,-0.14416073157542,-6961.2734873321,-0.044554523110458,-8515.8448463912
1.55e-05,-0.14485444660008,-6911.3804105869,-0.045228944055417,-8413.2758864032
1.56e-05,-0.14553843383559,-6862.3744627423,-0.045931865554851,-8523.7049735958
1.57e-05,-0.14620252123204,-6813.5084902965,-0.046638978628524,-8562.2004742318
1.58e-05,-0.14685301365959,-6763.6043860391,-0.047298428150462,-8487.8641782683
1.59e-05,-0.14750500148667,-6713.0073605296,-0.047922509881007,-8310.2503267604
1.6e-05,-0.14816201085192,-6663.2334681858,-0.048577923203775,-8161.8203180067
1.61e-05,-0.14881253649871,-6614.8552794769,-0.049235748966162,-8324.0727343835
1.62e-05,-0.14944727632881,-6566.7560863177,-0.049912788787937,-8386.7569655574
1.63e-05,-0.15007159000216,-6517.6941287348,-0.050596281593174,-8321.3467785741
1.64e-05,-0.15069724294049,-6467.7747333132,-0.05125303485389,-8146.2273328095
1.65e-05,-0.15132798210876,-6417.8616325538,-0.051884974866251,-7949.8603967061
1.66e-05,-0.15195910259812,-6368.1367584841,-0.052505912025554,-8108.7130116459
1.67e-05,-0.15258758821088,-6318.0395795095,-0.053124568261491,-8149.6094803513
1.68e-05,-0.15321491200382,-6267.4611089553,-0.053735521338106,-8057.950490109
1.69e-05,-0.15383913359267,-6217.1841688676,-0.054325212256567,-7861.8775326068
1.7e-05,-0.15445132623916,-6167.8354635449,-0.054887725676276,-7670.7477220926
1.71e-05,-0.15504523268934,-6118.8774134405,-0.05543504519131,-7789.5542554377
1.72e-05,-0.1556285429168,-6069.093777459,-0.055990000092261,-7788.7858355725
1.73e-05,-0.15621965157091,-6017.9562104074,-0.056567632590136,-7668.0823445254
1.74e-05,-0.15683117251424,-5966.1983621905,-0.057164118113231,-7463.1134810378
1.75e-05,-0.1574573044687,-5915.0398032496,-0.057771374388916,-7262.9538715073
1.76e-05,-0.15807783696125,-5865.0174846287,-0.058420898915693,-7341.5933585031
1.77e-05,-0.15867487864363,-5815.5338290926,-0.059031371413712,-7355.8626540734
1.78e-05,-0.15924777272193,-5765.3552925688,-0.059599193040766,-7262.9382663196
1.79e-05,-0.15981427780131,-5713.5963489663,-0.060211394277552,-7084.8901146905
1.8e-05,-0.16039677547116,-5660.5071890162,-0.060861169943149,-6993.0185815329
1.81e-05,-0.16100363245825,-5607.4244305962,-0.061502670371041,-7061.1142551484
1.82e-05,-0.16162102336862,-5555.7306142994,-0.062114324333823,-7065.143480579
1.83e-05,-0.162223488165,-5505.6162610094,-0.062689032803743,-7046.0581455786
1.84e-05,-0.16279491383205,-5455.8869310595,-0.063254993544187,-6943.1617803464
1.85e-05,-0.16334073947429,-5405.1252377326,-0.063800707768516,-6817.259060259
1.86e-05,-0.16388035910345,-5353.0256713885,-0.06438143393823,-6858.8149635277
1.87e-05,-0.16442879485464,-5300.4968096403,-0.064971896749923,-6850.5762992494
1.88e-05,-0.16498637797821,-5248.5649138764,-0.065542697785508,-6876.1157610642
1.89e-05,-0.16554388997515,-5197.4442006752,-0.066078202078694,-6699.3412373605
1.9e-05,-0.16609323885851,-5146.7257589391,-0.06659417989269,-6611.2590781989
1.91e-05,-0.16663110438323,-5096.1429036406,-0.067120903221694,-6638.8959599935
1.92e-05,-0.16715536156333,-5045.8128739457,-0.067669215829803,-6645.8061082086
1.93e-05,-0.16766314301003,-4995.8106829526,-0.068217178690894,-6592.8004464138
1.94e-05,-0.16815415569846,-4945.8924851206,-0.068731692587752,-6349.5332554134
1.95e-05,-0.16863314492458,-4895.8463011883,-0.0692007532326,-6319.7533996239
1.96e-05,-0.16910592299872,-4845.9315376291,-0.069642567387774,-6331.3617358566
1.97e-05,-0.16957295496653,-4796.691691075,-0.070085336725696,-6342.7329909237
1.98e-05,-0.17002897043852,-4748.3040604893,-0.070541659053136,-6249.3070147919
1.99e-05,-0.17046984709323,-4700.3024806924,-0.071002244811604,-6059.8012414826
2e-05,-0.1708987087699,-4652.0493320571,-0.071450056813737,-5950.4085507877
2.01e-05,-0.1713239454244,-4603.388833862,-0.071877004280834,-6064.4754225643
