time,max_disp_y,min_disp_y
0,0,0
1e-07,0.0002266196916816,-0.001
2e-07,0.0003697711919511,-0.002
3e-07,0.000395567717792,-0.003
4e-07,0.00024681570385204,-0.004
5e-07,0.00027251192605179,-0.005
6e-07,0.00019205593106662,-0.006
7e-07,0.00030497425919302,-0.007
8e-07,0.00037066708100738,-0.008
9e-07,0.00024157064750044,-0.009
1e-06,0.00027755136208846,-0.01
1.1e-06,0.00037074451627322,-0.011
1.2e-06,0.00035350005282105,-0.012
1.3e-06,0.00028880245415024,-0.013
1.4e-06,0.0002703569878674,-0.014
1.5e-06,0.00037705830044557,-0.015
1.6e-06,0.00043088102043637,-0.016
1.7e-06,0.00042414956083062,-0.017
1.8e-06,0.00037817282114857,-0.018
1.9e-06,0.00032714516681097,-0.019
2e-06,0.00029008484283808,-0.02
2.1e-06,0.00025909927721668,-0.021
2.2e-06,0.00029717267786689,-0.022
2.3e-06,0.00033495515453746,-0.023
2.4e-06,0.00041493494442134,-0.024
2.5e-06,0.00047615934317469,-0.025
2.6e-06,0.00051818785052499,-0.026
2.7e-06,0.00054162432246332,-0.027
2.8e-06,0.00054714977409248,-0.028
2.9e-06,0.00056567094198434,-0.029
3e-06,0.00057123012657439,-0.03
3.1e-06,0.00053748198609174,-0.031
3.2e-06,0.00051221973945009,-0.032
3.3e-06,0.00061266231438021,-0.033
3.4e-06,0.00070115113198234,-0.034
3.5e-06,0.00077000318544204,-0.035
3.6e-06,0.00081459879636633,-0.036
3.7e-06,0.00083326607768895,-0.037
3.8e-06,0.00084479477797123,-0.038
3.9e-06,0.00084970772424384,-0.039
4e-06,0.00082888484493954,-0.04
4.1e-06,0.00078531657388846,-0.041
4.2e-06,0.00077028684758735,-0.042
4.3e-06,0.00085025091579287,-0.043
4.4e-06,0.00092624178025171,-0.044
4.5e-06,0.00098503062868372,-0.045
4.6e-06,0.0010248014133175,-0.046
4.7e-06,0.0010447957501528,-0.047
4.8e-06,0.0010462343613665,-0.048
4.9e-06,0.0010315389338313,-0.049
5e-06,0.0010033838606947,-0.05
5.1e-06,0.00096396262663347,-0.051
5.2e-06,0.00098795693098275,-0.052
5.3e-06,0.0010588482047202,-0.053
5.4e-06,0.0011172998555036,-0.054
5.5e-06,0.0011635109540074,-0.055
5.6e-06,0.0011975649975436,-0.056
5.7e-06,0.0012192045018414,-0.057
5.8e-06,0.0012278767191287,-0.058
5.9e-06,0.0012229239009045,-0.059
6e-06,0.0012037894833018,-0.06
6.1e-06,0.0011702371438095,-0.061
6.2e-06,0.0011876860987806,-0.062
6.3e-06,0.0012531403873186,-0.063
6.4e-06,0.0013049771628126,-0.064
6.5e-06,0.001342962757019,-0.065
6.6e-06,0.001367533429685,-0.066
6.7e-06,0.001379727394533,-0.067
6.8e-06,0.0013809379717806,-0.068
6.9e-06,0.001372538064096,-0.069
7e-06,0.0013554934320245,-0.07
7.1e-06,0.0013301038010052,-0.071
7.2e-06,0.0013436822072613,-0.072
7.3e-06,0.001403358606839,-0.073
7.4e-06,0.0014544298908584,-0.074
7.5e-06,0.0014960819347796,-0.075
7.6e-06,0.0015271318319611,-0.076
7.7e-06,0.0015463672797756,-0.077
7.8e-06,0.0015529712499546,-0.078
7.9e-06,0.0015468740137868,-0.079
8e-06,0.0015288900462451,-0.08
8.1e-06,0.0015005750142834,-0.081
8.2e-06,0.001516430451936,-0.082
8.3e-06,0.0015680790369649,-0.083
8.4e-06,0.0016088687141103,-0.084
8.5e-06,0.0016400978440613,-0.085
8.6e-06,0.001663138558257,-0.086
8.7e-06,0.0016790255200173,-0.087
8.8e-06,0.0016881756670011,-0.088
8.9e-06,0.0016903298553814,-0.089
9e-06,0.0016847291907519,-0.09
9.1e-06,0.0016704549780108,-0.091
9.2e-06,0.0016503510644767,-0.092
9.3e-06,0.0017055805251631,-0.093
9.4e-06,0.0017527984158902,-0.094
9.5e-06,0.0017910481223009,-0.095
9.6e-06,0.0018196441394565,-0.096
9.7e-06,0.0018383510463514,-0.097
9.8e-06,0.001847409078028,-0.098
9.9e-06,0.0018474185348014,-0.099
1e-05,0.0018391484671065,-0.1
1.01e-05,0.0018233562024425,-0.101
1.02e-05,0.001829895667606,-0.102
1.03e-05,0.0018885788303295,-0.103
1.04e-05,0.0019383927923597,-0.104
1.05e-05,0.0019788568892467,-0.105
1.06e-05,0.0020094353818225,-0.106
1.07e-05,0.0020296121195808,-0.107
1.08e-05,0.0020389871001229,-0.108
1.09e-05,0.0020373525908271,-0.109
1.1e-05,0.0020247215172288,-0.11
1.11e-05,0.0020013091181405,-0.111
1.12e-05,0.0019736942938458,-0.112
1.13e-05,0.0019408573077751,-0.113
1.14e-05,0.0019297797659896,-0.114
1.15e-05,0.0019617668921046,-0.115
1.16e-05,0.0019891438993752,-0.116
1.17e-05,0.0020122231815298,-0.117
1.18e-05,0.002031287183709,-0.118
1.19e-05,0.0020457036229703,-0.119
1.2e-05,0.0020504290901666,-0.12
1.21e-05,0.0020469944606244,-0.121
1.22e-05,0.0020335883534423,-0.122
1.23e-05,0.0020085685429903,-0.123
1.24e-05,0.0019764279117852,-0.124
1.25e-05,0.0019793993629786,-0.125
1.26e-05,0.0019827765591261,-0.126
1.27e-05,0.0019792986152866,-0.127
1.28e-05,0.0021228409350788,-0.128
1.29e-05,0.0023237901861317,-0.129
1.3e-05,0.0025232391962917,-0.13
1.31e-05,0.0027199755218154,-0.131
1.32e-05,0.0029124094181524,-0.132
1.33e-05,0.0030989176195687,-0.133
1.34e-05,0.0032781943968805,-0.134
1.35e-05,0.0034495033356922,-0.135
1.36e-05,0.003612760837495,-0.136
1.37e-05,0.003768414823507,-0.137
1.38e-05,0.0040676715549969,-0.138
1.39e-05,0.004357275927039,-0.139
1.4e-05,0.0046367331046058,-0.14
1.41e-05,0.0049083171085672,-0.141
1.42e-05,0.0051747548216261,-0.142
1.43e-05,0.0054381701282604,-0.143
1.44e-05,0.0056992626310467,-0.144
1.45e-05,0.0059567356446578,-0.145
1.46e-05,0.0062072742942143,-0.146
1.47e-05,0.0064463067663881,-0.147
1.48e-05,0.0066693068370686,-0.148
1.49e-05,0.0068731212796915,-0.149
1.5e-05,0.0070568961623517,-0.15
1.51e-05,0.007222308460262,-0.151
1.52e-05,0.0073729973430412,-0.152
1.53e-05,0.0075133900715052,-0.153
1.54e-05,0.0076473421832542,-0.154
1.55e-05,0.0077770696879236,-0.155
1.56e-05,0.0079027314041037,-0.156
1.57e-05,0.0080227663120571,-0.157
1.58e-05,0.0081348048390422,-0.158
1.59e-05,0.008236767124671,-0.159
1.6e-05,0.0083277143515589,-0.16
1.61e-05,0.0084081441821312,-0.161
1.62e-05,0.0084796614522996,-0.162
1.63e-05,0.0085442092084201,-0.163
1.64e-05,0.0086032095882126,-0.164
1.65e-05,0.0086569773096712,-0.165
1.66e-05,0.0087046330779308,-0.166
1.67e-05,0.0087445241854171,-0.167
1.68e-05,0.0087749504221313,-0.168
1.69e-05,0.0087948807833182,-0.169
1.7e-05,0.0088043707344379,-0.17
1.71e-05,0.0088045316759348,-0.171
1.72e-05,0.008797096528903,-0.172
1.73e-05,0.0087837843684853,-0.173
1.74e-05,0.0087657292206201,-0.174
1.75e-05,0.0087431856901758,-0.175
1.76e-05,0.0087155893847712,-0.176
1.77e-05,0.008681897821942,-0.177
1.78e-05,0.0086410339717308,-0.178
1.79e-05,0.008592239444068,-0.179
1.8e-05,0.0085352140222372,-0.18011840309412
1.81e-05,0.0084700325357464,-0.18169688585257
1.82e-05,0.0083969323412231,-0.18327141329431
1.83e-05,0.0083161092620132,-0.18483964647658
1.84e-05,0.0082276319033265,-0.18640575346247
1.85e-05,0.0081315043127404,-0.18797414843439
1.86e-05,0.008027818705484,-0.18954226705635
1.87e-05,0.0079168881380969,-0.1911043643308
1.88e-05,0.0077992582244629,-0.19265699136136
1.89e-05,0.0076755607037945,-0.19420172628771
1.9e-05,0.0075462568555474,-0.19574239899698
1.91e-05,0.007411383189583,-0.19727991749416
1.92e-05,0.0072704230922862,-0.19881269952183
1.93e-05,0.0071223803542705,-0.20033922245792
1.94e-05,0.006966045310446,-0.20186052022561
1.95e-05,0.0068003605225212,-0.20338003496006
1.96e-05,0.0066247481829483,-0.20490040800162
1.97e-05,0.0064392751849338,-0.20642091417567
1.98e-05,0.0062445973032451,-0.20793833018186
1.99e-05,0.0060417121903579,-0.20944952517453
2e-05,0.0058316243846501,-0.21095363158061
2.01e-05,0.0056150547464917,-0.21245105798668
2.02e-05,0.0053923022362863,-0.21394106726538
2.03e-05,0.0051633009185859,-0.21542147284849
2.04e-05,0.0049278380813448,-0.21688784568955
2.05e-05,0.0046858411946957,-0.21833616103249
2.06e-05,0.0044376223657662,-0.21976636237965
2.07e-05,0.0041839918301875,-0.22118232987748
2.08e-05,0.0039262034827996,-0.2225891447117
2.09e-05,0.0036657537692498,-0.22399002733157
2.1e-05,0.0034041002474342,-0.22538548864098
2.11e-05,0.0031423851843398,-0.22677369418444
2.12e-05,0.0028812426990252,-0.22815167425848
2.13e-05,0.0026207409369334,-0.22951735469896
2.14e-05,0.0023604737406232,-0.2308701639819
2.15e-05,0.0020997776980532,-0.23221221378582
2.16e-05,0.0018380166530041,-0.23354665444173
2.17e-05,0.0015748521735661,-0.23487637035639
2.18e-05,0.001310411304759,-0.23620339575726
2.19e-05,0.0010452782780733,-0.23752841526568
2.2e-05,0.00078028040632997,-0.23885137015009
2.21e-05,0.00051610121693891,-0.24017229486379
2.22e-05,0.00025282628852738,-0.2414919730241
2.23e-05,-1.04208819501e-05,-0.24281160567764
2.24e-05,-0.00027558852276584,-0.24413253581568
2.25e-05,-0.00054544163797383,-0.24545586083909
2.26e-05,-0.00082294262837166,-0.24678198887041
2.27e-05,-0.0011104031714798,-0.24811078128597
2.28e-05,-0.0014086553066618,-0.24944185688932
2.29e-05,-0.0017165294444961,-0.25077485564445
2.3e-05,-0.0020308654123301,-0.25210965710338
2.31e-05,-0.0023449781244963,-0.25344630538003
2.32e-05,-0.0026454728031738,-0.25478475879063
2.33e-05,-0.0029487307277798,-0.25612461318806
2.34e-05,-0.0032442486760411,-0.25746527714878
2.35e-05,-0.0035279762460145,-0.25880620415432
2.36e-05,-0.0038132209663547,-0.26014708224938
2.37e-05,-0.0041004199127574,-0.26148802661021
2.38e-05,-0.004389276798754,-0.26282937722268
2.39e-05,-0.0046786907249286,-0.26417134627068
2.4e-05,-0.0049630641825837,-0.26551376109256
2.41e-05,-0.0052463208237264,-0.26685619997451
2.42e-05,-0.0055256033378236,-0.26819807831565
2.43e-05,-0.0058104661719565,-0.26953876456273
2.44e-05,-0.0060874382925424,-0.27087771758478
2.45e-05,-0.006362001981533,-0.27221452695741
