time,avg_disp_y_impactor,avg_vel_impactor,max_disp_bego,max_vel_bego
0,0,0,0,0
1e-06,-0.02,-38400,0,0
2e-06,-0.04,-5120,0,0
3e-06,-0.06,-31232,0,0
4e-06,-0.08,-11878.4,0,0
5e-06,-0.1,-25702.4,0,0
6e-06,-0.12,-16080.896,0,0
7e-06,-0.14,-22650.0608,0,0
8e-06,-0.16,-18230.80448,0,0
9e-06,-0.18,-21169.012736,0,0
1e-05,-0.2,-19234.095104,0,0
1.01e-05,-0.20161063958731,-18857.61540063,-0.0016695326337983,-32055.026568928
1.02e-05,-0.20312947857234,-18775.183723451,-0.0050286754929297,-36714.519868919
1.03e-05,-0.20502769616607,-18775.177847924,-0.0080925384225161,-24727.449138982
1.04e-05,-0.20711224831675,-18775.176374199,-0.0098210423005829,-12258.026759001
1.05e-05,-0.20900445578335,-18759.686827343,-0.0098869115030299,-21553.86791847
1.06e-05,-0.21046801380749,-18516.699022447,-0.010579612001689,-19611.14933825
1.07e-05,-0.21196257897277,-18429.752824036,-0.012547341253904,-21206.532951098
1.08e-05,-0.2139115217487,-18405.057766097,-0.014083283807236,-20240.807284503
1.09e-05,-0.21579694114659,-18251.2208176,-0.015985410705826,-27225.80261205
1.1e-05,-0.21738985010544,-18189.606014781,-0.018562057252268,-25527.080922146
1.11e-05,-0.21910801233265,-18172.978160622,-0.020440775734272,-16880.482069143
1.12e-05,-0.22099189959215,-18072.981124617,-0.021306035781423,-22242.858489318
1.13e-05,-0.22271571760508,-17929.747808507,-0.023015384122253,-27104.422936058
1.14e-05,-0.22432353126102,-17860.830999606,-0.025313810830508,-21459.649615603
1.15e-05,-0.22605774998552,-17798.1354544,-0.026676675411917,-20291.591443914
1.16e-05,-0.22781408257053,-17650.007144212,-0.028270834518071,-26984.09378583
1.17e-05,-0.22950871894372,-17565.222241296,-0.030805223630897,-25097.392563647
1.18e-05,-0.23124145199979,-17513.278837942,-0.032563483019533,-20898.218817303
1.19e-05,-0.23294111801093,-17379.474973176,-0.033597544829288,-25778.581193014
1.2e-05,-0.23462201396205,-17292.167963426,-0.035616316776911,-22767.467874813
1.21e-05,-0.2363823279045,-17222.861265995,-0.036974746820956,-20642.646300227
1.22e-05,-0.23810974403091,-17102.94228877,-0.038670847116911,-24459.938524477
1.23e-05,-0.23978101238718,-17016.935288094,-0.04058542077973,-19050.00931063
1.24e-05,-0.24149784811184,-16933.598500486,-0.042147493071576,-19939.24315538
1.25e-05,-0.24321175574169,-16807.428563362,-0.043802572577578,-25926.661279875
1.26e-05,-0.24490265963604,-16715.041791953,-0.045903488395897,-20366.577892336
1.27e-05,-0.24663288710892,-16638.928748938,-0.047230133350417,-21589.52954798
1.28e-05,-0.24832880869135,-16503.256908934,-0.048945155792565,-28284.229413093
1.29e-05,-0.25000174344124,-16406.848691944,-0.051347705692429,-24738.050880142
1.3e-05,-0.25174864956462,-16329.8657924,-0.05295577573281,-20705.374093987
1.31e-05,-0.25350592923282,-16219.215188699,-0.054106810516895,-18790.356588415
1.32e-05,-0.25521369945011,-16110.427087587,-0.055821128557421,-19088.64766212
1.33e-05,-0.25692593677659,-16015.354846931,-0.057518282433582,-18141.528562024
1.34e-05,-0.25862516426651,-15907.869605984,-0.059190582044714,-19848.15041744
1.35e-05,-0.26024496768589,-15818.156142456,-0.060757381022235,-18151.637431521
1.36e-05,-0.26175766078935,-15718.635334837,-0.062254696241647,-18067.475717679
1.37e-05,-0.26323264245917,-15619.457993557,-0.063725044326092,-18214.891743489
1.38e-05,-0.2647760922489,-15510.057839558,-0.065273987140009,-18727.975622723
1.39e-05,-0.26641883085245,-15406.328539563,-0.066932221449369,-18822.773428955
1.4e-05,-0.26808120495602,-15308.578358735,-0.068649764162912,-18616.333221404
1.41e-05,-0.26965102991743,-15218.737415803,-0.070302089426949,-18273.048661462
1.42e-05,-0.27109176310952,-15126.533980719,-0.071767399866465,-18524.571755703
1.43e-05,-0.27247635169933,-15027.10768239,-0.07314254186358,-18961.363182884
1.44e-05,-0.27391777731049,-14920.056893572,-0.07474048795416,-18893.361577063
1.45e-05,-0.27546296641395,-14813.245428408,-0.076448725951998,-18447.100282829
1.46e-05,-0.2770518806643,-14712.767014508,-0.078112577800197,-18158.407083907
1.47e-05,-0.27858157036569,-14618.412485431,-0.079593251830951,-18337.706509425
1.48e-05,-0.28000682606185,-14523.782375083,-0.080947014966788,-18522.260170066
1.49e-05,-0.28137068521573,-14424.566269424,-0.082289494144034,-18206.526720573
1.5e-05,-0.2827416193368,-14322.516521768,-0.08369925463165,-17601.564267733
1.51e-05,-0.28414191266695,-14222.138485282,-0.085195772381615,-17674.923409448
1.52e-05,-0.28554807164906,-14124.427638676,-0.086601189012706,-17642.69897629
1.53e-05,-0.28694122659977,-14026.682760351,-0.087871567450282,-17479.715359267
1.54e-05,-0.28832833935491,-13927.219696574,-0.089120189304133,-17064.353945611
1.55e-05,-0.28971416835652,-13827.636203022,-0.090465099812108,-16847.454688271
1.56e-05,-0.29108037638688,-13729.580347591,-0.091851101918746,-17068.067970288
1.57e-05,-0.29240895956419,-13631.780410736,-0.093269367048608,-17090.829641423
