time,Jint,Jint_over_Gc,bot_react,top_react
0,0,0,0,0
0.001,-3.2871341365728e-06,-3.2871341365728e-05,-201.12917180374,201.12917180375
0.002,0.0065788656647532,0.065788656647532,-174.11981744532,174.11981744532
0.003,0.0096010684590016,0.096010684590016,-167.44046663996,167.44046663996
0.004,0.011261426654979,0.11261426654979,-165.36505964565,165.36505964565
0.005,0.011952000237741,0.11952000237741,-164.73701227795,164.73701227795
0.006,0.012260157118188,0.12260157118188,-164.5746876246,164.5746876246
0.007,0.012417956868126,0.12417956868126,-164.56487702426,164.56487702426
0.008,0.012521165502205,0.12521165502205,-164.6057472485,164.6057472485
0.009,0.012605677533909,0.12605677533909,-164.66357695801,164.66357695801
0.01,0.012684116435226,0.12684116435226,-164.72705971799,164.72705971799
0.011,0.012760827188344,0.12760827188344,-164.79236806369,164.79236806369
0.012,0.012837296222052,0.12837296222052,-164.85819753846,164.85819753846
0.013,0.012914025087656,0.12914025087656,-164.92407828828,164.92407828828
0.014,0.012991194915147,0.12991194915147,-164.98987193681,164.98987193681
0.015,0.013068867545899,0.13068867545899,-165.05552332119,165.05552332119
0.016,0.013147062762512,0.13147062762512,-165.12100606801,165.12100606801
0.017,0.013225793153756,0.13225793153756,-165.18632405926,165.18632405926
0.018,0.013305058976723,0.13305058976723,-165.25146290317,165.25146290317
0.019,0.013384856306755,0.13384856306755,-165.31640591185,165.31640591185
0.02,0.013465192184824,0.13465192184824,-165.38116818411,165.38116818411
0.021,0.013546072125058,0.13546072125058,-165.44575821103,165.44575821103
0.022,0.013627498609636,0.13627498609636,-165.51017750056,165.51017750056
0.023,0.013709472975319,0.13709472975319,-165.57442579364,165.57442579364
0.024,0.013791996200889,0.13791996200889,-165.63850239673,165.63850239673
0.025,0.013875065056469,0.13875065056469,-165.70239559342,165.70239559342
0.026,0.013958676033849,0.13958676033849,-165.76609430227,165.76609430227
0.027,0.014042834791317,0.14042834791317,-165.82961217784,165.82961217784
0.028,0.014127544199139,0.14127544199139,-165.89295313544,165.89295313544
0.029,0.01421280549947,0.1421280549947,-165.95611784203,165.95611784203
0.03,0.014260018726731,0.14260018726731,-166.02115971572,166.02115971572
0.031,0.01434188294803,0.1434188294803,-166.08509419219,166.08509419219
0.032,0.014427829220213,0.14427829220213,-166.14823727522,166.14823727522
0.033,0.014514989919124,0.14514989919124,-166.21090156714,166.21090156714
