time,Jint,Jint_over_Gc,bot_react,top_react
0,0,0,0,0
0.001,-4.1399957886403e-05,-0.0048705832807533,-78.254701359322,78.254701359322
0.002,0.0010596840895171,0.12466871641377,-56.493373527177,56.493373527178
0.003,0.0013390361593487,0.15753366580573,-53.835918045283,53.835918045283
0.004,0.0013589127686803,0.15987209043298,-53.603549651816,53.603549651816
0.005,0.0013675622274524,0.16088967381793,-53.613555823313,53.613555823313
0.006,0.0013753261187135,0.16180307278983,-53.660185730248,53.660185730248
0.007,0.0013831889768813,0.16272811492721,-53.712904050219,53.712904050219
0.008,0.001391147948045,0.16366446447588,-53.766827035643,53.766827035643
0.009,0.0013991779615729,0.16460917194975,-53.821150721543,53.821150721543
0.01,0.0014072712725784,0.16556132618569,-53.875735506548,53.875735506548
0.011,0.0014154270094292,0.16652082463873,-53.930562061281,53.930562061281
0.012,0.001423644952203,0.16748764143565,-53.985624986128,53.985624986128
0.013,0.0014319257295536,0.16846185053572,-54.0409263854,54.0409263854
0.014,0.0014402700671532,0.16944353731214,-54.09646936167,54.09646936167
0.015,0.0014486780693711,0.17043271404365,-54.15225230343,54.15225230343
0.016,0.0014571504782685,0.17142946803159,-54.208278377371,54.208278377371
0.017,0.0014656880424748,0.17243388734998,-54.264550739201,54.264550739201
0.018,0.0014742908940984,0.17344598754098,-54.321068082045,54.321068082045
0.019,0.0014829597589951,0.17446585399942,-54.377833247414,54.377833247414
0.02,0.0014916951724203,0.1754935496965,-54.434847726654,54.434847726654
0.021,0.0015004977128731,0.17652914269096,-54.49211344263,54.49211344263
0.022,0.00150936814395,0.17757272281764,-54.54963345266,54.54963345266
0.023,0.0015183063877555,0.17862428091241,-54.607404986644,54.607404986644
0.024,0.0015273138296749,0.17968397996176,-54.665435280223,54.665435280223
0.025,0.0015363904381072,0.18075181624791,-54.723721981774,54.723721981774
0.026,0.0015455369575279,0.18182787735623,-54.782267848614,54.782267848614
0.027,0.0015547539645285,0.182912231121,-54.841074553577,54.841074553577
0.028,0.0015640420237379,0.18400494396916,-54.900143634674,54.900143634674
0.029,0.0015734017099433,0.18510608352274,-54.959476699977,54.959476699977
0.03,0.0015828336022656,0.1862157179136,-55.019075350553,55.019075350553
0.031,0.0015923382780423,0.1873339150638,-55.078940985291,55.078940985291
0.032,0.0016019162772719,0.18846073850257,-55.139073358543,55.139073358543
0.033,0.0016115406634158,0.18959301922539,-55.199234570417,55.199234570417
0.034,0.0016213878336549,0.19075150984175,-55.259134780925,55.259134780925
0.035,0.0016315908823729,0.19195186851445,-55.318562592414,55.318562592414
0.036,0.0016422059246136,0.19320069701337,-55.377197056416,55.377197056416
0.037,0.0016532795601243,0.19450347766168,-55.434836768752,55.434836768752
0.038,0.0016647737483793,0.19585573510345,-55.491321498142,55.491321498142
0.039,0.001676493665567,0.19723454889023,-55.546509185562,55.546509185562
0.04,0.0016881407733139,0.19860479686046,-55.600699127869,55.600699127869
0.041,0.001699355855806,0.19992421833012,-55.654187571053,55.654187571053
0.042,0.0017099056677935,0.20116537268158,-55.70722036916,55.70722036916
0.043,0.0017197830081988,0.20232741272927,-55.759919815069,55.759919815069
0.044,0.0017291683416553,0.2034315696065,-55.812486312474,55.812486312474
0.045,0.0017382993812363,0.20450580955722,-55.865258355121,55.865258355121
0.046,0.0017473832425626,0.20557449912501,-55.91865728544,55.91865728544
0.047,0.0017565662700247,0.20665485529703,-55.973064165111,55.973064165111
0.048,0.0017659325951487,0.20775677589985,-56.028714111632,56.028714111632
0.049,0.0017755140321171,0.20888400377848,-56.085655681462,56.085655681462
0.05,0.00178530950048,0.21003641182118,-56.143806430146,56.143806430146
0.051,0.0017953022453068,0.21121202885963,-56.203023290646,56.203023290646
0.052,0.0018054727292643,0.21240855638404,-56.263164634365,56.263164634365
0.053,0.001815805830931,0.21362421540365,-56.324126647669,56.324126647668
0.054,0.0018262897997876,0.21485762350442,-56.38583069654,56.38583069654
0.055,0.0018369168193219,0.21610786109669,-56.448224812758,56.448224812758
0.056,0.001847682490754,0.21737441067694,-56.511279440434,56.511279440434
0.057,0.0018585841401401,0.21865695766354,-56.574976176164,56.574976176164
0.058,0.0018696194848383,0.21995523351038,-56.639297924871,56.639297924871
0.059,0.0018807863371494,0.2212689808411,-56.704227754505,56.704227754505
0.06,0.0018920844028569,0.22259816504199,-56.769761378785,56.769761378785
0.061,0.0019035116061804,0.22394254190357,-56.835881464095,56.835881464095
0.062,0.0019150666054109,0.22530195357775,-56.902575407514,56.902575407514
0.063,0.0019267471016,0.2266761296,-56.969823612601,56.969823612601
0.064,0.0019385516208079,0.22806489656563,-57.037612328107,57.037612328107
0.065,0.0019504789848352,0.22946811586297,-57.105929193225,57.105929193225
0.066,0.0019625278462358,0.23088562896892,-57.174761110254,57.174761110254
0.067,0.0019746959609979,0.23231717188211,-57.244088359203,57.244088359203
0.068,0.0019869822388147,0.23376261633114,-57.313899299234,57.313899299234
0.069,0.0019993856671171,0.23522184319025,-57.384182760401,57.384182760401
0.07,0.0020119053006664,0.23669474125487,-57.454927963801,57.454927963801
0.071,0.0020245405335234,0.23818123923804,-57.526126802013,57.526126802013
0.072,0.0020372906831656,0.23968125684301,-57.597770399493,57.597770399493
0.073,0.0020501540534022,0.24119459451791,-57.669843086639,57.669843086639
0.074,0.002063130246081,0.2427212054213,-57.742337725838,57.742337725838
0.075,0.0020762189455287,0.24426105241515,-57.815247990435,57.815247990435
0.076,0.0020894209315254,0.24581422723828,-57.888576296182,57.888576296182
0.077,0.0021027354462489,0.24738064073516,-57.962312649119,57.962312649118
