time,Fy,Jint,max_disp_y,max_psie,max_s1
0,0,0,0,0,0
5e-07,62.444692806531,3.6633724923203e-12,4.2387476442884e-05,1.1953179755663e-05,0.89239376436051
1e-06,111.83960395675,2.4241955150087e-12,0.00010583168572818,2.2749239563282e-05,1.2156493681198
1.5e-06,99.660461206291,-1.5189577812777e-11,0.00016175929805639,2.2031869579713e-05,1.1946490407315
2e-06,97.505415811184,4.0463561049985e-12,0.00022038363822564,2.3811488908492e-05,1.2391157135595
2.5e-06,102.25040484592,5.5982965957218e-11,0.00027891762741176,2.4334937238224e-05,1.2470858998329
3e-06,98.775637806158,5.301055909881e-10,0.00033635432453941,2.4679944023652e-05,1.2544055999199
3.5e-06,100.16315059014,1.0310210833524e-08,0.0003949523955444,2.5153175670973e-05,1.269613335446
4e-06,100.36458056526,1.6262752657351e-07,0.0004528326122502,2.572371116318e-05,1.2786421124713
4.5e-06,99.50959759605,1.7117586200406e-06,0.00051086943801275,2.5837986885539e-05,1.2844539088669
5e-06,100.26075893119,1.2193792578092e-05,0.00056910633565661,2.6509725458943e-05,1.2985449939889
5.5e-06,99.933734203852,5.9278485894819e-05,0.00062705038861189,2.6937351383435e-05,1.3074620096879
6e-06,99.886802755943,0.00019753588119901,0.00068518213914862,6.7430369330136e-05,1.9055962855076
6.5e-06,100.09676030182,0.00045527532637371,0.00074327747984778,0.00016615924248668,2.7556959008358
7e-06,99.910567136318,0.00075154652935271,0.00080131882379364,0.00029835722222734,3.0331097340982
7.5e-06,99.989933802142,0.00098121661250811,0.00085946325848566,0.00045805414032293,3.0479500416413
8e-06,100.00365097822,0.0011819493408163,0.00091765529790852,0.0006111301405804,2.9864531684352
8.5e-06,99.945777833655,0.0014111445093943,0.00097613993172446,0.00071550813264409,2.9488397122946
9e-06,99.989359228147,0.001637572736967,0.001035445189365,0.00076110005660515,2.9949919683821
9.5e-06,99.960378927871,0.0018664172933196,0.001096735176948,0.00080572873233464,3.0090718046372
1e-05,99.940177469916,0.0020968245101488,0.0011624824207941,0.00091082661288142,3.0554555750393
1.025e-05,99.945803121517,0.0022079500230079,0.0011980135474818,0.00098847570248452,2.9954296918264
1.075e-05,99.906146532703,0.0024314431881535,0.0012790737813818,0.0011474133408941,2.9941430358497
1.125e-05,99.875695575648,0.0026515582432768,0.001379250640201,0.0012430535763889,2.9920588430978
1.175e-05,99.861334490286,0.0028699389630967,0.001505864116298,0.001270530434231,2.9872162566871
1.225e-05,99.866949846505,0.0030920007637707,0.0016629860135319,0.0013016591189371,3.0028261907943
1.275e-05,99.943575436464,0.0033212364474384,0.0018474163893479,0.0013802480991802,3.0217416083132
1.325e-05,100.08403998179,0.0035595417827548,0.0020471228117607,0.0014697662094091,2.9958802111101
1.375e-05,100.23709331033,0.0038005044910955,0.0022448455508988,0.001523084369062,2.948125094506
1.425e-05,100.29495667639,0.0040272734763366,0.0024264582214233,0.0015329343124839,2.9822826604796
1.475e-05,100.15088590781,0.0042247351406428,0.0025890285240635,0.001526097219083,2.9802317529716
1.525e-05,99.848117167977,0.0044072650295341,0.002741744543268,0.0015241582446082,2.951005418552
1.575e-05,99.59324973144,0.004623761175859,0.0028977177673256,0.0015391924589811,2.9613501612075
1.625e-05,99.580951567774,0.0049195594750289,0.003063220572399,0.0015584590720058,2.884362463611
