time,Fy,Jint,max_disp_y,max_psie,max_s1
0,0,0,0,0,0
5e-07,62.444691572777,-1.7934021103025e-12,4.2387513043777e-05,1.1953179720339e-05,0.8923937371973
1e-06,111.83960211585,-1.475720105128e-12,0.00010583172906938,2.2749255225333e-05,1.2156492995196
1.5e-06,99.660459159898,-1.87991357778e-11,0.00016175930518763,2.2031877503801e-05,1.1946488678131
2e-06,97.505397737333,-2.4095378063681e-12,0.00022038360210499,2.3811503776044e-05,1.2391157733039
2.5e-06,102.25015863985,4.5446760802348e-11,0.00027891685986254,2.4334910348531e-05,1.2470853074485
3e-06,98.775455633398,6.1150623505298e-10,0.00033635321023916,2.4679972253078e-05,1.254407163737
3.5e-06,100.16329993566,1.029304402963e-08,0.00039495144827626,2.5153131922914e-05,1.2696123136823
4e-06,100.36463675651,1.6269514791051e-07,0.00045283212092197,2.5723705726647e-05,1.2786427948706
4.5e-06,99.509419996428,1.7117831621778e-06,0.00051086882759046,2.5837935027273e-05,1.2844523738084
5e-06,100.26076533379,1.2193691278223e-05,0.00056910560234214,2.650972390852e-05,1.2985448997005
5.5e-06,99.933813407393,5.9278584069783e-05,0.00062705016348224,3.182842457876e-05,1.3454740089079
6e-06,99.886777006382,0.00019753599945631,0.00068518218254049,0.00011847182596667,2.4578563102549
6.5e-06,100.09674293389,0.00045527530664819,0.00074327750841841,0.00029557431963467,3.0551165054441
7e-06,99.910590909326,0.00075154643143572,0.00080131891900047,0.00057587132678033,3.0695097958546
7.5e-06,99.990049516506,0.00098121643574625,0.00085946341035735,0.00093230477278511,3.1167867463747
8e-06,100.0040908076,0.0011819492857086,0.00091765542984034,0.0012688553352805,3.0546830655265
8.5e-06,99.947072189408,0.0014111444547572,0.00097614006961162,0.001474471059038,3.0277214070692
8.75e-06,99.996282627282,0.0015255282238334,0.0010056017288867,0.0015190133116287,3.0016771446587
9.25e-06,99.977147372252,0.0017504816086003,0.0010656251204944,0.0016133942998538,3.0398793707033
9.5e-06,99.946547829129,0.0018674007281719,0.0010964758999968,0.001690709583493,3.0403506673454
