time,Fx,disp_x,max_d
0,0,0,0
5e-07,2598.8374040176,0.0021,0
1e-06,7068.5384926887,0.0082,0.00069416279704325
1.5e-06,8777.7769430958,0.016506896551724,0.0057997594974517
2e-06,8252.2170736016,0.024813793103448,0.010371384757349
2.5e-06,8322.1346432495,0.033120689655172,0.010371384757349
3e-06,8272.9693523782,0.041427586206897,0.011231594610749
3.5e-06,8232.4135833348,0.049734482758621,0.012061137936947
4e-06,8222.0688670744,0.058041379310345,0.01300790440342
4.5e-06,8161.3660232199,0.066348275862069,0.013485138794201
5e-06,8129.3810957802,0.074655172413793,0.014514750426794
5.5e-06,8095.6068838782,0.082962068965517,0.014991444980171
6e-06,8043.3113906448,0.091268965517241,0.015431973829674
6.5e-06,8018.432577979,0.099575862068966,0.015610961094762
7e-06,7996.985119181,0.10788275862069,0.015974983760376
7.5e-06,7951.3076351626,0.11618965517241,0.01625066020614
8e-06,7906.8588173323,0.12449655172414,0.016380390331606
8.5e-06,7880.4775495442,0.13280344827586,0.016510191833576
9e-06,7820.9487320873,0.14111034482759,0.017586401628814
9.5e-06,7806.100056648,0.14941724137931,0.019946250867041
1e-05,7783.0277122958,0.15772413793103,0.02188178060955
1.05e-05,7730.6542419539,0.16603103448276,0.02256767785893
1.1e-05,7726.4813886979,0.17433793103448,0.023263296692451
1.15e-05,7716.5360996571,0.18264482758621,0.024579036911335
1.2e-05,7732.6652903746,0.19095172413793,0.029438548340471
1.25e-05,7747.3787616047,0.19925862068966,0.060794750388181
1.3e-05,7775.7773115958,0.20756551724138,0.099888117605381
1.35e-05,7786.2070475665,0.2158724137931,0.13645187823639
1.4e-05,7827.0639396135,0.22417931034483,0.16370492705814
1.45e-05,7864.6766669251,0.23248620689655,0.18447333883409
1.5e-05,7901.6907265765,0.24079310344828,0.21048367584371
1.55e-05,7951.6604755412,0.2491,0.24767130927374
1.6e-05,7989.6823165985,0.25740689655172,0.28818899596707
1.65e-05,8027.1384237972,0.26571379310345,0.32062247123505
1.7e-05,8094.6670469683,0.27402068965517,0.3457816579791
1.75e-05,8123.9641544536,0.2823275862069,0.37469274717415
1.8e-05,8174.0698688119,0.29063448275862,0.41096088820917
1.85e-05,8251.7349328651,0.29894137931034,0.44615133958794
1.9e-05,8297.6223426147,0.30724827586207,0.4756884918882
1.95e-05,8383.5265408986,0.31555517241379,0.50575408059244
2e-05,8488.458849988,0.32386206896552,0.53977738043021
2.05e-05,8646.4881869328,0.33216896551724,0.57244062390194
2.1e-05,8841.7564960407,0.34047586206897,0.60330861822659
2.15e-05,9103.1437406673,0.34878275862069,0.64030105942501
2.2e-05,9408.9009977326,0.35708965517241,0.68519614443494
2.25e-05,9775.7681010975,0.36539655172414,0.73288760430737
2.3e-05,10161.026435233,0.37370344827586,0.78420954586339
2.35e-05,10482.507919679,0.38201034482759,0.84213378767216
2.4e-05,10732.590163807,0.39031724137931,0.90202543421941
2.45e-05,10977.425599914,0.39862413793103,0.95564348043025
2.5e-05,11169.60685574,0.40693103448276,0.99365080830668
2.55e-05,11343.477230795,0.41523793103448,1
2.6e-05,11536.118811442,0.42354482758621,1
2.65e-05,11693.332166676,0.43185172413793,1
2.7e-05,11783.379379895,0.44015862068965,1
2.75e-05,11807.739682527,0.44846551724138,1
2.8e-05,11851.362694159,0.4567724137931,1
2.85e-05,11885.744486527,0.46507931034483,1
2.9e-05,11938.05879526,0.47338620689655,1
2.95e-05,11969.765963104,0.48169310344828,1
3e-05,11956.445145829,0.49,1
3.05e-05,12087.028380772,0.49841666666667,1
3.1e-05,12082.235323078,0.50683333333333,1
3.15e-05,12075.226085542,0.51525,1
3.2e-05,12113.859071599,0.52366666666667,1
3.25e-05,12136.466533752,0.53208333333333,1
3.3e-05,12199.578863633,0.5405,1
3.35e-05,12303.880625071,0.54891666666667,1
3.4e-05,12426.815399579,0.55733333333333,1
3.45e-05,12590.692071115,0.56575,1
3.5e-05,12762.881088826,0.57416666666667,1
3.55e-05,13023.242999128,0.58258333333333,1
3.6e-05,13291.869517203,0.591,1
3.65e-05,13556.591591753,0.59941666666667,1
3.7e-05,13802.369965823,0.60783333333333,1
3.75e-05,13977.024385686,0.61625,1
3.8e-05,14014.718937352,0.62466666666667,1
3.85e-05,13902.026550615,0.63308333333333,1
3.9e-05,13538.909292832,0.6415,1
3.95e-05,12899.612244448,0.64991666666667,1
4e-05,11958.57044504,0.65833333333333,1
4.05e-05,10753.317913451,0.66675,1
4.1e-05,9465.5088307181,0.67516666666667,1
4.15e-05,8360.0475298318,0.68358333333333,1
4.2e-05,7757.4591303597,0.692,1
4.25e-05,7840.0120812053,0.70041666666667,1
4.3e-05,8680.5190768335,0.70883333333333,1
4.35e-05,10006.783413958,0.71725,1
4.4e-05,11333.178107786,0.72566666666667,1
4.45e-05,12051.849486635,0.73408333333333,1
4.5e-05,11784.760312964,0.7425,1
4.55e-05,10607.99569054,0.75091666666667,1
4.6e-05,9120.2277947438,0.75933333333333,1
4.65e-05,8044.8493206728,0.76775,1
4.7e-05,7894.7672533054,0.77616666666666,1
4.75e-05,8525.4140315412,0.78458333333333,1
4.8e-05,9197.7520032543,0.793,1
4.85e-05,9159.9872327018,0.80141666666666,1
4.9e-05,8302.6215913588,0.80983333333333,1
4.95e-05,7324.8075927796,0.81825,1
5e-05,7036.3818427971,0.82666666666666,1
5.05e-05,7642.1998198757,0.83508333333333,1
5.1e-05,8480.2485188472,0.8435,1
5.15e-05,8734.5014385455,0.85191666666666,1
5.2e-05,8133.1608219086,0.86033333333333,1
5.25e-05,7394.1558652005,0.86875,1
5.3e-05,7323.6546385521,0.87716666666666,1
5.35e-05,7849.6032995606,0.88558333333333,1
5.4e-05,8199.8837448956,0.894,1
5.45e-05,7897.8649355346,0.90241666666666,1
5.5e-05,7274.3230276564,0.91083333333333,1
5.55e-05,7062.8945494564,0.91925,1
5.6e-05,7456.2258261751,0.92766666666666,1
5.65e-05,7955.4075595956,0.93608333333333,1
5.7e-05,8043.9460596988,0.9445,1
5.75e-05,7907.2299302289,0.95291666666666,1
5.8e-05,8228.5036352827,0.96133333333333,1
5.85e-05,8983.7192094196,0.96975,1
5.9e-05,9562.5682442936,0.97816666666666,1
5.95e-05,9523.2095842781,0.98658333333333,1
6e-05,9215.1302172825,0.995,1
6.05e-05,9207.0982996509,1.0034166666667,1
6.1e-05,9458.5673917496,1.0118333333333,1
6.15e-05,9488.4588560166,1.02025,1
6.2e-05,9211.4461215409,1.0286666666667,1
6.25e-05,9009.5863624933,1.0370833333333,1
6.3e-05,9073.8482697068,1.0455,1
6.35e-05,9073.2540636195,1.0539166666667,1
6.4e-05,8838.8361297691,1.0623333333333,1
6.45e-05,8681.8762844218,1.07075,1
6.5e-05,8837.6584636622,1.0791666666667,1
6.55e-05,9100.9386594856,1.0875833333333,1
6.6e-05,9012.7947663106,1.096,1
6.65e-05,8586.5438756371,1.1044166666667,1
6.7e-05,8107.9010035244,1.1128333333333,1
6.75e-05,7763.3265660419,1.12125,1
6.8e-05,7435.2060104269,1.1296666666667,1
6.85e-05,7059.8507348982,1.1380833333333,1
6.9e-05,6752.5381587205,1.1465,1
6.95e-05,6483.8810020931,1.1549166666667,1
7e-05,6048.7895201545,1.1633333333333,1
7.05e-05,5445.1118803648,1.17175,1
7.1e-05,4823.5932939574,1.1801666666667,1
7.15e-05,4229.4900621765,1.1885833333333,1
7.2e-05,3574.2334438032,1.197,1
7.25e-05,2938.2182556389,1.2054166666667,1
7.3e-05,2531.781790718,1.2138333333333,1
7.35e-05,2250.3670929413,1.22225,1
7.4e-05,1893.3271741332,1.2306666666667,1
7.45e-05,1394.3202232955,1.2390833333333,1
7.5e-05,970.22409764243,1.2475,1
7.55e-05,666.18219248457,1.2559166666667,1
7.6e-05,378.8815417706,1.2643333333333,1
7.65e-05,72.559254481647,1.27275,1
7.7e-05,-151.54756564052,1.2811666666667,1
7.75e-05,-199.69229386567,1.2895833333333,1
7.8e-05,-86.644420194689,1.298,1
7.85e-05,146.9828891271,1.3064166666667,1
7.9e-05,569.35883064681,1.3148333333333,1
7.95e-05,1151.7555946659,1.32325,1
8e-05,1732.4148823121,1.3316666666667,1
8.05e-05,2291.3293486336,1.3400833333333,1
8.1e-05,2850.612697166,1.3485,1
8.15e-05,3304.6641935728,1.3569166666667,1
8.2e-05,3527.9101378789,1.3653333333333,1
8.25e-05,3678.993757918,1.37375,1
8.3e-05,3670.6436832094,1.3821666666667,1
8.35e-05,3364.5169104986,1.3905833333333,1
8.4e-05,2939.5016969832,1.399,1
8.45e-05,2629.1667535549,1.4074166666667,1
8.5e-05,2430.2833156647,1.4158333333333,1
