time,DJint,Fy,Jint,external_work,fracture_energy,kinetic_energy,max_d,max_disp_y,strain_energy
23.6875,-0.69557063794819,306.72783236691,-0.0099909808601457,17.858697209747,0.21427946600642,17.261585450614,1,0.04059723567452,0.5681346091863
23.9375,-0.70874836348722,288.95891534698,-0.011022848155448,18.23019647528,0.21633772596368,17.638279145917,1,0.041553583945609,0.57722511334789
24.0625,-0.71794444449785,279.28734257567,-0.011671169780983,18.411981374286,0.2174184201854,17.920523052335,1,0.042026223355392,0.58596165780921
24.3125,-0.72965413632982,278.47366721022,-0.015054886477408,18.783346443749,0.21966674347483,18.197452692073,1,0.042975715745051,0.61215039056085
24.5625,-0.74742861605507,288.95466448443,-0.021119483490772,19.179166848448,0.22206452070993,18.568340759173,1,0.043936662199922,0.650366031352
24.8125,-0.76828457602938,303.43163238019,-0.029142353104429,19.598650433455,0.22455288379723,18.939841336423,1,0.044908630190947,0.6921259513921
25.0625,-0.79241661954766,310.38025380804,-0.038955907015486,20.024035194227,0.22710976940729,19.313060237394,1,0.045887962713589,0.72461238662453
25.3125,-0.81913526552955,306.87689847913,-0.049619013244149,20.438759258055,0.22967060351184,19.696075612588,1,0.046875379138374,0.74168876429532
25.5625,-0.84486134343208,299.97159066751,-0.057675139000945,20.841424445431,0.23215745517551,20.08781564879,1,0.047876358895347,0.7444506053335
25.8125,-0.86442295188596,298.10897547375,-0.058598318383073,21.242225501569,0.23457083278553,20.493706673988,1,0.048894029524268,0.73424597631365
25.9375,-0.87541470404322,300.42214724851,-0.055409030285094,21.444678002947,0.23578593391467,20.809375060852,1,0.049408373680096,0.72551905968967
26.1875,-0.87521802700438,305.26325121506,-0.041765420617298,21.855003807325,0.23814053169253,21.125210727869,1,0.050438828818825,0.70246872657356
26.4375,-0.87139395887921,307.02332787462,-0.020938347475381,22.264249033581,0.24044541716106,21.54880668734,1,0.051463247467686,0.67605835280952
26.6875,-0.86496616935804,303.81915242083,0.0012468969979507,22.665594092006,0.24281224214071,21.976283425243,1,0.05247700773198,0.64615563941132
26.8125,-0.86687278669203,300.61600655531,0.010651529460235,22.863281701212,0.24403870205733,22.298223153503,1,0.052980385131073,0.62944958516512
27.0625,-0.86912497988708,298.29591654528,0.019195884443002,23.255805294647,0.24653008647563,22.621373999576,1,0.053985140728343,0.58855123398147
27.3125,-0.89108570469262,297.83387552796,0.011463490344298,23.648690170889,0.24900349287528,23.056549271742,1,0.054989826955042,0.54449109935985
27.5625,-0.92523442900156,297.37751340182,-0.0089158648438441,24.042239981369,0.25150478311729,23.497260723512,1,0.055995280403911,0.50617539303599
27.8125,-0.95973012607898,294.92188426517,-0.030362731129337,24.434516157464,0.25406078996577,23.927553061772,1,0.057002630297146,0.47585636770869
27.9375,-0.97611907066783,292.49617424423,-0.037345103115127,24.630185237434,0.2553681595815,24.253883542468,1,0.057508013888151,0.46292068134949
28.1875,-0.98390240452545,289.28380781299,-0.03581444714101,25.021237325669,0.25792856653097,24.574104962968,1,0.058529027956274,0.43748010779712
28.4375,-0.97805754650877,285.66691854313,-0.016764799979369,25.414301545165,0.26052338455717,25.001844435683,1,0.059571383169174,0.41709665405627
28.6875,-0.97028428652437,281.20503623796,0.0057799714038481,25.810224467248,0.26319201264062,25.441461335244,1,0.060643913254743,0.40257033385193
28.9375,-0.97688827705021,275.69082086016,0.015680449238468,26.209851248879,0.26585208302497,25.87935378152,1,0.061753074724801,0.39295221948654
29.1875,-1.0025527788947,270.86138067967,0.0077831054374901,26.616637231353,0.26847801146403,26.333145927373,1,0.062902880633765,0.38757292049351
29.4375,-1.0372897847457,269.17152056813,-0.0086763129700573,27.037201815892,0.27114389118967,26.79253521748,1,0.064094963155784,0.39035132907191
29.6875,-1.0658671794658,272.16183571057,-0.019026103627242,27.479399534831,0.27382910921535,27.268630203718,1,0.065327615183282,0.40173389540145
29.8125,-1.0792951194694,276.41312652798,-0.018861555913593,27.710037000362,0.27518686262977,27.634066751966,1,0.065957836589151,0.41238013297629
30,-1.0848432209428,283.39340786291,-0.013147803745597,28.07086296966,0.27723402752293,27.938164132385,1,0.066916328795126,0.43121843453319
