time,x,y,crack_length,vel_direct,vel_filtered
43.125,50.333,7.5265e-09,0.0,0.0,0.0
43.25,50.447,6.0696e-09,0.11400000000000432,0.9120000000000346,0.9120000000004326
43.375,50.56,4.548e-09,0.22700000000000387,0.9039999999999964,0.9039999999999964
43.625,50.78,1.4926e-07,0.44700000000005036,0.8800000000001859,0.8800000000001859
43.875,51.007,9.8195e-07,0.6740000000015743,0.908000000006096,0.908000000006096
44.125,51.231,3.4654e-06,0.8980000000153449,0.8960000000550822,0.8960000000550822
44.375,51.446,9.4339e-06,1.1130000000981854,0.8600000003313619,0.8600000003313619
44.625,51.657,2.7046e-05,1.324000000833222,0.8440000029401463,0.8440000029401463
44.875,51.866,5.0161e-05,1.5330000021114625,0.8360000051129622,0.8360000051129622
45.125,52.07,-0.062575,1.746396137948727,0.8535845433490574,0.8535845433490574
45.375,52.281,-0.062566,1.9573961381406686,0.8440000007677666,0.8440000007677666
45.625,52.482,-0.062557,2.1583961383421615,0.8040000008059722,0.8040000008059722
45.875,52.674,-0.062556,2.350396138344766,0.7680000000104173,0.7680000000104173
46.125,52.851,-0.062558,2.527396138356065,0.7080000000451961,0.7080000000451961
46.375,53.025,-0.062555,2.7013961383819263,0.6960000001034462,0.6960000001034462
46.625,53.196,-0.062554,2.8723961383848495,0.6840000000116934,0.6840000000116934
46.875,53.354,-0.062562,3.0303961385873825,0.6320000008101316,0.6320000008101316
47.125,53.507,-0.062565,3.183396138616793,0.6120000001176418,0.6120000001176418
47.375,53.655,-0.06257,3.3313961387012556,0.5920000003378507,0.5920000003378507
47.625,53.794,-0.06257,3.4703961387012514,0.5559999999999832,0.5559999999999832
47.875,53.923,-0.062571,3.5993961387051323,0.5160000000155234,0.5160000000155234
48.125,54.059,-0.062567,3.7353961387639516,0.5440000002352768,0.5440000002352768
48.375,54.191,-0.062565,3.867396138779108,0.5280000000606261,0.5280000000606261
48.625,54.319,-0.062572,3.9953961389705146,0.5120000007656255,0.5120000007656255
48.875,54.447,-0.062574,4.1233961389861395,0.5120000000625005,0.5120000000625005
49.125,54.571,-0.06257,4.247396139050651,0.4960000002580454,0.4960000002580454
49.375,54.697,-0.062568,4.373396139066529,0.5040000000635112,0.5040000000635112
49.625,54.832,-0.062572,4.508396139125786,0.5400000002370291,0.5400000002370291
49.875,54.977,-0.062574,4.653396139139575,0.5800000000551565,0.5800000000551565
50.125,55.131,-0.06257,4.8073961391915265,0.6160000002078061,0.6160000002078061
50.375,55.292,-0.062573,4.968396139219478,0.6440000001118067,0.6440000001118067
50.625,55.467,-0.062573,5.143396139219475,0.6999999999999886,0.6999999999999886
50.875,55.658,7.7738e-05,5.344408862627586,0.8040508936324426,0.8040508936324426
51.125,55.865,-0.062564,5.560679497110543,0.8650825379318294,0.8650825379318294
51.375,56.076,-0.062555,5.771679497302485,0.8440000007677666,0.8440000007677666
51.625,56.293,-0.062552,5.988679497323221,0.8680000000829443,0.8680000000829443
51.875,56.5,-0.062553,6.195679497325638,0.8280000000096648,0.8280000000096648
52.125,56.698,-0.062559,6.393679497416548,0.7920000003636379,0.7920000003636379
52.375,56.917,-0.062556,6.612679497437097,0.8760000000821966,0.8760000000821966
52.625,57.146,-0.062548,6.841679497576834,0.9160000005589488,0.9160000005589488
52.875,57.384,-0.062543,7.079679497629354,0.9520000002100822,0.9520000002100822
53.125,57.622,-0.062537,7.317679497704984,0.9520000003025192,0.9520000003025192
53.375,57.845,-0.062537,7.540679497704983,0.8919999999999959,0.8919999999999959
53.625,58.073,-0.062531,7.768679497783932,0.9120000003157956,0.9120000003157956
53.875,58.301,-0.062534,7.996679497803671,0.9120000000789535,0.9120000000789535
54.125,58.521,-0.062536,8.21667949781276,0.8800000000363591,0.8800000000363591
54.375,58.742,-0.062547,8.437679498086514,0.8840000010950088,0.8840000010950088
54.625,58.948,-0.062555,8.643679498241857,0.8240000006213715,0.8240000006213715
54.875,59.165,-0.062553,8.860679498251072,0.8680000000368614,0.8680000000368614
55.125,59.383,-0.062553,9.078679498251075,0.8720000000000141,0.8720000000000141
55.25,59.491,-0.062551,9.18667949826959,0.8640000001481241,0.8640000001481241
55.5,59.696,-0.062557,9.391679498357394,0.8200000003512127,0.8200000003512127
55.75,59.889,-0.062558,9.58467949835999,0.7720000000103824,0.7720000000103824
56.0,60.079,-0.062562,9.774679498402092,0.760000000168412,0.760000000168412
56.25,60.268,-0.062555,9.963679498531722,0.7560000005185188,0.7560000005185188
56.5,60.448,-0.062557,10.143679498542832,0.7200000000444433,0.7200000000444433
56.75,60.626,-0.062557,10.32167949854283,0.7119999999999891,0.7119999999999891
56.875,60.714,-0.062558,10.409679498548513,0.7040000000454623,0.7040000000454623
57.125,60.902,-0.062564,10.59767949864426,0.7520000003829883,0.7520000003829883
57.375,61.086,-0.062562,10.781679498655127,0.7360000000434683,0.7360000000434683
57.625,61.27,-0.062559,10.965679498679588,0.7360000000978446,0.7360000000978446
57.875,61.45,-0.062557,11.145679498690699,0.7200000000444433,0.7200000000444433
58.125,61.64,-0.062562,11.335679498756486,0.7600000002631487,0.7600000002631487
58.25,61.741,-0.062556,11.436679498934703,0.8080000014257352,0.8080000014257352
58.5,61.942,-0.062555,11.63767949893719,0.8040000000099523,0.8040000000099523
58.625,62.04,-0.062552,11.735679498983108,0.7840000003673387,0.7840000003673387
58.875,62.246,-0.062557,11.941679499043792,0.8240000002427308,0.8240000002427308
59.125,62.435,-0.062556,12.130679499046437,0.7560000000105822,0.7560000000105822
