time,x,y,crack_length,vel_direct,vel_filtered
7.875,50.323,-1.6879e-09,0.0,0.0,0.0
8.125,50.694,-5.8832e-09,0.3710000000000023,1.484000000000009,1.4840000000000944
8.25,50.871,-5.5841e-09,0.5480000000000018,1.4159999999999968,1.4159999999999968
8.375,51.067,-6.103e-09,0.7439999999999998,1.5679999999999836,1.5679999999999836
8.5,51.265,-7.3998e-09,0.9420000000000002,1.5840000000000032,1.5840000000000032
8.75,51.694,-1.4075e-08,1.3710000000000022,1.7160000000000084,1.7160000000000084
8.875,51.883,-1.189e-08,1.5600000000000023,1.5120000000000007,1.5120000000000007
9.0,52.086,-1.4224e-08,1.7629999999999981,1.623999999999967,1.623999999999967
9.25,52.463,-3.543e-08,2.140000000000001,1.508000000000012,1.508000000000012
9.375,52.637,-3.4445e-08,2.3140000000000005,1.391999999999996,1.391999999999996
9.5,52.825,-3.9786e-08,2.502000000000003,1.5040000000000195,1.5040000000000195
9.625,53.015,-4.7136e-08,2.6920000000000006,1.519999999999983,1.519999999999983
9.875,53.449,-1.1534e-07,3.1260000000000034,1.7360000000000115,1.7360000000000115
10.0,53.643,-9.2938e-08,3.3200000000000074,1.5520000000000314,1.5520000000000314
10.125,53.838,-1.1535e-07,3.515000000000009,1.5600000000000125,1.5600000000000125
10.375,54.22,-2.148e-07,3.89700000000002,1.5280000000000433,1.5280000000000433
10.5,54.392,-2.2452e-07,4.069000000000024,1.3760000000000354,1.3760000000000354
10.75,54.781,-4.4182e-07,4.45800000000008,1.5560000000002259,1.5560000000002259
10.875,54.952,-4.1051e-07,4.629000000000082,1.3680000000000179,1.3680000000000179
11.0,55.131,-4.5468e-07,4.8080000000000895,1.4320000000000601,1.4320000000000601
11.125,55.314,-5.5392e-07,4.991000000000116,1.4640000000002138,1.4640000000002138
11.375,55.717,-1.0194e-06,5.394000000000384,1.61200000000107,1.61200000000107
11.5,55.885,-1.1022e-06,5.5620000000004035,1.3440000000001573,1.3440000000001573
11.625,56.054,-1.3261e-06,5.731000000000556,1.3520000000012187,1.3520000000012187
11.875,56.432,-2.9301e-06,6.1090000000039595,1.5120000000136131,1.5120000000136131
12.0,56.601,-3.0176e-06,6.2780000000039795,1.3520000000001566,1.3520000000001566
12.25,56.959,-5.6479e-06,6.636000000013646,1.432000000038667,1.432000000038667
12.375,57.116,-5.9096e-06,6.793000000013861,1.2560000000017166,1.2560000000017166
12.5,57.288,-7.2901e-06,6.965000000019399,1.376000000044297,1.376000000044297
12.625,57.474,-8.5391e-06,7.1510000000235925,1.488000000033548,1.488000000033548
12.75,57.657,-1.1707e-05,7.334000000051012,1.4640000002193558,1.4640000002193558
13.0,58.011,-2.7983e-05,7.688000000425182,1.4160000014966816,1.4160000014966816
13.125,58.167,-2.678e-05,7.844000000429819,1.2480000000370985,1.2480000000370985
13.25,58.337,-2.5567e-05,8.014000000434148,1.3600000000346342,1.3600000000346342
13.5,58.699,-3.7054e-05,8.376000000616395,1.448000000728991,1.448000000728991
13.625,58.853,-3.3686e-05,8.530000000653228,1.232000000294662,1.232000000294662
13.875,59.19,0.062557,8.87276317541672,1.3710526990539673,1.3710526990539673
14.0,59.347,0.062544,9.02976317595494,1.256000004305761,1.256000004305761
14.25,59.699,0.062531,9.381763176194994,1.4080000009602143,1.4080000009602143
14.5,60.004,0.062515,9.686763176614665,1.2200000016786874,1.2200000016786874
14.75,60.301,0.062511,9.983763176641606,1.1880000001077609,1.1880000001077609
15.0,60.623,0.062509,10.305763176647813,1.2880000000248273,1.2880000000248273
15.25,60.938,0.062503,10.620763176704962,1.2600000002285907,1.2600000002285907
15.5,61.24,0.062506,10.922763176719862,1.208000000059601,1.208000000059601
15.625,61.391,0.062507,11.073763176723169,1.2080000000264601,1.2080000000264601
15.75,61.56,0.062509,11.242763176735007,1.3520000000947068,1.3520000000947068
15.812,61.641,0.062511,11.323763176759694,1.3064516133014212,1.3064516133014212
16.0,61.882,0.062513,11.564763176767993,1.2819148936611575,1.2819148936611575
16.188,62.127,0.062513,11.809763176767998,1.3031914893617345,1.3031914893617345
16.438,62.436,0.062511,12.118763176774468,1.23600000002588,1.23600000002588
16.562,62.575,0.062515,12.257763176832025,1.120967742399631,1.120967742399631
16.688,62.719,0.062516,12.401763176835496,1.1428571428847083,1.1428571428847647
16.812,62.855,0.062519,12.53776317686858,1.0967741938151723,1.0967741938151723
