time,DJint,Fy,Jint,external_work,fracture_energy,kinetic_energy,max_d,max_disp_y,strain_energy
0,0,0,0,0,0,0,0,0,0
0.25,-0.00010785799998055,82.886314145508,-7.673629384135e-05,0.0066136053263665,0,0.0014192020703009,0,4.2674735830587e-05,0.0037545698604481
0.5,-0.00047411449031958,163.86182871029,-0.00029569804964554,0.026754113334773,0,0.007642594795606,0,0.00010625133383033,0.014034139556275
0.75,-0.00082994322936035,154.6430674908,-0.00045124475756804,0.042691500230137,0,0.015678576730001,0,0.00016262400500105,0.021200921266364
1,-0.0011947304553526,143.29384957007,-0.00062111641589101,0.058109518603905,0,0.023612450945334,0,0.00022057331821918,0.029198495872798
1.25,-0.0015729483973928,153.93425064774,-0.00080587892276715,0.075271665430973,0,0.031466207722716,0,0.00028046651949116,0.037918123177742
1.5,-0.0019397012694153,150.00445392662,-0.0009740333651124,0.090937490991636,0,0.039234547161544,0,0.00033767844534277,0.045682279213389
1.75,-0.0023171604800329,148.3100817935,-0.0011526610389628,0.10680091291583,0,0.046910391349149,0,0.00039637614359354,0.053926820993969
2,-0.0026931829480524,151.7836881197,-0.0013319790235094,0.12302835726337,0,0.054497234220642,0,0.000455123374568,0.062266773617661
2.25,-0.0030647796867062,149.68793672104,-0.001505432934865,0.13861558813658,0,0.061994359323644,0,0.00051295380692589,0.070296764552693
2.5,-0.003442153777991,149.62863625596,-0.0016836411602306,0.15433794643643,0,0.069400332922505,0,0.00057155160203321,0.07856668031888
2.75,-0.0038167945951811,150.83481280767,-0.001860474081071,0.17006869526567,0,0.076716963737211,0,0.00063000048002846,0.086811567247041
3,-0.0041887323301704,149.82491110388,-0.0020344083594692,0.18548861193149,0,0.083962003467015,0,0.00068813401949169,0.094910072338446
3.25,-0.0045619557768843,150.02132942028,-0.0022058086539855,0.20094354947257,0,0.091253913010764,0,0.0007466050647611,0.10285072433669
3.5,-0.0049286210719485,150.41836972346,-0.0023559567935207,0.21631449533791,7.3195772258069e-09,0.099137004714939,0,0.000804966515841,0.10956641813371
3.75,-0.0052833598057406,149.96132812406,-0.0024424653416468,0.23151075611908,2.6702543371874e-08,0.10922388940146,0.00039880115489101,0.00086323434851122,0.11272976866474
4,-0.0056274629591409,150.13098087581,-0.0024002734277274,0.24667722822494,4.7733751477886e-08,0.12420126841422,0.0013964217199772,0.00092163291187963,0.10962989700381
4.25,-0.005953980210302,150.24018613432,-0.0021869575335036,0.26173892006561,6.9762701829257e-08,0.14522377125948,0.0023993584592443,0.0009799691765023,0.10109274947925
4.5,-0.0062096231476216,150.04384866595,-0.0018297560741178,0.2766795899672,1.0069971180128e-07,0.16867525358971,0.0033786011861036,0.0010382896611375,0.093058359672112
4.75,-0.0063454891189002,150.14891344882,-0.0014087938292611,0.29155680328345,2.0006001979535e-07,0.18979448357694,0.005923028887955,0.0010966557472759,0.088236620639825
5,-0.0065356736676441,150.16043902434,-0.0010968305044308,0.30632973845793,3.0517577289431e-07,0.20958891500444,0.0074179220778821,0.001154991463715,0.082578333406981
5.25,-0.0070685039142008,150.06357946043,-0.0011107583768005,0.3210031917267,4.6913793932214e-07,0.23068841289195,0.0092313377251335,0.0012133456114251,0.0756136519536
5.5,-0.0077885117613806,150.06967974974,-0.0013114356753261,0.33560306445135,7.0002095212796e-07,0.25161378824892,0.011448296542484,0.0012717557841496,0.069816187613028
5.75,-0.0081933978384533,149.91859075535,-0.0012117452839652,0.35012355768981,9.7139657632298e-07,0.27183242021494,0.013864337287552,0.0013302767650283,0.064018967476503
