"bounds_dummy","d","disp_x","GlobalElementId","K","ObjectId","PedigreeElementId","ce","delta","psie_active","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0.043,431,3.3333,0,431,15.144,4.1452,0.2,1,0.215,0.215,0,0
0,0,0.0432,433,3.3333,0,433,15.144,4.1452,0.2,1,0.216,0.216,0,0
0,0,0.0434,435,3.3333,0,435,15.144,4.1452,0.2,1,0.217,0.217,0,0
0,0,0.0436,437,3.3333,0,437,15.144,4.1452,0.2,1,0.218,0.218,0,0
0,0,0.0438,439,3.3333,0,439,15.144,4.1452,0.2,1,0.219,0.219,0,0
0,0,0.044,441,3.3333,0,441,15.144,4.1452,0.2,1,0.22,0.22,0,0
0,0,0.0442,443,3.3333,0,443,15.144,4.1452,0.2,1,0.221,0.221,0,0
0,0,0.0444,445,3.3333,0,445,15.144,4.1452,0.2,1,0.222,0.222,0,0
0,0,0.0446,447,3.3333,0,447,15.144,4.1452,0.2,1,0.223,0.223,0,0
0,0,0.0448,449,3.3333,0,449,15.144,4.1452,0.2,1,0.224,0.224,0,0
0,0,0.045,451,3.3333,0,451,15.144,4.1452,0.2,1,0.225,0.225,0,0
0,0,0.0452,453,3.3333,0,453,15.144,4.1452,0.2,1,0.226,0.226,0,0
0,0,0.0454,455,3.3333,0,455,15.144,4.1452,0.2,1,0.227,0.227,0,0
0,0,0.0456,457,3.3333,0,457,15.144,4.1452,0.2,1,0.228,0.228,0,0
0,0,0.0458,459,3.3333,0,459,15.144,4.1452,0.2,1,0.229,0.229,0,0
0,0,0.046,461,3.3333,0,461,15.144,4.1452,0.2,1,0.23,0.23,0,0
0,0,0.0462,463,3.3333,0,463,15.144,4.1452,0.2,1,0.231,0.231,0,0
0,0,0.0464,465,3.3333,0,465,15.144,4.1452,0.2,1,0.232,0.232,0,0
0,0,0.0466,467,3.3333,0,467,15.144,4.1452,0.2,1,0.233,0.233,0,0
0,0,0.0468,469,3.3333,0,469,15.144,4.1452,0.2,1,0.234,0.234,0,0
