time,Fx,Fy
5.3741202400757e-05,2582.5451558288,0.84308631062797
5.3741204308106e-05,2582.5474234803,0.84308894631863
5.3741206215454e-05,2582.5496912065,0.84309158210345
5.3741208122803e-05,2582.5519590074,0.84309421799944
5.3741210030152e-05,2582.554226883,0.84309685400141
5.37412119375e-05,2582.5564948334,0.84309949010937
5.3741213844849e-05,2582.5587628585,0.84310212632482
5.3741215752198e-05,2582.5610309584,0.84310476264501
5.3741217659546e-05,2582.5632991329,0.84310739907862
5.3741219566895e-05,2582.5655673821,0.84311003561409
5.3741221474244e-05,2582.5678357061,0.84311267225388
5.3741223381592e-05,2582.5701041049,0.84311530900186
5.3741225288941e-05,2582.5723725784,0.84311794586187
5.3741227196289e-05,2582.5746411266,0.8431205828279
5.3741229103638e-05,2582.5769097496,0.84312321989785
5.3741231010987e-05,2582.5791784473,0.84312585707562
5.3741232918335e-05,2582.5814472199,0.84312849436473
5.3741234825684e-05,2582.5837160673,0.84313113176341
5.3741236733033e-05,2582.5859849897,0.843133769276
5.3741238640381e-05,2582.5882539869,0.84313640690306
5.374124054773e-05,2582.5905230589,0.84313904464987
5.3741242455078e-05,2582.5927922056,0.84314168251301
5.3741244362427e-05,2582.595061427,0.84314432047987
5.3741246269776e-05,2582.5973307231,0.84314695854921
5.3741248177124e-05,2582.599600094,0.84314959672501
5.3741250084473e-05,2582.6018695395,0.84315223501398
5.3741251991822e-05,2582.6041390598,0.84315487342104
5.374125389917e-05,2582.6064086548,0.84315751193697
5.3741255806519e-05,2582.6086783245,0.84316015055596
5.3741257713868e-05,2582.6109480689,0.84316278928015
5.3741259621216e-05,2582.6132178882,0.84316542810965
5.3741261528565e-05,2582.6154877823,0.84316806705748
5.3741263435913e-05,2582.6177577513,0.84317070613172
5.3741265343262e-05,2582.6200277951,0.84317334531519
5.3741267250611e-05,2582.6222979136,0.84317598460143
5.3741269157959e-05,2582.6245681068,0.84317862399555
5.3741271065308e-05,2582.6268383746,0.84318126350012
5.3741272972657e-05,2582.6291087171,0.84318390311303
5.3741274880005e-05,2582.6313791344,0.84318654283819
5.3741276787354e-05,2582.6336496263,0.84318918266868
5.3741278694703e-05,2582.6359201929,0.84319182261522
5.3741280602051e-05,2582.6381908341,0.84319446267095
5.37412825094e-05,2582.6404615498,0.84319710284115
5.3741284416748e-05,2582.6427323404,0.84319974312562
5.3741286324097e-05,2582.6450032057,0.84320238353087
5.3741288231446e-05,2582.6472741458,0.84320502404772
5.3741290138794e-05,2582.6495451606,0.84320766467434
5.3741292046143e-05,2582.65181625,0.84321030541401
5.3741293953492e-05,2582.6540874141,0.84321294626409
5.374129586084e-05,2582.6563586529,0.8432155872203
5.3741297768189e-05,2582.6586299664,0.84321822828653
5.3741299675538e-05,2582.6609013547,0.84322086946882
5.3741301582886e-05,2582.6631728179,0.84322351075951
5.3741303490235e-05,2582.6654443559,0.84322615216836
5.3741305397583e-05,2582.6677159687,0.84322879369294
5.3741307304932e-05,2582.6699876564,0.84323143533154
5.3741309212281e-05,2582.6722594188,0.84323407708369
5.3741311119629e-05,2582.6745312559,0.84323671895327
5.3741313026978e-05,2582.6768031676,0.84323936093621
5.3741314934327e-05,2582.6790751541,0.8432420030298
5.3741316841675e-05,2582.6813472154,0.84324464522483
5.3741318749024e-05,2582.6836193515,0.84324728752799
5.3741320656373e-05,2582.6858915625,0.84324992993192
5.3741322563721e-05,2582.6881638482,0.84325257243812
5.374132447107e-05,2582.6904362086,0.84325521504975
5.3741326378418e-05,2582.6927086437,0.84325785776377
5.3741328285767e-05,2582.6949811535,0.84326050057628
5.3741330193116e-05,2582.6972537383,0.84326314349155
5.3741332100464e-05,2582.6995263978,0.84326578651499
5.3741334007813e-05,2582.7017991323,0.8432684296483
5.3741335915162e-05,2582.7040719415,0.84327107288789
5.374133782251e-05,2582.7063448255,0.84327371624423
5.3741339729859e-05,2582.7086177841,0.84327635971363
5.3741341637207e-05,2582.7108908174,0.84327900330728
5.3741343544556e-05,2582.7131639254,0.84328164700972
5.3741345451905e-05,2582.7154371081,0.8432842908269
5.3741347359253e-05,2582.7177103657,0.84328693475361
