time,Fx,Fy
0,0,0
1e-06,26.510841593456,4.5118653840825e-08
2e-06,67.028628819942,1.1408303529636e-07
3e-06,106.99251522275,1.8210240582128e-07
4e-06,147.11479315737,2.5040242324081e-07
5e-06,187.13360108454,3.1850983761572e-07
6e-06,227.12517441517,3.8657317769086e-07
7e-06,267.03582273437,4.5450678065606e-07
8e-06,306.83716274577,5.2224395474809e-07
9e-06,346.49829434256,5.8973852867794e-07
1e-05,386.01984878343,6.5699035012301e-07
1.1e-05,425.42550048921,7.2403978501612e-07
1.2e-05,464.72450191876,7.9091127203057e-07
1.3e-05,503.89879912354,8.5757201873093e-07
1.4e-05,542.9250582623,9.2397898265872e-07
1.5e-05,581.79833835775,9.9012508503193e-07
1.6e-05,620.51882879211,1.0560127918779e-06
1.7e-05,659.07602644878,1.1216058775076e-06
1.8e-05,697.45559016406,1.1868718958752e-06
1.9e-05,735.64968444116,1.2518293290853e-06
2e-05,773.65204639905,1.3164916436992e-06
2.1e-05,811.4530399769,1.3808227077305e-06
2.2e-05,849.04279571248,1.4447785519067e-06
2.3e-05,886.41263642065,1.5083422519879e-06
2.4e-05,923.55358263257,1.5715088963475e-06
2.5e-05,960.45666836216,1.6342712134687e-06
2.6e-05,997.11341916932,1.696621076519e-06
2.7e-05,1033.5146618271,1.7585338314419e-06
2.8e-05,1069.6505132651,1.819986886531e-06
2.9e-05,1105.5117182717,1.8809699851019e-06
3e-05,1141.0896849909,1.9414774552473e-06
3.1e-05,1176.3755690959,2.0014928878709e-06
3.2e-05,1211.3604320982,2.0609931397075e-06
3.3e-05,1246.0322443883,2.1199526933913e-06
3.4e-05,1280.3535365197,2.178323734725e-06
3.5e-05,1314.2307616388,2.2359403590855e-06
3.6e-05,1347.5779016224,2.2926828648906e-06
3.7e-05,1380.5056969916,2.3487268432376e-06
3.8e-05,1413.309029241,2.4045744222434e-06
3.9e-05,1446.0458808,2.460338180299e-06
4e-05,1478.3688043714,2.5154269618355e-06
4.1e-05,1510.0576520988,2.5694587542091e-06
4.2e-05,1541.2467473626,2.6227254714684e-06
4.3e-05,1571.8990108546,2.6751838628769e-06
4.4e-05,1601.819501192,2.7264633537527e-06
