time,max_d,max_disp_z,min_disp_z
1.32e-05,1,0.0018531220283364,-0.132
1.325e-05,1,0.001900417108772,-0.1325
1.335e-05,1,0.00200403297216,-0.1335
1.345e-05,1,0.0021064166089118,-0.1345
1.3475e-05,1,0.0021321069543217,-0.13475
1.3525e-05,1,0.0021829674629096,-0.13525
1.355e-05,1,0.0022081539126445,-0.1355
1.36e-05,1,0.0022581012937641,-0.136
1.3625e-05,1,0.0022828866116232,-0.13625
1.36375e-05,1,0.0022954409500654,-0.136375
1.36625e-05,1,0.0023204018251298,-0.136625
1.3675e-05,1,0.0023328103061365,-0.13675
1.37e-05,1,0.0023597779680642,-0.137
1.37125e-05,1,0.0023764968689883,-0.137125
1.37375e-05,1,0.0024106069143854,-0.137375
1.37875e-05,1,0.0024787250278902,-0.137875
1.38e-05,1,0.0024957237403482,-0.138
1.380625e-05,1,0.0025042162160619,-0.1380625
1.3809375e-05,1,0.0025084605334844,-0.13809375
1.3815625e-05,1,0.0025169450426728,-0.13815625
1.3828125e-05,1,0.0025353252541483,-0.13828125
1.3853125e-05,1,0.002575918622448,-0.13853125
1.3865625e-05,1,0.0025960835107592,-0.13865625
1.3871875e-05,1,0.0026061312762225,-0.13871875
1.3884375e-05,1,0.002626154856226,-0.13884375
1.3890625e-05,1,0.0026361301901159,-0.13890625
1.3903125e-05,1,0.0026560062390994,-0.13903125
1.3928125e-05,1,0.0026954546551108,-0.13928125
1.3940625e-05,1,0.002715025783483,-0.13940625
1.3946875e-05,1,0.0027247728543636,-0.13946875
1.3959375e-05,1,0.0027441902508195,-0.13959375
1.3965625e-05,1,0.0027538607154548,-0.13965625
1.396875e-05,1,0.0027586864448876,-0.1396875
1.3975e-05,1,0.0027683190399285,-0.13975
1.3978125e-05,1,0.0027731259416124,-0.13978125
1.3984375e-05,1,0.0027827211289555,-0.13984375
1.3996875e-05,1,0.0028025915590282,-0.13996875
1.4021875e-05,1,0.0028421892148197,-0.14021875
1.4034375e-05,1,0.0028618768592605,-0.14034375
1.4059375e-05,1,0.0029010470758267,-0.14134658094872
1.4071875e-05,1,0.002920534340637,-0.14289341499515
1.4096875e-05,1,0.0029593359351208,-0.14572074430007
1.4109375e-05,1,0.0029786559696692,-0.14661038042862
1.4115625e-05,1,0.0029882976214143,-0.14685700922161
1.411875e-05,1,0.0029931141182361,-0.14693725280282
1.4125e-05,1,0.003002738895643,-0.14707021014445
1.41375e-05,1,0.0030219577052838,-0.14729459170222
1.414375e-05,1,0.003031552480976,-0.14739514545141
1.4146875e-05,1,0.003036346450215,-0.14762377551517
1.4153125e-05,1,0.0030459279902915,-0.14817725913131
1.415625e-05,1,0.0030507156560728,-0.14845324029609
1.41578125e-05,1,0.003053108742188,-0.14859097866844
1.415859375e-05,1,0.0030543051026275,-0.14865977116412
1.41587890625e-05,1,0.0030546041739036,-0.14867696039456
1.415888671875e-05,1,0.003054753706731,-0.14868555358121
1.4158892822266e-05,1,0.0030547630524706,-0.14868609062315
1.4158895874023e-05,1,0.0030547677253377,-0.14868635914269
1.4158901977539e-05,1,0.0030547770710663,-0.14868689617889
1.415891418457e-05,1,0.0030547957625017,-0.14868797023977
1.4158938598633e-05,1,0.0030548331452847,-0.14869011831544
1.4158987426758e-05,1,0.0030549079105005,-0.14869441428215
1.4159085083008e-05,1,0.0030550574395314,-0.14870300547461
1.4159280395508e-05,1,0.0030553564919989,-0.14872018487608
1.4159671020508e-05,1,0.0030559545746175,-0.14875453158775
1.4160452270508e-05,1,0.0030571506510823,-0.14882317534685
1.4162014770508e-05,1,0.0030595424528515,-0.14896025335625
1.4165139770508e-05,1,0.0030643246830358,-0.14923347237469
1.4171389770508e-05,1,0.0030756252642565,-0.14977609348181
1.4183889770508e-05,1,0.0030992650735387,-0.15084130586821
1.4190139770508e-05,1,0.003111223362689,-0.15135433201952
1.4202639770508e-05,1,0.003136456243351,-0.15227413296987
1.4208889770508e-05,1,0.0031492924657438,-0.15268299877489
1.4212014770508e-05,1,0.0031557072916738,-0.15288030922973
1.4218264770508e-05,1,0.0031685299971031,-0.15326867459663
1.4221389770508e-05,1,0.0031749377950618,-0.15346063089096
1.4227639770508e-05,1,0.0031877459329391,-0.15384240694957
1.4230764770508e-05,1,0.0031941461920761,-0.15403247601965
1.4237014770508e-05,1,0.0032069387458832,-0.15441182238741
1.4249514770508e-05,1,0.0032324902577708,-0.15516900726046
1.4255764770508e-05,1,0.0032452486101748,-0.15554711227641
1.4268264770508e-05,1,0.0032707278530709,-0.15630280031562
1.4274514770508e-05,1,0.0032834481361119,-0.1566804261859
1.4277639770508e-05,1,0.0032898032569373,-0.15686917216136
1.4279202270508e-05,1,0.003292979536494,-0.15696352046155
1.4279983520508e-05,1,0.0032945673528818,-0.15701068759638
1.4281546020508e-05,1,0.0032977423336586,-0.15710500780447
1.4284671020508e-05,1,0.0033040896624619,-0.15729359335514
1.4290921020508e-05,1,0.0033167735958424,-0.15767055303617
1.4294046020508e-05,1,0.0033231101321132,-0.15785892008249
1.4300296020508e-05,1,0.003335772043714,-0.15823532250979
1.4303421020508e-05,1,0.003342097350156,-0.15842333339005
1.4304202270508e-05,1,0.0033436780805199,-0.15847031433903
1.4304397583008e-05,1,0.0033440732255818,-0.15848205818479
1.4304446411133e-05,1,0.0033441720094968,-0.15848499405931
1.4304470825195e-05,1,0.0033442214011016,-0.15848646198356
